@relation restaurant#general

@attribute id numeric
@attribute unigram string
@attribute unigram_lemma string
@attribute bigram string
@attribute bigram_lemma string
@attribute pos_bigrams string
@attribute aspecttype {true, false}

@data
1896,'A must try ! ','a must try ! ','A_must must_try try_! ','a_must must_try try_! ','DT_MD MD_VB VB_. ',true
1908,'On a recent Sunday afternoon , a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT . ','on a recent sunday afternoon , a friend and I accidently find this great restaurant on our way to see the pulitzer prize win play doubt . ','On_a a_recent recent_Sunday Sunday_afternoon afternoon_, ,_a a_friend friend_and and_I I_accidently accidently_found found_this this_great great_restaurant restaurant_on on_our our_way way_to to_see see_the the_pulitzer pulitzer_prize prize_winning winning_play play_DOUBT DOUBT_. ','on_a a_recent recent_sunday sunday_afternoon afternoon_, ,_a a_friend friend_and and_I I_accidently accidently_find find_this this_great great_restaurant restaurant_on on_our our_way way_to to_see see_the the_pulitzer pulitzer_prize prize_win win_play play_doubt doubt_. ','IN_DT DT_JJ JJ_NNP NNP_NN NN_, ,_DT DT_NN NN_CC CC_PRP PRP_RB RB_VBD VBD_DT DT_JJ JJ_NN NN_IN IN_PRP$ PRP$_NN NN_TO TO_VB VB_DT DT_NN NN_NN NN_VBG VBG_NN NN_NNP NNP_. ',true
1920,'This was the perfect quiet , relaxing , and delicious accompaniment to our afternoon of theater . ','this be the perfect quiet , relax , and delicious accompaniment to our afternoon of theater . ','This_was was_the the_perfect perfect_quiet quiet_, ,_relaxing relaxing_, ,_and and_delicious delicious_accompaniment accompaniment_to to_our our_afternoon afternoon_of of_theater theater_. ','this_be be_the the_perfect perfect_quiet quiet_, ,_relax relax_, ,_and and_delicious delicious_accompaniment accompaniment_to to_our our_afternoon afternoon_of of_theater theater_. ','DT_VBD VBD_DT DT_JJ JJ_JJ JJ_, ,_VBG VBG_, ,_CC CC_JJ JJ_NN NN_IN IN_PRP$ PRP$_NN NN_IN IN_NN NN_. ',false
1932,'The chicken pot pie is excpetiona , the cheeseburger huge and delictable , and the service professional wan warm . ','the chicken pot pie be excpetiona , the cheeseburger huge and delictable , and the service professional wan warm . ','The_chicken chicken_pot pot_pie pie_is is_excpetiona excpetiona_, ,_the the_cheeseburger cheeseburger_huge huge_and and_delictable delictable_, ,_and and_the the_service service_professional professional_wan wan_warm warm_. ','the_chicken chicken_pot pot_pie pie_be be_excpetiona excpetiona_, ,_the the_cheeseburger cheeseburger_huge huge_and and_delictable delictable_, ,_and and_the the_service service_professional professional_wan wan_warm warm_. ','DT_NN NN_NN NN_NN NN_VBZ VBZ_JJ JJ_, ,_DT DT_NN NN_JJ JJ_CC CC_JJ JJ_, ,_CC CC_DT DT_NN NN_JJ JJ_NN NN_JJ JJ_. ',false
1944,'With so many poor experiences to be had in the theater district , is truly an excellent find ! ','with so many poor experience to be have in the theater district , be truly an excellent find ! ','With_so so_many many_poor poor_experiences experiences_to to_be be_had had_in in_the the_theater theater_district district_, ,_is is_truly truly_an an_excellent excellent_find find_! ','with_so so_many many_poor poor_experience experience_to to_be be_have have_in in_the the_theater theater_district district_, ,_be be_truly truly_an an_excellent excellent_find find_! ','IN_RB RB_JJ JJ_JJ JJ_NNS NNS_TO TO_VB VB_VBN VBN_IN IN_DT DT_NN NN_NN NN_, ,_VBZ VBZ_RB RB_DT DT_JJ JJ_NN NN_. ',true
1956,'We will return many times for this oasis in mid-town . ','we will return many time for this oasis in mid-town . ','We_will will_return return_many many_times times_for for_this this_oasis oasis_in in_mid-town mid-town_. ','we_will will_return return_many many_time time_for for_this this_oasis oasis_in in_mid-town mid-town_. ','PRP_MD MD_VB VB_JJ JJ_NNS NNS_IN IN_DT DT_NN NN_IN IN_NN NN_. ',true
1968,'The sake menu should not be overlooked ! ','the sake menu should not be overlook ! ','The_sake sake_menu menu_should should_not not_be be_overlooked overlooked_! ','the_sake sake_menu menu_should should_not not_be be_overlook overlook_! ','DT_NN NN_NN NN_MD MD_RB RB_VB VB_VBN VBN_. ',false
1980,'All in all , this midtown gem instantly became one of my favorite sushi restaurants in the city . ','all in all , this midtown gem instantly become #crd# of my favorite sushi restaurant in the city . ','All_in in_all all_, ,_this this_midtown midtown_gem gem_instantly instantly_became became_one one_of of_my my_favorite favorite_sushi sushi_restaurants restaurants_in in_the the_city city_. ','all_in in_all all_, ,_this this_midtown midtown_gem gem_instantly instantly_become become_#crd# #crd#_of of_my my_favorite favorite_sushi sushi_restaurant restaurant_in in_the the_city city_. ','DT_IN IN_DT DT_, ,_DT DT_JJ JJ_NN NN_RB RB_VBD VBD_CD CD_IN IN_PRP$ PRP$_JJ JJ_JJ JJ_NNS NNS_IN IN_DT DT_NN NN_. ',true
1992,'Try the lobster teriyaki and the rose special roll . ','try the lobster teriyaki and the rise special roll . ','Try_the the_lobster lobster_teriyaki teriyaki_and and_the the_rose rose_special special_roll roll_. ','try_the the_lobster lobster_teriyaki teriyaki_and and_the the_rise rise_special special_roll roll_. ','VB_DT DT_NN NN_NN NN_CC CC_DT DT_VBD VBD_JJ JJ_NN NN_. ',false
2004,'Wine list selection is good and wine - by - the - glass was generously filled to the top . ','wine list selection be good and wine - by - the - glass be generously fill to the top . ','Wine_list list_selection selection_is is_good good_and and_wine wine_- -_by by_- -_the the_- -_glass glass_was was_generously generously_filled filled_to to_the the_top top_. ','wine_list list_selection selection_be be_good good_and and_wine wine_- -_by by_- -_the the_- -_glass glass_be be_generously generously_fill fill_to to_the the_top top_. ','NN_NN NN_NN NN_VBZ VBZ_JJ JJ_CC CC_NN NN_HYPH HYPH_IN IN_HYPH HYPH_DT DT_HYPH HYPH_NN NN_VBD VBD_RB RB_VBN VBN_IN IN_DT DT_NN NN_. ',false
2016,'Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation . ','traditional french decour be pleasant though the hall be rather noisy - the restaurant be full and we have to raise our voice to be able to maintain a conversation . ','Traditional_French French_decour decour_was was_pleasant pleasant_though though_the the_hall hall_was was_rather rather_noisy noisy_- -_the the_restaurant restaurant_was was_full full_and and_we we_had had_to to_raise raise_our our_voices voices_to to_be be_able able_to to_maintain maintain_a a_conversation conversation_. ','traditional_french french_decour decour_be be_pleasant pleasant_though though_the the_hall hall_be be_rather rather_noisy noisy_- -_the the_restaurant restaurant_be be_full full_and and_we we_have have_to to_raise raise_our our_voice voice_to to_be be_able able_to to_maintain maintain_a a_conversation conversation_. ','JJ_JJ JJ_NN NN_VBD VBD_JJ JJ_IN IN_DT DT_NN NN_VBD VBD_RB RB_JJ JJ_: :_DT DT_NN NN_VBD VBD_JJ JJ_CC CC_PRP PRP_VBD VBD_TO TO_VB VB_PRP$ PRP$_NNS NNS_TO TO_VB VB_JJ JJ_TO TO_VB VB_DT DT_NN NN_. ',false
2028,'I ve been to at Cafe Spice probably 5-8 times , it is probably still the best Indian restaurant around Union Square . ','I have be to at cafe spice probably 0 time , it be probably still the good indian restaurant around union square . ','I_ve ve_been been_to to_at at_Cafe Cafe_Spice Spice_probably probably_5-8 5-8_times times_, ,_it it_is is_probably probably_still still_the the_best best_Indian Indian_restaurant restaurant_around around_Union Union_Square Square_. ','I_have have_be be_to to_at at_cafe cafe_spice spice_probably probably_0 0_time time_, ,_it it_be be_probably probably_still still_the the_good good_indian indian_restaurant restaurant_around around_union union_square square_. ','PRP_VBP VBP_VBN VBN_IN IN_IN IN_NNP NNP_NNP NNP_RB RB_CD CD_NNS NNS_, ,_PRP PRP_VBZ VBZ_RB RB_RB RB_DT DT_JJS JJS_JJ JJ_NN NN_IN IN_NNP NNP_NNP NNP_. ',true
2040,'To sum it up : Service varies from good to mediorce , depending on which waiter you get ; generally it is just average Ok . ','to sum it up : service vary from good to mediorce , depend on which waiter you get ; generally it be just average ok . ','To_sum sum_it it_up up_: :_Service Service_varies varies_from from_good good_to to_mediorce mediorce_, ,_depending depending_on on_which which_waiter waiter_you you_get get_; ;_generally generally_it it_is is_just just_average average_Ok Ok_. ','to_sum sum_it it_up up_: :_service service_vary vary_from from_good good_to to_mediorce mediorce_, ,_depend depend_on on_which which_waiter waiter_you you_get get_; ;_generally generally_it it_be be_just just_average average_ok ok_. ','TO_VB VB_PRP PRP_RP RP_: :_NNP NNP_VBZ VBZ_IN IN_JJ JJ_IN IN_NNS NNS_, ,_VBG VBG_IN IN_WDT WDT_NN NN_PRP PRP_VBP VBP_: :_RB RB_PRP PRP_VBZ VBZ_RB RB_JJ JJ_UH UH_. ',false
2052,'Seating is always prompt , though the restaurant does fill up in the evening . ','seating be always prompt , though the restaurant do fill up in the evening . ','Seating_is is_always always_prompt prompt_, ,_though though_the the_restaurant restaurant_does does_fill fill_up up_in in_the the_evening evening_. ','seating_be be_always always_prompt prompt_, ,_though though_the the_restaurant restaurant_do do_fill fill_up up_in in_the the_evening evening_. ','NN_VBZ VBZ_RB RB_JJ JJ_, ,_IN IN_DT DT_NN NN_VBZ VBZ_VB VB_RP RP_IN IN_DT DT_NN NN_. ',false
2064,'Food is usually very good , though ocasionally I wondered about freshmess of raw vegatables in side orders . ','food be usually very good , though ocasionally I wonder about freshmess of raw vegatables in side order . ','Food_is is_usually usually_very very_good good_, ,_though though_ocasionally ocasionally_I I_wondered wondered_about about_freshmess freshmess_of of_raw raw_vegatables vegatables_in in_side side_orders orders_. ','food_be be_usually usually_very very_good good_, ,_though though_ocasionally ocasionally_I I_wonder wonder_about about_freshmess freshmess_of of_raw raw_vegatables vegatables_in in_side side_order order_. ','NN_VBZ VBZ_RB RB_RB RB_JJ JJ_, ,_IN IN_RB RB_PRP PRP_VBD VBD_IN IN_NN NN_IN IN_JJ JJ_NNS NNS_IN IN_NN NN_NNS NNS_. ',false
2076,'As many other reviewers noticed , your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time . ','as many other reviewer notice , your order be often slow to arrive - this be particularly true in the evening but be not a problem during lunch time . ','As_many many_other other_reviewers reviewers_noticed noticed_, ,_your your_order order_is is_often often_slow slow_to to_arrive arrive_- -_this this_is is_particularly particularly_true true_in in_the the_evening evening_but but_is is_not not_a a_problem problem_during during_lunch lunch_time time_. ','as_many many_other other_reviewer reviewer_notice notice_, ,_your your_order order_be be_often often_slow slow_to to_arrive arrive_- -_this this_be be_particularly particularly_true true_in in_the the_evening evening_but but_be be_not not_a a_problem problem_during during_lunch lunch_time time_. ','IN_JJ JJ_JJ JJ_NNS NNS_VBD VBD_, ,_PRP$ PRP$_NN NN_VBZ VBZ_RB RB_JJ JJ_TO TO_VB VB_: :_DT DT_VBZ VBZ_RB RB_JJ JJ_IN IN_DT DT_NN NN_CC CC_VBZ VBZ_RB RB_DT DT_NN NN_IN IN_NN NN_NN NN_. ',false
2088,'The decor is vibrant and eye - pleasing with several semi-private boths on the right side of the dining hall , which are great for a date . ','the decor be vibrant and eye - please with several semi-private boths on the right side of the dining hall , which be great for a date . ','The_decor decor_is is_vibrant vibrant_and and_eye eye_- -_pleasing pleasing_with with_several several_semi-private semi-private_boths boths_on on_the the_right right_side side_of of_the the_dining dining_hall hall_, ,_which which_are are_great great_for for_a a_date date_. ','the_decor decor_be be_vibrant vibrant_and and_eye eye_- -_please please_with with_several several_semi-private semi-private_boths boths_on on_the the_right right_side side_of of_the the_dining dining_hall hall_, ,_which which_be be_great great_for for_a a_date date_. ','DT_NN NN_VBZ VBZ_JJ JJ_CC CC_NN NN_HYPH HYPH_VBG VBG_IN IN_JJ JJ_JJ JJ_NNS NNS_IN IN_DT DT_JJ JJ_NN NN_IN IN_DT DT_NN NN_NN NN_, ,_WDT WDT_VBP VBP_JJ JJ_IN IN_DT DT_NN NN_. ',false
2100,'I have NEVER been disappointed in the Red Eye . ','I have never be disappoint in the red eye . ','I_have have_NEVER NEVER_been been_disappointed disappointed_in in_the the_Red Red_Eye Eye_. ','I_have have_never never_be be_disappoint disappoint_in in_the the_red red_eye eye_. ','PRP_VBP VBP_RB RB_VBN VBN_VBN VBN_IN IN_DT DT_NNP NNP_NNP NNP_. ',true
2112,'The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad . ','the #ord# time I go , and be completely take by the live jazz band and atmosphere , I order the lobster cobb salad . ','The_first first_time time_I I_went went_, ,_and and_was was_completely completely_taken taken_by by_the the_live live_jazz jazz_band band_and and_atmosphere atmosphere_, ,_I I_ordered ordered_the the_Lobster Lobster_Cobb Cobb_Salad Salad_. ','the_#ord# #ord#_time time_I I_go go_, ,_and and_be be_completely completely_take take_by by_the the_live live_jazz jazz_band band_and and_atmosphere atmosphere_, ,_I I_order order_the the_lobster lobster_cobb cobb_salad salad_. ','DT_JJ JJ_NN NN_PRP PRP_VBD VBD_, ,_CC CC_VBD VBD_RB RB_VBN VBN_IN IN_DT DT_JJ JJ_NN NN_NN NN_CC CC_NN NN_, ,_PRP PRP_VBD VBD_DT DT_NNP NNP_NNP NNP_NNP NNP_. ',false
2124,'The restaurant is cute but not upscale . ','the restaurant be cute but not upscale . ','The_restaurant restaurant_is is_cute cute_but but_not not_upscale upscale_. ','the_restaurant restaurant_be be_cute cute_but but_not not_upscale upscale_. ','DT_NN NN_VBZ VBZ_JJ JJ_CC CC_RB RB_JJ JJ_. ',false
2136,'The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes . ','the food be a diamond in rough -- the food be delicious and homemade with the perfect balance of herb and tomato . ','The_food food_is is_a a_diamond diamond_in in_rough rough_-- --_the the_food food_is is_delicious delicious_and and_homemade homemade_with with_the the_perfect perfect_balance balance_of of_herbs herbs_and and_tomatoes tomatoes_. ','the_food food_be be_a a_diamond diamond_in in_rough rough_-- --_the the_food food_be be_delicious delicious_and and_homemade homemade_with with_the the_perfect perfect_balance balance_of of_herb herb_and and_tomato tomato_. ','DT_NN NN_VBZ VBZ_DT DT_NN NN_IN IN_JJ JJ_: :_DT DT_NN NN_VBZ VBZ_JJ JJ_CC CC_JJ JJ_IN IN_DT DT_JJ JJ_NN NN_IN IN_NNS NNS_CC CC_NNS NNS_. ',false
2148,'I would highly recommend it . ','I would highly recommend it . ','I_would would_highly highly_recommend recommend_it it_. ','I_would would_highly highly_recommend recommend_it it_. ','PRP_MD MD_RB RB_VB VB_PRP PRP_. ',true
2160,'It s one of our favorite places to eat in NY . ','it s #crd# of our favorite place to eat in ny . ','It_s s_one one_of of_our our_favorite favorite_places places_to to_eat eat_in in_NY NY_. ','it_s s_#crd# #crd#_of of_our our_favorite favorite_place place_to to_eat eat_in in_ny ny_. ','PRP_VBZ VBZ_CD CD_IN IN_PRP$ PRP$_JJ JJ_NNS NNS_TO TO_VB VB_IN IN_NNP NNP_. ',true
2172,'We had a great time at the Jekyll and hyde Pub last night . ','we have a great time at the jekyll and hyde pub last night . ','We_had had_a a_great great_time time_at at_the the_Jekyll Jekyll_and and_hyde hyde_Pub Pub_last last_night night_. ','we_have have_a a_great great_time time_at at_the the_jekyll jekyll_and and_hyde hyde_pub pub_last last_night night_. ','PRP_VBD VBD_DT DT_JJ JJ_NN NN_IN IN_DT DT_NNP NNP_CC CC_VBD VBD_NNP NNP_JJ JJ_NN NN_. ',true
2184,'I highly recommend visiting this restaurant and having dinner and drinks ! ','I highly recommend visit this restaurant and have dinner and drink ! ','I_highly highly_recommend recommend_visiting visiting_this this_restaurant restaurant_and and_having having_dinner dinner_and and_drinks drinks_! ','I_highly highly_recommend recommend_visit visit_this this_restaurant restaurant_and and_have have_dinner dinner_and and_drink drink_! ','PRP_RB RB_VBP VBP_VBG VBG_DT DT_NN NN_CC CC_VBG VBG_NN NN_CC CC_NNS NNS_. ',true
2196,'If you are the type of person who likes being scared and entertained , this is a great place to go and eat . ','if you be the type of person who like be scare and entertain , this be a great place to go and eat . ','If_you you_are are_the the_type type_of of_person person_who who_likes likes_being being_scared scared_and and_entertained entertained_, ,_this this_is is_a a_great great_place place_to to_go go_and and_eat eat_. ','if_you you_be be_the the_type type_of of_person person_who who_like like_be be_scare scare_and and_entertain entertain_, ,_this this_be be_a a_great great_place place_to to_go go_and and_eat eat_. ','IN_PRP PRP_VBP VBP_DT DT_NN NN_IN IN_NN NN_WP WP_VBZ VBZ_VBG VBG_VBN VBN_CC CC_VBN VBN_, ,_DT DT_VBZ VBZ_DT DT_JJ JJ_NN NN_TO TO_VB VB_CC CC_VB VB_. ',false
2208,'My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary , and to our surprise it was fantastic . ','my husband and I thougt it would be great to go to the jekyll and hyde pub for our anniversary , and to our surprise it be fantastic . ','My_husband husband_and and_I I_thougt thougt_it it_would would_be be_great great_to to_go go_to to_the the_Jekyll Jekyll_and and_Hyde Hyde_Pub Pub_for for_our our_anniversary anniversary_, ,_and and_to to_our our_surprise surprise_it it_was was_fantastic fantastic_. ','my_husband husband_and and_I I_thougt thougt_it it_would would_be be_great great_to to_go go_to to_the the_jekyll jekyll_and and_hyde hyde_pub pub_for for_our our_anniversary anniversary_, ,_and and_to to_our our_surprise surprise_it it_be be_fantastic fantastic_. ','PRP$_NN NN_CC CC_PRP PRP_VBP VBP_PRP PRP_MD MD_VB VB_JJ JJ_TO TO_VB VB_IN IN_DT DT_NNP NNP_CC CC_NNP NNP_NNP NNP_IN IN_PRP$ PRP$_NN NN_, ,_CC CC_IN IN_PRP$ PRP$_NN NN_PRP PRP_VBD VBD_JJ JJ_. ',true
2220,'The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini . ','the have over 0 different beer to offer thier guest so that make my husband very happy and the food be delicious , if I must recommend a dish it must be the pumkin tortelini . ','The_have have_over over_100 100_different different_beers beers_to to_offer offer_thier thier_guest guest_so so_that that_made made_my my_husband husband_very very_happy happy_and and_the the_food food_was was_delicious delicious_, ,_if if_I I_must must_recommend recommend_a a_dish dish_it it_must must_be be_the the_pumkin pumkin_tortelini tortelini_. ','the_have have_over over_0 0_different different_beer beer_to to_offer offer_thier thier_guest guest_so so_that that_make make_my my_husband husband_very very_happy happy_and and_the the_food food_be be_delicious delicious_, ,_if if_I I_must must_recommend recommend_a a_dish dish_it it_must must_be be_the the_pumkin pumkin_tortelini tortelini_. ','DT_VBP VBP_IN IN_CD CD_JJ JJ_NNS NNS_TO TO_VB VB_PRP$ PRP$_NN NN_IN IN_IN IN_VBD VBD_PRP$ PRP$_NN NN_RB RB_JJ JJ_CC CC_DT DT_NN NN_VBD VBD_JJ JJ_, ,_IN IN_PRP PRP_MD MD_VB VB_DT DT_NN NN_PRP PRP_MD MD_VB VB_DT DT_NN NN_NN NN_. ',false
2232,'The entertainment was great they have shows that go on through out the dinner . ','the entertainment be great they have show that go on through out the dinner . ','The_entertainment entertainment_was was_great great_they they_have have_shows shows_that that_go go_on on_through through_out out_the the_dinner dinner_. ','the_entertainment entertainment_be be_great great_they they_have have_show show_that that_go go_on on_through through_out out_the the_dinner dinner_. ','DT_NN NN_VBD VBD_JJ JJ_PRP PRP_VBP VBP_NNS NNS_WDT WDT_VBP VBP_IN IN_IN IN_RP RP_DT DT_NN NN_. ',false
2244,'Please take my advice , go and try this place . ','please take my advice , go and try this place . ','Please_take take_my my_advice advice_, ,_go go_and and_try try_this this_place place_. ','please_take take_my my_advice advice_, ,_go go_and and_try try_this this_place place_. ','UH_VB VB_PRP$ PRP$_NN NN_, ,_VB VB_CC CC_VB VB_DT DT_NN NN_. ',true
2256,'We were not dissappointed in the least bit by this little gem . ','we be not dissappointed in the least bit by this little gem . ','We_were were_not not_dissappointed dissappointed_in in_the the_least least_bit bit_by by_this this_little little_gem gem_. ','we_be be_not not_dissappointed dissappointed_in in_the the_least least_bit bit_by by_this this_little little_gem gem_. ','PRP_VBD VBD_RB RB_VBN VBN_IN IN_DT DT_JJS JJS_NN NN_IN IN_DT DT_JJ JJ_NN NN_. ',true
2268,'The bagel was huge . ','the bagel be huge . ','The_bagel bagel_was was_huge huge_. ','the_bagel bagel_be be_huge huge_. ','DT_NN NN_VBD VBD_JJ JJ_. ',false
2280,'They were served warm and had a soft fluffy interior . ','they be serve warm and have a soft fluffy interior . ','They_were were_served served_warm warm_and and_had had_a a_soft soft_fluffy fluffy_interior interior_. ','they_be be_serve serve_warm warm_and and_have have_a a_soft soft_fluffy fluffy_interior interior_. ','PRP_VBD VBD_VBN VBN_JJ JJ_CC CC_VBD VBD_DT DT_JJ JJ_JJ JJ_NN NN_. ',false
2292,'The workers there also absolutely load the bagel with cream cheese ( gets a little messy ) . ','the worker there also absolutely load the bagel with cream cheese ( get a little messy ) . ','The_workers workers_there there_also also_absolutely absolutely_load load_the the_bagel bagel_with with_cream cream_cheese cheese_( (_gets gets_a a_little little_messy messy_) )_. ','the_worker worker_there there_also also_absolutely absolutely_load load_the the_bagel bagel_with with_cream cream_cheese cheese_( (_get get_a a_little little_messy messy_) )_. ','DT_NNS NNS_RB RB_RB RB_RB RB_VB VB_DT DT_NN NN_IN IN_NN NN_NN NN_-LRB- -LRB-_VBZ VBZ_DT DT_JJ JJ_JJ JJ_-RRB- -RRB-_. ',false
2304,'I loved it and would HIGHLY RECOMMEND . ','I love it and would highly recommend . ','I_loved loved_it it_and and_would would_HIGHLY HIGHLY_RECOMMEND RECOMMEND_. ','I_love love_it it_and and_would would_highly highly_recommend recommend_. ','PRP_VBD VBD_PRP PRP_CC CC_MD MD_NNP NNP_NNP NNP_. ',true
2316,'This was my frist time at Cafe St. Bart s and I must say how delicous the food and the service was . ','this be my frist time at cafe st. bart s and I must say how delicous the food and the service be . ','This_was was_my my_frist frist_time time_at at_Cafe Cafe_St. St._Bart Bart_s s_and and_I I_must must_say say_how how_delicous delicous_the the_food food_and and_the the_service service_was was_. ','this_be be_my my_frist frist_time time_at at_cafe cafe_st. st._bart bart_s s_and and_I I_must must_say say_how how_delicous delicous_the the_food food_and and_the the_service service_be be_. ','DT_VBD VBD_PRP$ PRP$_JJ JJ_NN NN_IN IN_NNP NNP_NNP NNP_NNP NNP_POS POS_CC CC_PRP PRP_MD MD_VB VB_WRB WRB_JJ JJ_DT DT_NN NN_CC CC_DT DT_NN NN_VBD VBD_. ',false
2328,'Other guests enjoyed pizza , santa fe chopped salad and fish and chips . ','other guest enjoy pizza , santa fe chop salad and fish and chip . ','Other_guests guests_enjoyed enjoyed_pizza pizza_, ,_santa santa_fe fe_chopped chopped_salad salad_and and_fish fish_and and_chips chips_. ','other_guest guest_enjoy enjoy_pizza pizza_, ,_santa santa_fe fe_chop chop_salad salad_and and_fish fish_and and_chip chip_. ','JJ_NNS NNS_VBD VBD_NN NN_, ,_FW FW_FW FW_VBN VBN_NN NN_CC CC_NN NN_CC CC_NNS NNS_. ',false
2340,'I highly recommend Cafe St. Bart s for their food , the ambience and wonderful service . ','I highly recommend cafe st. bart s for their food , the ambience and wonderful service . ','I_highly highly_recommend recommend_Cafe Cafe_St. St._Bart Bart_s s_for for_their their_food food_, ,_the the_ambience ambience_and and_wonderful wonderful_service service_. ','I_highly highly_recommend recommend_cafe cafe_st. st._bart bart_s s_for for_their their_food food_, ,_the the_ambience ambience_and and_wonderful wonderful_service service_. ','PRP_RB RB_VBP VBP_NNP NNP_NNP NNP_NNP NNP_POS POS_IN IN_PRP$ PRP$_NN NN_, ,_DT DT_NN NN_CC CC_JJ JJ_NN NN_. ',false
2352,'All the staff is absolutely professional !! ','all the staff be absolutely professional !! ','All_the the_staff staff_is is_absolutely absolutely_professional professional_!! ','all_the the_staff staff_be be_absolutely absolutely_professional professional_!! ','PDT_DT DT_NN NN_VBZ VBZ_RB RB_JJ JJ_. ',false
2364,'There s nice and quiet , small but enough for 6 ( or more ) . ','there s nice and quiet , small but enough for 0 ( or more ) . ','There_s s_nice nice_and and_quiet quiet_, ,_small small_but but_enough enough_for for_6 6_( (_or or_more more_) )_. ','there_s s_nice nice_and and_quiet quiet_, ,_small small_but but_enough enough_for for_0 0_( (_or or_more more_) )_. ','EX_VBZ VBZ_JJ JJ_CC CC_JJ JJ_, ,_JJ JJ_CC CC_JJ JJ_IN IN_CD CD_-LRB- -LRB-_CC CC_RBR RBR_-RRB- -RRB-_. ',false
2376,'This restaurant was way overhyped . ','this restaurant be way overhyped . ','This_restaurant restaurant_was was_way way_overhyped overhyped_. ','this_restaurant restaurant_be be_way way_overhyped overhyped_. ','DT_NN NN_VBD VBD_NN NN_VBN VBN_. ',true
2388,'My chow fun and chow see was really bland and oily . ','my chow fun and chow see be really bland and oily . ','My_chow chow_fun fun_and and_chow chow_see see_was was_really really_bland bland_and and_oily oily_. ','my_chow chow_fun fun_and and_chow chow_see see_be be_really really_bland bland_and and_oily oily_. ','PRP$_NN NN_NN NN_CC CC_NN NN_NN NN_VBD VBD_RB RB_JJ JJ_CC CC_JJ JJ_. ',false
2400,'Okay - i do nt mind the oily part ( cause most are cooked that way ) but it was way too bland . ','okay - I do not mind the oily part ( cause most be cook that way ) but it be way too bland . ','Okay_- -_i i_do do_nt nt_mind mind_the the_oily oily_part part_( (_cause cause_most most_are are_cooked cooked_that that_way way_) )_but but_it it_was was_way way_too too_bland bland_. ','okay_- -_I I_do do_not not_mind mind_the the_oily oily_part part_( (_cause cause_most most_be be_cook cook_that that_way way_) )_but but_it it_be be_way way_too too_bland bland_. ','UH_: :_PRP PRP_VBP VBP_RB RB_VB VB_DT DT_JJ JJ_NN NN_-LRB- -LRB-_NN NN_JJS JJS_VBP VBP_VBN VBN_DT DT_NN NN_-RRB- -RRB-_CC CC_PRP PRP_VBD VBD_RB RB_RB RB_JJ JJ_. ',false
2412,'The scallion pancakes and fried dumplings were nothing out of the ordinary . ','the scallion pancakes and fry dumpling be nothing out of the ordinary . ','The_scallion scallion_pancakes pancakes_and and_fried fried_dumplings dumplings_were were_nothing nothing_out out_of of_the the_ordinary ordinary_. ','the_scallion scallion_pancakes pancakes_and and_fry fry_dumpling dumpling_be be_nothing nothing_out out_of of_the the_ordinary ordinary_. ','DT_NN NN_VBZ VBZ_CC CC_VBN VBN_NNS NNS_VBD VBD_NN NN_IN IN_IN IN_DT DT_JJ JJ_. ',false
2424,'The service was the only thing good about this restaurant . ','the service be the only thing good about this restaurant . ','The_service service_was was_the the_only only_thing thing_good good_about about_this this_restaurant restaurant_. ','the_service service_be be_the the_only only_thing thing_good good_about about_this this_restaurant restaurant_. ','DT_NN NN_VBD VBD_DT DT_JJ JJ_NN NN_JJ JJ_IN IN_DT DT_NN NN_. ',true
2436,'It s boring on the inside , and our sushi was pretty below average . ','it s boring on the inside , and our sushi be pretty below average . ','It_s s_boring boring_on on_the the_inside inside_, ,_and and_our our_sushi sushi_was was_pretty pretty_below below_average average_. ','it_s s_boring boring_on on_the the_inside inside_, ,_and and_our our_sushi sushi_be be_pretty pretty_below below_average average_. ','PRP_VBZ VBZ_JJ JJ_IN IN_DT DT_NN NN_, ,_CC CC_PRP$ PRP$_NN NN_VBD VBD_RB RB_RB RB_JJ JJ_. ',false
2448,'the tuna was soggy and the other rolls had no flavor . ','the tuna be soggy and the other roll have no flavor . ','the_tuna tuna_was was_soggy soggy_and and_the the_other other_rolls rolls_had had_no no_flavor flavor_. ','the_tuna tuna_be be_soggy soggy_and and_the the_other other_roll roll_have have_no no_flavor flavor_. ','DT_NN NN_VBD VBD_JJ JJ_CC CC_DT DT_JJ JJ_NNS NNS_VBD VBD_DT DT_NN NN_. ',false
2460,'I definitely would nt go back . ','I definitely would not go back . ','I_definitely definitely_would would_nt nt_go go_back back_. ','I_definitely definitely_would would_not not_go go_back back_. ','PRP_RB RB_MD MD_RB RB_VB VB_RB RB_. ',true
