@relation Preis-Leistungs-Verhltnis-positive

@attribute id numeric
@attribute AFINN numeric
@attribute BingLiu numeric
@attribute EmoLex numeric
@attribute unigrams string
@attribute bigrams string
@attribute feature__average numeric
@attribute feature__normal numeric
@attribute feature__simple numeric
@attribute feature__okay numeric
@attribute feature__ok numeric
@attribute feature__not_great numeric
@attribute feature__nothing_great numeric
@attribute feature__moderate numeric
@attribute feature__typical numeric
@attribute feature__alright numeric
@attribute feature__fair numeric
@attribute feature__mediocre numeric
@attribute feature__just numeric
@attribute feature__fine numeric
@attribute feature__not_too_good numeric
@attribute feature__good_enough numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute aspecttype {true, false}

@data
10644,0.0,0.0,0.0,'okay  ','_okay_ ',0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10645,0.0,0.0,0.3333333333333333,'good location  ','_good_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10646,0.75,0.25,0.25,'staff are good  ','_staff_are _are_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10647,0.0,0.0,0.0,'room air condition ','_room_air _air_condition ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10698,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10699,0.125,0.0,0.0,'no light blocking curtains in room   ','_no_light _light_blocking _blocking_curtains _curtains_in _in_room _room_ __ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10735,0.3181818181818182,0.09090909090909091,0.045454545454545456,'i loved my stay but for me when i wan na get a room i look forward for an awesome bathroom  ','_i_loved _loved_my _my_stay _stay_but _but_for _for_me _me_when _when_i _i_wan _wan_na _na_get _get_a _a_room _room_i _i_look _look_forward _forward_for _for_an _an_awesome _awesome_bathroom _bathroom_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10736,0.0,0.07692307692307693,0.07692307692307693,'ifve always wanted to stay there and very much enjoyed my stay  ','_ifve_always _always_wanted _wanted_to _to_stay _stay_there _there_and _and_very _very_much _much_enjoyed _enjoyed_my _my_stay _stay_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,false
10737,0.2,-0.05,-0.025,'the bathroom shower drain severely clogged with hair and shower needed a scrub brush with comet other than that awesome ','_the_bathroom _bathroom_shower _shower_drain _drain_severely _severely_clogged _clogged_with _with_hair _hair_and _and_shower _shower_needed _needed_a _a_scrub _scrub_brush _brush_with _with_comet _comet_other _other_than _than_that _that_awesome ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10788,0.2727272727272727,-0.09090909090909091,-0.09090909090909091,'the last three days was very bad at the hotel  ','_the_last _last_three _three_days _days_was _was_very _very_bad _bad_at _at_the _the_hotel _hotel_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10789,0.0,0.0,0.0,'the view from my room  ','_the_view _view_from _from_my _my_room _room_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10790,0.0,0.0,0.03166666666666666,'poor customer service  they was charging in my account twice all services  when i ask the agent dania was very rules and next day the manager took all her time to come talk to me  not one ca nt explain all those changes in my account  ','_poor_customer _customer_service _service_ __they _they_was _was_charging _charging_in _in_my _my_account _account_twice _twice_all _all_services _services_ __when _when_i _i_ask _ask_the _the_agent _agent_dania _dania_was _was_very _very_rules _rules_and _and_next _next_day _day_the _the_manager _manager_took _took_all _all_her _her_time _time_to _to_come _come_talk _talk_to _to_me _me_ __not _not_one _one_ca _ca_nt _nt_explain _explain_all _all_those _those_changes _changes_in _in_my _my_account _account_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10791,0.0,0.14285714285714285,0.0,'to the end i was right  ','_to_the _the_end _end_i _i_was _was_right _right_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10847,0.0,0.0,0.0,'great  ','_great_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10848,0.0,0.0,0.0,'great location ! ','_great_location _location_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
10849,0.2,0.2,0.0,'parking lot not big enough ','_parking_lot _lot_not _not_big _big_enough ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10910,0.625,0.0,0.041666666666666664,'good location  shame about the pool !! ','_good_location _location_ __shame _shame_about _about_the _the_pool _pool_!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
10911,0.21428571428571427,0.14285714285714285,0.14285714285714285,'the hotel is in a good location and the rooms were quite plush  ','_the_hotel _hotel_is _is_in _in_a _a_good _good_location _location_and _and_the _the_rooms _rooms_were _were_quite _quite_plush _plush_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10912,0.16666666666666666,0.05555555555555555,0.05555555555555555,'we had a room on the th floor which gave us a good view of the city  ','_we_had _had_a _a_room _room_on _on_the _the_th _th_floor _floor_which _which_gave _gave_us _us_a _a_good _good_view _view_of _of_the _the_city _city_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10913,0.0,0.0,0.0606060606060606,'i could nt believe that the swimming pool in a  star esablishment did nt open during weekdays till  pm  ','_i_could _could_nt _nt_believe _believe_that _that_the _the_swimming _swimming_pool _pool_in _in_a _a_ __star _star_esablishment _esablishment_did _did_nt _nt_open _open_during _during_weekdays _weekdays_till _till_ __pm _pm_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10914,0.2222222222222222,0.07407407407407407,0.04938271604938271,'e is nothing i like better on holiday than going for an early morning swim and was disappointed that this option was not available to me  ','_e_is _is_nothing _nothing_i _i_like _like_better _better_on _on_holiday _holiday_than _than_going _going_for _for_an _an_early _early_morning _morning_swim _swim_and _and_was _was_disappointed _disappointed_that _that_this _this_option _option_was _was_not _not_available _available_to _to_me _me_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10915,0.0,-0.07692307692307693,0.07692307692307693,'the front desk seemd to be slow in checking visitors into the hotel ','_the_front _front_desk _desk_seemd _seemd_to _to_be _be_slow _slow_in _in_checking _checking_visitors _visitors_into _into_the _the_hotel ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10996,0.0,0.0,0.3333333333333333,'very good  ','_very_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10997,0.0,0.0,0.0,'great location ! ','_great_location _location_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
10998,0.3,0.1,0.0,'the room was big and the bed was comfortable  ','_the_room _room_was _was_big _big_and _and_the _the_bed _bed_was _was_comfortable _comfortable_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
10999,0.07692307692307693,-0.07692307692307693,-0.07692307692307693,'my room was next to the lifts  therefore they were quite noisy ','_my_room _room_was _was_next _next_to _to_the _the_lifts _lifts_ __therefore _therefore_they _they_were _were_quite _quite_noisy ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11060,0.0,0.0,0.3333333333333333,'good stay  ','_good_stay _stay_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11061,0.0,0.0,0.0,'great location  ','_great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11062,0.75,0.25,0.0,'f was great  ','_f_was _was_great _great_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11063,0.0,0.0,0.0,'everything was ok ','_everything_was _was_ok ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11134,0.42857142857142855,0.14285714285714285,0.14285714285714285,'a bit outdated but good location  ','_a_bit _bit_outdated _outdated_but _but_good _good_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11135,0.0,0.0,0.07692307692307693,'good location with parking underground  which is always a plus   ','_good_location _location_with _with_parking _parking_underground _underground_ __which _which_is _is_always _always_a _a_plus _plus_ __ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11136,0.09523809523809523,0.047619047619047616,0.07142857142857142,'biggest benefit what that hotel was attached to a small mall  with a food court and a grocery store  ','_biggest_benefit _benefit_what _what_that _that_hotel _hotel_was _was_attached _attached_to _to_a _a_small _small_mall _mall_ __with _with_a _a_food _food_court _court_and _and_a _a_grocery _grocery_store _store_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11137,0.0,0.0,0.14102564102564102,'there s also a interior pools with a life guard it seems  ','_there_s _s_also _also_a _a_interior _interior_pools _pools_with _with_a _a_life _life_guard _guard_it _it_seems _seems_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11138,0.25,0.15,0.15,'hotel is a bit outdated  the counter staff were not very friendly  efficient but with no smile  ','_hotel_is _is_a _a_bit _bit_outdated _outdated_ __the _the_counter _counter_staff _staff_were _were_not _not_very _very_friendly _friendly_ __efficient _efficient_but _but_with _with_no _no_smile _smile_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11139,0.0,0.0,0.05555555555555555,'the price for the breakfast was very high ! ','_the_price _price_for _for_the _the_breakfast _breakfast_was _was_very _very_high _high_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
11210,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11211,0.02040816326530612,-0.02040816326530612,0.0,'the front desk errantly provided a key to our room thereby causing us to be awoken by a new guest attempting to enter the room early in the morning and there was no blow dryer in the room  had to call the front desk to obtain same  ','_the_front _front_desk _desk_errantly _errantly_provided _provided_a _a_key _key_to _to_our _our_room _room_thereby _thereby_causing _causing_us _us_to _to_be _be_awoken _awoken_by _by_a _a_new _new_guest _guest_attempting _attempting_to _to_enter _enter_the _the_room _room_early _early_in _in_the _the_morning _morning_and _and_there _there_was _was_no _no_blow _blow_dryer _dryer_in _in_the _the_room _room_ __had _had_to _to_call _call_the _the_front _front_desk _desk_to _to_obtain _obtain_same _same_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11247,0.6,0.2,0.2,'generally it was good  ','_generally_it _it_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11248,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11249,0.0,0.0,0.0,'bed quality ','_bed_quality ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11300,0.0,-0.14285714285714285,-0.14285714285714285,'a bit overpriced during long weekends  ','_a_bit _bit_overpriced _overpriced_during _during_long _long_weekends _weekends_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11301,0.75,0.25,0.25,'location was good  ','_location_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11302,0.0,0.0,0.0,'rooms are a bit old  ','_rooms_are _are_a _a_bit _bit_old _old_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11303,0.23076923076923078,-0.07692307692307693,-0.07692307692307693,'have to move bad in order to find plugs for your phone  ','_have_to _to_move _move_bad _bad_in _in_order _order_to _to_find _find_plugs _plugs_for _for_your _your_phone _phone_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11374,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11375,0.3333333333333333,0.16666666666666666,0.08333333333333333,'room was a fair size  ','_room_was _was_a _a_fair _fair_size _size_ ',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false
11376,0.5,0.16666666666666666,0.2222222222222222,'my husband loved the pillows ! ','_my_husband _husband_loved _loved_the _the_pillows _pillows_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
11377,0.0,0.0,0.3333333333333333,'good location ! ','_good_location _location_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
11378,0.0,0.0,0.0303030303030303,'pool was not open when it said it would be  ','_pool_was _was_not _not_open _open_when _when_it _it_said _said_it _it_would _would_be _be_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11379,0.0,-0.05555555555555555,0.018518518518518517,'staffing issues with the lifegaurds meant we did nt get to use the pool during our stay  ','_staffing_issues _issues_with _with_the _the_lifegaurds _lifegaurds_meant _meant_we _we_did _did_nt _nt_get _get_to _to_use _use_the _the_pool _pool_during _during_our _our_stay _stay_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11455,0.2,0.06666666666666667,0.13333333333333333,'my friends and i have stayed here meany times always a good experience   ','_my_friends _friends_and _and_i _i_have _have_stayed _stayed_here _here_meany _meany_times _times_always _always_a _a_good _good_experience _experience_ __ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11456,0.0,0.0,0.0,'great location  ','_great_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11457,0.11428571428571428,0.02857142857142857,0.038095238095238085,'the pillows could be better and the cleaning staff look like they did not have a check list of what was to be done on a daily biases  it was different each time  ','_the_pillows _pillows_could _could_be _be_better _better_and _and_the _the_cleaning _cleaning_staff _staff_look _look_like _like_they _they_did _did_not _not_have _have_a _a_check _check_list _list_of _of_what _what_was _was_to _to_be _be_done _done_on _on_a _a_daily _daily_biases _biases_ __it _it_was _was_different _different_each _each_time _time_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11513,0.0,0.2,0.4,'pleasant but not luxurious  ','_pleasant_but _but_not _not_luxurious _luxurious_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11514,0.4444444444444444,0.2222222222222222,0.1111111111111111,'great location  friendly staff  comfortable bed  ','_great_location _location_ __friendly _friendly_staff _staff_ __comfortable _comfortable_bed _bed_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11515,0.1111111111111111,-0.1111111111111111,-0.07407407407407408,'pool had limited hours opened at  pm ! ','_pool_had _had_limited _limited_hours _hours_opened _opened_at _at_ __pm _pm_! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
11516,0.0,0.0,-0.07142857142857142,' and was late in opening  ','__and _and_was _was_late _late_in _in_opening _opening_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11517,0.15789473684210525,-0.21052631578947367,-0.03508771929824561,'room was a bit worn  broken vent covering for example  and ac was hard to operate  ','_room_was _was_a _a_bit _bit_worn _worn_ __broken _broken_vent _vent_covering _covering_for _for_example _example_ __and _and_ac _ac_was _was_hard _hard_to _to_operate _operate_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11588,0.0,0.0,0.0,'okay  ','_okay_ ',0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11589,0.2857142857142857,0.14285714285714285,0.0,'great location on a lively square  ','_great_location _location_on _on_a _a_lively _lively_square _square_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11590,0.0,0.0,0.0,'the hotel has had his days  old  outdated  ','_the_hotel _hotel_has _has_had _had_his _his_days _days_ __old _old_ __outdated _outdated_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11591,0.0,0.0,0.3333333333333333,'needs renovation  ','_needs_renovation _renovation_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11647,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11648,0.6,0.2,0.0,'location and nice staff  ','_location_and _and_nice _nice_staff _staff_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11649,0.8,-0.4,-0.2,'facilities poor and carpets dirty ','_facilities_poor _poor_and _and_carpets _carpets_dirty ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11695,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11696,0.0,0.0,-0.0625,'waiting time at reception was too long  ','_waiting_time _time_at _at_reception _reception_was _was_too _too_long _long_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11697,0.0,-0.125,-0.020833333333333336,'the water in the pool too cold  ','_the_water _water_in _in_the _the_pool _pool_too _too_cold _cold_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11758,0.0,0.0,0.3333333333333333,'good location  ','_good_location _location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11759,0.0,0.0,0.07692307692307693,'good location  walking distance to old city  downtown and river  ','_good_location _location_ __walking _walking_distance _distance_to _to_old _old_city _city_ __downtown _downtown_and _and_river _river_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11760,0.0,0.0,0.0,'subway station is very close  ','_subway_station _station_is _is_very _very_close _close_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11761,0.16666666666666666,0.08333333333333333,0.08333333333333333,'room is very large  towels and bedding are very clean  ','_room_is _is_very _very_large _large_ __towels _towels_and _and_bedding _bedding_are _are_very _very_clean _clean_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11762,0.10526315789473684,0.05263157894736842,0.05263157894736842,'this hotel needs a face lift  furniture  doors and bathtub are dated and not very clean  ','_this_hotel _hotel_needs _needs_a _a_face _face_lift _lift_ __furniture _furniture_ __doors _doors_and _and_bathtub _bathtub_are _are_dated _dated_and _and_not _not_very _very_clean _clean_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11763,0.058823529411764705,0.0,0.08088235294117647,'no safe or fridge in the room  no slippers  nothing extra  price did not include breakfast or parking  after adding all to the price of room it was overpriced  ','_no_safe _safe_or _or_fridge _fridge_in _in_the _the_room _room_ __no _no_slippers _slippers_ __nothing _nothing_extra _extra_ __price _price_did _did_not _not_include _include_breakfast _breakfast_or _or_parking _parking_ __after _after_adding _adding_all _all_to _to_the _the_price _price_of _of_room _room_it _it_was _was_overpriced _overpriced_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11839,0.5,0.16666666666666666,0.08333333333333333,'stay was great overall because the city was beautiful to see  ','_stay_was _was_great _great_overall _overall_because _because_the _the_city _city_was _was_beautiful _beautiful_to _to_see _see_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11840,0.0,-0.07692307692307693,-0.038461538461538464,'i was able to request a late check out without any issues  ','_i_was _was_able _able_to _to_request _request_a _a_late _late_check _check_out _out_without _without_any _any_issues _issues_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11841,0.0,0.125,0.0,'the tv in my room did not work ','_the_tv _tv_in _in_my _my_room _room_did _did_not _not_work ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11892,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11893,0.0,0.0,0.14285714285714285,'location and all the amenities around  ','_location_and _and_all _all_the _the_amenities _amenities_around _around_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11894,0.07692307692307693,-0.07692307692307693,0.038461538461538464,'the rooms and hotel had fixtures and furniture which was worn out  ','_the_rooms _rooms_and _and_hotel _hotel_had _had_fixtures _fixtures_and _and_furniture _furniture_which _which_was _was_worn _worn_out _out_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11895,0.0,0.0,-0.023809523809523808,'needs to be changed and there was a small of moisture in the room ','_needs_to _to_be _be_changed _changed_and _and_there _there_was _was_a _a_small _small_of _of_moisture _moisture_in _in_the _the_room ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11951,0.5555555555555556,0.2222222222222222,0.1111111111111111,'had a comfortable room and a pleasant experience  ','_had_a _a_comfortable _comfortable_room _room_and _and_a _a_pleasant _pleasant_experience _experience_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11952,0.0,0.0,0.06666666666666667,'perfect location in the heart of the village and  minuets from old montreal  ','_perfect_location _location_in _in_the _the_heart _heart_of _of_the _the_village _village_and _and_ __minuets _minuets_from _from_old _old_montreal _montreal_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
11953,0.0,0.0,0.0,'no fridge in the room ','_no_fridge _fridge_in _in_the _the_room ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12019,0.25,0.0,0.125,'nice enough hotel but poor customer service  ','_nice_enough _enough_hotel _hotel_but _but_poor _poor_customer _customer_service _service_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12020,0.375,0.125,0.125,'the location of the hotel was good  ','_the_location _location_of _of_the _the_hotel _hotel_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12021,0.1,0.0,0.0,'there was an issue with no hot water and no water from the shower for several hours one morning  ','_there_was _was_an _an_issue _issue_with _with_no _no_hot _hot_water _water_and _and_no _no_water _water_from _from_the _the_shower _shower_for _for_several _several_hours _hours_one _one_morning _morning_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12022,0.07692307692307693,0.0,0.0,'i had just been to the fitness room so needed a shower  ','_i_had _had_just _just_been _been_to _to_the _the_fitness _fitness_room _room_so _so_needed _needed_a _a_shower _shower_ ',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false
12023,0.05,-0.05,0.0,'i was told there was an issue and someone would get back to me  no one ever did  ','_i_was _was_told _told_there _there_was _was_an _an_issue _issue_and _and_someone _someone_would _would_get _get_back _back_to _to_me _me_ __no _no_one _one_ever _ever_did _did_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12024,0.0,-0.14285714285714285,0.0,'in the end i took a cold  bath  from the sink  ','_in_the _the_end _end_i _i_took _took_a _a_cold _cold_ __bath _bath_ __from _from_the _the_sink _sink_ ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12025,0.1,-0.05,0.05,'issues happen  but the customer service was poor  they did nt even mention it when i checked out ','_issues_happen _happen_ __but _but_the _the_customer _customer_service _service_was _was_poor _poor_ __they _they_did _did_nt _nt_even _even_mention _mention_it _it_when _when_i _i_checked _checked_out ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12121,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12122,0.0,0.0,0.0,'location  ','_location_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12123,0.0,0.0,0.0,'view  ','_view_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12124,0.058823529411764705,0.0,-0.06862745098039215,'sketchy electrical outlets  no mini fridge  very understaffed at front desk so long waits  ','_sketchy_electrical _electrical_outlets _outlets_ __no _no_mini _mini_fridge _fridge_ __very _very_understaffed _understaffed_at _at_front _front_desk _desk_so _so_long _long_waits _waits_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12125,0.0,0.0,0.0,'inconsistent pricing and answers when inquiring about staying another night ','_inconsistent_pricing _pricing_and _and_answers _answers_when _when_inquiring _inquiring_about _about_staying _staying_another _another_night ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12196,0.0,0.0,0.5,'pleasant  ','_pleasant_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12197,0.38461538461538464,0.15384615384615385,0.07692307692307693,'location excellent  nekt to the lively streets and a metro hub  ','_location_excellent _excellent_ __nekt _nekt_to _to_the _the_lively _lively_streets _streets_and _and_a _a_metro _metro_hub _hub_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12198,0.75,0.25,0.25,'beds were excellent  ','_beds_were _were_excellent _excellent_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12199,0.3125,-0.0625,-0.03125,'rooms are much worse than the lobby  restaurant etc they really need total renewal  ','_rooms_are _are_much _much_worse _worse_than _than_the _the_lobby _lobby_ __restaurant _restaurant_etc _etc_they _they_really _really_need _need_total _total_renewal _renewal_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12260,0.6,0.2,0.2,'it s was good  ','_it_s _s_was _was_good _good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12261,0.16666666666666666,0.05555555555555555,0.0,'location great just bathroom needs upgrade of reno in some areas and furniture seems from the s  ','_location_great _great_just _just_bathroom _bathroom_needs _needs_upgrade _upgrade_of _of_reno _reno_in _in_some _some_areas _areas_and _and_furniture _furniture_seems _seems_from _from_the _the_s _s_ ',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,false
12262,0.13793103448275862,0.06896551724137931,0.034482758620689655,'lights did not work no face cloths and no free breakfast and over priced weekend   a night is over priced abd get nothing plus pay parking  ','_lights_did _did_not _not_work _work_no _no_face _face_cloths _cloths_and _and_no _no_free _free_breakfast _breakfast_and _and_over _over_priced _priced_weekend _weekend_ __ __a _a_night _night_is _is_over _over_priced _priced_abd _abd_get _get_nothing _nothing_plus _plus_pay _pay_parking _parking_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12263,0.0,0.0,0.0,'price after weekend dropped by   ','_price_after _after_weekend _weekend_dropped _dropped_by _by_ __ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12324,0.0,0.09090909090909091,0.09090909090909091,'great city and this location makes it all very accessible  ','_great_city _city_and _and_this _this_location _location_makes _makes_it _it_all _all_very _very_accessible _accessible_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12325,0.5,0.3,0.25,'location is excellent hotel is clean  staff congenial  ','_location_is _is_excellent _excellent_hotel _hotel_is _is_clean _clean_ __staff _staff_congenial _congenial_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12326,0.0,0.0,0.1,'i paid   !!! ','_i_paid _paid_ __ __!!! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,false
12327,0.0,0.0,0.0,'for one night in in a very average room ','_for_one _one_night _night_in _in_in _in_a _a_very _very_average _average_room ',1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12383,0.0,0.0,0.5,'good  ','_good_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
12384,0.0,0.0,0.14285714285714285,'good location for the f race  ','_good_location _location_for _for_the _the_f _f_race _race_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false
