@relation Ausstattung

@attribute id numeric
@attribute lemmas string
@attribute bigrams string
@attribute aspecttype {true, false}

@data
10722,'tip add other bill night wasn?ft ','_tip_add _add_to _other_bill _bill_some _night_, _wasn?ft_! ',false
10723,'policy ','_policy_. ',false
10724,'free glass prosecco never offer ask last night see offer guest ','_free_glass _glass_of _prosecco_be _never_offer _offer_, _ask_for _last_night _night_as _see_it _offer_to _guest_. ',false
10725,'bottle glass never remove part daily cleanliness ','_bottle_and _glass_be _never_remove _remove_as _part_of _daily_cleaning _cleanliness_. ',false
10768,'wonderful ','_wonderful_. ',false
10769,'excellent other god entertainment equipment ','_excellent_breakfast _other_, _god_entertainment _entertainment_in _equipment_. ',false
10784,'great equipment excellent ','_great_place _equipment_with _excellent_. ',true
10785,'location ','_location_. ',false
10786,'stair toilet equipment ','_stair_toilet _toilet_at _equipment_. ',true
10808,'wonderful ','_wonderful_. ',false
10809,'comfort location ','_comfort_and _location_. ',false
10810,'glass toilet way see ','_glass_on _toilet_be _way_too _see_through ',false
10832,'good ','_good_. ',false
10833,'equipment perfect get around berlin ','_equipment_be _perfect_for _get_around _around_berlin _berlin_. ',false
10834,'equipment equipment music enjoye ','_equipment_/ _equipment_have _music_which _enjoye_. ',false
10835,'#crd# complaint comfort location product shampoo comfort gel ','_#crd#_complaint _complaint_be _comfort_to _location_for _product_shampoo _shampoo_- _comfort_gel _gel_. ',false
10836,'comfort other other come floor .. ','_comfort_water _other_water _other_come _come_out _floor_.. ',false
10837,'mat provided ','_mat_be _provided_. ',false
10838,'comfort location ','_comfort_area ',false
10888,'good ','_good_. ',false
10889,'great location ','_great_location _location_. ',false
10890,'probably good location other berlin ','_probably_the _good_location _location_to _other_in _berlin_. ',false
10891,'friendly personel other good ','_friendly_staff _personel_and _other_be _good_. ',false
10892,'air conditioning break didnt work ','_air_conditioning _conditioning_be _break_/ _didnt_work _work_. ',true
10893,'comfort way warm ','_comfort_be _way_to _warm_. ',false
10894,'comfort good ','_comfort_be ',false
10944,'pleasant ','_pleasant_. ',false
10945,'location ','_location_. ',false
10946,'small comfort noisy comfort beside lift ','_small_room _comfort_, _noisy_room _comfort_just _beside_the _lift_. ',false
10947,'price 0 euro extra ','_price_me _0_euro _euro_extra _extra_. ',false
10948,'give 0 square meter comfort outline #url# ','_give_me _0_square _square_meter _meter_room _comfort_as _outline_in _#url#_. ',false
10949,'give small 0 meter square comfort ','_give_a _small_0 _0_meter _meter_square _square_room _comfort_. ',false
10950,'personel personel rude ','_personel_personel _personel_be _rude_. ',false
10951,'espresso capsule comfort ','_espresso_capsule _capsule_only _comfort_. ',false
10952,'get pay !! ','_get_more _pay_!! ',false
11016,'great location ','_great_location _location_! ',false
11017,'location park inn superb ','_location_of _park_inn _inn_be _superb_. ',false
11018,'great location tv tower ','_great_view _location_of _tv_tower _tower_. ',false
11019,'comfort double mattress stick together ','_comfort_be _double_but _mattress_stick _stick_together _together_! ',false
11020,'amenity poor provided hand body wash shampoo conditioner body lotion ','_amenity_be _poor_as _provided_with _hand_and _body_wash _wash_and _shampoo_, _conditioner_or _body_lotion _lotion_. ',false
11021,'location great cleanliness need clean ','_location_be _great_but _cleanliness_need _need_a _clean_. ',false
11064,'good ','_good_. ',false
11065,'location nice location equipment nice elevator really fast ','_location_be _nice_, _location_from _equipment_be _nice_, _elevator_be _really_fast _fast_. ',true
11066,'personel friendly comfort modern nice design ','_personel_be _friendly_room _comfort_have _modern_nice _nice_design _design_, ',false
11067,'double comfort ','_double_room _comfort_. ',false
11068,'comfort #crd# seperate comfort put next wheel move away ','_comfort_be _#crd#_seperate _seperate_bed _comfort_put _put_next _next_to _wheel_and _move_away _away_from ',false
11069,'panorama double comfort corner wifi connection really bad ','_panorama_double _double_room _comfort_which _corner_, _wifi_connection _connection_be _really_bad _bad_. ',false
11112,'pleasant ','_pleasant_. ',false
11113,'location ','',false
11128,'good ','_good_. ',false
11129,'comfort nice other good personel kind ','_comfort_be _nice_, _other_be _good_, _personel_be _kind_. ',false
11130,'rooms close elevator noisy ','_rooms_close _close_to _elevator_be _noisy_. ',false
11131,'comfort 0 every night get come back partying ','_comfort_0 _0_and _every_night _night_i _get_up _come_back _back_from _partying_ ',false
11132,'pipe make realy loud noise someone abowe use comfort ','_pipe_be _make_realy _realy_loud _loud_noise _noise_when _someone_abowe _abowe_me _use_the _comfort_. ',false
11133,'kinda make impossible sleep 0 ','_kinda_make _make_it _impossible_to _sleep_before _0_. ',false
11134,'reception send soneone could really anything ','_reception_send _send_soneone _soneone_who _could_not _really_do _anything_about ',false
11184,'clean great location ','_clean_and _great_location _location_. ',false
11185,'comfort lovely clean equipment great location ','_comfort_be _lovely_and _clean_, _equipment_in _great_location _location_. ',false
11186,'downstairs equipment other entertainment good ','_downstairs_restaurant _equipment_food _other_and _entertainment_be _good_. ',false
11187,'give #crd# comfort flat comfort ever make comfort uncomforable ','_give_#crd# _#crd#_pillow _comfort_( _flat_pillow _comfort_ever _ever_) _make_the _comfort_uncomforable _uncomforable_. ',false
11188,'comfort sometimes leak floor ','_comfort_it _sometimes_leak _leak_all _floor_. ',false
11224,'good ','_good_. ',false
11225,'personel fine other quick comfort nice great location ','_personel_be _fine_check _other_out _quick_room _comfort_be _nice_great _great_location _location_. ',false
11226,'comfort bad ','_comfort_be ',false
11248,'equipment good location berlin ','_equipment_with _good_view _location_in _berlin_. ',false
11249,'location comfort location #crd# good preference equipment ','_location_and _comfort_view _location_be _#crd#_of _good_preference _preference_of _equipment_. ',false
11250,'equipment kindly respond request provided comfort upper floor ','_equipment_kindly _kindly_respond _respond_to _request_and _provided_a _comfort_on _upper_floor _floor_. ',false
11251,'finally amazing location comfort berlin tele-tower alexanderplatz beliner dom ','_finally_we _amazing_view _location_from _comfort_to _berlin_tele-tower _tele-tower_, _alexanderplatz_and _beliner_dom _dom_. ',false
11252,'even use equipment cafe other dinner buy other drink kaufland supermarket behind enjoy other drink excellent location ','_even_not _use_any _equipment_or _cafe_on _other_or _dinner_- _buy_some _other_and _drink_in _kaufland_supermarket _supermarket_behind _behind_and _enjoy_our _other_and _drink_with _excellent_view _location_! ',false
11253,'0 expect equipment comfort comfort comfortable sleep well ','_0_% _expect_from _equipment_) _comfort_and _comfort_be _comfortable_and _sleep_very _well_) ',false
11254,'wifi terrible low speed applicable 0 st century :) comfort big price 0 euro night without other ','_wifi_be _terrible_- _low_speed _speed_be _applicable_in _0_st _st_century _century_:) _:)_room _comfort_be _big_for _price_( _0_euro _euro_/ _night_without _without_breakfast _other_) ',false
11304,'good location wining dining shopping ','_good_location _location_for _wining_, _dining_and _shopping_! ',false
11305,'location other nearby ','_location_, _other_nearby _nearby_. ',false
11306,'good location shopping good walking location museum attraction ','_good_location _location_for _shopping_, _good_walking _walking_distance _location_from _museum_and _attraction_. ',false
11307,'excellent equipment verity close ','_excellent_restaurant _equipment_verity _verity_close _close_by ',false
11308,'comfort bit small get comfort type request booking ','_comfort_bit _bit_small _small_, _get_the _comfort_type _type_i _request_in _booking_. ',false
11344,'good ','_good_. ',false
11345,'fresh sweet bread raisin other !! ','_fresh_sweet _sweet_bread _bread_with _raisin_for _other_!! ',false
11346,'good location ','_good_location _location_. ',false
11347,'clean comfort ','_clean_room _comfort_. ',false
11348,'0* equipment ','_0*_hotel _equipment_. ',false
11349,'really surprised lack bottle still other #crd# use slipper comfort ','_really_surprised _surprised_by _lack_of _bottle_of _still_water _other_and _#crd#_- _use_slipper _slipper_at _comfort_. ',false
11350,'wear sock instead slipper ','_wear_sock _sock_instead _instead_of _slipper_. ',false
11400,'good exp ','_good_exp _exp_? ',false
11401,'rience day #crd# end park inn good other visit berlin ','_rience_from _day_#crd# _#crd#_to _end_, _park_inn _inn_be _good_choice _other_, _visit_to _berlin_. ',false
11402,'employee nice ','_employee_be _nice_. ',false
11403,'localization practical lot transport ','_localization_be _practical_, _lot_of _transport_. ',false
11404,'lift quick didn?lt towait lot ','_lift_be _quick_and _didn?lt_have _towait_a _lot_. ',true
11405,'comfort pilow good ','_comfort_and _pilow_be _good_. ',false
11406,'many people expect other 0h big queue ','_many_people _people_expect _expect_for _other_in _0h_/ _big_queue _queue_. ',false
11407,'fridge comfort ','_fridge_in _comfort_. ',false
11408,'#crd# employe nice #crd# kind patient ','_#crd#_employe _employe_not _nice_but _#crd#_, _kind_and _patient_. ',false
11472,'great price price locate central location ','_great_value _price_for _price_, _locate_in _central_location _location_. ',false
11473,'like location equipment ','_like_the _location_of _equipment_. ',false
11474,'perfect easily accessible other would possibly need ','_perfect_and _easily_accessible _accessible_to _other_you _would_possibly _possibly_need _need_. ',false
11475,'#ord# floor location also quite nice ','_#ord#_floor _floor_and _location_be _also_quite _quite_nice _nice_. ',false
11476,'comfort pressure also really great ','_comfort_pressure _pressure_be _also_really _really_great _great_: ',false
11477,'sit lobby gentleman equipment rudely come request proof comfort key equipment resident other lobby ','_sit_in _lobby_and _gentleman_from _equipment_rudely _rudely_come _come_to _request_proof _proof_of _comfort_key _key_that _equipment_resident _resident_so _other_in _lobby_? ',false
11478,'find rather strange ','_find_this _rather_strange _strange_. ',false
11479,'tiny leak comfort location ','_tiny_leak _leak_from _comfort_area _location_. ',false
11536,'good ','_good_. ',false
11537,'location cleanliness ','_location_and _cleanliness_. ',false
11538,'didn?ft replenish toiletry ','_didn?ft_replenish _replenish_toiletry ',false
11560,'good ','_good_. ',false
11561,'location ','_location_. ',false
11562,'size comfort comfort small ','_size_of _comfort_and _comfort_, ',false
11584,'price price great location location comfort ','_price_for _price_, _great_location _location_and _location_from _comfort_. ',false
11585,'however uncomfortable comfort comfort ','_however_- _uncomfortable_bed _comfort_and _comfort_. ',false
11586,'excellent location location comfort #ord# floor need us visit roof top ','_excellent_location _location_and _location_from _comfort_on _#ord#_floor _floor_, _need_for _us_to _visit_roof _roof_top _top_. ',false
11587,'personel reception nice see us young couple promise give us good comfort ','_personel_at _reception_be _nice_and _see_us _us_as _young_couple _couple_, _promise_to _give_us _us_a _good_room _comfort_. ',false
11588,'comfort extremely uncomfortable !! ','_comfort_- _extremely_uncomfortable _uncomfortable_!! ',false
11589,'small flat #ord# night strong back neck pain ','_small_and _flat_, _#ord#_night _night_we _strong_back _back_and _neck_pain _pain_. ',false
11590,'would suggest change normal comfortable comfort normal #crd# price guest comfort ','_would_suggest _suggest_change _change_those _normal_and _comfortable_pillow _comfort_- _normal_#crd# _#crd#_, _price_for _guest_comfort _comfort_. ',false
11591,'bad wifi connect believe come tv tower equipment s fault ','_bad_internet _wifi_connect _connect_- _believe_it _come_from _tv_tower _tower_and _equipment_s _s_fault _fault_. ',false
11592,'curtain wall separate comfort equipment #crd# common comfort ','_curtain_and _wall_to _separate_the _comfort_from _equipment_- _#crd#_common _common_space _comfort_. ',false
11656,'wonderful ','_wonderful_. ',false
11657,'nice little comfort bathtub middle :) cosy quiet utmost importance ','_nice_, _little_room _comfort_with _bathtub_in _middle_of _:)_very _cosy_and _quiet_, _utmost_importance _importance_to ',false
11658,'also clean other #crd# would need short other ','_also_clean _clean_, _other_#crd# _#crd#_would _would_need _need_for _short_stay _other_. ',false
11659,'building humongous enjoy lobby section ','_building_be _humongous_and _enjoy_lobby _lobby_section _section_. ',true
11660,'bit confusing friendly ','_bit_confusing _confusing_and _friendly_. ',false
11696,'good other ','_good_stay _other_. ',false
11697,'location comfort allot ','_location_n _comfort_allot _allot_. ',false
11698,'other good ','_other_in ',false
11720,'pleasant ','_pleasant_. ',false
11721,'location ','_location_. ',false
11722,'air conditioner ','_air_conditioner _conditioner_. ',false
11723,'comfort comfort comfort equipment ','_comfort_bathroom _comfort_and _comfort_all _equipment_. ',false
11724,'comfort small ','_comfort_to _small_. ',false
11760,'great short other ','_great_for _short_stay _other_. ',false
11761,'excellent location ','_excellent_location _location_. ',false
11762,'amazing location city tv tower close public transport comfort clean other machine comfort ','_amazing_view _location_over _city_and _tv_tower _tower_very _close_to _public_transport _transport_room _comfort_be _clean_coffee _other_machine _machine_in _comfort_. ',false
11763,'comfort soft ','_comfort_be ',false
11792,'wonderful ','_wonderful_. ',false
11793,'excellent other ','_excellent_breakfast _other_. ',false
11794,'comfort arrangement ','_comfort_arrangement ',false
11816,'great loction unfortunately slow wifi ','_great_loction _loction_but _unfortunately_slow _slow_internet _wifi_. ',false
11817,'comfy comfort nive location tv tower alexanderplatz ','_comfy_bed _comfort_, _nive_view _location_of _tv_- _tower_and _alexanderplatz_! ',false
11818,'','',false
11819,'lift work well fast ','_lift_work _work_well _well_and _fast_. ',true
11820,'other quite nice reception personel ','_other_be _quite_nice _nice_, _reception_staff _personel_. ',false
11821,'great location right platz close location ','_great_location _location_, _right_on _platz_and _close_to _location_. ',false
11822,'excellent explore sight ','_excellent_for _explore_the _sight_. ',false
11823,'wi fi bad although complain say nothing ','_wi_- _fi_be _bad_, _although_i _complain_they _say_there _nothing_to ',false
11824,'bad star equipment especially since business presentation finish evening ','_bad_for _star_hotel _equipment_, _especially_since _since_i _business_and _presentation_to _finish_off _evening_. ',false
11825,'ofered solution ask ','_ofered_any _solution_to _ask_. ',false
11826,'also comfort comfort leak other main comfort comfort quite cold november evening ','_also_, _comfort_room _comfort_leak _leak_water _other_into _main_room _comfort_, _comfort_be _quite_cold _cold_on _november_evening _evening_. ',false
11827,'try turn heating seem work properly ','_try_turn _turn_on _heating_but _seem_to _work_properly _properly_. ',false
11828,'another thing 0* would expect #crd# english language tv channel ','_another_thing _thing_, _0*_you _would_expect _expect_more _#crd#_english _english_- _language_tv _tv_- _channel_. ',false
11829,'unfortunately could watch cnn evening german french arabic spanish etc obviously pc could use watch anything due slow wifi ','_unfortunately_i _could_only _watch_cnn _cnn_for _evening_, _german_/ _french_/ _arabic_/ _spanish_etc _etc_and _obviously_my _pc_could _could_not _use_for _watch_anything _anything_, _due_to _slow_internet _wifi_. ',false
11928,'good ','_good_. ',false
11929,'mini equipment fridge comfort !! ','_mini_bar _equipment_or _fridge_in _comfort_!! ',false
11930,'also cleaner knock open comfort straight away around annoying ','_also_the _cleaner_knock _knock_once _open_the _comfort_straight _straight_away _away_from _around_0 _annoying_. ',false
11952,'wonderful ','_wonderful_. ',false
11953,'location amazing ','_location_be _amazing_. ',false
11954,'s almost other need transport take throughout city ','_s_almost _almost_everything _other_you _need_, _transport_to _take_you _throughout_the _city_. ',false
11955,'personel competent malfunction comfort card reader could enter within 0 minute tell reception problem fix ','_personel_be _competent_: _malfunction_in _comfort_card _card_reader _reader_( _could_not _enter_) _within_0 _0_minute _minute_after _tell_that _reception_we _problem_fix _fix_. ',false
11984,'wonderful ','_wonderful_. ',false
11985,'great location super location personel kind ','_great_location _location_, _super_view _location_, _personel_very _kind_. ',false
11986,'cold comfort other croissant ','_cold_in _comfort_, _other_with ',false
12008,'pleasant ','_pleasant_. ',false
12009,'other location size comfort reception personel ','_other_, _location_, _size_of _comfort_, _reception_staff _personel_. ',false
12010,'comfort almost mot exist abd fact pay many additional servrices like luggage comfort kate other ','_comfort_( _almost_mot _mot_exist _exist_) _abd_the _fact_we _pay_many _many_additional _additional_servrices _servrices_like _like_luggage _luggage_room _comfort_and _kate_check _other_out ',false
12011,'price snack other lobby high ','_price_of _snack_an _other_at _lobby_be _high_. ',false
12012,'also pay enter roof top ','_also_have _pay_to _enter_the _roof_top _top_. ',false
12013,'overall price equipment go end really high ','_overall_price _price_of _equipment_go _go_at _end_really _really_high _high_. ',false
12014,'toomany hide price ','_toomany_hide _hide_cost _price_. ',false
12064,'good ','_good_. ',false
12065,'comfort comfortable ','_comfort_be _comfortable_. ',false
12066,'location amazing other #ord# floor pity location alexplatz side though beautiful memorable ','_location_be _amazing_, _other_on _#ord#_floor _floor_, _pity_that _location_be _alexplatz_side _side_but _though_it _beautiful_and _memorable_. ',false
12067,'nice clean comfort personal also evry friendly organized ','_nice_clean _clean_room _comfort_, _personal_be _also_evry _evry_friendly _friendly_and _organized_. ',false
12068,'like comfort side comfort comfort small toiler comfort way fit ','_like_bathroom _comfort_side _side_of _comfort_, _comfort_be _small_because _toiler_and _comfort_be _way_to _fit_there ',false
12069,'wall thin feeling bit strange ','_wall_be _thin_and _feeling_be _bit_strange _strange_. ',false
12112,'wonderful ','_wonderful_. ',false
12113,'location near many tourist attraction ','_location_near _near_many _many_tourist _tourist_attraction _attraction_. ',false
12114,'spacious comfort ','_spacious_room _comfort_. ',false
12115,'comfortable table next cleanliness ','_comfortable_table _table_next _next_to _cleanliness_. ',false
12116,'other take 0 minute queue quite slow process even original credit card use pay comfort advance month ','_other_- _take_more _0_minute _minute_because _queue_and _quite_slow _slow_process _process_during _even_the _original_credit _credit_card _card_i _use_to _pay_for _comfort_in _advance_( _month_before ',false
12117,'other ','_other_. ',false
12118,'happily ','_happily_i ',false
12119,'park inn mobile application other available country google play store doom wait queue ','_park_inn _inn_have _mobile_application _application_for _other_in _available_in _country_ _google_play _play_store _store_so _doom_to _wait_in _queue_. ',false
12176,'birthday berlin ','_birthday_in _berlin_. ',false
12177,'amazing location cleanliness delicious cake birthday gift present equipment ','_amazing_view _location_from _cleanliness_, _delicious_cake _cake_as _birthday_gift _gift_present _present_in _equipment_. ',false
12178,'dirty cleanliness could open take photo ','_dirty_window _cleanliness_that _could_not _open_to _take_a ',false
12200,'good ','_good_. ',false
12201,'excellent other highlight equipment ','_excellent_breakfast _other_be _highlight_of _equipment_. ',false
12202,'also amazing location right alexander platz ','_also_amazing _amazing_location _location_right _right_at _alexander_platz _platz_. ',false
12203,'comfort nice cosy ','_comfort_be _nice_, _cosy_. ',false
12204,'nice equipment equipment lobby ','_nice_bar _equipment_in _equipment_lobby _lobby_. ',true
12205,'would other ','_would_stay _other_here ',false
12206,'cleanliness could good ','_cleanliness_could _could_be _good_. ',false
12207,'big equipment it?ls also bite crowdy ','_big_hotel _equipment_, _it?ls_also _also_bite _bite_crowdy _crowdy_. ',true
12208,'interior equipment look little old .. ','_interior_and _equipment_look _look_little _little_old _old_.. ',true
12209,'it?ls still good price ','_it?ls_still _still_very _good_for _price_. ',false
12280,'good ','_good_. ',false
12281,'personel location excellent equipment really nice ','_personel_and _location_be _excellent_, _equipment_be _really_nice _nice_. ',true
12282,'comfort terrible give double comfort #crd# us rock hard slim comfort may well even extra try bulk ','_comfort_be _terrible_we _give_a _double_bed _comfort_for _#crd#_of _us_that _rock_hard _hard_and _slim_pillow _comfort_that _may_as _well_not _even_have _extra_to _try_and _bulk_it ',false
12283,'ended give mine partner could try get good night sleep go without ','_ended_up _give_mine _mine_to _partner_so _could_try _try_and _get_a _good_night _night_sleep _sleep_and _go_without _without_. ',false
12284,'s reason wo go back recommend anyone ','_s_the _reason_i _wo_not _go_back _back_or _recommend_to _anyone_. ',false
12285,'make #crd# terrible night sleep long tired day berlin ','_make_for _#crd#_terrible _terrible_night _night_sleep _sleep_and _long_tired _tired_day _day_in _berlin_. ',false
12286,'comfort comfort important thing equipment ','_comfort_and _comfort_which _important_thing _thing_for _equipment_. ',false
12287,'wifi work live without ','_wifi_do _work_but _live_without _without_that ',false
12344,'good ','_good_. ',false
12345,'location excellent fantastic location ','_location_be _excellent_and _fantastic_view _location_. ',false
12346,'other 0 euro absolutely awful ','_other_at _0_euro _euro_be _absolutely_awful _awful_. ',false
12347,'tell other wasn?ft much ','_tell_when _other_in _wasn?ft_this _much_. ',false
12348,'air con comfort also broke ideal ','_air_con _con_in _comfort_be _also_broke _broke_- _ideal_. ',false
12384,'nice repeat ','_nice_, _repeat_. ',false
12385,'equipment adequate fairly inexpensive ','_equipment_be _adequate_and _fairly_inexpensive _inexpensive_. ',true
12386,'location #ord# storey comfort spectacular ','_location_from _#ord#_storey _storey_room _comfort_be _spectacular_. ',false
12387,'other quick expedient ','_other_in _quick_and _expedient_. ',false
12388,'get central location equipment extremely easy ','_get_from _central_station _location_to _equipment_be _extremely_easy _easy_. ',false
12424,'excellent ','_excellent_. ',false
12425,'excellent location right center berlin near public transport hub marvelous location comfort towards tv tower good other spacious comfortable comfort ','_excellent_location _location_right _right_in _center_of _berlin_near _near_public _public_transport _transport_hub _hub_, _marvelous_view _location_from _comfort_towards _towards_the _tv_tower _tower_, _good_breakfast _other_, _spacious_and _comfortable_room ',false
12440,'wonderful ','_wonderful_. ',false
12441,'love lounge location great wine appetizer ','_love_the _lounge_area _location_- _great_wine _wine_and _appetizer_! ',true
12442,'other process long 0 minute line long international flight ','_other_in _process_be _long_- _0_minute _minute_in _line_after _long_international _international_flight _flight_! ',false
12443,'frustrating ','_frustrating_. ',false
12472,'good ','_good_. ',false
12473,'location panorama comfort pretty nice ','_location_from _panorama_room _comfort_be _pretty_nice _nice_. ',false
12474,'other good ','_other_be _good_. ',false
12475,'comfort location particular toalet proper comfort privacy ','_comfort_area _location_and _particular_the _toalet_should _proper_door _comfort_for _privacy_. ',false
12476,'panorama location nice #ord# floor it?fs still open expect ','_panorama_view _location_be _nice_but _#ord#_floor _floor_it?fs _it?fs_still _still_not _open_that _expect_. ',false
12512,'wonderful ','_wonderful_. ',false
12513,'location ','',false
12528,'good ','_good_. ',false
12529,'equipment perfect location alexanderplatz next location location shopping mall attraction around ','_equipment_have _perfect_location _location_, _alexanderplatz_, _next_to _location_station _location_, _shopping_mall _mall_and _attraction_around _around_. ',false
12530,'museum within walk location ','_museum_be _within_a _walk_distance _location_. ',false
12531,'also bus line tegel location arrive ','_also_a _bus_line _line_from _tegel_airport _location_arrive _arrive_there ',false
12532,'equipment skyscrapper excellent location comfort cosy lobby good equipment rooftop cafe ','_equipment_itself _skyscrapper_with _excellent_view _location_from _comfort_, _cosy_lobby _lobby_, _good_restaurant _equipment_, _rooftop_cafe _cafe_. ',true
12533,'also reasonable price compare equipment around ','_also_, _reasonable_price _price_compare _compare_to _equipment_around _around_. ',false
12534,'comfort small star equipment ','_comfort_be _small_for _star_hotel _equipment_. ',false
12535,'other alone imagine couple small ','_other_alone _alone_, _imagine_that _couple_it _small_. ',false
12536,'comfort comfort comfortable ','_comfort_of _comfort_be _comfortable_at ',false
12537,'also comfort small locate corner comfort semi-transparent glass around ','_also_, _comfort_be _small_, _locate_at _corner_of _comfort_with _semi-transparent_glass _glass_around _around_it ',false
12538,'sure awkward even couple ','_sure_it _awkward_even _even_for _couple_. ',false
12539,'free wifi flawed sometimes slow didt connect comfort ','_free_wifi _wifi_but _flawed_; _sometimes_it _slow_, _didt_connect _connect_at _comfort_. ',false
12540,'also issue cleanliness find pair old sock drawer sure still ','_also_there _issue_with _cleanliness_; _find_a _pair_of _old_sock _sock_in _drawer_, _sure_they _still_there ',false
12632,'enjoyable other great location would book equipment ','_enjoyable_stay _other_in _great_location _location_, _would_book _book_this _equipment_again ',false
12633,'great location friendly personel ','_great_location _location_and _friendly_staff _personel_. ',false
12634,'easy walk location tv tower museum island ','_easy_walk _walk_distance _location_of _tv_tower _tower_and _museum_island _island_. ',false
12635,'number good equipment equipment within min walk ','_number_of _good_bar _equipment_/ _equipment_within _within_a _min_walk _walk_. ',false
12636,'handy transport link within berlin far afield ','_handy_for _transport_link _link_within _within_berlin _berlin_and _far_afield _afield_. ',false
12637,'unusual comfort layout toilet comfort separate cover frost glass cleanliness comfort rest comfort ','_unusual_room _comfort_layout _layout_with _toilet_and _comfort_both _separate_and _cover_by _frost_glass _glass_window _cleanliness_/ _comfort_from _rest_of _comfort_. ',false
12638,'wash hand basin also separate locate main comfort ','_wash_hand _hand_basin _basin_be _also_separate _separate_and _locate_in _main_room ',false
12688,'great location alexanderplatz ','_great_location _location_on _alexanderplatz_. ',false
12689,'excellent location nice personel clean spacious comfort ','_excellent_location _location_, _nice_staff _personel_and _clean_spacious _spacious_room _comfort_. ',false
12690,'comfort uncomfortable tiny comfort heated comfort separate curtain rest comfort ','_comfort_be _uncomfortable_and _tiny_, _comfort_be _heated_and _comfort_be _separate_only _curtain_from _rest_of _comfort_. ',false
12712,'excellent ','_excellent_. ',false
12713,'location good ','_location_very _good_. ',false
12714,'comfort small comfort comfort ','_comfort_be _small_, _comfort_in _comfort_. ',false
12715,'careful depending share comfort ','_careful_depending _depending_on _share_your ',false
12744,'nothing special good price price ','_nothing_special _special_, _good_value _price_for _price_. ',false
12745,'location equipment location perfect ','_location_, _equipment_and _location_be _perfect_. ',true
12746,'comfort bit solid lack comfort ','_comfort_be _bit_solid _solid_and _lack_of _comfort_. ',false
12768,'good extra ordinary ','_good_but _extra_ordinary _ordinary_. ',false
12769,'location ','_location_. ',false
12770,'comfort size ','_comfort_size ',false
12792,'pleasant ','_pleasant_. ',false
12793,'location ','_location_. ',false
12794,'comfort size minibar other other other leakage comfort ','_comfort_size _size_, _minibar_, _other_or _other_, _other_leakage _leakage_at ',false
12816,'wonderful ','_wonderful_. ',false
12817,'excellent location exactly alexandrplatz many shop equipment around 0 train location convenient rout around city ','_excellent_location _location_, _exactly_at _alexandrplatz_, _many_shop _shop_and _equipment_around _around_, _0_m _train_station _location_with _convenient_rout _rout_around _around_the _city_. ',true
12818,'other excellent ','_other_be _excellent_. ',false
12819,'comfort 0 floor general cozy good location city ','_comfort_at _0_floor _floor_in _general_be _cozy_and _good_view _location_at _city_. ',false
12820,'good price price ','_good_value _price_for _price_. ',false
12821,'equipment general comfort interior bit old cleanliness dirty ','_equipment_in _general_, _comfort_and _interior_be _bit_old _old_, _cleanliness_be _dirty_. ',true
12822,'personel other block extra amount price excess comfort fee guarantee other ok ','_personel_at _other_- _block_an _extra_amount _amount_of _price_, _excess_of _comfort_fee _fee_, _guarantee_everything _other_be _ok_ ',false
12823,'arrive early find luggage comfort equipment pay even guest location observation deck #ord# floor pay well ','_arrive_early _early_and _find_that _luggage_room _comfort_in _equipment_be _pay_, _even_for _guest_, _location_to _observation_deck _deck_at _#ord#_floor _floor_be _pay_as _well_. ',false
12880,'good ','_good_. ',false
12881,'location perfect ','_location_be _perfect_! ',false
12882,'toilet divide glass rest comfort even tho frost glass feel uncomfortable ','_toilet_be _divide_by _glass_from _rest_of _comfort_and _even_tho _tho_it _frost_glass _glass_it _feel_very _uncomfortable_. ',false
12883,'also wifi equipment quite slow inconvenient ','_also_the _wifi_in _equipment_be _quite_slow _slow_which _inconvenient_. ',false
12912,'excellent other ','_excellent_stay _other_. ',false
12913,'comfortable clean comfort helpful personel ','_comfortable_clean _clean_room _comfort_and _helpful_staff _personel_. ',false
12914,'excellent other ','_excellent_breakfast _other_. ',false
12915,'nothing ','',false
12944,'pleasant ','_pleasant_. ',false
12945,'nice location comfort ','_nice_view _location_from _comfort_. ',false
12946,'clean comfort ','_clean_room _comfort_. ',false
12947,'personel rude ','_personel_be _rude_. ',false
12948,'make wait long other ','_make_to _wait_so _long_to _other_in ',false
12949,'even though front line personel ignore us call people behind us ','_even_though _though_we _front_of _line_, _personel_ignore _ignore_us _us_and _call_other _people_behind _behind_us _us_. ',false
12950,'#crd# smile face other free ','_#crd#_have _smile_in _face_as _other_for _free_. ',false
13000,'wonderful ','_wonderful_. ',false
13001,'great location stunning location super friendly personel helpful ','_great_location _location_with _stunning_view _location_and _super_friendly _friendly_staff _personel_very _helpful_. ',false
13002,'comfort spare comfort little privacy comfort equipment ','_comfort_with _spare_in _comfort_and _little_privacy _privacy_with _comfort_facility ',false
13024,'great location ','_great_location _location_. ',false
13025,'other process date ','_other_- _process_date _date_. ',false
13026,'location good ','_location_good _good_. ',false
13027,'right berlin center ','_right_in _berlin_center _center_. ',false
13028,'comfort nice ','_comfort_nice _nice_. ',false
13029,'long queue other other ','_long_queue _queue_at _other_- _other_- ',false
13030,'0 min ','_0_min _min_. ',false
13031,'wait other ','_wait_time _other_. ',false
13032,'guest fill lengthy name address id form ','_guest_fill _fill_in _lengthy_name _name_/ _address_/ _id_form _form_. ',false
