@relation Preis-Leistungs-Verhltnis

@attribute id numeric
@attribute lemmas string
@attribute bigrams string
@attribute aspecttype {true, false}

@data
4134,'friendly personel ','_friendly_staff _personel_. ',false
4135,'other personel helpful cheerful friendly truly help us get true feel city short other ','_other_staff _personel_be _helpful_, _cheerful_, _friendly_and _truly_help _help_us _us_to _get_a _true_feel _feel_of _city_during _short_stay _other_. ',false
4136,'?? ','',false
4137,'cleanliness .. ','_cleanliness_.. ',false
4138,'comfort need upgrade ','_comfort_need _need_to _upgrade_. ',false
4139,'washroom small definitely upto expect standard ','_washroom_be _small_and _definitely_not _upto_the _expect_standard ',false
4192,'okay ','_okay_. ',false
4193,'nice ','_nice_. ',false
4194,'fault equipment location right bay village ','_fault_of _equipment_itself _location_be _right_in _bay_village _village_. ',false
4195,'ton panhandler drug addict right corner ','_ton_of _panhandler_and _drug_addict _addict_right _right_on _corner_. ',false
4196,'little hesitant take family ','_little_hesitant _hesitant_to _take_my _family_out ',false
4197,'','',false
4198,'equipment bit date ','_equipment_itself _bit_date _date_now ',false
4199,'other makeover ','_other_for _makeover_. ',false
4251,'overall other #crd# night enjoy visit montreal ','_overall_our _other_be _#crd#_night _night_and _enjoy_visit _visit_montreal _montreal_. ',false
4252,'equipment central other !! ','_equipment_be _central_to _other_!! ',false
4253,'0 min walk old town 0 min walk downtown ','_0_min _min_walk _walk_to _old_town _town_and _0_min _min_walk _walk_to _downtown_! ',false
4254,'iga downstairs location equipment other court ','_iga_downstairs _downstairs_with _location_from _equipment_and _other_court _court_! ',false
4255,'lot little equipment around equipment entertainment outside park infront equipment evening ','_lot_of _little_restaurant _equipment_around _around_the _equipment_and _entertainment_outside _outside_at _park_infront _infront_of _equipment_in _evening_. ',false
4256,'equipment locate village aka pride village big deal us lot addict bum street ask price non stop ','_equipment_be _locate_in _village_aka _aka_pride _pride_village _village_which _big_deal _deal_to _us_but _lot_of _addict_and _bum_in _street_ask _ask_for _price_non _non_stop _stop_! ',false
4257,'feel threaten people high heroine whatever take make loud little scary walk get somewhere ','_feel_threaten _threaten_but _people_that _high_on _heroine_or _whatever_they _take_make _make_them _loud_and _little_scary _scary_walk _walk_through _get_somewhere _somewhere_! ',false
4337,'need renovation ','_need_renovation _renovation_. ',false
4338,'it?fs close downtown main attraction ','_it?fs_close _close_to _downtown_and _main_attraction _attraction_. ',false
4339,'also equipment comfort open equipment dupris mall ','_also_the _equipment_door _comfort_open _open_up _equipment_dupris _dupris_mall _mall_. ',false
4340,'comfort comfortable chair clean comfortable ','_comfort_be _comfortable_and _chair_clean _clean_and _comfortable_. ',false
4341,'#ord# other year pleasant #ord# ','_#ord#_stay _other_here _year_be _pleasant_as _#ord#_. ',false
4342,'ac low could adjust ','_ac_be _low_and _could_not _adjust_. ',false
4343,'carpet old personel good clean ','_carpet_be _old_and _personel_do _good_to _clean_it ',false
4344,'dresser comfort old scratch many equipment ','_dresser_in _comfort_be _old_and _scratch_in _many_place _equipment_. ',false
4345,'toilet flush well sink drain well ','_toilet_do _flush_well _well_and _sink_do _drain_well _well_. ',false
4346,'equipment need fix ','_equipment_need _need_some _fix_up ',false
4347,'parking expensive low ceiling ','_parking_be _expensive_and _low_ceiling _ceiling_. ',true
4348,'equipment expensive consider issue ','_equipment_be _expensive_consider _consider_all _issue_. ',true
4349,'won?ft other #ord# other unless know renovation ','_won?ft_be _other_here _#ord#_time _other_unless _unless_we _know_of _renovation_. ',false
4396,'average equipment great location ','_average_hotel _equipment_in _great_location _location_. ',false
4397,'great location ','_great_location _location_. ',false
4398,'comfort smelt damp ','_comfort_smelt _smelt_of _damp_. ',false
4399,'small comfort ','_small_bathroom ',false
4423,'okay ','_okay_. ',false
4424,'ac nt work night night 0 barely work comfort kind feel little grimy ','_ac_do _nt_work _work_night _night_0 _night_0 _0_it _barely_work _work_and _comfort_kind _kind_of _feel_a _little_grimy _grimy_. ',false
4425,'unfortunately would other ','_unfortunately_, _would_not _other_here ',false
4447,'average ','_average_. ',false
4448,'servise other location ','_servise_, _other_and _location_. ',false
4449,'front disc helpful ','_front_disc _disc_not _helpful_. ',false
4466,'unsatisfied ','_unsatisfied_. ',false
4467,'price tottaly worth get nearly 0 basic comfort outdated decoration clean applieance used unkept look dirty thing worth emplacement price parking other include ','_price_be _tottaly_not _worth_what _get_nearly _nearly_0 _0_$ _basic_room _comfort_outdated _outdated_decoration _decoration_it _clean_but _applieance_be _used_and _unkept_that _look_dirty _dirty_the _thing_worth _worth_be _emplacement_for _price_parking _parking_and _other_be ',true
4502,'great location ','_great_location _location_. ',false
4503,'quite sure s price price ','_quite_sure _sure_if _s_value _price_for _price_. ',false
4504,'location excellent ','_location_be _excellent_. ',false
4505,'also supermarket other court ground floor equipment ','_also_a _supermarket_and _other_court _court_on _ground_floor _floor_of _equipment_. ',false
4506,'amount reflect #url# price basic comfort rate far different other outas price increase least 0 ','_amount_reflect _reflect_on _#url#_to _price_for _basic_room _comfort_rate _rate_be _far_different _different_when _other_outas _outas_the _price_have _increase_by _least_$ _0_. ',true
4507,'equipment people budget ','_equipment_be _people_on _budget_. ',false
4530,'great other great other like always ','_great_stay _other_have _great_time _other_like _like_always _always_. ',false
4531,'equipment great location other every other visit montreal ','_equipment_be _great_location _location_i _other_there _every_time _other_i _visit_montreal _montreal_. ',false
4551,'satisfied customer ','_satisfied_customer _customer_. ',false
4552,'comfort comfortable ','_comfort_be _comfortable_. ',false
4553,'equipment old renovation need especially washroom ','_equipment_be _old_, _renovation_be _need_especially _especially_in _washroom_. ',false
4625,'day montreal .. ','_day_in _montreal_.. ',false
4626,'comfort really comfortable ','_comfort_be _really_comfortable _comfortable_. ',false
4627,'location great comfort spacious .. ','_location_be _great_and _comfort_be _spacious_.. ',false
4628,'other comfort good other maker actually work ','_other_in _comfort_be _good_( _other_maker _maker_actually _actually_work _work_) ',false
4629,'','',false
4630,'comfort really date .. ','_comfort_be _really_date _date_.. ',false
4631,'stain comfort ceiling paint job badly need .. ','_stain_all _comfort_ceiling _ceiling_( _paint_job _job_be _badly_need _need_) ',false
4632,'carpet several stain .. ','_carpet_have _several_stain _stain_on ',false
4633,'lamp break desk electrical outlet lamp even cover big safety hazard family child .. ','_lamp_be _break_on _desk_and _electrical_outlet _outlet_for _lamp_do _even_have _cover_on _big_safety _safety_hazard _hazard_for _family_that _child_with ',false
4634,'s obvious other truly grand equipment .. ','_s_obvious _obvious_that _other_that _truly_be _grand_hotel _equipment_.. ',false
4635,'dr equipment need invest price equipment make grand .. ','_dr_own _equipment_need _need_to _invest_some _price_into _equipment_and _make_it _grand_once ',false
4636,'end review.for day ok.but would cone special occasion .. ','_end_my _review.for_a _day_it _ok.but_i _would_not _cone_there _special_occasion _occasion_.. ',false
4637,'anniversary etc. ','_anniversary_etc. ',false
4709,'i?fd other i?fm take train location return montreal ','_i?fd_stay _other_again _i?fm_take _take_the _train_& _location_if _return_to _montreal_. ',false
4710,'comfort comfy ','_comfort_be _comfy_! ',false
4711,'convenient location catch location ','_convenient_location _location_to _catch_the _location_. ',false
4712,'lot shop nearby pick basics grab bite eat ','_lot_of _shop_nearby _nearby_to _pick_up _basics_or _grab_a _bite_to _eat_. ',false
4713,'salsa party park across street look like would great night weather cooperate ','_salsa_party _party_at _park_across _across_the _street_which _look_like _like_it _would_have _great_night _night_have _weather_cooperate _cooperate_. ',false
4714,'like pay parking day ','_like_have _pay_for _parking_each _day_. ',true
4715,'try leave delay another 0 minute due technical issue validated ticket ','_try_to _leave_i _delay_another _another_0 _0_minute _minute_due _due_to _technical_issue _issue_with _validated_ticket _ticket_. ',false
4716,'equipment other seem like waste ','_equipment_breakfast _other_seem _seem_like _like_a _waste_. ',false
4717,'expensive morning buffet ','_expensive_for _morning_buffet _buffet_. ',true
4756,'good ','_good_. ',false
4757,'good other comfortable comfort good sized comfort ','_good_breakfast _other_, _comfortable_bed _comfort_, _good_sized _sized_room _comfort_. ',false
4758,'underground parking stall barely high enough park standard suv ','_underground_parking _parking_stall _stall_be _barely_high _high_enough _enough_to _park_a _standard_suv _suv_. ',false
4759,'nt able open trunk ','_nt_able _able_to _open_the _trunk_. ',false
4803,'good ','_good_. ',false
4804,'location property incredible !! ','_location_from _property_be _incredible_!! ',false
4805,'fortunate give upgrade top floor suite cleanliness look city mount royal ','_fortunate_to _give_an _upgrade_to _top_floor _floor_suite _suite_which _cleanliness_look _look_out _city_and _mount_royal _royal_. ',false
4806,'comfort well appoint clean ','_comfort_be _well_appoint _appoint_and _clean_. ',false
4807,'air conditioning either work could keep temp outside comfort large cleanliness face south west ','_air_conditioning _conditioning_be _either_not _work_or _could_not _keep_up _temp_outside _outside_, _comfort_have _large_window _cleanliness_that _face_south _south_and _west_) ',false
4808,'contact housekeeping personel front desk see something could unfortunately problem resolve get response equipment personel ','_contact_the _housekeeping_staff _personel_and _front_desk _desk_to _see_if _something_could _could_be _unfortunately_the _problem_be _resolve_and _get_any _response_from _equipment_staff _personel_. ',false
4809,'find disappointing ','_find_this _disappointing_. ',false
4839,'pleasant ','_pleasant_. ',false
4840,'llocation ','_llocation_. ',false
4841,'need renovation property old comfort stuff ','_need_renovation _renovation_of _property_very _old_furniture _comfort_and ',false
4863,'pleasant ','_pleasant_. ',false
4864,'great location ','_great_location _location_. ',false
4865,'date amenity ','_date_amenity ',false
4892,'good location try montreal crusine french ','_good_area _location_to _try_montreal _montreal_crusine _crusine_, _french_. ',false
4893,'location convenient everywhere ','_location_be _convenient_to _everywhere_. ',false
4894,'diverse equipment entertainment other ','_diverse_restaurant _equipment_and _entertainment_choice _other_. ',false
4895,'location quite suitable family young child ','_location_be _quite_suitable _suitable_for _family_with _young_child _child_. ',false
4914,'ok ','_ok_. ',false
4915,'fitness comfort didn?ft cleanliness cup other sanitary wipe ','_fitness_room _comfort_didn?ft _didn?ft_have _cleanliness_, _cup_for _other_and _sanitary_wipe ',false
4945,'ok ','_ok_. ',false
4946,'location equipment .. ','_location_of _equipment_.. ',false
4947,'equipment need big upgrade .. ','_equipment_need _need_big _big_upgrade _upgrade_.. ',false
4948,'other old ','_other_be _old_. ',false
4949,'update comfort carpet .. ','_update_all _comfort_, _carpet_.. ',false
5010,'bad .. ','_bad_.. ',false
5011,'make sure want pay cash ','_make_sure _sure_you _want_to _pay_cash _cash_. ',false
5012,'comfort comfortable ','_comfort_be _comfortable_. ',false
5013,'year travel #ord# other tell give credit card swipe security pay cash other ','_year_travel _travel_, _#ord#_time _other_i _tell_i _give_a _credit_card _card_swipe _swipe_for _security_and _pay_in _cash_when _other_out ',false
5014,'ridiculous ','_ridiculous_. ',false
5015,'comfort book band play montreal payment available cash band fee ','_comfort_book _book_for _band_play _play_in _montreal_, _payment_be _available_in _cash_from _band_fee _fee_. ',false
5016,'','',false
5017,'ar !! ','_ar_!! ',false
5018,'other equipment !! ','_other_facility _equipment_!! ',false
5019,'strange ','',false
5055,'good ','_good_. ',false
5056,'location location comfort great ','_location_and _location_of _comfort_be _great_. ',false
5057,'personel comfortable english little difficulty communicate personel house keeping regularly ','_personel_be _comfortable_in _english_so _little_difficulty _difficulty_in _communicate_with _personel_and _house_keeping _keeping_be _regularly_. ',false
5079,'pleasant ','_pleasant_. ',false
5080,'ideal price ','_ideal_price _price_. ',true
5081,'location little rough expect see soo many homeless ','_location_be _little_rough _rough_, _expect_to _see_soo _soo_many _many_homeless ',false
5103,'good ','_good_. ',false
5104,'location close other ','_location_be _close_to _other_. ',false
5105,'other include price suddenly wasn?ft other ','_other_that _include_in _price_suddenly _suddenly_wasn?ft _wasn?ft_at _other_in ',false
5132,'location perfect ','_location_be _perfect_. ',false
5133,'comfort equipment old ','_comfort_facility _equipment_be _old_. ',false
5134,'comfort fee match ','_comfort_fee _fee_do _match_to ',true
5135,'!! ','',false
5159,'good enjoy lot ','_good_, _enjoy_it _lot_! ',false
5160,'location ','_location_. ',false
5161,'little run ','_little_run _run_down ',false
5183,'love ','_love_it ',false
5184,'wife love trip montreal.hotel good ','_wife_and _love_trip _trip_to _montreal.hotel_be _good_. ',false
5185,'price ok budget ','_price_ok _ok_for _budget_. ',false
5217,'pleasant ','_pleasant_. ',false
5218,'great location ','_great_location _location_! ',false
5219,'location ','_location_! ',false
5220,'location ','_location_! ',false
5221,'nothing ','_nothing_. ',false
5252,'ok ','_ok_. ',false
5253,'date comfort bedroom comfort ','_date_bathroom _comfort_and _bedroom_furniture _comfort_. ',false
5254,'comfort #ord# floor could see skyline clearly cleanliness filthy ','_comfort_on _#ord#_floor _floor_but _could_not _see_the _skyline_clearly _clearly_because _cleanliness_be _filthy_. ',false
5255,'ability boil kettle other machine work other drinker ','_ability_to _boil_a _kettle_, _other_machine _machine_do _work_for _other_drinker _drinker_. ',false
5274,'location equipment quite good feel little uneasy neighbourhood ','_location_and _equipment_quite _quite_good _good_but _feel_a _little_uneasy _uneasy_in _neighbourhood_. ',false
5275,'location little daunting ','_location_a _little_daunting _daunting_. ',false
5300,'well locate somewhat worn outdated furnishing ','_well_- _locate_but _somewhat_worn _worn_and _outdated_furnishing _furnishing_. ',false
5301,'like reviewer note equipment furnishing quite wear ','_like_other _reviewer_have _note_, _equipment_have _furnishing_that _quite_wear _wear_. ',false
5302,'floor seem bad ','_floor_seem _seem_bad _bad_than ',false
5303,'location make viable option especially summer various street festival virtually comfort ','_location_be _make_this _viable_option _option_, _especially_in _summer_with _various_street _street_festival _festival_virtually _virtually_at _comfort_. ',false
5332,'okay ','_okay_. ',false
5333,'good location ','_good_location _location_. ',false
5334,'personel good ','_personel_be _good_. ',false
5335,'comfort air condition ','_comfort_air _air_condition ',false
5354,'pleasant ','_pleasant_. ',false
5355,'light block curtain comfort 0 ','_light_block _block_curtain _curtain_in _comfort_# ',false
5375,'love other wan get comfort look forward awesome comfort ','_love_my _other_but _wan_to _get_a _comfort_i _look_forward _forward_for _awesome_bathroom _comfort_. ',false
5376,'i?fve always want other much enjoy other ','_i?fve_always _always_want _want_to _other_there _much_enjoy _enjoy_my _other_. ',false
5377,'comfort comfort drain severely clog hair comfort need scrub brush comet awesome ','_comfort_shower _comfort_drain _drain_severely _severely_clog _clog_with _hair_and _comfort_need _need_a _scrub_brush _brush_with _comet_other ',false
5404,'last #crd# day bad equipment ','_last_#crd# _#crd#_day _day_be _bad_at _equipment_. ',false
5405,'location comfort ','_location_from _comfort_. ',false
5406,'poor customer personel price account twice personel ask agent dania rule next day manager take other come talk #crd# explain change account ','_poor_customer _customer_service _personel_, _price_in _account_twice _twice_all _personel_, _ask_the _agent_dania _dania_be _rule_and _next_day _day_the _manager_take _take_all _other_to _come_talk _talk_to _#crd#_can _explain_all _change_in _account_. ',true
5407,'end right ','_end_i _right_. ',false
5431,'great ','_great_. ',false
5432,'great location ','_great_location _location_! ',false
5433,'parking lot big enough ','_parking_lot _lot_not _big_enough ',false
5470,'good location shame equipment !! ','_good_location _location_, _shame_about _equipment_!! ',false
5471,'equipment good location comfort quite plush ','_equipment_be _good_location _location_and _comfort_be _quite_plush _plush_. ',false
5472,'comfort #ord# floor give us good location city ','_comfort_on _#ord#_floor _floor_which _give_us _us_a _good_view _location_of _city_. ',false
5473,'could believe swimming equipment star esablishment open weekday till 0 pm ','_could_not _believe_that _swimming_pool _equipment_in _star_esablishment _esablishment_do _open_during _weekday_till _till_0 _0_pm _pm_. ',false
5474,'nothing like well holiday go early morning swim disappoint option available ','_nothing_i _like_well _well_on _holiday_than _go_for _early_morning _morning_swim _swim_and _disappoint_that _option_be _available_to ',false
5475,'front desk seem slow other visitor equipment ','_front_desk _desk_seem _seem_to _slow_in _other_visitor _visitor_into ',false
5508,'good ','_good_. ',false
5509,'great location ','_great_location _location_! ',false
5510,'comfort big comfort comfortable ','_comfort_be _big_and _comfort_be _comfortable_. ',false
5511,'comfort next lift therefore quite noisy ','_comfort_be _next_to _lift_, _therefore_they _quite_noisy ',false
5540,'good other ','_good_stay _other_. ',false
5541,'great location ','_great_location _location_. ',false
5542,'great ','_great_. ',false
5543,'other ok ','_other_be ',false
5582,'bit outdated good location ','_bit_outdated _outdated_but _good_location _location_. ',false
5583,'good location parking underground always plus ','_good_location _location_with _parking_underground _underground_( _always_a _plus_) ',false
5584,'big benefit equipment attach small mall other court grocery store ','_big_benefit _benefit_what _equipment_be _attach_to _small_mall _mall_, _other_court _court_and _grocery_store _store_. ',false
5585,'s also interior equipment life guard seem ','_s_also _also_a _interior_pool _equipment_with _life_guard _guard_it _seem_. ',false
5586,'equipment bit outdated counter personel friendly efficient smile ','_equipment_be _bit_outdated _outdated_, _counter_staff _personel_be _friendly_, _efficient_but _smile_. ',false
5587,'price other high ','_price_for _other_be _high_! ',true
5610,'good ','_good_. ',false
5611,'front desk errantly provided key comfort thereby cause us awake new guest attempt enter comfort early morning blow dryer comfort call front desk obtain ','_front_desk _desk_errantly _errantly_provided _provided_a _key_to _comfort_thereby _thereby_cause _cause_us _us_to _awake_by _new_guest _guest_attempt _attempt_to _enter_the _comfort_early _early_in _morning_and _blow_dryer _dryer_in _comfort_- _call_the _front_desk _desk_to _obtain_same ',false
5631,'generally good ','_generally_it _good_. ',false
5632,'location ','_location_. ',false
5633,'comfort quality ','_comfort_quality ',false
5660,'bit overpriced long weekend ','_bit_overpriced _overpriced_during _long_weekend _weekend_. ',false
5661,'location good ','_location_be _good_. ',false
5662,'comfort bit old ','_comfort_be _bit_old _old_. ',false
5663,'move bad order find plug phone ','_move_bad _bad_in _order_to _find_plug _plug_for _phone_. ',false
5702,'good ','_good_. ',false
5703,'comfort fair size ','_comfort_be _fair_size _size_. ',false
5704,'husband love comfort ','_husband_love _love_the _comfort_! ',false
5705,'good location ','_good_location _location_! ',false
5706,'equipment open say would ','_equipment_be _open_when _say_it _would_be ',false
5707,'staffing issue lifegaurds mean get use equipment other ','_staffing_issue _issue_with _lifegaurds_mean _mean_we _get_to _use_the _equipment_during _other_. ',false
5735,'friend other meany other always good other ','_friend_and _other_here _meany_time _other_always _always_a _good_experience _other_, ',false
5736,'great location ','_great_location _location_. ',false
5737,'comfort could good clean personel look like other list daily bias different other ','_comfort_could _could_be _good_and _clean_staff _personel_look _look_like _like_they _other_list _list_of _daily_bias _bias_, _different_each _other_. ',false
5769,'pleasant luxurious ','_pleasant_but _luxurious_. ',false
5770,'great location friendly personel comfortable comfort ','_great_location _location_, _friendly_staff _personel_, _comfortable_bed _comfort_. ',false
5771,'equipment limited hour open pm ','_equipment_have _limited_hour _hour_open _open_at _pm_! ',false
5772,'late opening ','_late_in _opening_. ',false
5773,'comfort bit worn -- break vent cover example -- ac hard operate ','_comfort_be _bit_worn _worn_-- _--_break _break_vent _vent_cover _cover_for _example_-- _--_and _ac_be _hard_to _operate_. ',false
5804,'okay ','_okay_. ',false
5805,'great location lively square ','_great_location _location_on _lively_square _square_. ',false
5806,'equipment day old outdated ','_equipment_have _day_, _old_, _outdated_. ',false
5807,'need renovation ','_need_renovation _renovation_. ',false
5831,'pleasant ','_pleasant_. ',false
5832,'location nice personel ','_location_and _nice_staff _personel_. ',false
5833,'equipment poor carpet dirty ','_equipment_poor _poor_and _carpet_dirty ',false
5855,'pleasant ','_pleasant_. ',false
5856,'wait other reception long ','_wait_time _other_at _reception_be _long_. ',false
5857,'other equipment cold ','_other_in _equipment_too _cold_. ',false
5894,'good location ','_good_location _location_. ',false
5895,'good location walk location old city downtown river .. ','_good_location _location_, _walk_distance _location_to _old_city _city_, _downtown_and _river_.. ',false
5896,'location location close .. ','_location_station _location_be _close_.. ',false
5897,'comfort large cleanliness bedding clean ','_comfort_be _large_, _cleanliness_and _bedding_be _clean_. ',false
5898,'equipment need face lift comfort comfort bathtub date clean .. ','_equipment_need _need_a _face_lift _lift_, _comfort_, _comfort_and _bathtub_be _date_and _clean_.. ',false
5899,'safe fridge comfort slipper nothing extra price include other parking add price comfort overprice .. ','_safe_or _fridge_in _comfort_, _slipper_, _nothing_extra _extra_, _price_do _include_breakfast _other_or _parking_, _add_all _price_of _comfort_it _overprice_.. ',false
5927,'other great overall city beautiful see ','_other_be _great_overall _overall_because _city_be _beautiful_to _see_. ',false
5928,'able request late other without issue ','_able_to _request_a _late_check _other_out _without_any _issue_. ',false
5929,'tv comfort work ','_tv_in _comfort_do ',false
5956,'good ','_good_. ',false
5957,'location amenity around ','_location_and _amenity_around _around_. ',false
5958,'comfort equipment fixture comfort wear ','_comfort_and _equipment_have _fixture_and _comfort_which _wear_out ',false
5959,'need change small moisture comfort ','_need_to _change_and _small_of _moisture_in ',false
5983,'comfortable comfort pleasant other ','_comfortable_room _comfort_and _pleasant_experience _other_. ',false
5984,'perfect location heart village 0 minuet old montreal ','_perfect_location _location_in _heart_of _village_and _0_minuet _minuet_from _old_montreal _montreal_. ',false
5985,'fridge comfort ','_fridge_in ',false
6027,'nice enough equipment poor customer personel ','_nice_enough _enough_hotel _equipment_but _poor_customer _customer_service _personel_. ',false
6028,'location equipment good ','_location_of _equipment_be _good_. ',false
6029,'issue hot other other comfort several hour #crd# morning ','_issue_with _hot_water _other_and _other_from _comfort_for _several_hour _hour_#crd# _#crd#_morning _morning_. ',false
6030,'fitness comfort need comfort ','_fitness_room _comfort_so _need_a _comfort_. ',false
6031,'tell issue someone would get back #crd# ever ','_tell_there _issue_and _someone_would _would_get _get_back _back_to _#crd#_ever _ever_do ',false
6032,'end take cold equipment sink ','_end_i _take_a _cold_ _equipment_ _sink_. ',false
6033,'issue happen customer personel poor even mention other ','_issue_happen _happen_, _customer_service _personel_be _poor_- _even_mention _mention_it _other_out ',false
6073,'pleasant ','_pleasant_. ',false
6074,'location ','_location_. ',false
6075,'location ','_location_. ',false
6076,'sketchy electrical outlet mini fridge understaffed front desk long wait ','_sketchy_electrical _electrical_outlet _outlet_, _mini_fridge _fridge_, _understaffed_at _front_desk _desk_so _long_wait _wait_. ',false
6077,'inconsistent pricing answer inquire other another night ','_inconsistent_pricing _pricing_and _answer_when _inquire_about _other_another _another_night ',true
6108,'pleasant ','_pleasant_. ',false
6109,'location excellent nekt lively street location hub ','_location_excellent _excellent_, _nekt_to _lively_street _street_and _location_hub _hub_. ',false
6110,'comfort excellent ','_comfort_be _excellent_. ',false
6111,'comfort much bad lobby equipment etc. really need total renewal ','_comfort_be _much_bad _bad_than _lobby_, _equipment_etc. _etc._they _really_need _need_total _total_renewal _renewal_. ',false
6140,'s good ','_s_was _good_. ',false
6141,'location great comfort need upgrade reno location comfort seem 0s ','_location_great _great_just _comfort_need _need_upgrade _upgrade_of _reno_in _location_and _comfort_seem _seem_from _0s_. ',false
6142,'light work face cloth free other price weekend 0 night price abd get nothing plus pay parking .. ','_light_do _work_no _face_cloth _cloth_and _free_breakfast _other_and _price_weekend _weekend_$ _0_a _night_be _price_abd _abd_get _get_nothing _nothing_plus _plus_pay _pay_parking _parking_.. ',true
6143,'price weekend drop 0 ','_price_after _weekend_drop _drop_by _0_% ',false
6172,'great city location make accessible ','_great_city _city_and _location_make _make_it _accessible_. ',false
6173,'location excellent equipment clean personel congenial ','_location_be _excellent_hotel _equipment_be _clean_& _personel_congenial _congenial_. ',false
6174,'pay 0 !! ','_pay_$ _0_!! ',false
6175,'#crd# night average comfort ','_#crd#_night _night_in _average_room ',false
6199,'good ','_good_. ',false
6200,'good location f1 race ','_good_location _location_for _f1_race _race_. ',false
6201,'quite large homeless population location ','_quite_a _large_homeless _homeless_population _population_in _location_. ',false
6238,'ok ','_ok_. ',false
6239,'location ','_location_. ',false
6240,'nice ','_nice_. ',false
6241,'carpet need change ','_carpet_need _need_to _change_. ',false
6242,'comfort wasn good mold around bottom tile ','_comfort_wasn _wasn_, _good_mold _mold_around _around_bottom _bottom_of _tile_. ',false
6243,'melled like pot comfort ','_melled_like _like_pot _pot_in ',false
6296,'would other would ensure mgmt ','_would_stay _other_here _would_ensure _ensure_mgmt _mgmt_. ',false
6297,'follow concern address ','_follow_up _concern_i _address_. ',false
6298,'location great ','_location_be _great_. ',false
6299,'lobby nice clean personel helpful .. ','_lobby_nice _nice_and _clean_, _personel_helpful _helpful_.. ',false
6300,'sort ','_sort_of ',false
6301,'comfort fall apart dresser drawer break comfort ceiling mold drape dirty stained inform personel situation specially broken comfort seem interested follow note condition ','_comfort_be _fall_apart _apart_the _dresser_drawer _drawer_be _break_( _comfort_ceiling _ceiling_have _mold_, _drape_be _dirty_and _stained_, _inform_staff _personel_of _situation_specially _specially_the _broken_furniture _comfort_, _seem_to _interested_in _follow_up _note_that _condition_of ',false
6302,'would pursue mgmt ','_would_have _pursue_it _mgmt_. ',false
6303,'base personel s level concern assume would matter ','_base_on _personel_s _s_level _level_of _concern_i _assume_it _would_not _matter_. ',false
6345,'good ','_good_. ',false
6346,'location equipment great comfort ','_location_of _equipment_, _great_bed _comfort_. ',false
6347,'near center montreal location location ','_near_to _center_of _montreal_and _location_station _location_. ',false
6348,'other quite expensive quality ','_other_: _quite_expensive _expensive_for _quality_. ',true
6349,'plenty equipment neighborhood serve good other ','_plenty_of _equipment_in _neighborhood_that _serve_a _good_breakfast _other_. ',false
6370,'pleasant ','_pleasant_. ',false
6371,'old equipment equipment reflect ','_old_hotel _equipment_, _equipment_reflect _reflect_it ',false
6401,'great location great price ','_great_location _location_and _great_value _price_! ',true
6402,'location amazing comfort comfortable ','_location_be _amazing_and _comfort_be _comfortable_! ',false
6403,'music loud across street weekend end 0 pm ','_music_be _loud_across _across_the _street_on _weekend_but _end_at _0_pm _pm_. ',false
6404,'','',false
6405,'noise wake us day row 0 0 complain other nothing fix ','_noise_that _wake_us _us_up _day_in _row_at _0_am _0_am _complain_a _other_but _nothing_be _fix_. ',false
6471,'reasonably price equipment great location ','_reasonably_price _price_hotel _equipment_in _great_location _location_. ',true
6472,'update could great ','_update_could _could_be _great_. ',false
6473,'would other ','_would_stay _other_again ',false
6474,'personel friendly helpful easy other ','_personel_friendly _friendly_and _helpful_, _easy_check _other_in ',false
6475,'site underground cover parking location plus downtown ','_site_underground _underground_cover _cover_parking _parking_with _location_be _plus_for _downtown_. ',false
6476,'equipment location beat price s close berri uqam location other court building grocery store ','_equipment_location _location_itself _beat_for _price_too _s_close _close_to _berri_- _uqam_metro _location_, _other_court _court_in _building_and _grocery_store _store_. ',true
6477,'also real close village ste denis street interest within walk location ','_also_real _real_close _close_to _village_, _ste_denis _denis_and _street_of _interest_within _within_walk _walk_distance _location_too ',false
6478,'comfort comfort little run comfort could good scrubbing nothing horrific ','_comfort_in _comfort_a _little_run _run_down _comfort_too _could_do _good_scrubbing _scrubbing_, _nothing_horrific _horrific_. ',false
6479,'','',false
6480,'none smoking equipment guest smoke comfort cleanliness come vent last night other ','_none_smoking _smoking_hotel _equipment_there _guest_smoke _smoke_in _comfort_, _cleanliness_come _come_through _vent_on _last_night _night_of _other_. ',false
6481,'quick call frontdesk apologetic say would look ','_quick_call _call_to _frontdesk_and _apologetic_and _say_they _would_look _look_in ',false
6534,'good transparent customer personel ','_good_ _transparent_ _customer_service _personel_. ',false
6535,'location comfort ','_location_and _comfort_. ',false
6536,'reserve king comfort city location ','_reserve_king _king_bed _comfort_w _city_view _location_. ',false
6537,'say upgrade business level ','_say_they _upgrade_me _business_level _level_. ',false
6538,'city location next elevator ','_city_view _location_and _next_to _elevator_. ',false
6539,'felt like amusement park day sound elevator go ','_felt_like _like_i _amusement_park _park_for _day_- _sound_of _elevator_go _go_up ',false
6562,'pleasant ','_pleasant_. ',false
6563,'comfort fan loud comfort picture website show ','_comfort_fan _fan_be _loud_, _comfort_be _picture_on _website_show ',false
6588,'pleasant ','_pleasant_. ',false
6589,'location us terrific ','_location_us _us_terrific _terrific_. ',false
6590,'equipment get bit dated still quite okay ','_equipment_be _get_a _bit_dated _dated_, _still_quite _quite_okay _okay_. ',false
