@relation Lage

@attribute id numeric
@attribute lemmas string
@attribute bigrams string
@attribute aspecttype {true, false}

@data
10163,'personel etiquette poor ','_personel_etiquette _etiquette_very ',false
10192,'excellent ','_excellent_. ',false
10193,'#ord# other berlin ','_#ord#_time _other_in _berlin_. ',false
10194,'live spain partner live moscow ideal location ','_live_in _spain_my _partner_live _live_in _moscow_so _ideal_location _location_. ',true
10195,'wi fi ','_wi_- ',false
10226,'worth other upper floor ','_worth_stay _other_on _upper_floor _floor_! ',false
10227,'comfort get upgrade comfort location #ord# floor ','_comfort_get _get_upgrade _upgrade_to _comfort_with _location_, _#ord#_floor _floor_! ',false
10228,'other amazing ','_other_be _amazing_! ',false
10229,'location great ','_location_be _great_! ',true
10230,'comfort really worn lumpy ','_comfort_be _really_worn _worn_out _lumpy_. ',false
10266,'great location walk many berlin?fs great attraction many ','_great_location _location_and _walk_to _many_of _berlin?fs_great _great_attraction _attraction_( _many_) ',true
10267,'love location property ','_love_the _location_of _property_. ',true
10268,'comfort clean properly #ord# day shampoo comfort gel provided ','_comfort_be _clean_properly _properly_and _#ord#_day _day_we _shampoo_or _comfort_gel _gel_provided _provided_. ',false
10269,'pay use loo lobby also #ord# ','_pay_to _use_the _loo_in _lobby_be _also_a _#ord#_. ',false
10270,'reall ryan air other !! ','_reall_ryan _ryan_air _air_experience _other_!! ',false
10302,'wonderful ','_wonderful_. ',false
10303,'breackfast perfect ','_breackfast_perfect _perfect_. ',false
10304,'car park small spaces ','_car_park _park_small _small_spaces ',false
10326,'berlin amazing ','_berlin_be _amazing_. ',true
10327,'would prefer other other make equipment comfort good location city comfort ','_would_have _prefer_tea _other_and _other_make _make_facility _equipment_in _comfort_and _good_view _location_of _city_, _comfort_. ',true
10328,'yes other make equipment comfort ','_yes_and _other_make _make_facility _equipment_, ',false
10350,'berlin 0 ','_berlin_0 _0_. ',false
10351,'location ','_location_. ',false
10352,'other other equipment comfort ','_other_or _other_facility _equipment_in ',false
10374,'good ','_good_. ',false
10375,'good location alexanderplatz small spacious comfort clean self other ','_good_location _location_in _alexanderplatz_small _small_but _spacious_room _comfort_very _clean_self _self_check _other_- ',true
10376,'reception bit busy other ','_reception_a _bit_busy _busy_at _other_- ',false
10402,'pay attention comfort photo ','_pay_attention _attention_to _comfort_photo _photo_. ',false
10403,'location perfect ','_location_be _perfect_. ',true
10404,'curtain separate comfort live comfort ','_curtain_separate _separate_bathroom _comfort_from _live_space _comfort_. ',false
10405,'poor noise isolation comfort toilet ','_poor_noise _noise_isolation _isolation_for _comfort_/ _toilet_. ',false
10406,'comfort advertise location tv tower yet #ord# floor location significantly block building ','_comfort_be _advertise_as _location_on _tv_tower _tower_ _yet_on _#ord#_floor _floor_view _location_be _significantly_block _block_by _building_. ',true
10442,'city break ','_city_break _break_. ',false
10443,'tall equipment berlin give fantastic location city ','_tall_hotel _equipment_in _berlin_give _give_fantastic _fantastic_view _location_of _city_. ',true
10444,'great central location near transport ','_great_central _central_location _location_near _near_all _transport_. ',true
10445,'viewing platform ','_viewing_platform _platform_to ',false
10446,'kettle comfort ','_kettle_in ',false
10492,'good location price price ','_good_location _location_and _price_for _price_. ',true
10493,'great location alexandraplatz right next underground main location right next big shopping mall lot equipment close #crd# christmas market #ord# xmas market 0min walk ','_great_location _location_in _alexandraplatz_, _right_next _next_to _underground_and _main_station _location_, _right_next _next_to _big_shopping _shopping_mall _mall_with _lot_of _equipment_and _close_to _#crd#_christmas _christmas_market _market_and _#ord#_xmas _xmas_market _market_only _0min_walk _walk_from ',true
10494,'hop hop tour also stop outside handy use ','_hop_on _hop_off _tour_also _also_stop _stop_outside _outside_which _handy_if _use_that ',false
10495,'comfort quiet floor 0 great location city ','_comfort_be _quiet_we _floor_0 _0_, _great_view _location_of _city_. ',true
10496,'comfort sufficient need fairly modernised adequate size #crd# people ','_comfort_be _sufficient_for _need_, _fairly_modernised _modernised_and _adequate_in _size_for _#crd#_people _people_. ',false
10497,'good price night ??0 ','_good_price _price_0 _night_for _??0_. ',false
10498,'overall location highlight other easy get equipment get back ','_overall_location _location_be _highlight_of _other_here _easy_to _get_to _equipment_and _get_back _back_to ',true
10499,'didn?ft get other equipment eat rest other ','_didn?ft_get _get_any _other_in _equipment_as _eat_out _rest_of _other_. ',false
10500,'comfort uncomfortable probably wouldn?ft put other though could go improve ','_comfort_be _uncomfortable_, _probably_wouldn?ft _wouldn?ft_put _put_me _other_there _though_, _could_go _go_with _improve_. ',false
10501,'standard comfort equipment make cup other other ','_standard_room _comfort_, _equipment_to _make_a _cup_of _other_but _other_. ',false
10564,'enjoyable ','_enjoyable_. ',false
10565,'personel friendly helpful comfort comfortable clean powerful comfort ','_personel_be _friendly_and _helpful_, _comfort_be _comfortable_and _clean_with _powerful_shower _comfort_. ',false
10566,'equipment locate perfect location weekend break good price price ','_equipment_be _locate_in _perfect_location _location_for _weekend_break _break_and _good_value _price_for _price_. ',true
10567,'thank ','_thank_you ',false
10568,'comfort tray black mould grow around base give strong damp cleanliness use comfort ','_comfort_tray _tray_have _black_mould _mould_grow _grow_around _around_the _base_, _give_off _strong_damp _damp_smell _cleanliness_when _use_the _comfort_. ',false
10569,'negative other other else work perfectly ','_negative_during _other_, _other_else _else_work _work_perfectly _perfectly_. ',false
10606,'good short other ','_good_for _short_stay _other_. ',false
10607,'tiny comfort would like see box bureau open rack horiz ','_tiny_pillow _comfort_would _would_like _like_to _see_few _box_/ _bureau_, _open_rack _rack_and _horiz_. ',false
10608,'equipment glass table hit curtain ','_equipment_glass _glass_at _table_be _hit_by ',false
10634,'excellent ','_excellent_. ',false
10635,'equipment centrally locate great transport link shopping ','_equipment_be _centrally_locate _locate_, _great_for _transport_link _link_and _shopping_. ',true
10636,'excellent equipment christmas market literally front comfort step .. ','_excellent_hotel _equipment_for _christmas_market _market_as _literally_at _front_door _comfort_step _step_.. ',false
10637,'noise complaint ','_noise_complaint _complaint_. ',false
10638,'overall highly recommend pleasant other ','_overall_, _highly_recommend _recommend_and _pleasant_stay _other_. ',false
10670,'great location lovely equipment ','_great_location _location_and _lovely_hotel _equipment_. ',true
10671,'perfect location great equipment ','_perfect_location _location_and _great_hotel _equipment_. ',true
10672,'kettle comfort comfort comfort small could ','_kettle_in _comfort_and _comfort_pillow _comfort_where _small_, _could_have ',false
10696,'nice location comfortable comfort ','_nice_view _location_, _comfortable_bed _comfort_. ',true
10697,'location #ord# floor ','_location_from _#ord#_floor _floor_. ',false
10698,'nice comfort ','_nice_bed _comfort_. ',false
10699,'level clean perfect comfort bit order poor toilet flush primitive reparation around bathing equipment floor ceiling ','_level_of _clean_not _perfect_bathroom _comfort_a _bit_out _order_( _poor_toilet _toilet_flush _flush_, _primitive_reparation _reparation_around _around_bathing _bathing_facility _equipment_( _floor_and _ceiling_) ',false
10732,'wonderful ','_wonderful_. ',false
10733,'location location confort equipment other ','_location_, _location_, _confort_, _equipment_food _other_. ',false
10734,'tip add other bill night wasn?ft ','_tip_add _add_to _other_bill _bill_some _night_, _wasn?ft_! ',false
10735,'policy ','_policy_. ',false
10736,'free glass prosecco never offer ask last night see offer guest ','_free_glass _glass_of _prosecco_be _never_offer _offer_, _ask_for _last_night _night_as _see_it _offer_to _guest_. ',false
10737,'bottle glass never remove part daily cleanliness ','_bottle_and _glass_be _never_remove _remove_as _part_of _daily_cleaning _cleanliness_. ',false
10772,'wonderful ','_wonderful_. ',false
10773,'excellent other god entertainment equipment ','_excellent_breakfast _other_, _god_entertainment _entertainment_in _equipment_. ',false
10790,'great equipment excellent ','_great_place _equipment_with _excellent_. ',false
10791,'location ','_location_. ',false
10792,'stair toilet equipment ','_stair_toilet _toilet_at _equipment_. ',false
10814,'wonderful ','_wonderful_. ',false
10815,'comfort location ','_comfort_and _location_. ',false
10816,'glass toilet way see ','_glass_on _toilet_be _way_too _see_through ',false
10846,'good ','_good_. ',false
10847,'equipment perfect get around berlin ','_equipment_be _perfect_for _get_around _around_berlin _berlin_. ',true
10848,'equipment equipment music enjoye ','_equipment_/ _equipment_have _music_which _enjoye_. ',false
10849,'#crd# complaint comfort location product shampoo comfort gel ','_#crd#_complaint _complaint_be _comfort_to _location_for _product_shampoo _shampoo_- _comfort_gel _gel_. ',false
10850,'comfort other other come floor .. ','_comfort_water _other_water _other_come _come_out _floor_.. ',false
10851,'mat provided ','_mat_be _provided_. ',false
10852,'comfort location ','_comfort_area ',false
10902,'good ','_good_. ',false
10903,'great location ','_great_location _location_. ',true
10904,'probably good location other berlin ','_probably_the _good_location _location_to _other_in _berlin_. ',true
10905,'friendly personel other good ','_friendly_staff _personel_and _other_be _good_. ',false
10906,'air conditioning break didnt work ','_air_conditioning _conditioning_be _break_/ _didnt_work _work_. ',false
10907,'comfort way warm ','_comfort_be _way_to _warm_. ',false
10908,'comfort good ','_comfort_be ',false
10962,'pleasant ','_pleasant_. ',false
10963,'location ','_location_. ',false
10964,'small comfort noisy comfort beside lift ','_small_room _comfort_, _noisy_room _comfort_just _beside_the _lift_. ',false
10965,'price 0 euro extra ','_price_me _0_euro _euro_extra _extra_. ',false
10966,'give 0 square meter comfort outline #url# ','_give_me _0_square _square_meter _meter_room _comfort_as _outline_in _#url#_. ',false
10967,'give small 0 meter square comfort ','_give_a _small_0 _0_meter _meter_square _square_room _comfort_. ',false
10968,'personel personel rude ','_personel_personel _personel_be _rude_. ',false
10969,'espresso capsule comfort ','_espresso_capsule _capsule_only _comfort_. ',false
10970,'get pay !! ','_get_more _pay_!! ',false
11028,'great location ','_great_location _location_! ',true
11029,'location park inn superb ','_location_of _park_inn _inn_be _superb_. ',true
11030,'great location tv tower ','_great_view _location_of _tv_tower _tower_. ',true
11031,'comfort double mattress stick together ','_comfort_be _double_but _mattress_stick _stick_together _together_! ',false
11032,'amenity poor provided hand body wash shampoo conditioner body lotion ','_amenity_be _poor_as _provided_with _hand_and _body_wash _wash_and _shampoo_, _conditioner_or _body_lotion _lotion_. ',false
11033,'location great cleanliness need clean ','_location_be _great_but _cleanliness_need _need_a _clean_. ',true
11076,'good ','_good_. ',false
11077,'location nice location equipment nice elevator really fast ','_location_be _nice_, _location_from _equipment_be _nice_, _elevator_be _really_fast _fast_. ',true
11078,'personel friendly comfort modern nice design ','_personel_be _friendly_room _comfort_have _modern_nice _nice_design _design_, ',false
11079,'double comfort ','_double_room _comfort_. ',false
11080,'comfort #crd# seperate comfort put next wheel move away ','_comfort_be _#crd#_seperate _seperate_bed _comfort_put _put_next _next_to _wheel_and _move_away _away_from ',false
11081,'panorama double comfort corner wifi connection really bad ','_panorama_double _double_room _comfort_which _corner_, _wifi_connection _connection_be _really_bad _bad_. ',false
11116,'pleasant ','_pleasant_. ',false
11117,'location ','',false
11142,'good ','_good_. ',false
11143,'comfort nice other good personel kind ','_comfort_be _nice_, _other_be _good_, _personel_be _kind_. ',false
11144,'rooms close elevator noisy ','_rooms_close _close_to _elevator_be _noisy_. ',false
11145,'comfort 0 every night get come back partying ','_comfort_0 _0_and _every_night _night_i _get_up _come_back _back_from _partying_ ',false
11146,'pipe make realy loud noise someone abowe use comfort ','_pipe_be _make_realy _realy_loud _loud_noise _noise_when _someone_abowe _abowe_me _use_the _comfort_. ',false
11147,'kinda make impossible sleep 0 ','_kinda_make _make_it _impossible_to _sleep_before _0_. ',false
11148,'reception send soneone could really anything ','_reception_send _send_soneone _soneone_who _could_not _really_do _anything_about ',false
11194,'clean great location ','_clean_and _great_location _location_. ',true
11195,'comfort lovely clean equipment great location ','_comfort_be _lovely_and _clean_, _equipment_in _great_location _location_. ',true
11196,'downstairs equipment other entertainment good ','_downstairs_restaurant _equipment_food _other_and _entertainment_be _good_. ',false
11197,'give #crd# comfort flat comfort ever make comfort uncomforable ','_give_#crd# _#crd#_pillow _comfort_( _flat_pillow _comfort_ever _ever_) _make_the _comfort_uncomforable _uncomforable_. ',false
11198,'comfort sometimes leak floor ','_comfort_it _sometimes_leak _leak_all _floor_. ',false
11230,'good ','_good_. ',false
11231,'personel fine other quick comfort nice great location ','_personel_be _fine_check _other_out _quick_room _comfort_be _nice_great _great_location _location_. ',true
11232,'comfort bad ','_comfort_be ',false
11262,'equipment good location berlin ','_equipment_with _good_view _location_in _berlin_. ',true
11263,'location comfort location #crd# good preference equipment ','_location_and _comfort_view _location_be _#crd#_of _good_preference _preference_of _equipment_. ',true
11264,'equipment kindly respond request provided comfort upper floor ','_equipment_kindly _kindly_respond _respond_to _request_and _provided_a _comfort_on _upper_floor _floor_. ',false
11265,'finally amazing location comfort berlin tele-tower alexanderplatz beliner dom ','_finally_we _amazing_view _location_from _comfort_to _berlin_tele-tower _tele-tower_, _alexanderplatz_and _beliner_dom _dom_. ',true
11266,'even use equipment cafe other dinner buy other drink kaufland supermarket behind enjoy other drink excellent location ','_even_not _use_any _equipment_or _cafe_on _other_or _dinner_- _buy_some _other_and _drink_in _kaufland_supermarket _supermarket_behind _behind_and _enjoy_our _other_and _drink_with _excellent_view _location_! ',false
11267,'0 expect equipment comfort comfort comfortable sleep well ','_0_% _expect_from _equipment_) _comfort_and _comfort_be _comfortable_and _sleep_very _well_) ',false
11268,'wifi terrible low speed applicable 0 st century :) comfort big price 0 euro night without other ','_wifi_be _terrible_- _low_speed _speed_be _applicable_in _0_st _st_century _century_:) _:)_room _comfort_be _big_for _price_( _0_euro _euro_/ _night_without _without_breakfast _other_) ',false
11314,'good location wining dining shopping ','_good_location _location_for _wining_, _dining_and _shopping_! ',true
11315,'location other nearby ','_location_, _other_nearby _nearby_. ',true
11316,'good location shopping good walking location museum attraction ','_good_location _location_for _shopping_, _good_walking _walking_distance _location_from _museum_and _attraction_. ',true
11317,'excellent equipment verity close ','_excellent_restaurant _equipment_verity _verity_close _close_by ',true
11318,'comfort bit small get comfort type request booking ','_comfort_bit _bit_small _small_, _get_the _comfort_type _type_i _request_in _booking_. ',false
11358,'good ','_good_. ',false
11359,'fresh sweet bread raisin other !! ','_fresh_sweet _sweet_bread _bread_with _raisin_for _other_!! ',false
11360,'good location ','_good_location _location_. ',true
11361,'clean comfort ','_clean_room _comfort_. ',false
11362,'0* equipment ','_0*_hotel _equipment_. ',false
11363,'really surprised lack bottle still other #crd# use slipper comfort ','_really_surprised _surprised_by _lack_of _bottle_of _still_water _other_and _#crd#_- _use_slipper _slipper_at _comfort_. ',false
11364,'wear sock instead slipper ','_wear_sock _sock_instead _instead_of _slipper_. ',false
11418,'good exp ','_good_exp _exp_? ',false
11419,'rience day #crd# end park inn good other visit berlin ','_rience_from _day_#crd# _#crd#_to _end_, _park_inn _inn_be _good_choice _other_, _visit_to _berlin_. ',false
11420,'employee nice ','_employee_be _nice_. ',false
11421,'localization practical lot transport ','_localization_be _practical_, _lot_of _transport_. ',true
11422,'lift quick didn?lt towait lot ','_lift_be _quick_and _didn?lt_have _towait_a _lot_. ',false
11423,'comfort pilow good ','_comfort_and _pilow_be _good_. ',false
11424,'many people expect other 0h big queue ','_many_people _people_expect _expect_for _other_in _0h_/ _big_queue _queue_. ',false
11425,'fridge comfort ','_fridge_in _comfort_. ',false
11426,'#crd# employe nice #crd# kind patient ','_#crd#_employe _employe_not _nice_but _#crd#_, _kind_and _patient_. ',false
11488,'great price price locate central location ','_great_value _price_for _price_, _locate_in _central_location _location_. ',true
11489,'like location equipment ','_like_the _location_of _equipment_. ',true
11490,'perfect easily accessible other would possibly need ','_perfect_and _easily_accessible _accessible_to _other_you _would_possibly _possibly_need _need_. ',true
11491,'#ord# floor location also quite nice ','_#ord#_floor _floor_and _location_be _also_quite _quite_nice _nice_. ',true
11492,'comfort pressure also really great ','_comfort_pressure _pressure_be _also_really _really_great _great_: ',false
11493,'sit lobby gentleman equipment rudely come request proof comfort key equipment resident other lobby ','_sit_in _lobby_and _gentleman_from _equipment_rudely _rudely_come _come_to _request_proof _proof_of _comfort_key _key_that _equipment_resident _resident_so _other_in _lobby_? ',false
11494,'find rather strange ','_find_this _rather_strange _strange_. ',false
11495,'tiny leak comfort location ','_tiny_leak _leak_from _comfort_area _location_. ',false
11542,'good ','_good_. ',false
11543,'location cleanliness ','_location_and _cleanliness_. ',false
11544,'didn?ft replenish toiletry ','_didn?ft_replenish _replenish_toiletry ',false
11566,'good ','_good_. ',false
11567,'location ','_location_. ',false
11568,'size comfort comfort small ','_size_of _comfort_and _comfort_, ',false
11602,'price price great location location comfort ','_price_for _price_, _great_location _location_and _location_from _comfort_. ',true
11603,'however uncomfortable comfort comfort ','_however_- _uncomfortable_bed _comfort_and _comfort_. ',false
11604,'excellent location location comfort #ord# floor need us visit roof top ','_excellent_location _location_and _location_from _comfort_on _#ord#_floor _floor_, _need_for _us_to _visit_roof _roof_top _top_. ',true
11605,'personel reception nice see us young couple promise give us good comfort ','_personel_at _reception_be _nice_and _see_us _us_as _young_couple _couple_, _promise_to _give_us _us_a _good_room _comfort_. ',false
11606,'comfort extremely uncomfortable !! ','_comfort_- _extremely_uncomfortable _uncomfortable_!! ',false
11607,'small flat #ord# night strong back neck pain ','_small_and _flat_, _#ord#_night _night_we _strong_back _back_and _neck_pain _pain_. ',false
11608,'would suggest change normal comfortable comfort normal #crd# price guest comfort ','_would_suggest _suggest_change _change_those _normal_and _comfortable_pillow _comfort_- _normal_#crd# _#crd#_, _price_for _guest_comfort _comfort_. ',false
11609,'bad wifi connect believe come tv tower equipment s fault ','_bad_internet _wifi_connect _connect_- _believe_it _come_from _tv_tower _tower_and _equipment_s _s_fault _fault_. ',false
11610,'curtain wall separate comfort equipment #crd# common comfort ','_curtain_and _wall_to _separate_the _comfort_from _equipment_- _#crd#_common _common_space _comfort_. ',false
11666,'wonderful ','_wonderful_. ',false
11667,'nice little comfort bathtub middle :) cosy quiet utmost importance ','_nice_, _little_room _comfort_with _bathtub_in _middle_of _:)_very _cosy_and _quiet_, _utmost_importance _importance_to ',false
11668,'also clean other #crd# would need short other ','_also_clean _clean_, _other_#crd# _#crd#_would _would_need _need_for _short_stay _other_. ',false
11669,'building humongous enjoy lobby section ','_building_be _humongous_and _enjoy_lobby _lobby_section _section_. ',false
11670,'bit confusing friendly ','_bit_confusing _confusing_and _friendly_. ',false
11702,'good other ','_good_stay _other_. ',false
11703,'location comfort allot ','_location_n _comfort_allot _allot_. ',false
11704,'other good ','_other_in ',false
11730,'pleasant ','_pleasant_. ',false
11731,'location ','_location_. ',false
11732,'air conditioner ','_air_conditioner _conditioner_. ',false
11733,'comfort comfort comfort equipment ','_comfort_bathroom _comfort_and _comfort_all _equipment_. ',false
11734,'comfort small ','_comfort_to _small_. ',false
11768,'great short other ','_great_for _short_stay _other_. ',false
11769,'excellent location ','_excellent_location _location_. ',true
11770,'amazing location city tv tower close public transport comfort clean other machine comfort ','_amazing_view _location_over _city_and _tv_tower _tower_very _close_to _public_transport _transport_room _comfort_be _clean_coffee _other_machine _machine_in _comfort_. ',true
11771,'comfort soft ','_comfort_be ',false
11798,'wonderful ','_wonderful_. ',false
11799,'excellent other ','_excellent_breakfast _other_. ',false
11800,'comfort arrangement ','_comfort_arrangement ',false
11844,'great loction unfortunately slow wifi ','_great_loction _loction_but _unfortunately_slow _slow_internet _wifi_. ',false
11845,'comfy comfort nive location tv tower alexanderplatz ','_comfy_bed _comfort_, _nive_view _location_of _tv_- _tower_and _alexanderplatz_! ',false
11846,'','',false
11847,'lift work well fast ','_lift_work _work_well _well_and _fast_. ',false
11848,'other quite nice reception personel ','_other_be _quite_nice _nice_, _reception_staff _personel_. ',false
11849,'great location right platz close location ','_great_location _location_, _right_on _platz_and _close_to _location_. ',true
11850,'excellent explore sight ','_excellent_for _explore_the _sight_. ',false
11851,'wi fi bad although complain say nothing ','_wi_- _fi_be _bad_, _although_i _complain_they _say_there _nothing_to ',false
11852,'bad star equipment especially since business presentation finish evening ','_bad_for _star_hotel _equipment_, _especially_since _since_i _business_and _presentation_to _finish_off _evening_. ',false
11853,'ofered solution ask ','_ofered_any _solution_to _ask_. ',false
11854,'also comfort comfort leak other main comfort comfort quite cold november evening ','_also_, _comfort_room _comfort_leak _leak_water _other_into _main_room _comfort_, _comfort_be _quite_cold _cold_on _november_evening _evening_. ',false
11855,'try turn heating seem work properly ','_try_turn _turn_on _heating_but _seem_to _work_properly _properly_. ',false
11856,'another thing 0* would expect #crd# english language tv channel ','_another_thing _thing_, _0*_you _would_expect _expect_more _#crd#_english _english_- _language_tv _tv_- _channel_. ',false
11857,'unfortunately could watch cnn evening german french arabic spanish etc obviously pc could use watch anything due slow wifi ','_unfortunately_i _could_only _watch_cnn _cnn_for _evening_, _german_/ _french_/ _arabic_/ _spanish_etc _etc_and _obviously_my _pc_could _could_not _use_for _watch_anything _anything_, _due_to _slow_internet _wifi_. ',false
11934,'good ','_good_. ',false
11935,'mini equipment fridge comfort !! ','_mini_bar _equipment_or _fridge_in _comfort_!! ',false
11936,'also cleaner knock open comfort straight away around annoying ','_also_the _cleaner_knock _knock_once _open_the _comfort_straight _straight_away _away_from _around_0 _annoying_. ',false
11960,'wonderful ','_wonderful_. ',false
11961,'location amazing ','_location_be _amazing_. ',true
11962,'s almost other need transport take throughout city ','_s_almost _almost_everything _other_you _need_, _transport_to _take_you _throughout_the _city_. ',false
11963,'personel competent malfunction comfort card reader could enter within 0 minute tell reception problem fix ','_personel_be _competent_: _malfunction_in _comfort_card _card_reader _reader_( _could_not _enter_) _within_0 _0_minute _minute_after _tell_that _reception_we _problem_fix _fix_. ',false
11990,'wonderful ','_wonderful_. ',false
11991,'great location super location personel kind ','_great_location _location_, _super_view _location_, _personel_very _kind_. ',true
11992,'cold comfort other croissant ','_cold_in _comfort_, _other_with ',false
12022,'pleasant ','_pleasant_. ',false
12023,'other location size comfort reception personel ','_other_, _location_, _size_of _comfort_, _reception_staff _personel_. ',false
12024,'comfort almost mot exist abd fact pay many additional servrices like luggage comfort kate other ','_comfort_( _almost_mot _mot_exist _exist_) _abd_the _fact_we _pay_many _many_additional _additional_servrices _servrices_like _like_luggage _luggage_room _comfort_and _kate_check _other_out ',false
12025,'price snack other lobby high ','_price_of _snack_an _other_at _lobby_be _high_. ',false
12026,'also pay enter roof top ','_also_have _pay_to _enter_the _roof_top _top_. ',false
12027,'overall price equipment go end really high ','_overall_price _price_of _equipment_go _go_at _end_really _really_high _high_. ',false
12028,'toomany hide price ','_toomany_hide _hide_cost _price_. ',false
12076,'good ','_good_. ',false
12077,'comfort comfortable ','_comfort_be _comfortable_. ',false
12078,'location amazing other #ord# floor pity location alexplatz side though beautiful memorable ','_location_be _amazing_, _other_on _#ord#_floor _floor_, _pity_that _location_be _alexplatz_side _side_but _though_it _beautiful_and _memorable_. ',true
12079,'nice clean comfort personal also evry friendly organized ','_nice_clean _clean_room _comfort_, _personal_be _also_evry _evry_friendly _friendly_and _organized_. ',false
12080,'like comfort side comfort comfort small toiler comfort way fit ','_like_bathroom _comfort_side _side_of _comfort_, _comfort_be _small_because _toiler_and _comfort_be _way_to _fit_there ',false
12081,'wall thin feeling bit strange ','_wall_be _thin_and _feeling_be _bit_strange _strange_. ',false
12128,'wonderful ','_wonderful_. ',false
12129,'location near many tourist attraction ','_location_near _near_many _many_tourist _tourist_attraction _attraction_. ',true
12130,'spacious comfort ','_spacious_room _comfort_. ',false
12131,'comfortable table next cleanliness ','_comfortable_table _table_next _next_to _cleanliness_. ',false
12132,'other take 0 minute queue quite slow process even original credit card use pay comfort advance month ','_other_- _take_more _0_minute _minute_because _queue_and _quite_slow _slow_process _process_during _even_the _original_credit _credit_card _card_i _use_to _pay_for _comfort_in _advance_( _month_before ',false
12133,'other ','_other_. ',false
12134,'happily ','_happily_i ',false
12135,'park inn mobile application other available country google play store doom wait queue ','_park_inn _inn_have _mobile_application _application_for _other_in _available_in _country_ _google_play _play_store _store_so _doom_to _wait_in _queue_. ',false
12182,'birthday berlin ','_birthday_in _berlin_. ',false
12183,'amazing location cleanliness delicious cake birthday gift present equipment ','_amazing_view _location_from _cleanliness_, _delicious_cake _cake_as _birthday_gift _gift_present _present_in _equipment_. ',false
12184,'dirty cleanliness could open take photo ','_dirty_window _cleanliness_that _could_not _open_to _take_a ',false
12220,'good ','_good_. ',false
12221,'excellent other highlight equipment ','_excellent_breakfast _other_be _highlight_of _equipment_. ',false
12222,'also amazing location right alexander platz ','_also_amazing _amazing_location _location_right _right_at _alexander_platz _platz_. ',true
12223,'comfort nice cosy ','_comfort_be _nice_, _cosy_. ',false
12224,'nice equipment equipment lobby ','_nice_bar _equipment_in _equipment_lobby _lobby_. ',false
12225,'would other ','_would_stay _other_here ',false
12226,'cleanliness could good ','_cleanliness_could _could_be _good_. ',false
12227,'big equipment it?ls also bite crowdy ','_big_hotel _equipment_, _it?ls_also _also_bite _bite_crowdy _crowdy_. ',false
12228,'interior equipment look little old .. ','_interior_and _equipment_look _look_little _little_old _old_.. ',false
12229,'it?ls still good price ','_it?ls_still _still_very _good_for _price_. ',false
12296,'good ','_good_. ',false
12297,'personel location excellent equipment really nice ','_personel_and _location_be _excellent_, _equipment_be _really_nice _nice_. ',true
12298,'comfort terrible give double comfort #crd# us rock hard slim comfort may well even extra try bulk ','_comfort_be _terrible_we _give_a _double_bed _comfort_for _#crd#_of _us_that _rock_hard _hard_and _slim_pillow _comfort_that _may_as _well_not _even_have _extra_to _try_and _bulk_it ',false
12299,'ended give mine partner could try get good night sleep go without ','_ended_up _give_mine _mine_to _partner_so _could_try _try_and _get_a _good_night _night_sleep _sleep_and _go_without _without_. ',false
12300,'s reason wo go back recommend anyone ','_s_the _reason_i _wo_not _go_back _back_or _recommend_to _anyone_. ',false
12301,'make #crd# terrible night sleep long tired day berlin ','_make_for _#crd#_terrible _terrible_night _night_sleep _sleep_and _long_tired _tired_day _day_in _berlin_. ',false
12302,'comfort comfort important thing equipment ','_comfort_and _comfort_which _important_thing _thing_for _equipment_. ',false
12303,'wifi work live without ','_wifi_do _work_but _live_without _without_that ',false
12354,'good ','_good_. ',false
12355,'location excellent fantastic location ','_location_be _excellent_and _fantastic_view _location_. ',true
12356,'other 0 euro absolutely awful ','_other_at _0_euro _euro_be _absolutely_awful _awful_. ',false
12357,'tell other wasn?ft much ','_tell_when _other_in _wasn?ft_this _much_. ',false
12358,'air con comfort also broke ideal ','_air_con _con_in _comfort_be _also_broke _broke_- _ideal_. ',false
12394,'nice repeat ','_nice_, _repeat_. ',false
12395,'equipment adequate fairly inexpensive ','_equipment_be _adequate_and _fairly_inexpensive _inexpensive_. ',false
12396,'location #ord# storey comfort spectacular ','_location_from _#ord#_storey _storey_room _comfort_be _spectacular_. ',true
12397,'other quick expedient ','_other_in _quick_and _expedient_. ',false
12398,'get central location equipment extremely easy ','_get_from _central_station _location_to _equipment_be _extremely_easy _easy_. ',true
12428,'excellent ','_excellent_. ',false
12429,'excellent location right center berlin near public transport hub marvelous location comfort towards tv tower good other spacious comfortable comfort ','_excellent_location _location_right _right_in _center_of _berlin_near _near_public _public_transport _transport_hub _hub_, _marvelous_view _location_from _comfort_towards _towards_the _tv_tower _tower_, _good_breakfast _other_, _spacious_and _comfortable_room ',true
12448,'wonderful ','_wonderful_. ',false
12449,'love lounge location great wine appetizer ','_love_the _lounge_area _location_- _great_wine _wine_and _appetizer_! ',false
12450,'other process long 0 minute line long international flight ','_other_in _process_be _long_- _0_minute _minute_in _line_after _long_international _international_flight _flight_! ',false
12451,'frustrating ','_frustrating_. ',false
12482,'good ','_good_. ',false
12483,'location panorama comfort pretty nice ','_location_from _panorama_room _comfort_be _pretty_nice _nice_. ',true
12484,'other good ','_other_be _good_. ',false
12485,'comfort location particular toalet proper comfort privacy ','_comfort_area _location_and _particular_the _toalet_should _proper_door _comfort_for _privacy_. ',false
