@relation valence

@attribute id numeric
@attribute wordA string
@attribute dependency_type string
@attribute lexicons_min numeric
@attribute lexicons_avg numeric
@attribute lexicons_max numeric
@attribute context_negation numeric
@attribute context_lexicon_avg numeric
@attribute sentence_length numeric
@attribute aspecttype {positive, negative}

@data
1187,distance,Lage,0,0,0,0,0,108,positive
1188,bed,Komfort,0,0,0,0,0,103,negative
1189,pillow,Komfort,0,0,0,0,0,103,negative
1190,location,Lage,0,0,0,0,0,22,negative
1191,heating,Komfort,0,0,0,0,0,134,negative
1192,shower,Sauberkeit,0,0,0,0,0,130,negative
1193,shower,Komfort,0,0,0,0,0,130,positive
1194,shower,Komfort,0,0,0,0,0,130,positive
1195,location,Lage,0,0,0,0,0,28,positive
1196,hotel,OTHER,0,0,0,0,0,82,negative
1197,hotel,Ausstattung,0,0,0,0,0,60,positive
1198,location,Lage,0,0,0,0,0,22,positive
1199,bathroom,Komfort,0,0,0,0,0,24,negative
1200,door,Komfort,0,0,0,0,0,68,negative
1201,location,Lage,0,0,0,0,0,36,positive
1202,wifi,WLAN,0,0,0,0,0,36,positive
1203,staff,Hotelpersonal,0,0,0,0,0,36,positive
1204,door,Komfort,0,0,0,1,0,48,negative
1205,staff,Hotelpersonal,0,0,0,1,0,98,positive
1206,staff,Hotelpersonal,0,0,0,1,0,98,positive
1207,reservation,Hotelpersonal,0,0,0,0,0,98,negative
1208,location,Lage,0,0,0,0,0,98,positive
1209,bathroom,Komfort,0,0,0,1,0,78,negative
1210,reservation,Hotelpersonal,0,0,0,0,0,78,negative
1211,mattress,Komfort,0,0,0,1,0,78,negative
1212,location,Lage,0,0,0,0,0,34,positive
1213,cost,Preis-Leistungs-Verhltnis,0,0,0,0,0,34,positive
1214,market,Lage,0,0,0,0,0,38,positive
1215,bar,Lage,0,0,0,1,0,31,positive
1216,restaurant,Lage,0,0,0,1,0,31,positive
1217,quality,Komfort,0,0,0,0,0,107,negative
1218,quality,Komfort,0,0,0,0,0,107,positive
1219,style,Komfort,0,0,0,0,0,107,positive
1220,hotel,Ausstattung,0,0,0,0,0,78,positive
1221,area,OTHER,0,0,0,0,0,78,negative
1222,location,Lage,0,0,0,0,0,20,positive
1223,location,Lage,0,0,0,1,0,59,positive
1224,location,Lage,0,0,0,1,0,59,positive
1225,shower,Komfort,0,0,0,0,0,29,negative
1226,shower,Komfort,0,0,0,0,0,29,negative
1227,location,Lage,0,0,0,0,0,26,positive
1228,market,Lage,0,0,0,0,0,109,positive
1229,underground,Lage,0,0,0,0,0,109,positive
1230,shower,Komfort,0,0,0,0,0,42,positive
1231,shower,Komfort,0,0,0,0,0,42,positive
1232,pillow,Komfort,0,0,0,0,0,127,negative
1233,pillow,Komfort,0,0,0,0,0,127,negative
1234,ideal,OTHER,0,0,0,1,0,127,negative
1235,housekeep,Hotelpersonal,0,0,0,0,0,150,positive
1236,service,Hotelpersonal,0,0,0,0,0,15,positive
1237,location,Lage,0,0,0,1,0,28,positive
1238,underground,Lage,0,0,0,0,0,56,positive
1239,station,Lage,0,0,0,0,0,56,positive
1240,market,Lage,0,0,0,0,0,51,positive
1241,shopping,Lage,0,0,0,0,0,51,positive
1242,proximity,Lage,0,0,0,0,0,51,positive
1243,atmosphere,Komfort,0,0,0,0,0,32,positive
1244,staff,Hotelpersonal,0,0,0,0,0,46,negative
1245,kettle,Komfort,0,0,0,0,0,44,negative
1246,pillow,Komfort,0,0,0,1,0,105,negative
1247,toiletry,Komfort,0,0,0,1,0,105,negative
1248,location,Lage,0,0,0,0,0,35,positive
1249,room,Komfort,0,0,0,0,0,35,negative
1250,facility,Ausstattung,0,0,0,0,0,79,positive
1251,facility,Ausstattung,0,0,0,0,0,79,positive
1252,center,Lage,0,0,0,1,0,79,positive
1253,breakfast,OTHER,0,0,0,0,0,79,positive
1254,food,OTHER,0,0,0,1,0,79,positive
1255,space,Komfort,0,0,0,0,0,58,negative
1256,lobby,OTHER,0,0,0,0,0,40,negative
1257,location,Lage,0,0,0,1,0,23,positive
1258,pillow,Komfort,0,0,0,0,0,27,negative
1259,heater,Komfort,0,0,0,0,0,76,negative
1260,heater,Komfort,0,0,0,0,0,76,negative
1261,line,OTHER,0,0,0,0,0,62,negative
1262,people,Hotelpersonal,0,0,0,0,0,32,positive
1263,location,Lage,0,0,0,0,0,18,positive
1264,location,Lage,0,0,0,0,0,19,positive
1265,access,Lage,0,0,0,0,0,25,positive
1266,complaint,OTHER,0,0,0,1,0,28,positive
1267,market,Lage,0,0,0,0,0,52,positive
1268,market,Lage,0,0,0,0,0,83,positive
1269,location,Lage,0,0,0,0,0,83,positive
1270,view,Lage,0,0,0,0,0,36,positive
1271,room,Komfort,0,0,0,0,0,44,negative
1272,bed,Komfort,0,0,0,0,0,44,positive
1273,check,OTHER,0,0,0,0,0,46,negative
1274,check,OTHER,0,0,0,0,0,46,negative
1275,location,Lage,0,0,0,0,0,39,positive
1276,ceiling,Komfort,0,0,0,0,0,48,negative
1277,queue,OTHER,0,0,0,0,0,37,negative
1278,location,Lage,0,0,0,0,0,15,positive
1279,bed,Komfort,0,0,0,0,0,79,negative
1280,pillow,Komfort,0,0,0,0,0,79,negative
1281,facility,Komfort,0,0,0,0,0,45,negative
1282,room,Komfort,0,0,0,0,0,41,negative
1283,location,Lage,0,0,0,0,0,42,positive
1284,supermarket,Lage,0,0,0,0,0,36,positive
1285,starbucks,Lage,0,0,0,0,0,36,positive
1286,view,Lage,0,0,0,0,0,29,positive
1287,location,Lage,0,0,0,0,0,29,positive
1288,charge,Preis-Leistungs-Verhltnis,0,0,0,0,0,283,negative
1289,staff,Hotelpersonal,0,0,0,0,0,55,positive
1290,work,Hotelpersonal,0,0,0,0,0,55,positive
1291,design,Komfort,0,0,0,1,0,96,negative
1292,privacy,Komfort,0,0,0,1,0,96,negative
1293,hotel,Ausstattung,0,0,0,0,0,34,positive
1294,location,Lage,0,0,0,0,0,33,positive
1295,location,Lage,0,0,0,0,0,45,positive
1296,walk,Lage,0,0,0,1,0,161,positive
1297,stop,Lage,0,0,0,0,0,58,positive
1298,room,Komfort,0,0,0,0,0,39,positive
1299,room,Komfort,0,0,0,0,0,39,positive
1300,hotel,OTHER,0,0,0,0,0,93,negative
1301,hotel,Ausstattung,0,0,0,0,0,93,positive
1302,noise,Komfort,0,0,0,1,0,93,positive
1303,room,Komfort,0,0,0,0,0,28,negative
1304,they,Hotelpersonal,0,0,0,1,0,92,negative
1305,temperature,Komfort,0,0,0,0,0,118,negative
1306,time,OTHER,0,0,0,0,0,42,positive
1307,stay,OTHER,0,0,0,0,0,42,positive
1308,staff,Hotelpersonal,0,0,0,0,0,43,positive
1309,fridge,Komfort,0,0,0,0,0,32,positive
1310,room,Komfort,0,0,0,0,0,85,positive
1311,shower,Sauberkeit,0,0,0,0,0,85,positive
1312,bed,Komfort,0,0,0,0,0,85,negative
1313,pillow,Komfort,0,0,0,0,0,85,negative
1314,location,Lage,0,0,0,0,0,43,positive
1315,room,Sauberkeit,0,0,0,0,0,43,positive
1316,elevator,Ausstattung,0,0,0,0,0,43,negative
1317,breakfast,OTHER,0,0,0,0,0,43,negative
1318,location,Lage,0,0,0,0,0,16,positive
1319,room,Sauberkeit,0,0,0,0,0,24,positive
1320,room,Komfort,0,0,0,0,0,24,positive
1321,etiquette,Hotelpersonal,0,0,0,0,0,25,negative
1322,location,Lage,0,0,0,0,0,62,positive
1323,stay,Preis-Leistungs-Verhltnis,0,0,0,0,0,35,positive
1324,breakfast,OTHER,0,0,0,0,0,27,positive
1325,location,Lage,0,0,0,0,0,23,positive
1326,pillow,Komfort,0,0,0,0,0,42,negative
1327,pillow,Komfort,0,0,0,0,0,42,negative
1328,location,Lage,0,0,0,0,0,95,positive
1329,location,Lage,0,0,0,0,0,38,positive
1330,room,Sauberkeit,0,0,0,1,0,108,negative
1331,shampoo,Komfort,0,0,0,1,0,108,negative
1332,shower,Komfort,0,0,0,0,0,108,negative
1333,breackfast,OTHER,0,0,0,0,0,20,positive
1334,spaces,Ausstattung,0,0,0,0,0,21,negative
1335,berlin,Lage,0,0,0,0,0,20,positive
1336,facility,Komfort,0,0,0,0,0,116,negative
1337,view,Lage,0,0,0,0,0,116,negative
1338,pillow,Komfort,0,0,0,0,0,116,negative
1339,facility,Komfort,0,0,0,0,0,35,negative
1340,location,Lage,0,0,0,0,0,85,positive
1341,room,Komfort,0,0,0,0,0,85,negative
1342,room,Komfort,0,0,0,0,0,85,positive
1343,reception,Hotelpersonal,0,0,0,0,0,34,negative
1344,location,Lage,0,0,0,0,0,21,positive
1345,curtain,Komfort,0,0,0,0,0,51,negative
1346,isolation,Komfort,0,0,0,1,0,44,negative
1347,view,Lage,0,0,0,1,0,121,negative
1348,hotel,Ausstattung,0,0,0,0,0,58,positive
1349,view,Lage,0,0,0,1,0,58,positive
1350,location,Lage,0,0,0,1,0,43,positive
1351,location,Lage,0,0,0,1,0,43,positive
1352,location,Lage,0,0,0,1,0,43,positive
1353,transport,Lage,0,0,0,0,0,43,positive
1354,kettle,Komfort,0,0,0,1,0,21,negative
1355,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,35,positive
1356,location,Lage,0,0,0,0,0,35,positive
1357,location,Lage,0,0,0,0,0,220,positive
1358,station,Lage,0,0,0,0,0,220,positive
1359,underground,Lage,0,0,0,0,0,220,positive
1360,restaurant,Lage,0,0,0,1,0,220,positive
1361,mall,Lage,0,0,0,0,0,220,positive
1362,market,Lage,0,0,0,0,0,220,positive
1363,market,Lage,0,0,0,0,0,220,positive
1364,room,Komfort,0,0,0,0,0,66,positive
1365,view,Lage,0,0,0,0,0,66,positive
1366,modernised,Komfort,0,0,0,0,0,107,positive
1367,size,Komfort,0,0,0,0,0,107,positive
1368,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,31,positive
1369,location,Lage,0,0,0,0,0,90,positive
1370,place,Lage,0,0,0,0,0,90,positive
1371,bed,Komfort,0,0,0,0,0,126,negative
1372,improve,Komfort,0,0,0,0,0,126,negative
1373,facility,Komfort,0,0,0,1,0,88,negative
1374,staff,Hotelpersonal,0,0,0,0,0,106,positive
1375,staff,Hotelpersonal,0,0,0,0,0,106,positive
1376,room,Sauberkeit,0,0,0,0,0,106,positive
1377,room,Komfort,0,0,0,0,0,106,positive
1378,shower,Komfort,0,0,0,0,0,106,positive
1379,location,Lage,0,0,0,0,0,89,positive
1380,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,89,positive
1381,mould,Sauberkeit,0,0,0,0,0,119,negative
1382,smell,Sauberkeit,0,0,0,0,0,119,negative
1383,smell,Sauberkeit,0,0,0,0,0,119,negative
1384,negative,OTHER,0,0,0,0,0,79,negative
1385,work,OTHER,0,0,0,0,0,79,positive
1386,pillow,Komfort,0,0,0,0,0,82,negative
1387,rack,Komfort,0,0,0,1,0,82,negative
1388,locate,Lage,0,0,0,1,0,85,positive
1389,shopping,Lage,0,0,0,0,0,85,positive
1390,transport,Lage,0,0,0,0,0,85,positive
1391,hotel,Ausstattung,0,0,0,1,0,87,positive
1392,noise,Komfort,0,0,0,1,0,26,negative
1393,recommend,OTHER,0,0,0,0,0,57,positive
1394,stay,OTHER,0,0,0,1,0,57,positive
1395,location,Lage,0,0,0,0,0,33,positive
1396,hotel,Ausstattung,0,0,0,0,0,33,positive
1397,location,Lage,0,0,0,0,0,34,positive
1398,hotel,Ausstattung,0,0,0,0,0,34,positive
1399,kettle,Komfort,0,0,0,1,0,87,negative
1400,pillow,Komfort,0,0,0,0,0,87,negative
1401,view,Lage,0,0,0,0,0,29,positive
1402,bed,Komfort,0,0,0,0,0,29,positive
1403,bed,Komfort,0,0,0,0,0,10,positive
1404,clean,Sauberkeit,0,0,0,1,0,149,negative
1405,flush,Komfort,0,0,0,0,0,149,negative
1406,reparation,Komfort,0,0,0,0,0,149,negative
1407,prosecco,OTHER,0,0,0,0,0,120,negative
1408,bottle,Sauberkeit,0,0,0,0,0,66,negative
1409,glass,Sauberkeit,0,0,0,0,0,66,negative
1410,breakfast,OTHER,0,0,0,1,0,52,positive
1411,entertainment,OTHER,0,0,0,1,0,52,positive
1412,place,Ausstattung,0,0,0,1,0,28,positive
1413,toilet,Ausstattung,0,0,0,1,0,30,negative
1414,hotel,Lage,0,0,0,0,0,54,positive
1415,music,Komfort,0,0,0,1,0,48,positive
1416,water,Sauberkeit,0,0,0,0,0,51,negative
1417,location,Lage,0,0,0,0,0,16,positive
1418,location,Lage,0,0,0,0,0,46,positive
1419,staff,Hotelpersonal,0,0,0,0,0,44,positive
1420,breakfast,OTHER,0,0,0,0,0,44,positive
1421,air,Ausstattung,0,0,0,0,0,42,negative
1422,air,Ausstattung,0,0,0,0,0,42,negative
1423,room,Komfort,0,0,0,0,0,22,negative
1424,pillow,Komfort,0,0,0,1,0,21,negative
1425,room,Komfort,0,0,0,1,0,52,negative
1426,room,Komfort,0,0,0,1,0,52,negative
1427,charge,Preis-Leistungs-Verhltnis,0,0,0,0,0,32,negative
1428,room,Komfort,0,0,0,0,0,40,negative
1429,staff,Hotelpersonal,0,0,0,0,0,25,negative
1430,capsule,Komfort,0,0,0,0,0,43,negative
1431,location,Lage,0,0,0,0,0,16,positive
1432,location,Lage,0,0,0,0,0,40,positive
1433,view,Lage,0,0,0,0,0,34,positive
1434,amenity,Komfort,0,0,0,0,0,119,negative
1435,lotion,Komfort,0,0,0,0,0,119,negative
1436,conditioner,Komfort,0,0,0,1,0,119,negative
1437,shampoo,Komfort,0,0,0,1,0,119,negative
1438,wash,Komfort,0,0,0,1,0,119,negative
1439,view,Lage,0,0,0,0,0,51,positive
1440,clean,Sauberkeit,0,0,0,1,0,51,negative
1441,location,Lage,0,0,0,0,0,80,positive
1442,view,Lage,0,0,0,0,0,80,positive
1443,elevator,Ausstattung,0,0,0,0,0,80,positive
1444,staff,Hotelpersonal,0,0,0,0,0,53,positive
1445,design,Komfort,0,0,0,0,0,53,positive
1446,internet,WLAN,0,0,0,1,0,97,negative
1447,room,Komfort,0,0,0,0,0,50,positive
1448,breakfast,OTHER,0,0,0,0,0,50,positive
1449,staff,Hotelpersonal,0,0,0,0,0,50,positive
1450,rooms,Komfort,0,0,0,0,0,42,negative
1451,noise,Komfort,0,0,0,1,0,85,negative
1452,sleep,Komfort,0,0,0,0,0,53,negative
1453,location,Lage,0,0,0,0,0,26,positive
1454,room,Komfort,0,0,0,0,0,57,positive
1455,location,Lage,0,0,0,0,0,57,positive
1456,food,OTHER,0,0,0,1,0,55,positive
1457,entertainment,Komfort,0,0,0,1,0,55,positive
1458,pillow,Komfort,0,0,0,0,0,79,negative
1459,pillow,Komfort,0,0,0,0,0,79,negative
1460,bed,Komfort,0,0,0,0,0,79,negative
1461,shower,Sauberkeit,0,0,0,0,0,61,negative
1462,staff,Hotelpersonal,0,0,0,0,0,66,positive
1463,check,OTHER,0,0,0,0,0,66,positive
1464,room,Komfort,0,0,0,0,0,66,positive
1465,location,Lage,0,0,0,0,0,66,positive
1466,pillow,Komfort,0,0,0,0,0,24,negative
1467,view,Lage,0,0,0,0,0,36,positive
1468,location,Lage,0,0,0,0,0,70,positive
1469,view,Lage,0,0,0,0,0,70,positive
1470,respond,Hotelpersonal,0,0,0,0,0,83,positive
1471,view,Lage,0,0,0,0,0,97,positive
1472,bed,Komfort,0,0,0,0,0,122,positive
1473,pillow,Komfort,0,0,0,0,0,122,positive
1474,sleep,Komfort,0,0,0,0,0,122,positive
1475,wifi,WLAN,0,0,0,0,0,152,negative
1476,speed,WLAN,0,0,0,1,0,152,negative
1477,speed,WLAN,0,0,0,1,0,152,negative
1478,room,Komfort,0,0,0,1,0,152,negative
1479,location,Lage,0,0,0,0,0,48,positive
1480,nearby,Lage,0,0,0,0,0,30,positive
1481,location,Lage,0,0,0,0,0,85,positive
1482,distance,Lage,0,0,0,0,0,85,positive
1483,distance,Lage,0,0,0,0,0,85,positive
1484,restaurant,Lage,0,0,0,1,0,38,positive
1485,restaurant,Lage,0,0,0,1,0,38,positive
1486,room,Komfort,0,0,0,0,0,71,negative
1487,bread,OTHER,0,0,0,0,0,47,positive
1488,bread,OTHER,0,0,0,0,0,47,positive
1489,location,Lage,0,0,0,0,0,15,positive
1490,room,Sauberkeit,0,0,0,0,0,12,positive
1491,slipper,Komfort,0,0,0,0,0,98,negative
1492,bottle,Komfort,0,0,0,0,0,98,negative
1493,choice,OTHER,0,0,0,0,0,88,positive
1494,employee,Hotelpersonal,0,0,0,0,0,37,positive
1495,localization,Lage,0,0,0,0,0,53,positive
1496,transport,Lage,0,0,0,0,0,53,positive
1497,lift,Ausstattung,0,0,0,0,0,58,positive
1498,bed,Komfort,0,0,0,0,0,30,positive
1499,pilow,Komfort,0,0,0,0,0,30,positive
1500,queue,OTHER,0,0,0,0,0,55,negative
1501,fridge,Komfort,0,0,0,1,0,23,negative
1502,employe,Hotelpersonal,0,0,0,1,0,89,negative
1503,most,Hotelpersonal,0,0,0,0,0,89,positive
1504,most,Hotelpersonal,0,0,0,0,0,89,positive
1505,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,60,positive
1506,location,Lage,0,0,0,1,0,60,positive
1507,location,Lage,0,0,0,0,0,35,positive
1508,accessible,Lage,0,0,0,0,0,76,positive
1509,view,Lage,0,0,0,0,0,60,positive
1510,shower,Komfort,0,0,0,0,0,47,positive
1511,gentleman,Hotelpersonal,0,0,0,1,0,169,negative
1512,leak,Sauberkeit,0,0,0,0,0,38,negative
1513,size,Komfort,0,0,0,0,0,36,negative
1514,money,Preis-Leistungs-Verhltnis,0,0,0,0,0,57,positive
1515,view,Lage,0,0,0,0,0,57,positive
1516,location,Lage,0,0,0,0,0,57,positive
1517,pillow,Komfort,0,0,0,0,0,42,negative
1518,bed,Komfort,0,0,0,0,0,42,negative
1519,view,Lage,0,0,0,1,0,103,positive
1520,location,Lage,0,0,0,1,0,103,positive
1521,lady,Hotelpersonal,0,0,0,0,0,117,positive
1522,pillow,Komfort,0,0,0,0,0,36,negative
1523,internet,WLAN,0,0,0,1,0,94,negative
1524,nice,Komfort,0,0,0,0,0,119,positive
1525,building,Ausstattung,0,0,0,0,0,57,positive
1526,lobby,Ausstattung,0,0,0,1,0,57,negative
1527,friendly,Hotelpersonal,0,0,0,1,0,39,negative
1528,stay,OTHER,0,0,0,0,0,11,positive
1529,check,OTHER,0,0,0,1,0,32,negative
1530,air,Komfort,0,0,0,1,0,20,negative
1531,room,Komfort,0,0,0,0,0,15,negative
1532,location,Lage,0,0,0,1,0,20,positive
1533,view,Lage,0,0,0,0,0,127,positive
1534,transport,Lage,0,0,0,0,0,127,positive
1535,room,Sauberkeit,0,0,0,0,0,127,positive
1536,pillow,Komfort,0,0,0,0,0,21,negative
1537,breakfast,OTHER,0,0,0,1,0,21,positive
1538,internet,WLAN,0,0,0,1,0,47,negative
1539,bed,Komfort,0,0,0,0,0,72,positive
1540,lift,Ausstattung,0,0,0,0,0,32,positive
1541,lift,Ausstattung,0,0,0,0,0,32,positive
1542,breakfast,OTHER,0,0,0,0,0,55,positive
1543,staff,Hotelpersonal,0,0,0,0,0,55,positive
1544,location,Lage,0,0,0,0,0,61,positive
1545,subway,Lage,0,0,0,0,0,61,positive
1546,wi,WLAN,0,0,0,0,0,100,negative
1547,shower,Sauberkeit,0,0,0,0,0,108,negative
1548,room,Komfort,0,0,0,0,0,108,negative
1549,heating,Komfort,0,0,0,0,0,69,negative
1550,internet,WLAN,0,0,0,1,0,208,negative
1551,fridge,Komfort,0,0,0,0,0,47,negative
1552,bar,Komfort,0,0,0,1,0,47,negative
1553,cleaner,Hotelpersonal,0,0,0,1,0,98,negative
1554,location,Lage,0,0,0,0,0,25,positive
1555,staff,Hotelpersonal,0,0,0,1,0,175,positive
1556,reader,Komfort,0,0,0,0,0,175,negative
1557,problem,Hotelpersonal,0,0,0,0,0,175,positive
1558,location,Lage,0,0,0,0,0,54,positive
1559,view,Lage,0,0,0,0,0,54,positive
1560,receptionist,Hotelpersonal,0,0,0,0,0,54,positive
1561,croissant,OTHER,0,0,0,1,0,53,negative
1562,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,59,negative
1563,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,63,negative
1564,cost,Preis-Leistungs-Verhltnis,0,0,0,0,0,22,negative
1565,bed,Komfort,0,0,0,0,0,30,positive
1566,view,Lage,0,0,0,0,0,159,positive
1567,view,Lage,0,0,0,1,0,159,positive
1568,view,Lage,0,0,0,1,0,159,positive
1569,room,Komfort,0,0,0,0,0,65,positive
1570,room,Sauberkeit,0,0,0,0,0,65,positive
1571,personal,Hotelpersonal,0,0,0,0,0,65,positive
1572,personal,Hotelpersonal,0,0,0,0,0,65,positive
1573,bathroom,Komfort,0,0,0,1,0,132,negative
1574,room,Komfort,0,0,0,0,0,132,negative
1575,wall,Komfort,0,0,0,0,0,76,negative
1576,feeling,OTHER,0,0,0,0,0,76,negative
1577,location,Lage,0,0,0,0,0,40,positive
1578,room,Komfort,0,0,0,0,0,15,positive
1579,table,Komfort,0,0,0,0,0,38,positive
1580,process,OTHER,0,0,0,0,0,183,negative
1581,application,OTHER,0,0,0,0,0,155,negative
1582,queue,OTHER,0,0,0,0,0,155,negative
1583,cake,OTHER,0,0,0,0,0,81,positive
1584,window,Sauberkeit,0,0,0,1,0,54,negative
1585,window,Sauberkeit,0,0,0,1,0,54,negative
1586,breakfast,OTHER,0,0,0,1,0,48,positive
1587,location,Lage,0,0,0,0,0,52,positive
1588,room,Komfort,0,0,0,0,0,23,positive
1589,room,Komfort,0,0,0,0,0,23,positive
1590,bar,Ausstattung,0,0,0,0,0,27,positive
1591,stay,OTHER,0,0,0,0,0,23,positive
1592,cleaning,Sauberkeit,0,0,0,0,0,30,negative
1593,hotel,Ausstattung,0,0,0,0,0,38,positive
1594,interior,Ausstattung,0,0,0,1,0,47,negative
1595,equipment,Ausstattung,0,0,0,1,0,47,negative
1596,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,41,positive
1597,staff,Hotelpersonal,0,0,0,0,0,59,positive
1598,location,Lage,0,0,0,1,0,59,positive
1599,hotel,Ausstattung,0,0,0,1,0,59,positive
1600,bed,Komfort,0,0,0,0,0,173,negative
1601,bed,Komfort,0,0,0,0,0,173,negative
1602,pillow,Komfort,0,0,0,0,0,173,negative
1603,recommend,OTHER,0,0,0,0,0,63,negative
1604,sleep,Komfort,0,0,0,0,0,71,negative
1605,day,Komfort,0,0,0,0,0,71,negative
1606,wifi,WLAN,0,0,0,1,0,45,negative
1607,location,Lage,0,0,0,1,0,44,positive
1608,view,Lage,0,0,0,1,0,44,positive
1609,breakfast,OTHER,0,0,0,0,0,48,negative
1610,air,Komfort,0,0,0,0,0,52,negative
1611,air,Komfort,0,0,0,0,0,52,negative
1612,hotel,Preis-Leistungs-Verhltnis,0,0,0,0,0,51,positive
1613,hotel,Ausstattung,0,0,0,0,0,51,positive
1614,view,Lage,0,0,0,0,0,52,positive
1615,check,OTHER,0,0,0,0,0,45,positive
1616,check,OTHER,0,0,0,0,0,45,positive
1617,get,Lage,0,0,0,1,0,65,positive
1618,location,Lage,0,0,0,1,0,179,positive
1619,transport,Lage,0,0,0,0,0,179,positive
1620,view,Lage,0,0,0,0,0,179,positive
1621,breakfast,OTHER,0,0,0,0,0,179,positive
1622,room,Komfort,0,0,0,0,0,179,positive
1623,room,Komfort,0,0,0,0,0,179,positive
1624,lounge,Ausstattung,0,0,0,0,0,51,positive
1625,appetizer,OTHER,0,0,0,0,0,51,positive
1626,wine,OTHER,0,0,0,0,0,51,positive
1627,process,OTHER,0,0,0,0,0,86,negative
1628,view,Lage,0,0,0,1,0,45,positive
1629,breakfast,OTHER,0,0,0,0,0,19,positive
1630,door,Komfort,0,0,0,0,0,88,negative
1631,view,Lage,0,0,0,1,0,104,positive
1632,expect,OTHER,0,0,0,0,0,104,negative
1633,location,Lage,0,0,0,0,0,134,positive
1634,station,Lage,0,0,0,0,0,134,positive
1635,mall,Lage,0,0,0,0,0,134,positive
1636,distance,Lage,0,0,0,0,0,43,positive
1637,view,Lage,0,0,0,1,0,131,positive
1638,restaurant,Ausstattung,0,0,0,1,0,131,positive
1639,price,Preis-Leistungs-Verhltnis,0,0,0,0,0,66,positive
1640,room,Komfort,0,0,0,0,0,45,negative
1641,pillow,Komfort,0,0,0,0,0,52,negative
1642,bathroom,Komfort,0,0,0,0,0,121,negative
1643,wifi,WLAN,0,0,0,0,0,117,positive
1644,wifi,WLAN,0,0,0,0,0,117,negative
1645,wifi,WLAN,0,0,0,0,0,117,negative
1646,wifi,WLAN,0,0,0,0,0,117,negative
1647,cleanliness,Sauberkeit,0,0,0,0,0,125,negative
1648,sock,Sauberkeit,0,0,0,0,0,125,negative
1649,stay,OTHER,0,0,0,0,0,66,positive
1650,location,Lage,0,0,0,0,0,66,positive
1651,book,OTHER,0,0,0,0,0,66,positive
1652,location,Lage,0,0,0,0,0,35,positive
1653,staff,Hotelpersonal,0,0,0,0,0,35,positive
1654,distance,Lage,0,0,0,0,0,57,positive
1655,restaurant,Lage,0,0,0,1,0,60,positive
1656,bar,Lage,0,0,0,1,0,60,positive
1657,transport,Lage,0,0,0,0,0,65,positive
1658,layout,Komfort,0,0,0,0,0,137,negative
1659,location,Lage,0,0,0,0,0,34,positive
1660,location,Lage,0,0,0,1,0,57,positive
1661,staff,Hotelpersonal,0,0,0,0,0,57,positive
1662,room,Sauberkeit,0,0,0,0,0,57,positive
1663,room,Komfort,0,0,0,0,0,57,positive
1664,pillow,Komfort,0,0,0,0,0,129,negative
1665,pillow,Komfort,0,0,0,0,0,129,negative
1666,room,Komfort,0,0,0,1,0,129,negative
1667,location,Lage,0,0,0,0,0,20,positive
1668,room,Komfort,0,0,0,0,0,37,negative
1669,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,44,positive
1670,view,Lage,0,0,0,0,0,56,positive
1671,facility,Ausstattung,0,0,0,0,0,56,positive
1672,location,Lage,0,0,0,0,0,56,positive
1673,bed,Komfort,0,0,0,0,0,45,negative
1674,pillow,Komfort,0,0,0,0,0,45,negative
1675,minibar,Komfort,0,0,0,1,0,69,negative
1676,coffee,OTHER,0,0,0,1,0,69,negative
1677,tea,OTHER,0,0,0,1,0,69,negative
1678,water,Sauberkeit,0,0,0,0,0,69,negative
1679,location,Lage,0,0,0,1,0,146,positive
1680,shop,Ausstattung,0,0,0,1,0,146,positive
1681,restaurant,Ausstattung,0,0,0,1,0,146,positive
1682,rout,Lage,0,0,0,1,0,146,positive
1683,breakfast,OTHER,0,0,0,1,0,29,positive
1684,room,Komfort,0,0,0,0,0,72,positive
1685,view,Lage,0,0,0,0,0,72,positive
1686,value,Preis-Leistungs-Verhltnis,0,0,0,0,0,22,positive
1687,hotel,Ausstattung,0,0,0,0,0,81,positive
1688,furniture,Ausstattung,0,0,0,1,0,81,positive
1689,interior,Ausstattung,0,0,0,1,0,81,positive
1690,window,Sauberkeit,0,0,0,0,0,81,positive
1691,receptionist,Hotelpersonal,0,0,0,0,0,130,negative
1692,location,Lage,0,0,0,0,0,25,positive
1693,feel,Komfort,0,0,0,0,0,119,negative
1694,wifi,WLAN,0,0,0,0,0,66,negative
1695,wifi,WLAN,0,0,0,0,0,66,negative
1696,stay,OTHER,0,0,0,1,0,16,positive
1697,room,Komfort,0,0,0,0,0,47,positive
1698,room,Sauberkeit,0,0,0,0,0,47,positive
1699,staff,Hotelpersonal,0,0,0,0,0,47,positive
1700,breakfast,OTHER,0,0,0,1,0,21,positive
1701,view,Lage,0,0,0,0,0,21,positive
1702,room,Sauberkeit,0,0,0,0,0,13,positive
1703,staff,Hotelpersonal,0,0,0,0,0,22,negative
1704,wait,OTHER,0,0,0,0,0,42,negative
1705,receptionist,Hotelpersonal,0,0,0,1,0,110,negative
