@relation valence

@attribute id numeric
@attribute wordA string
@attribute wordB string
@attribute dependency_type string
@attribute word_distance numeric
@attribute lexicons_min numeric
@attribute lexicons_avg numeric
@attribute lexicons_max numeric
@attribute context_negation numeric
@attribute context_lexicon_avg numeric
@attribute sentence_length numeric
@attribute aspecttype {positive, negative}

@data
860,enjoyable,time,OTHER,10,0.0,0.16666666666666666,1.0,0,0,56,positive
861,nice,staff,Hotelpersonal,11,0.0,0.26666666666666666,1.0,0,0,21,positive
862,welcome,desk,Hotelpersonal,10,0.0,0.2333333333333333,1.0,1,0,56,positive
863,courteous,staff,Hotelpersonal,6,0.0,0.39999999999999997,1.0,0,0,56,positive
864,nice,woman,Hotelpersonal,5,0.0,0.26666666666666666,1.0,0,0,142,positive
865,above,service,Hotelpersonal,6,0.0,0.0,0.0,0,0,24,positive
866,tired,room,Komfort,15,-1.0,-0.18333333333333335,0.4,0,0,26,negative
867,bright,room,Komfort,11,0.0,0.19999999999999998,1.0,0,0,81,positive
868,old,dresser,Komfort,12,0.0,0.0,0.0,0,0,139,negative
869,sheet,good,Komfort,19,0.0,0.43333333333333335,1.0,1,0,71,negative
870,utilization,hotel,Ausstattung,12,0.0,0.0,0.0,1,0,50,positive
871,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,50,positive
872,no,lounge,Ausstattung,7,-0.5,-0.049999999999999996,0.2,1,0,86,negative
873,no,bar,Ausstattung,3,0.0,0.03333333333333333,0.2,1,0,86,negative
874,limit,hour,Ausstattung,8,-1.0,-0.16666666666666666,0.0,0,0,86,negative
875,concierge,great,Hotelpersonal,18,0.0,0.26666666666666666,1.0,1,0,25,negative
876,nice,view,Lage,5,0.0,0.26666666666666666,1.0,1,0,56,positive
877,help,staff,Hotelpersonal,37,0.0,0.06666666666666667,0.4,1,0,55,positive
878,available,staff,Hotelpersonal,24,0.0,0.16666666666666666,1.0,0,0,55,positive
879,friendly,staff,Hotelpersonal,11,0.0,0.39999999999999997,1.0,0,0,55,positive
880,room,clean,Sauberkeit,32,0.0,0.39999999999999997,1.0,1,0,73,negative
881,damage,bathroom,Komfort,40,-1.0,-0.2333333333333333,0.6,0,0,64,negative
882,date,bathroom,Komfort,30,0.0,0.0,0.0,0,0,64,negative
883,minimal,equipment,Ausstattung,14,0.0,0.0,0.0,1,0,83,negative
884,charge,explain,Preis-Leistungs-Verhltnis,40,0.0,0.041666666666666664,0.25,0,0,170,negative
885,place,bad,Ausstattung,4,-1.0,-0.2333333333333333,0.6,1,0,94,positive
886,more,expect,OTHER,18,0.0,0.16666666666666666,1.0,0,0,94,positive
887,incredible,view,Lage,9,0.0,0.16666666666666666,1.0,0,0,27,positive
888,comfortable,bed,Komfort,8,0.0,0.2333333333333333,1.0,0,0,54,positive
889,decent,size,Komfort,9,0.0,0.3333333333333333,1.0,1,0,54,positive
890,match,price,Preis-Leistungs-Verhltnis,6,0.0,0.0,0.0,0,0,35,positive
891,con,pool,Ausstattung,19,0.0,0.05555555555555555,0.3333333333333333,0,0,43,negative
892,pool,open,Ausstattung,18,0.0,0.05555555555555555,0.3333333333333333,1,0,77,negative
893,friendly,pet,OTHER,4,-0.5,0.31666666666666665,1.0,0,0,199,positive
894,flooring,appropriate,Ausstattung,12,0.0,0.16666666666666666,1.0,0,0,199,negative
895,dog,scent,Sauberkeit,4,0.0,0.0,0.0,1,0,199,negative
896,well,cleaning,Sauberkeit,12,0.0,0.3333333333333333,1.0,0,0,78,positive
897,gross,wall,Sauberkeit,19,-1.0,-0.26666666666666666,0.4,0,0,144,negative
898,garbage,sink,Sauberkeit,22,-1.0,-0.5,0.0,0,0,144,negative
899,service,friendly,Hotelpersonal,23,0.0,0.39999999999999997,1.0,0,0,77,negative
900,nice,hotel,Ausstattung,5,0.0,0.26666666666666666,1.0,0,0,101,positive
901,perfect,location,Lage,8,0.0,0.43333333333333335,1.0,0,0,101,positive
902,close,station,Lage,38,0.0,0.0,0.0,0,0,101,positive
903,close,shopping,Lage,14,0.0,0.08333333333333333,0.5,0,0,101,positive
904,loud,room,Komfort,45,-1.0,-0.16666666666666666,0.0,0,0,80,negative
905,noise,elevator,Komfort,11,-1.0,-0.25,0.0,1,0,76,negative
906,good,deal,Preis-Leistungs-Verhltnis,5,0.0,0.6,1.0,0,0,87,positive
907,fancy,hotel,Ausstattung,15,0.0,0.3333333333333333,1.0,0,0,100,positive
908,down,let,Ausstattung,22,0.0,0.0,0.0,0,0,100,negative
909,worth,money,Preis-Leistungs-Verhltnis,10,0.0,0.45555555555555555,1.0,0,0,119,positive
910,well,locate,Lage,5,0.0,0.16666666666666666,1.0,0,0,119,positive
911,large,bed,Komfort,6,0.0,0.0,0.0,0,0,119,positive
912,nice,tv,Komfort,5,0.0,0.26666666666666666,1.0,0,0,119,positive
913,fancy,hotel,Ausstattung,6,0.0,0.3333333333333333,1.0,0,0,89,positive
914,down,let,Ausstattung,22,0.0,0.0,0.0,0,0,89,negative
915,expensive,parking,Preis-Leistungs-Verhltnis,10,-1.0,-0.16666666666666666,0.0,1,0,50,negative
916,parking,include,Preis-Leistungs-Verhltnis,12,0.0,0.16666666666666666,1.0,1,0,50,negative
917,comfy,bed,Komfort,8,0.0,0.16666666666666666,1.0,0,0,43,positive
918,delicious,breakfast,OTHER,14,0.0,0.4166666666666667,1.0,0,0,43,positive
919,noisy,pool,Komfort,9,-1.0,-0.24444444444444446,0.3333333333333333,1,0,16,negative
920,staff,friendly,Hotelpersonal,33,0.0,0.39999999999999997,1.0,1,0,44,negative
921,like,hotel,Ausstattung,9,0.0,0.2333333333333333,1.0,0,0,42,positive
922,again,stay,OTHER,5,0.0,0.0,0.0,0,0,42,positive
923,great,location,Lage,36,0.0,0.26666666666666666,1.0,0,0,43,positive
924,great,view,Lage,23,0.0,0.26666666666666666,1.0,0,0,43,positive
925,thing,plug,Komfort,29,0.0,0.0,0.0,1,0,46,negative
926,clock,tlc,Komfort,39,0.0,0.0,0.0,1,0,85,negative
927,lamp,tlc,Komfort,32,0.0,0.0,0.0,1,0,85,negative
928,room,tlc,Komfort,26,0.0,0.0,0.0,1,0,85,negative
929,wear,good,Komfort,23,-0.5,0.35000000000000003,1.0,0,0,85,negative
930,friendly,staff,Hotelpersonal,9,0.0,0.39999999999999997,1.0,1,0,41,positive
931,great,location,Lage,14,0.0,0.26666666666666666,1.0,1,0,41,positive
932,central,location,Lage,8,0.0,0.0,0.0,1,0,41,positive
933,overprice,breakfast,Preis-Leistungs-Verhltnis,11,0.0,0.08333333333333333,0.5,0,0,77,negative
934,cold,pool,Ausstattung,5,-1.0,-0.19444444444444445,0.3333333333333333,1,0,77,negative
935,no,towel,Komfort,3,0.0,0.03333333333333333,0.2,1,0,77,negative
936,cold,room,Komfort,5,-1.0,-0.25,0.0,0,0,77,negative
937,extra,charge,Preis-Leistungs-Verhltnis,8,0.0,0.08333333333333333,0.5,0,0,75,negative
938,clean,bed,Sauberkeit,22,0.0,0.39999999999999997,1.0,0,0,49,positive
939,comfortable,bed,Komfort,12,0.0,0.2333333333333333,1.0,0,0,49,positive
940,good,housekeeping,Hotelpersonal,5,0.0,0.6,1.0,0,0,49,positive
941,old,furniture,Komfort,4,0.0,0.0,0.0,0,0,96,negative
942,tear,wallpaper,Komfort,5,0.0,0.0,0.0,0,0,96,negative
943,thing,nice,Komfort,14,0.0,0.26666666666666666,1.0,0,0,96,negative
944,cleaning,good,Sauberkeit,12,0.0,0.6,1.0,0,0,96,negative
945,no,contact,Hotelpersonal,7,0.0,0.11666666666666665,0.5,1,0,233,negative
946,extra,charge,Preis-Leistungs-Verhltnis,19,0.0,0.08333333333333333,0.5,0,0,233,negative
947,outlet,work,Komfort,18,0.0,0.16666666666666666,1.0,1,0,36,negative
948,no,room,Komfort,3,0.0,0.03333333333333333,0.2,1,0,38,negative
949,needle,shower,Komfort,26,0.0,0.05555555555555555,0.3333333333333333,1,0,48,negative
950,desk,respond,Hotelpersonal,34,0.0,0.0,0.0,1,0,192,negative
951,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,222,positive
952,professional,employee,Hotelpersonal,13,0.0,0.16666666666666666,1.0,1,0,222,positive
953,room,clean,Sauberkeit,9,0.0,0.39999999999999997,1.0,1,0,222,negative
954,furniture,change,Komfort,7,0.0,0.0,0.0,1,0,222,negative
955,old,furniture,Komfort,17,0.0,0.0,0.0,1,0,222,negative
956,look,good,Komfort,5,0.0,0.43333333333333335,1.0,1,0,222,negative
957,old,carpet,Ausstattung,4,0.0,0.0,0.0,0,0,222,negative
958,plug,work,Komfort,25,0.0,0.16666666666666666,1.0,1,0,222,negative
959,break,control,Komfort,8,-1.0,-0.16666666666666666,0.0,1,0,222,negative
960,cold,room,Komfort,9,-1.0,-0.25,0.0,1,0,222,negative
961,room,clean,Sauberkeit,9,0.0,0.39999999999999997,1.0,1,0,69,negative
962,old,furniture,Komfort,15,0.0,0.0,0.0,1,0,69,negative
963,old,carpet,Ausstattung,4,0.0,0.0,0.0,1,0,69,negative
964,great,spot,Lage,6,0.0,0.26666666666666666,1.0,0,0,12,positive
965,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,16,positive
966,great,spot,Lage,6,0.0,0.26666666666666666,1.0,0,0,25,positive
967,age,show,Ausstattung,9,0.0,0.0,0.0,0,0,26,negative
968,freshing,little,Ausstattung,7,0.0,0.0,0.0,1,0,26,negative
969,comfy,bed,Komfort,15,0.0,0.16666666666666666,1.0,0,0,24,positive
970,perfect,location,Lage,8,0.0,0.43333333333333335,1.0,0,0,151,positive
971,great,view,Lage,6,0.0,0.26666666666666666,1.0,0,0,151,positive
972,available,sauna,Ausstattung,27,0.0,0.16666666666666666,1.0,0,0,151,positive
973,available,pool,Ausstattung,20,0.0,0.2222222222222222,1.0,0,0,151,positive
974,available,gym,Ausstattung,4,0.0,0.16666666666666666,1.0,0,0,151,positive
975,free,charge,Preis-Leistungs-Verhltnis,8,0.0,0.19999999999999998,1.0,0,0,151,positive
976,functional,everything,Ausstattung,15,0.0,0.0,0.0,0,0,126,positive
977,great,value,Preis-Leistungs-Verhltnis,6,0.0,0.26666666666666666,1.0,0,0,126,positive
978,close,bar,Ausstattung,19,0.0,0.0,0.0,1,0,71,negative
979,close,pool,Ausstattung,8,0.0,0.05555555555555555,0.3333333333333333,0,0,71,negative
980,good,stay,OTHER,5,0.0,0.43333333333333335,1.0,0,0,16,positive
981,close,location,Lage,25,0.0,0.0,0.0,1,0,210,positive
982,excellent,location,Lage,9,0.0,0.43333333333333335,1.0,1,0,210,positive
983,close,station,Lage,27,0.0,0.0,0.0,1,0,210,positive
984,lively,spot,Lage,7,0.0,0.2333333333333333,1.0,0,0,210,positive
985,noise,problem,Komfort,12,-1.0,-0.5166666666666667,0.4,1,0,210,positive
986,odd,facility,Ausstattung,47,-1.0,-0.09999999999999999,0.4,0,0,71,negative
987,odd,layout,RatingOfAspect,19,-1.0,-0.09999999999999999,0.4,0,0,71,negative
988,comfortable,bed,Komfort,4,0.0,0.2333333333333333,1.0,0,0,71,positive
989,room,hot,Komfort,9,0.0,0.16666666666666666,1.0,0,0,111,negative
990,aircon,work,Komfort,22,0.0,0.16666666666666666,1.0,1,0,111,negative
991,helpful,staff,Hotelpersonal,54,0.0,0.39999999999999997,1.0,0,0,83,positive
992,rude,staff,Hotelpersonal,33,-1.0,-0.16666666666666666,0.0,0,0,83,negative
993,good,stay,OTHER,5,0.0,0.43333333333333335,1.0,1,0,78,positive
994,excellent,location,Lage,10,0.0,0.43333333333333335,1.0,1,0,78,positive
995,value,excellent,Preis-Leistungs-Verhltnis,10,0.0,0.43333333333333335,1.0,1,0,78,negative
996,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,78,positive
997,clean,room,Sauberkeit,6,0.0,0.39999999999999997,1.0,0,0,78,positive
998,cozy,bed,Komfort,5,0.0,0.16666666666666666,1.0,0,0,78,positive
999,nice,view,Lage,5,0.0,0.26666666666666666,1.0,0,0,78,positive
1000,good,wifi,WLAN,5,0.0,0.43333333333333335,1.0,0,0,78,positive
1001,nice,staff,Hotelpersonal,5,0.0,0.26666666666666666,1.0,0,0,78,positive
1002,box,work,Komfort,23,0.0,0.16666666666666666,1.0,1,0,44,negative
1003,curtain,practical,Komfort,35,0.0,0.0,0.0,1,0,121,negative
1004,door,practical,Komfort,11,0.0,0.0,0.0,1,0,121,negative
1005,cold,floor,Komfort,17,-1.0,-0.25,0.0,0,0,72,negative
1006,not,heating,Komfort,14,0.0,0.0,0.0,1,0,72,negative
1007,small,door,Komfort,24,-0.3333333333333333,-0.05555555555555555,0.0,0,0,99,negative
1008,splash,water,Sauberkeit,9,0.0,0.0,0.0,0,0,99,negative
1009,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,15,positive
1010,amazing,view,Lage,24,0.0,0.3,1.0,0,0,37,positive
1011,no,fridge,Komfort,3,0.0,0.03333333333333333,0.2,1,0,72,negative
1012,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,72,negative
1013,small,pillow,Komfort,6,-0.3333333333333333,0.0,0.3333333333333333,0,0,72,negative
1014,close,door,Ausstattung,24,0.0,0.0,0.0,1,0,93,negative
1015,hotel,comfortable,Komfort,25,0.0,0.2333333333333333,1.0,1,0,93,negative
1016,accessible,location,Lage,29,0.0,0.3333333333333333,1.0,0,0,41,positive
1017,good,location,Lage,20,0.0,0.43333333333333335,1.0,0,0,41,positive
1018,thin,pillow,Komfort,20,0.0,0.05555555555555555,0.3333333333333333,0,0,62,negative
1019,nice,view,Lage,5,0.0,0.26666666666666666,1.0,0,0,25,positive
1020,room,big,Komfort,15,0.0,0.03333333333333333,0.2,1,0,112,negative
1021,view,get,Lage,8,0.0,0.0,0.0,1,0,112,negative
1022,no,place,Komfort,3,0.0,0.03333333333333333,0.2,1,0,71,negative
1023,hall,big,Komfort,17,0.0,0.03333333333333333,0.2,1,0,71,negative
1024,good,link,Lage,15,0.0,0.43333333333333335,1.0,1,0,32,positive
1025,amazing,view,Lage,8,0.0,0.3,1.0,0,0,49,positive
1026,pretty,look,Ausstattung,6,0.0,0.2833333333333333,1.0,0,0,49,positive
1027,near,hotel,Lage,16,0.0,0.0,0.0,1,0,63,positive
1028,great,hotel,Ausstattung,6,0.0,0.26666666666666666,1.0,1,0,40,positive
1029,good,location,Lage,36,0.0,0.43333333333333335,1.0,0,0,158,positive
1030,room,big,Komfort,15,0.0,0.03333333333333333,0.2,1,0,101,negative
1031,well,equip,Komfort,5,0.0,0.16666666666666666,1.0,0,0,101,positive
1032,good,structured,Komfort,5,0.0,0.43333333333333335,1.0,0,0,101,positive
1033,available,snack,OTHER,16,0.0,0.16666666666666666,1.0,0,0,79,positive
1034,internet,good,WLAN,39,0.0,0.43333333333333335,1.0,1,0,284,negative
1035,connection,improve,WLAN,12,0.0,0.39999999999999997,1.0,1,0,284,negative
1036,high,temperature,Komfort,21,0.0,0.0,0.0,0,0,144,negative
1037,good,size,Komfort,5,0.0,0.43333333333333335,1.0,0,0,65,positive
1038,poor,quality,Komfort,5,-1.0,-0.09999999999999999,0.4,0,0,40,negative
1039,water,good,Komfort,14,0.0,0.43333333333333335,1.0,1,0,24,negative
1040,fridge,work,Komfort,15,0.0,0.16666666666666666,1.0,1,0,42,negative
1041,paper,good,Komfort,26,0.0,0.43333333333333335,1.0,1,0,35,negative
1042,tissue,good,Komfort,16,0.0,0.43333333333333335,1.0,1,0,35,negative
1043,slippery,shower,Komfort,63,0.0,0.0,0.0,1,0,96,negative
1044,hard,shower,Komfort,11,-1.0,-0.13333333333333333,0.2,1,0,96,negative
1045,mat,provided,Komfort,4,0.0,0.0,0.0,1,0,96,negative
1046,perfect,breakfast,OTHER,14,0.0,0.5166666666666667,1.0,0,0,27,positive
1047,small,room,Komfort,9,-0.3333333333333333,-0.05555555555555555,0.0,0,0,42,negative
1048,not,fridge,Komfort,4,0.0,0.0,0.0,1,0,42,negative
1049,good,hotel,Ausstattung,5,0.0,0.43333333333333335,1.0,0,0,46,positive
1050,room,improvement,Komfort,11,0.0,0.39999999999999997,1.0,1,0,46,negative
1051,perfect,location,Lage,8,0.0,0.43333333333333335,1.0,0,0,89,positive
1052,close,location,Lage,44,0.0,0.0,0.0,0,0,89,positive
1053,close,train,Lage,27,0.0,0.0,0.0,0,0,89,positive
1054,helpful,staff,Hotelpersonal,8,0.0,0.39999999999999997,1.0,0,0,45,positive
1055,easy,check,OTHER,8,0.0,0.19999999999999998,1.0,0,0,45,positive
1056,well,temperature,Komfort,22,0.0,0.16666666666666666,1.0,0,0,33,positive
1057,rock,bed,Komfort,11,0.0,0.041666666666666664,0.25,0,0,100,negative
1058,thin,pillow,Komfort,5,0.0,0.05555555555555555,0.3333333333333333,0,0,100,negative
1059,overflowed,drainage,Sauberkeit,19,-0.2,-0.03333333333333333,0.0,0,0,150,negative
1060,terrible,drainage,Sauberkeit,9,-1.0,-0.26666666666666666,0.6,0,0,150,negative
1061,not,space,Komfort,20,0.0,0.0,0.0,1,0,151,negative
1062,invasive,staff,Hotelpersonal,18,-1.0,-0.16666666666666666,0.0,0,0,89,negative
1063,terrible,staff,Hotelpersonal,10,-1.0,-0.2333333333333333,0.6,0,0,67,negative
1064,bad,service,Hotelpersonal,4,-1.0,-0.2333333333333333,0.6,0,0,67,negative
1065,love,area,Lage,9,0.0,0.43333333333333335,1.0,1,0,63,positive
1066,great,food,OTHER,5,0.0,0.35000000000000003,1.0,0,0,63,positive
1067,no,facility,Komfort,11,0.0,0.03333333333333333,0.2,1,0,82,negative
1068,amazing,location,Lage,8,0.0,0.3,1.0,0,0,64,positive
1069,near,everything,Lage,5,0.0,0.0,0.0,0,0,64,positive
1070,next,link,Lage,18,0.0,0.0,0.0,0,0,64,positive
1071,nice,view,Lage,5,0.0,0.26666666666666666,1.0,0,0,49,positive
1072,comfortable,room,Komfort,12,0.0,0.2333333333333333,1.0,0,0,49,positive
1073,wifi,work,WLAN,24,0.0,0.16666666666666666,1.0,0,0,80,negative
1074,slow,wifi,WLAN,8,-1.0,-0.16666666666666666,0.0,0,0,80,negative
1075,leak,shower,Sauberkeit,7,-1.0,-0.21666666666666667,0.2,0,0,80,negative
1076,fall,door,Komfort,9,-1.0,-0.3333333333333333,0.0,0,0,80,negative
1077,great,location,Lage,12,0.0,0.26666666666666666,1.0,0,0,41,positive
1078,near,everything,Lage,5,0.0,0.0,0.0,0,0,41,positive
1079,poor,wifi,WLAN,5,-1.0,-0.09999999999999999,0.4,0,0,14,negative
1080,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,43,positive
1081,perfect,location,Lage,12,0.0,0.43333333333333335,1.0,0,0,157,positive
1082,next,underground,Lage,11,0.0,0.0,0.0,0,0,157,positive
1083,huge,hotel,Ausstattung,9,0.0,0.03333333333333333,0.2,0,0,157,positive
1084,perfect,hotel,Ausstattung,8,0.0,0.43333333333333335,1.0,0,0,90,positive
1085,hostile,response,Hotelpersonal,8,-1.0,-0.26666666666666666,0.4,1,0,258,negative
1086,amazed,view,Lage,14,0.0,0.2333333333333333,1.0,0,0,119,positive
1087,worth,view,Preis-Leistungs-Verhltnis,9,0.0,0.28888888888888886,1.0,0,0,119,positive
1088,no,facility,Komfort,14,0.0,0.03333333333333333,0.2,1,0,174,negative
1089,thin,wardrobe,Komfort,5,0.0,0.0,0.0,1,0,174,negative
1090,no,drawer,Komfort,3,0.0,0.03333333333333333,0.2,1,0,174,negative
1091,no,iron,Komfort,3,0.0,0.06666666666666667,0.2,1,0,174,negative
1092,heating,work,Komfort,68,0.0,0.16666666666666666,1.0,0,0,250,negative
1093,unbearable,heating,Komfort,12,-1.0,-0.3333333333333333,0.0,0,0,250,negative
1094,wake,team,Hotelpersonal,38,0.0,0.0,0.0,1,0,256,negative
1095,sleep,able,Komfort,48,0.0,0.0,0.0,1,0,256,negative
1096,small,bottle,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,104,negative
1097,recommend,view,Lage,38,0.0,0.31666666666666665,1.0,1,0,150,positive
1098,recommend,location,Lage,25,0.0,0.31666666666666665,1.0,0,0,150,positive
1099,cost,low,Preis-Leistungs-Verhltnis,9,0.0,0.0,0.0,0,0,150,negative
1100,large,hotel,Ausstattung,6,0.0,0.0,0.0,0,0,65,positive
1101,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,65,positive
1102,good,value,Preis-Leistungs-Verhltnis,5,0.0,0.43333333333333335,1.0,0,0,65,positive
1103,reasonable,breakfast,OTHER,14,0.0,0.25,1.0,0,0,26,positive
1104,comfortable,bar,Komfort,20,0.0,0.2333333333333333,1.0,0,0,112,positive
1105,good,atmosphere,Ausstattung,5,0.0,0.43333333333333335,1.0,0,0,112,positive
1106,well,located,Lage,5,0.0,0.16666666666666666,1.0,0,0,74,positive
1107,tasteless,egg,OTHER,8,-1.0,-0.16666666666666666,0.0,0,0,135,negative
1108,big,queue,OTHER,4,0.0,0.03333333333333333,0.2,0,0,135,negative
1109,buffet,another,OTHER,8,-1.0,-0.16666666666666666,0.0,1,0,74,negative
1110,small,size,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,121,negative
1111,no,facility,Komfort,26,0.0,0.03333333333333333,0.2,1,0,121,negative
1112,no,bar,Komfort,8,0.0,0.03333333333333333,0.2,1,0,121,negative
1113,leak,water,Sauberkeit,6,-1.0,-0.21666666666666667,0.2,0,0,95,negative
1114,powerful,shower,Komfort,17,0.0,0.3333333333333333,1.0,0,0,95,positive
1115,no,lotion,Komfort,8,0.0,0.03333333333333333,0.2,1,0,101,negative
1116,poor,pillow,Komfort,18,-1.0,-0.044444444444444446,0.4,0,0,161,negative
1117,thin,pillow,Komfort,16,0.0,0.05555555555555555,0.3333333333333333,0,0,161,negative
1118,charge,fee,Preis-Leistungs-Verhltnis,10,-0.2,-0.03333333333333333,0.0,0,0,31,negative
1119,helpful,staff,Hotelpersonal,16,0.0,0.39999999999999997,1.0,0,0,157,positive
1120,rudest,girl,Hotelpersonal,51,0.0,0.0,0.0,0,0,157,negative
1121,friendly,staff,Hotelpersonal,16,0.0,0.39999999999999997,1.0,0,0,26,positive
1122,tidyed,room,Sauberkeit,18,0.0,0.0,0.0,0,0,36,positive
1123,nice,room,Komfort,9,0.0,0.26666666666666666,1.0,0,0,36,positive
1124,control,clean,Sauberkeit,47,0.0,0.39999999999999997,1.0,1,0,126,negative
1125,disgusting,dirt,Sauberkeit,9,-1.0,-0.5,0.6,0,0,57,negative
1126,brilliant,location,Lage,10,0.0,0.4666666666666666,1.0,1,0,18,positive
1127,trap,area,Lage,27,-1.0,-0.13333333333333333,0.2,0,0,113,negative
1128,good,room,Komfort,9,0.0,0.43333333333333335,1.0,1,0,113,positive
1129,hot,water,Komfort,4,0.0,0.16666666666666666,1.0,1,0,113,positive
1130,free,wifi,WLAN,5,0.0,0.19999999999999998,1.0,1,0,113,positive
1131,comfortable,bed,Komfort,4,0.0,0.2333333333333333,1.0,0,0,113,positive
1132,slow,check,OTHER,5,-1.0,-0.16666666666666666,0.0,0,0,128,negative
1133,long,line,OTHER,5,0.0,0.0,0.0,1,0,128,negative
1134,include,breakfast,OTHER,10,0.0,0.25,1.0,1,0,128,negative
1135,good,breakfest,OTHER,5,0.0,0.43333333333333335,1.0,0,0,25,positive
1136,nice,stuff,OTHER,5,0.0,0.26666666666666666,1.0,0,0,25,positive
1137,excellent,location,Lage,12,0.0,0.43333333333333335,1.0,1,0,27,positive
1138,small,size,Komfort,9,-0.3333333333333333,-0.05555555555555555,0.0,0,0,23,negative
1139,disappoint,room,Komfort,22,-1.0,-0.26666666666666666,0.4,1,0,34,negative
1140,great,everything,OTHER,15,0.0,0.26666666666666666,1.0,0,0,75,positive
1141,competence,desire,Hotelpersonal,35,0.0,0.19999999999999998,1.0,0,0,75,negative
1142,want,charge,Preis-Leistungs-Verhltnis,10,0.0,0.03333333333333333,0.2,1,0,129,negative
1143,mistake,learn,Hotelpersonal,17,-1.0,-0.18333333333333335,0.5,0,0,308,negative
1144,double,charge,Preis-Leistungs-Verhltnis,7,0.0,0.0,0.0,0,0,308,negative
1145,free,charge,Preis-Leistungs-Verhltnis,8,0.0,0.19999999999999998,1.0,1,0,308,positive
1146,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,36,positive
1147,close,location,Lage,9,0.0,0.0,0.0,0,0,36,positive
1148,close,everything,Lage,9,0.0,0.0,0.0,0,0,36,positive
1149,facility,like,Komfort,21,0.0,0.2333333333333333,1.0,0,0,52,negative
1150,great,location,Lage,6,0.0,0.26666666666666666,1.0,0,0,59,positive
1151,nice,room,Komfort,5,0.0,0.26666666666666666,1.0,1,0,59,positive
1152,need,tlc,Komfort,14,0.0,0.0,0.0,1,0,59,negative
1153,amazing,view,Lage,8,0.0,0.3,1.0,0,0,117,positive
1154,great,location,Lage,12,0.0,0.26666666666666666,1.0,0,0,117,positive
1155,nice,restaurant,Ausstattung,13,0.0,0.26666666666666666,1.0,1,0,38,positive
1156,nice,bar,Ausstattung,5,0.0,0.26666666666666666,1.0,1,0,38,positive
1157,stain,carpet,Sauberkeit,20,-1.0,-0.3333333333333333,0.0,0,0,87,negative
1158,black,grout,Sauberkeit,20,-0.6666666666666666,-0.1111111111111111,0.0,0,0,87,negative
1159,rude,girl,Hotelpersonal,37,-1.0,-0.16666666666666666,0.0,1,0,53,negative
1160,blunt,girl,Hotelpersonal,27,-1.0,-0.16666666666666666,0.0,1,0,53,negative
1161,seating,enough,Ausstattung,7,0.0,0.16666666666666666,1.0,1,0,38,negative
1162,abysmal,breakfast,OTHER,32,-1.0,-0.25,0.5,0,0,215,negative
1163,egg,cooked,OTHER,20,0.0,0.0,0.0,0,0,215,negative
1164,bacon,cooked,OTHER,11,0.0,0.0,0.0,0,0,215,negative
1165,no,facility,Ausstattung,3,0.0,0.03333333333333333,0.2,1,0,32,negative
1166,good,selection,OTHER,19,0.0,0.43333333333333335,1.0,1,0,55,positive
1167,small,room,Komfort,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,48,negative
1168,crowded,lobby,OTHER,8,-1.0,-0.09999999999999999,0.4,0,0,48,negative
1169,outdated,gym,Ausstattung,15,0.0,0.0,0.0,0,0,48,negative
1170,small,gym,Ausstattung,6,-0.3333333333333333,-0.05555555555555555,0.0,0,0,48,negative
1171,overflow,shower,Sauberkeit,31,-1.0,-0.16666666666666666,0.0,0,0,112,negative
1172,odd,shower,Komfort,17,-1.0,-0.09999999999999999,0.4,0,0,112,negative
1173,promptly,deal,Hotelpersonal,9,0.0,0.3333333333333333,1.0,0,0,112,positive
1174,lack,coffee,OTHER,16,-1.0,-0.15555555555555556,0.4,0,0,58,negative
1175,lack,tea,OTHER,8,-1.0,-0.15555555555555556,0.4,0,0,58,negative
1176,good,location,Lage,5,0.0,0.43333333333333335,1.0,0,0,15,positive
1177,friendly,staff,Hotelpersonal,9,0.0,0.39999999999999997,1.0,0,0,38,positive
1178,english,staff,Hotelpersonal,20,0.0,0.0,0.0,0,0,38,positive
1179,good,location,Lage,14,0.0,0.43333333333333335,1.0,0,0,18,positive
1180,floor,clean,Sauberkeit,26,0.0,0.39999999999999997,1.0,0,0,155,negative
1181,rip,cover,Komfort,10,-1.0,-0.16666666666666666,0.0,0,0,155,negative
1182,old,look,Ausstattung,4,0.0,0.0,0.0,0,0,155,negative
1183,magnificent,view,Lage,12,0.0,0.3333333333333333,1.0,1,0,69,positive
1184,again,come,OTHER,10,0.0,0.0,0.0,0,0,25,positive
1185,hard,mattress,Komfort,30,-1.0,-0.13333333333333333,0.2,0,0,38,negative
1186,amazing,location,Lage,62,0.0,0.3,1.0,1,0,108,positive
1187,walk,distance,Lage,8,0.0,0.0,0.0,0,0,108,positive
