@relation ambience#general

@attribute id numeric
@attribute sentiment_average numeric
@attribute target_word string
@attribute dependency_related_unigrams string
@attribute dependency_related_bigrams string
@attribute feature_1 numeric
@attribute feature_2 numeric
@attribute feature_3 numeric
@attribute feature_4 numeric
@attribute feature_5 numeric
@attribute feature_6 numeric
@attribute feature_7 numeric
@attribute feature_8 numeric
@attribute feature_9 numeric
@attribute feature_10 numeric
@attribute feature_11 numeric
@attribute feature_12 numeric
@attribute feature_13 numeric
@attribute feature_14 numeric
@attribute feature_15 numeric
@attribute feature_16 numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute aspecttype {positive, neutral, negative}

@data
1559,0.03333333333333333,'belly dancing show','dep_dancing dep_belly dep_drawn dep_captivated ','dep_dancing_belly dep_belly_into dep_drawn_captivated ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1570,0.2333333333333333,'atmosphere','dep_relaxed ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1591,0.0,'interior','dep_Mazing ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1594,-0.26666666666666666,'atmosphere','dep_nice ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1595,0.11666666666666667,'scheme of mirrors','dep_crazy dep_scheme dep_mirrors ','dep_crazy_with dep_scheme_mirrors ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1596,0.17333333333333334,'thing','dep_s dep_good dep_feet ','dep_s_a dep_good_feet ',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negative
1598,-0.06666666666666667,'mirrors','dep_confusing dep_Despite ','dep_confusing_Despite ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1624,0.016666666666666666,'decor','dep_strikes ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,negative
1625,0,'decor','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1634,-0.43333333333333335,'place','dep_beautiful ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1640,0.3,'DJ','dep_awesome ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1650,-0.32063492063492066,'food','dep_intimate dep_ dep_superb dep_homey dep_way dep_worth ','dep_intimate_ dep__superb dep_superb_had dep_homey_way dep_way_worth ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1660,0.16666666666666666,'environment','dep_upscale ','',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neutral
1675,0.43333333333333335,'place','dep_beautiful ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
1720,-0.1111111111111111,'feel','dep_upscale ','dep_upscale_have ',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negative
1740,0.3333333333333333,'place','dep_ideal ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1771,0.0,'Restaurant','dep_Possibly dep_Romantic dep_Restaurant ','dep_Possibly_the dep_Romantic_Restaurant dep_Restaurant_in ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1773,-0.11333333333333333,'modern Japanese brasserie','dep_undoubtedly dep_favorite dep_brasserie dep_modern dep_Japanese dep_ dep_! ','dep_undoubtedly_my dep_favorite_brasserie dep_brasserie_modern dep_modern_Japanese dep_Japanese_ dep__! ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
1775,-0.0,'unmarked wooden doors','dep_doors dep_unmarked dep_wooden dep_enter ','dep_doors_unmarked dep_unmarked_wooden dep_wooden_enter ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1776,-0.3333333333333333,'dcor','dep_intimate dep_zen ','dep_intimate_zen ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1777,0.0,'private booths','dep_booths dep_private dep_people ','dep_booths_private dep_private_to ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
1778,0.0,'glass ceilings','dep_ceilings dep_glass ','dep_ceilings_glass dep_glass_have ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
1779,0.0,'waiter','dep_opens ','',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,positive
1788,-0.0,'Zenkichi','dep_come dep_anytime ','dep_come_anytime dep_anytime_for ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1807,-0.10555555555555556,'decor','dep_weird dep_ dep_going ','dep_weird_has dep__going ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1808,0.0,'mirrored walls','dep_walls dep_mirrored dep_make ','dep_walls_mirrored dep_mirrored_with ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1809,-0.19999999999999998,'place','dep_inviting ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1814,0.027777777777777776,'sitting space','dep_space dep_sitting dep_small ','dep_space_sitting dep_sitting_small ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1816,0.17142857142857143,'place','dep_nice dep_romantic ','dep_nice_romantic dep_romantic_Over ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1830,0,'fitout','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1831,0.1111111111111111,'furnishings','dep_attractive ','dep_attractive_out ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1855,0.04722222222222222,'decor','dep_ll dep_ dep_cool dep_decor dep_ dep_pita dep_hummus dep_octopus dep_ ','dep_ll_being dep__cool dep_cool_decor dep_decor_ dep__pita dep_pita_and dep_hummus_octopus dep_octopus_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1878,0.2333333333333333,'environment','dep_better ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1886,0.0,'Atmosphere','dep_Great dep_Atmosphere ','dep_Great_Atmosphere ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1887,-0.0,'atmosphere','dep_Cool dep_ads ','dep_Cool_ads ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1888,-0.02666666666666667,'fire place','dep_place dep_fire dep_ads ','dep_place_fire dep_fire_ads dep_ads_in ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1889,0.16666666666666666,'night','dep_cold ','dep_cold_on ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
1917,0.0,'space','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1953,-0.0,'ambience','dep_Nice dep_ambience dep_ dep_place dep_ ','dep_Nice_ambience dep_ambience_ dep__but dep_place_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1969,0.0,'ambiance','dep_experience ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
1988,0.0,'place','dep_place dep_relax dep_ ','dep_place_relax dep_relax_ ',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
1993,-0.2333333333333333,'atmosphere','dep_liked ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2019,0.05555555555555555,'space','dep_small ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2028,0,'atmosphere','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2053,0.0,'deck','dep_experience ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2056,0.3833333333333333,'music','dep_ dep_awesome dep_fun dep_staff ','dep__awesome dep_awesome_fun dep_fun_staff ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
2065,0,'jukeboxaposs','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2073,0.0,'upstairs','dep_place ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2084,0.0,'decor','dep_rustic ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
2099,0.35000000000000003,'ambience','dep_nice dep_food ','dep_nice_food ',0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,positive
2105,-0.16666666666666666,'ambiance','dep_break ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2106,0.0,'villa','dep_Mediterrean ','dep_Mediterrean_in ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2107,0.041666666666666664,'artwork','dep_music dep_kept ','dep_music_kept ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2108,0.0,'music','dep_artwork ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2156,0.6,'environment','dep_cosy dep_love ','dep_cosy_love ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2159,0.26666666666666666,'decor','dep_great dep_restaurant ','dep_great_restaurant ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2163,0.26666666666666666,'atmosphere','dep_great ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2184,0.0,'decor','dep_ethic ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2206,0.43333333333333335,'band','dep_good ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2216,0.0,'band','dep_playing ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2235,0.0,'Place','dep_Cool dep_Open ','dep_Cool_Open dep_Open_with ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2241,0.39999999999999997,'ambience','dep_friendly dep_open ','dep_friendly_open ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2242,0.43333333333333335,'place','dep_charming ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2258,0.5333333333333333,'Atmosphere','dep_nice ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2268,0.2,'atmosphere','dep_awesome ','dep_awesome_with ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
2302,0.08333333333333333,'spot','dep_cozy dep_spot ','dep_cozy_spot dep_spot_for ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2313,0.12380952380952381,'spot','dep_s dep_perfect dep_spot dep_! ','dep_s_the dep_perfect_spot dep_spot_for ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
2316,0.05185185185185184,'ambiance','dep_list dep_forget ','dep_list_forget ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
2331,0.0,'atmosphere','dep_okay ','',0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,neutral
2351,0.03333333333333333,'art on the walls','dep_art dep_Check dep_walls ','dep_art_Check dep_Check_on ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
2403,0,'NULL','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2405,0,'NULL','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2413,0.26666666666666666,'setting','dep_nice dep_value ','dep_nice_value ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2450,0.16666666666666666,'atmosphere','dep_cozy ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,positive
2464,0.10666666666666667,'waterfront setting','dep_classy dep_setting dep_waterfront ','dep_classy_setting dep_setting_waterfront dep_waterfront_with ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2492,-0.022222222222222227,'sound','dep_pleasant dep_hear dep_overbearing ','dep_pleasant_hear dep_hear_and ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2493,0.17777777777777778,'ambiance','dep_nice ','dep_nice_of ',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
2494,0,'NULL','','',0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,positive
2545,-0.0,'restaurant','dep_place ','',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,neutral
2549,-0.0,'feel','dep_plus dep_open dep_feel dep_ ','dep_plus_is dep_open_feel dep_feel_of ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2550,-0.0,'glass walls','dep_walls dep_glass ','dep_walls_glass dep_glass_with ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2606,0.26666666666666666,'music','dep_great ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2608,0.022222222222222223,'atmosphere','dep_lighthearted dep_lifts ','dep_lighthearted_lifts ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2609,-0.047619047619047616,'fun','dep_unpretentious dep_local dep_go dep_seek ','dep_unpretentious_local dep_local_go dep_go_seek ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2615,0.06666666666666667,'wood decor','dep_incredible dep_decor dep_wood ','dep_incredible_decor dep_decor_wood dep_wood_by ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2616,0.016666666666666666,'music','dep_hip dep_playing dep_ dep_something dep_pop dep_located dep_ dep_subwoofer ','dep_hip_playing dep_playing_ dep__something dep_something_pop dep_pop_located dep_located_ dep__but ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2617,-0.027777777777777776,'subwoofer to the sound system','dep_subwoofer dep_music dep_system dep_sound ','dep_subwoofer_music dep_music_to dep_system_sound ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
2651,-0.1111111111111111,'feel','dep_crowded ','dep_crowded_of ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
2667,0.07222222222222223,'decor','dep_feeling ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2668,0.2222222222222222,'feeling','dep_intimate dep_decor ','dep_intimate_decor dep_decor_of ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2690,0.26666666666666666,'atmosphere','dep_great ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2706,0.26666666666666666,'atmosphere','dep_great ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2720,0.43333333333333335,'decor','dep_beautiful ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2721,0.0,'music','dep_placegood dep_ dep_atmosphere dep_people ','dep_placegood_about dep__atmosphere dep_atmosphere_and ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2722,0.16666666666666666,'atmosphere','dep_music ','',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2723,0.13333333333333333,'vibe','dep_nice ','dep_nice_was ',0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2743,0.0,'Balcony','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2750,0.1111111111111111,'Indoor ambience','dep_ambience dep_Indoor dep_modern ','dep_ambience_Indoor dep_Indoor_modern ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2751,0.0,'balcony','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2760,0.0,'table','dep_private ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2766,0.0,'music','dep_Groovy dep_made ','dep_Groovy_made ',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2776,0.16666666666666666,'atmosphere','dep_aspiring ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2777,0.39999999999999997,'decor','dep_festive ','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2781,0.0,'door','','',0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
2784,-0.0,'Snooze','','',0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,positive
