@relation Komfort-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
62159,'NN','being','being',1,'nsubj','With that said only because ',false
62160,'VBD','say','said',1,'pcomp','With that being only because of ',false
62161,'RB','only','only',1,'advmod','that being said because of location ',false
62162,'IN','because','because',1,'dep','being said only of location I ',false
62163,'IN','of','of',1,'dep','said only because location I would ',false
62164,'NN','location','location',1,'pobj','only because of I would stay ',false
62165,'PRP','i','I',1,'nsubj','because of location would stay again ',false
62166,'MD','would','would',1,'aux','of location I stay again . ',false
62167,'VB','stay','stay',1,'rcmod','location I would again . ',false
62168,'RB','again','again',1,'advmod','I would stay . ',false
62169,'.','.','.',0,'punct','would stay again ',false
62560,'DT','a','a',1,'det','fairly good hotel ',false
62561,'RB','fairly','fairly',1,'advmod','a good hotel , ',false
62562,'JJ','good','good',1,'amod','a fairly hotel , nice ',false
62563,'NN','hotel','hotel',1,'ROOT','a fairly good , nice location ',false
62564,',',',',',',0,'punct','fairly good hotel nice location but ',false
62565,'JJ','nice','nice',1,'amod','good hotel , location but the ',false
62566,'NN','location','location',1,'conj','hotel , nice but the room ',false
62567,'CC','but','but',1,'cc',', nice location the room should ',false
62568,'DT','the','the',1,'det','nice location but room should be ',false
62569,'NN','room','room',1,'nsubj','location but the should be more ',true
62570,'MD','should','should',1,'aux','but the room be more equiped ',false
62571,'VB','be','be',1,'cop','the room should more equiped . ',false
62572,'RBR','more','more',1,'advmod','room should be equiped . ',false
62573,'JJ','equiped','equiped',1,'conj','should be more . ',false
62574,'.','.','.',0,'punct','be more equiped ',false
62575,'DT','the','the',1,'det','location . ',false
62576,'NN','location','location',1,'ROOT','the . ',false
62577,'.','.','.',0,'punct','the location ',false
62578,'DT','no','no',1,'det','micro-wave ',false
62579,'NN','micro-wave','micro-wave',1,'ROOT','no ',true
62772,'NNP','pleasant','Pleasant',1,'ROOT','. ',false
62773,'.','.','.',0,'punct','Pleasant ',false
62774,'NN','camera','Camera',1,'nsubj','e vista ( ',false
62775,'LS','e','e',1,'advmod','Camera vista ( business ',false
62776,'NN','vista','vista',1,'nsubj','Camera e ( business ) ',false
62777,'-LRB-','(','(',0,'dep','Camera e vista business ) . ',false
62778,'NN','business','business',1,'nn','e vista ( ) . ',false
62779,'-RRB-',')',')',0,'ROOT','vista ( business . ',false
62780,'.','.','.',0,'punct','( business ) ',false
62781,'NNP','poco','Poco',1,'nn','centrale ',false
62782,'NN','centrale','centrale',1,'ROOT','Poco ',false
62876,'JJ','good','Good',1,'ROOT','. ',false
62877,'.','.','.',0,'punct','Good ',false
62878,'NN','location','Location',1,'ROOT','. ',false
62879,'.','.','.',0,'punct','Location ',false
62880,'NN','price','Price',1,'ROOT','',false
63988,'NN','pleasant','Pleasant',1,'nn','experience . ',false
63989,'NN','experience','experience',1,'ROOT','Pleasant . ',false
63990,'.','.','.',0,'punct','Pleasant experience ',false
63991,'JJR','old','Older',1,'amod','hotel . ',false
63992,'NN','hotel','hotel',1,'ROOT','Older . ',false
63993,'.','.','.',0,'punct','Older hotel ',false
63994,'VBG','walk','Walking',1,'ROOT','distance to shopping ',false
63995,'NN','distance','distance',1,'dobj','Walking to shopping , ',false
63996,'IN','to','to',1,'prep','Walking distance shopping , restaurants ',false
63997,'NN','shopping','shopping',1,'pobj','Walking distance to , restaurants . ',false
63998,',',',',',',0,'punct','distance to shopping restaurants . ',false
63999,'NNS','restaurant','restaurants',1,'conj','to shopping , . ',false
64000,'.','.','.',0,'punct','shopping , restaurants ',false
64001,'JJ','comfy','Comfy',1,'amod','beds , good ',false
64002,'NNS','bed','beds',1,'ROOT','Comfy , good location ',false
64003,',',',',',',0,'punct','Comfy beds good location , ',false
64004,'JJ','good','good',1,'amod','Comfy beds , location , nice ',false
64005,'NN','location','location',1,'conj','beds , good , nice basic ',false
64006,',',',',',',0,'punct',', good location nice basic hotel ',false
64007,'JJ','nice','nice',1,'amod','good location , basic hotel room ',false
64008,'JJ','basic','basic',1,'amod','location , nice hotel room . ',false
64009,'NN','hotel','hotel',1,'nn',', nice basic room . ',false
64010,'NN','room','room',1,'appos','nice basic hotel . ',false
64011,'.','.','.',0,'punct','basic hotel room ',false
64012,'CD','#crd#','One',1,'ROOT','of the better ',false
64013,'IN','of','of',1,'prep','One the better prices ',false
64014,'DT','the','the',1,'det','One of better prices for ',false
64015,'JJR','good','better',1,'amod','One of the prices for a ',false
64016,'NNS','price','prices',1,'pobj','of the better for a downtown ',false
64017,'IN','for','for',1,'prep','the better prices a downtown hotel ',false
64018,'DT','a','a',1,'det','better prices for downtown hotel . ',false
64019,'NN','downtown','downtown',1,'nn','prices for a hotel . ',false
64020,'NN','hotel','hotel',1,'pobj','for a downtown . ',false
64021,'.','.','.',0,'punct','a downtown hotel ',false
64022,'JJR','old','Older',1,'amod','hotel , no ',false
64023,'NN','hotel','hotel',1,'nsubj','Older , no info ',false
64024,',',',',',',0,'punct','Older hotel no info in ',false
64025,'DT','no','no',1,'det','Older hotel , info in the ',false
64026,'NN','info','info',1,'conj','hotel , no in the rooms ',false
64027,'IN','in','in',1,'prep',', no info the rooms for ',false
64028,'DT','the','the',1,'det','no info in rooms for room ',false
64029,'NNS','room','rooms',1,'pobj','info in the for room service ',false
64030,'IN','for','for',1,'prep','in the rooms room service , ',false
64031,'NN','room','room',1,'nn','the rooms for service , pool ',false
64032,'NN','service','service',1,'pobj','rooms for room , pool hours ',false
64033,',',',',',',0,'punct','for room service pool hours etc. ',false
64034,'NN','pool','pool',1,'nn','room service , hours etc. Had ',false
64035,'NNS','hour','hours',1,'conj','service , pool etc. Had to ',false
64036,'FW','etc.','etc.',1,'dep',', pool hours Had to call ',false
64037,'VBD','have','Had',1,'ROOT','pool hours etc. to call front ',false
64038,'TO','to','to',1,'aux','hours etc. Had call front desk ',false
64039,'VB','call','call',1,'xcomp','etc. Had to front desk . ',false
64040,'JJ','front','front',1,'amod','Had to call desk . ',false
64041,'NN','desk','desk',1,'dobj','to call front . ',false
64042,'.','.','.',0,'punct','call front desk ',false
64043,'JJR','shower','Shower',1,'amod','curtain a little ',false
64044,'NN','curtain','curtain',1,'nsubj','Shower a little stinky ',false
64045,'DT','a','a',1,'det','Shower curtain little stinky . ',false
64046,'JJ','little','little',1,'amod','Shower curtain a stinky . ',false
64047,'JJ','stinky','stinky',1,'ROOT','curtain a little . ',false
64048,'.','.','.',0,'punct','a little stinky ',false
64049,'NN','water','Water',1,'nn','pressure a little ',false
64050,'NN','pressure','pressure',1,'nsubj','Water a little low ',false
64051,'DT','a','a',1,'det','Water pressure little low . ',false
64052,'JJ','little','little',1,'amod','Water pressure a low . ',false
64053,'JJ','low','low',1,'ROOT','pressure a little . ',false
64054,'.','.','.',0,'punct','a little low ',false
64055,'NN','parking','Parking',1,'nn','garage has very ',false
64056,'NN','garage','garage',1,'nsubj','Parking has very low ',false
64057,'VBZ','have','has',1,'ROOT','Parking garage very low ceilings ',false
64058,'RB','very','very',1,'advmod','Parking garage has low ceilings and ',false
64059,'JJ','low','low',1,'amod','garage has very ceilings and narrow ',false
64060,'NNS','ceiling','ceilings',1,'dobj','has very low and narrow driving ',false
64061,'CC','and','and',1,'cc','very low ceilings narrow driving . ',false
64062,'JJ','narrow','narrow',1,'amod','low ceilings and driving . ',false
64063,'NN','driving','driving',1,'conj','ceilings and narrow . ',false
64064,'.','.','.',0,'punct','and narrow driving ',false
64065,'CD','0','19.50',0,'ROOT','per night to ',false
64066,'IN','per','per',1,'prep','19.50 night to park ',false
64067,'NN','night','night',1,'pobj','19.50 per to park . ',false
64068,'IN','to','to',1,'prep','19.50 per night park . ',false
64069,'NN','park','park',1,'pobj','per night to . ',false
64070,'.','.','.',0,'punct','night to park ',false
64071,'NNS','thing','Things',1,'nsubj','were good overall ',false
64072,'VBD','be','were',1,'cop','Things good overall . ',false
64073,'JJ','good','good',1,'ROOT','Things were overall . ',false
64074,'RB','overall','overall',1,'advmod','Things were good . ',false
64075,'.','.','.',0,'punct','were good overall ',false
64076,'DT','no','No',1,'det','complaints . ',false
64077,'NNS','complaint','complaints',1,'ROOT','No . ',false
64078,'.','.','.',0,'punct','No complaints ',false
64388,'NNP','pleasant','Pleasant',1,'ROOT','. ',false
64389,'.','.','.',0,'punct','Pleasant ',false
64390,'NN','location','Location',1,'ROOT','',false
64580,'JJ','good','Good',1,'ROOT','. ',false
64581,'.','.','.',0,'punct','Good ',false
64582,'NN','nice','Nice',1,'nn','beds and very ',false
64583,'NNS','bed','beds',1,'ROOT','Nice and very clean ',false
64584,'CC','and','and',1,'cc','Nice beds very clean rooms ',false
64585,'RB','very','very',1,'advmod','Nice beds and clean rooms . ',false
64586,'JJ','clean','clean',1,'amod','beds and very rooms . ',false
64587,'NNS','room','rooms',1,'conj','and very clean . ',false
64588,'.','.','.',0,'punct','very clean rooms ',false
64589,'NNP','breakfast','Breakfast',1,'nsubjpass','not included in ',false
64590,'RB','not','not',1,'neg','Breakfast included in the ',false
64591,'VBN','include','included',1,'ROOT','Breakfast not in the fares ',false
64592,'IN','in','in',1,'prep','Breakfast not included the fares ',false
64593,'DT','the','the',1,'det','not included in fares ',false
64594,'NNS','fare','fares',1,'pobj','included in the ',false
64952,'NNP','pleasant','Pleasant',1,'ROOT','. ',false
64953,'.','.','.',0,'punct','Pleasant ',false
64954,'DT','the','The',1,'det','hotel has access ',false
64955,'NN','hotel','hotel',1,'nsubj','The has access to ',false
64956,'VBZ','have','has',1,'ROOT','The hotel access to a ',false
64957,'NN','access','access',1,'dobj','The hotel has to a mall ',false
64958,'IN','to','to',1,'prep','hotel has access a mall with ',false
64959,'DT','a','a',1,'det','has access to mall with grocery ',false
64960,'NN','mall','mall',1,'pobj','access to a with grocery and ',false
64961,'IN','with','with',1,'prep','to a mall grocery and food ',false
64962,'NN','grocery','grocery',1,'pobj','a mall with and food court ',false
64963,'CC','and','and',1,'cc','mall with grocery food court . ',false
64964,'NN','food','food',1,'nn','with grocery and court . ',false
64965,'NN','court','court',1,'conj','grocery and food . ',false
64966,'.','.','.',0,'punct','and food court ',false
64967,'DT','the','The',1,'det','hotel is outdated ',false
64968,'NN','hotel','hotel',1,'nsubj','The is outdated . ',false
64969,'VBZ','be','is',1,'cop','The hotel outdated . ',false
64970,'JJ','outdated','outdated',1,'ROOT','The hotel is . ',false
64971,'.','.','.',0,'punct','hotel is outdated ',false
64972,'PRP','you','You',1,'nsubj','need to pay ',false
64973,'VBP','need','need',1,'ROOT','You to pay for ',false
64974,'TO','to','to',1,'aux','You need pay for parking ',false
64975,'VB','pay','pay',1,'xcomp','You need to for parking ',false
64976,'IN','for','for',1,'prep','need to pay parking ',false
64977,'NN','parking','parking',1,'pobj','to pay for ',false
65536,'JJ','good','Good',1,'ROOT','. ',false
65537,'.','.','.',0,'punct','Good ',false
65538,'DT','the','The',1,'det','hotel is older ',false
65539,'NN','hotel','hotel',1,'nsubj','The is older , ',false
65540,'VBZ','be','is',1,'cop','The hotel older , and ',false
65541,'JJR','old','older',1,'ROOT','The hotel is , and has ',false
65542,',',',',',',0,'punct','hotel is older and has its ',false
65543,'CC','and','and',1,'cc','is older , has its kinks ',false
65544,'VBZ','have','has',1,'conj','older , and its kinks , ',false
65545,'PRP$','its','its',1,'poss',', and has kinks , but ',false
65546,'NNS','kink','kinks',1,'dobj','and has its , but the ',false
65547,',',',',',',0,'punct','has its kinks but the location ',false
65548,'CC','but','but',1,'cc','its kinks , the location is ',false
65549,'DT','the','the',1,'det','kinks , but location is amazing ',false
65550,'NN','location','location',1,'nsubj',', but the is amazing , ',false
65551,'VBZ','be','is',1,'cop','but the location amazing , and ',false
65552,'JJ','amazing','amazing',1,'conj','the location is , and my ',false
65553,',',',',',',0,'punct','location is amazing and my view ',false
65554,'CC','and','and',1,'cc','is amazing , my view was ',false
65555,'PRP$','my','my',1,'poss','amazing , and view was incredible ',false
65556,'NN','view','view',1,'nsubj',', and my was incredible . ',false
65557,'VBD','be','was',1,'cop','and my view incredible . ',false
65558,'JJ','incredible','incredible',1,'conj','my view was . ',false
65559,'.','.','.',0,'punct','view was incredible ',false
65560,'PRP','i','I',1,'nsubj','got a room ',false
65561,'VBD','get','got',1,'ROOT','I a room on ',false
65562,'DT','a','a',1,'det','I got room on the ',false
65563,'NN','room','room',1,'dobj','I got a on the 30th ',false
65564,'IN','on','on',1,'prep','got a room the 30th floor ',false
65565,'DT','the','the',1,'det','a room on 30th floor , ',false
65566,'JJ','#ord#','30th',1,'amod','room on the floor , and ',false
65567,'NN','floor','floor',1,'pobj','on the 30th , and it ',false
65568,',',',',',',0,'punct','the 30th floor and it was ',false
65569,'CC','and','and',1,'cc','30th floor , it was completely ',false
65570,'PRP','it','it',1,'nsubj','floor , and was completely worth ',false
65571,'VBD','be','was',1,'cop',', and it completely worth it ',false
65572,'RB','completely','completely',1,'advmod','and it was worth it . ',false
65573,'JJ','worth','worth',1,'conj','it was completely it . ',false
65574,'PRP','it','it',1,'dep','was completely worth . ',false
65575,'.','.','.',0,'punct','completely worth it ',false
66032,'JJ','good','Good',1,'ROOT','. ',false
66033,'.','.','.',0,'punct','Good ',false
66034,'PRP$','it?fs','It?fs',1,'poss','close to everything ',false
66035,'NN','close','close',1,'ROOT','It?fs to everything . ',false
66036,'IN','to','to',1,'prep','It?fs close everything . ',false
66037,'NN','everything','everything',1,'pobj','It?fs close to . ',false
66038,'.','.','.',0,'punct','close to everything ',false
66039,'DT','the','The',1,'det','check - in ',false
66040,'NN','check','check',1,'nsubj','The - in staff ',false
66041,'HYPH','-','-',0,'dep','The check in staff could ',false
66042,'IN','in','in',1,'prep','The check - staff could be ',false
66043,'NN','staff','staff',1,'pobj','check - in could be friendlier ',false
66044,'MD','could','could',1,'aux','- in staff be friendlier . ',false
66045,'VB','be','be',1,'cop','in staff could friendlier . ',false
66046,'JJR','friendly','friendlier',1,'ROOT','staff could be . ',false
66047,'.','.','.',0,'punct','could be friendlier ',false
66048,'DT','the','The',1,'det','bathroom needs updating ',false
66049,'NN','bathroom','bathroom',1,'nsubj','The needs updating - ',false
66050,'VBZ','need','needs',1,'ROOT','The bathroom updating - sink ',false
66051,'VBG','update','updating',1,'xcomp','The bathroom needs - sink / ',false
66052,'HYPH','-','-',0,'dobj','bathroom needs updating sink / tub ',false
66053,'VB','sink','sink',1,'dep','needs updating - / tub broken ',false
66054,'SYM','/','/',0,'dep','updating - sink tub broken in ',false
66055,'NN','tub','tub',1,'dobj','- sink / broken in places ',false
66056,'VBN','break','broken',1,'partmod','sink / tub in places . ',false
66057,'IN','in','in',1,'prep','/ tub broken places . ',false
66058,'NNS','place','places',1,'pobj','tub broken in . ',false
66059,'.','.','.',0,'punct','broken in places ',false
66744,'JJ','good','Good',1,'ROOT','. ',false
66745,'.','.','.',0,'punct','Good ',false
66746,'DT','the','The',1,'det','location is excellent ',false
66747,'NN','location','location',1,'nsubj','The is excellent , ',false
66748,'VBZ','be','is',1,'cop','The location excellent , easy ',false
66749,'JJ','excellent','excellent',1,'ROOT','The location is , easy to ',false
66750,',',',',',',0,'punct','location is excellent easy to access ',false
66751,'JJ','easy','easy',1,'dep','is excellent , to access and ',false
66752,'TO','to','to',1,'aux','excellent , easy access and parking ',false
66753,'VB','access','access',1,'ccomp',', easy to and parking just ',false
66754,'CC','and','and',1,'cc','easy to access parking just below ',false
66755,'VBG','park','parking',1,'conj','to access and just below the ',false
66756,'RB','just','just',1,'dep','access and parking below the hotel ',false
66757,'IN','below','below',1,'prep','and parking just the hotel . ',false
66758,'DT','the','the',1,'det','parking just below hotel . ',false
66759,'NN','hotel','hotel',1,'pobj','just below the . ',false
66760,'.','.','.',0,'punct','below the hotel ',false
66761,'DT','the','The',1,'det','beds were clean ',false
66762,'NNS','bed','beds',1,'nsubj','The were clean and ',false
66763,'VBD','be','were',1,'cop','The beds clean and comfortable ',false
66764,'JJ','clean','clean',1,'ROOT','The beds were and comfortable . ',false
66765,'CC','and','and',1,'cc','beds were clean comfortable . ',false
66766,'JJ','comfortable','comfortable',1,'conj','were clean and . ',false
66767,'.','.','.',0,'punct','clean and comfortable ',false
66768,'DT','the','The',1,'det','staff at the ',false
66769,'NN','staff','staff',1,'nsubj','The at the front ',false
66770,'IN','at','at',1,'prep','The staff the front desk ',false
66771,'DT','the','the',1,'det','The staff at front desk were ',false
66772,'JJ','front','front',1,'amod','staff at the desk were pleasant ',false
66773,'NN','desk','desk',1,'pobj','at the front were pleasant to ',false
66774,'VBD','be','were',1,'cop','the front desk pleasant to deal ',false
66775,'JJ','pleasant','pleasant',1,'ROOT','front desk were to deal with ',false
66776,'TO','to','to',1,'aux','desk were pleasant deal with . ',false
66777,'VB','deal','deal',1,'xcomp','were pleasant to with . ',false
66778,'IN','with','with',1,'prep','pleasant to deal . ',false
66779,'.','.','.',0,'punct','to deal with ',false
66780,'DT','the','The',1,'det','rooms are old ',false
66781,'NNS','room','rooms',1,'nsubj','The are old and ',false
66782,'VBP','be','are',1,'cop','The rooms old and the ',false
66783,'JJ','old','old',1,'ROOT','The rooms are and the bathrooms ',false
66784,'CC','and','and',1,'cc','rooms are old the bathrooms are ',false
66785,'DT','the','the',1,'det','are old and bathrooms are in ',false
66786,'NNS','bathroom','bathrooms',1,'nsubj','old and the are in need ',false
66787,'VBP','be','are',1,'conj','and the bathrooms in need of ',false
66788,'IN','in','in',1,'prep','the bathrooms are need of an ',false
66789,'NN','need','need',1,'pobj','bathrooms are in of an upgrade ',false
66790,'IN','of','of',1,'prep','are in need an upgrade . ',false
66791,'DT','an','an',1,'det','in need of upgrade . ',false
66792,'NN','upgrade','upgrade',1,'pobj','need of an . ',false
66793,'.','.','.',0,'punct','of an upgrade ',false
68984,'RB','overall','Overall',1,'advmod','I don?ft mind ',false
68985,'PRP','i','I',1,'nsubj','Overall don?ft mind staying ',false
68986,'VBD','don?ft','don?ft',1,'ROOT','Overall I mind staying in ',false
68987,'NN','mind','mind',1,'dobj','Overall I don?ft staying in this ',false
68988,'VBG','stay','staying',1,'partmod','I don?ft mind in this location ',false
68989,'IN','in','in',1,'prep','don?ft mind staying this location . ',false
68990,'DT','this','this',1,'det','mind staying in location . ',false
68991,'NN','location','location',1,'pobj','staying in this . ',false
68992,'.','.','.',0,'punct','in this location ',false
68993,'PRP','it','It',1,'nsubj','was clean and ',false
68994,'VBD','be','was',1,'cop','It clean and neat ',false
68995,'JJ','clean','clean',1,'ROOT','It was and neat staff ',false
68996,'CC','and','and',1,'cc','It was clean neat staff was ',false
68997,'JJ','neat','neat',1,'amod','was clean and staff was friendly ',false
68998,'NN','staff','staff',1,'nsubj','clean and neat was friendly . ',false
68999,'VBD','be','was',1,'cop','and neat staff friendly . ',false
69000,'JJ','friendly','friendly',1,'conj','neat staff was . ',false
69001,'.','.','.',0,'punct','staff was friendly ',false
69002,'LS','e','e',1,'ROOT','to subway . ',false
69003,'IN','to','to',1,'prep','e subway . ',false
69004,'NN','subway','subway',1,'pobj','e to . ',false
69005,'.','.','.',0,'punct','e to subway ',false
69006,'IN','in','in',1,'dep','walk straight down ',false
69007,'NN','walk','walk',1,'pobj','in straight down the ',false
69008,'RB','straight','straight',1,'dep','in walk down the road ',false
69009,'IN','down','down',1,'ROOT','in walk straight the road to ',false
69010,'DT','the','the',1,'det','walk straight down road to old ',false
69011,'NN','road','road',1,'pobj','straight down the to old city ',false
69012,'IN','to','to',1,'prep','down the road old city Montr ',false
69013,'JJ','old','old',1,'amod','the road to city Montr ? ',false
69014,'NN','city','city',1,'nn','road to old Montr ? ',false
69015,'NNP','montr','Montr',1,'pobj','to old city ? ',false
69016,'.','?','?',0,'punct','old city Montr ',false
69017,'NNP','al','al',1,'nn','/ Norte Dame ',false
69018,'SYM','/','/',0,'dep','al Norte Dame Basilica ',false
69019,'NNP','norte','Norte',1,'nn','al / Dame Basilica / ',false
69020,'NNP','dame','Dame',1,'nn','al / Norte Basilica / . ',false
69021,'NNP','basilica','Basilica',1,'nsubj','/ Norte Dame / . ',false
69022,'SYM','/','/',0,'ROOT','Norte Dame Basilica . ',false
69023,'.','.','.',0,'punct','Dame Basilica / ',false
69024,'NN','bway','bway',1,'nsubj','stops to underground ',false
69025,'VBZ','stop','stops',1,'ROOT','bway to underground mall ',false
69026,'IN','to','to',1,'prep','bway stops underground mall . ',false
69027,'JJ','underground','underground',1,'amod','bway stops to mall . ',false
69028,'NN','mall','mall',1,'pobj','stops to underground . ',false
69029,'.','.','.',0,'punct','to underground mall ',false
69030,'NN','t','t',1,'ROOT','outside the gay ',false
69031,'IN','outside','outside',1,'prep','t the gay village ',false
69032,'DT','the','the',1,'det','t outside gay village and ',false
69033,'JJ','gay','gay',1,'amod','t outside the village and promenade ',false
69034,'NN','village','village',1,'pobj','outside the gay and promenade . ',false
69035,'CC','and','and',1,'cc','the gay village promenade . ',false
69036,'NN','promenade','promenade',1,'conj','gay village and . ',false
69037,'.','.','.',0,'punct','village and promenade ',false
69038,'NNS','t','ts',1,'ROOT','at the park ',false
69039,'IN','at','at',1,'prep','ts the park across ',false
69040,'DT','the','the',1,'det','ts at park across the ',false
69041,'NN','park','park',1,'pobj','ts at the across the street ',false
69042,'IN','across','across',1,'prep','at the park the street with ',false
69043,'DT','the','the',1,'det','the park across street with a ',false
69044,'NN','street','street',1,'pobj','park across the with a restaurant ',false
69045,'IN','with','with',1,'prep','across the street a restaurant and ',false
69046,'DT','a','a',1,'det','the street with restaurant and Live ',false
69047,'NN','restaurant','restaurant',1,'pobj','street with a and Live music ',false
69048,'CC','and','and',1,'cc','with a restaurant Live music ( ',false
69049,'VB','live','Live',1,'conj','a restaurant and music ( summertime ',false
69050,'NN','music','music',1,'dobj','restaurant and Live ( summertime ) ',false
69051,'-LRB-','(','(',0,'dep','and Live music summertime ) . ',false
69052,'NN','summertime','summertime',1,'nn','Live music ( ) . ',false
69053,'-RRB-',')',')',0,'dep','music ( summertime . ',false
69054,'.','.','.',0,'punct','( summertime ) ',false
69055,'IN','on','on',1,'prep','hop off bus ',false
69056,'NN','hop','hop',1,'pobj','on off bus tour ',false
69057,'IN','off','off',1,'prep','on hop bus tour stop ',false
69058,'NN','bus','bus',1,'nn','on hop off tour stop two ',false
69059,'NN','tour','tour',1,'pobj','hop off bus stop two blocks ',false
69060,'VB','stop','stop',1,'ROOT','off bus tour two blocks away ',false
69061,'CD','#crd#','two',1,'num','bus tour stop blocks away . ',false
69062,'NNS','block','blocks',1,'dobj','tour stop two away . ',false
69063,'RB','away','away',1,'advmod','stop two blocks . ',false
69064,'.','.','.',0,'punct','two blocks away ',false
69065,'RB','conviently','conviently',1,'advmod','located to Rue ',false
69066,'VBN','locate','located',1,'ROOT','conviently to Rue Saint ',false
69067,'IN','to','to',1,'prep','conviently located Rue Saint Denis ',false
69068,'NNP','rue','Rue',1,'nn','conviently located to Saint Denis which ',false
69069,'NNP','saint','Saint',1,'nn','located to Rue Denis which has ',false
69070,'NNP','denis','Denis',1,'pobj','to Rue Saint which has more ',false
69071,'WDT','which','which',1,'nsubj','Rue Saint Denis has more restaurants ',false
69072,'VBZ','have','has',1,'rcmod','Saint Denis which more restaurants and ',false
69073,'JJR','more','more',1,'amod','Denis which has restaurants and bars ',false
69074,'NNS','restaurant','restaurants',1,'dobj','which has more and bars . ',false
69075,'CC','and','and',1,'cc','has more restaurants bars . ',false
69076,'NNS','bar','bars',1,'conj','more restaurants and . ',false
69077,'.','.','.',0,'punct','restaurants and bars ',false
69078,'CC','and','and',1,'cc','gym in hotel ',false
69079,'NN','gym','gym',1,'ROOT','and in hotel . ',false
69080,'IN','in','in',1,'prep','and gym hotel . ',false
69081,'NN','hotel','hotel',1,'pobj','and gym in . ',false
69082,'.','.','.',0,'punct','gym in hotel ',false
69083,'IN','on','on',1,'ROOT','the corner for ',false
69084,'DT','the','the',1,'det','on corner for easy ',false
69085,'NN','corner','corner',1,'pobj','on the for easy access ',false
69086,'IN','for','for',1,'dep','on the corner easy access cash ',false
69087,'JJ','easy','easy',1,'amod','the corner for access cash . ',false
69088,'NN','access','access',1,'nn','corner for easy cash . ',false
69089,'NN','cash','cash',1,'pobj','for easy access . ',false
69090,'.','.','.',0,'punct','easy access cash ',false
69091,'DT','the','The',1,'det','rooms had lovely ',false
69092,'NNS','room','rooms',1,'nsubj','The had lovely views ',false
69093,'VBD','have','had',1,'ROOT','The rooms lovely views of ',false
69094,'JJ','lovely','lovely',1,'amod','The rooms had views of the ',false
69095,'NNS','view','views',1,'dobj','rooms had lovely of the city ',false
69096,'IN','of','of',1,'prep','had lovely views the city but ',false
69097,'DT','the','the',1,'det','lovely views of city but I ',false
69098,'NN','city','city',1,'pobj','views of the but I felt ',false
69099,'CC','but','but',1,'cc','of the city I felt the ',false
69100,'PRP','i','I',1,'nsubj','the city but felt the Rooms ',false
69101,'VBD','feel','felt',1,'conj','city but I the Rooms themselves ',false
69102,'DT','the','the',1,'det','but I felt Rooms themselves are ',false
69103,'NNS','room','Rooms',1,'dobj','I felt the themselves are becoming ',false
69104,'PRP','themselves','themselves',1,'nsubj','felt the Rooms are becoming a ',false
69105,'VBP','be','are',1,'aux','the Rooms themselves becoming a bit ',false
69106,'VBG','become','becoming',1,'dep','Rooms themselves are a bit dated ',false
69107,'DT','a','a',1,'det','themselves are becoming bit dated , ',false
69108,'NN','bit','bit',1,'nsubj','are becoming a dated , furniture ',false
69109,'JJ','dated','dated',1,'amod','becoming a bit , furniture is ',false
69110,',',',',',',0,'punct','a bit dated furniture is in ',false
69111,'NN','furniture','furniture',1,'conj','bit dated , is in ok ',false
69112,'VBZ','be','is',1,'ccomp','dated , furniture in ok condition ',false
69113,'IN','in','in',1,'prep',', furniture is ok condition air ',false
69114,'UH','ok','ok',1,'dep','furniture is in condition air vents ',false
69115,'NN','condition','condition',1,'nn','is in ok air vents could ',false
69116,'NN','air','air',1,'nn','in ok condition vents could be ',false
69117,'NNS','vent','vents',1,'nsubj','ok condition air could be cleansed ',false
69118,'MD','could','could',1,'aux','condition air vents be cleansed bathrooms ',false
69119,'VB','be','be',1,'auxpass','air vents could cleansed bathrooms updated ',false
69120,'VBN','cleanse','cleansed',1,'rcmod','vents could be bathrooms updated it?fs ',false
69121,'NNS','bathroom','bathrooms',1,'nsubj','could be cleansed updated it?fs like ',false
69122,'VBN','update','updated',1,'ccomp','be cleansed bathrooms it?fs like an ',false
69123,'NNS','it?fs','it?fs',1,'dobj','cleansed bathrooms updated like an holiday ',false
69124,'IN','like','like',1,'prep','bathrooms updated it?fs an holiday inn ',false
69125,'DT','an','an',1,'det','updated it?fs like holiday inn from ',false
69126,'NN','holiday','holiday',1,'nn','it?fs like an inn from the ',false
69127,'NN','inn','inn',1,'pobj','like an holiday from the 90?fs ',false
69128,'IN','from','from',1,'prep','an holiday inn the 90?fs and ',false
69129,'DT','the','the',1,'det','holiday inn from 90?fs and all ',false
69130,'NNS','0?fs','90?fs',1,'pobj','inn from the and all the ',false
69131,'CC','and','and',1,'cc','from the 90?fs all the electrical ',false
69132,'PDT','all','all',1,'predet','the 90?fs and the electrical outlets ',false
69133,'DT','the','the',1,'det','90?fs and all electrical outlets were ',false
69134,'JJ','electrical','electrical',1,'amod','and all the outlets were loose ',false
69135,'NNS','outlet','outlets',1,'nsubj','all the electrical were loose fitting ',false
69136,'VBD','be','were',1,'cop','the electrical outlets loose fitting . ',false
69137,'JJ','loose','loose',1,'amod','electrical outlets were fitting . ',false
69138,'NN','fitting','fitting',1,'conj','outlets were loose . ',false
69139,'.','.','.',0,'punct','were loose fitting ',false
69140,'DT','the','The',1,'det','restaurants ambience is ',false
69141,'NNS','restaurant','restaurants',1,'nn','The ambience is ok ',false
