@relation Lage-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
214856,'NN','location','location',1,'nsubj','good in Alexanderplatz small ',false
214857,'IN','in','in',1,'prep','good location Alexanderplatz small but ',false
214858,'NNP','alexanderplatz','Alexanderplatz',1,'nn','good location in small but spacious ',false
214859,'JJ','small','small',1,'amod','location in Alexanderplatz but spacious room ',false
214860,'CC','but','but',1,'cc','in Alexanderplatz small spacious room very ',false
214861,'JJ','spacious','spacious',1,'conj','Alexanderplatz small but room very clean ',false
214862,'NN','room','room',1,'pobj','small but spacious very clean self ',false
214863,'RB','very','very',1,'advmod','but spacious room clean self check ',false
214864,'JJ','clean','clean',1,'amod','spacious room very self check - ',false
214865,'NN','self','self',1,'nn','room very clean check - out ',false
214866,'NN','check','check',1,'dep','very clean self - out . ',false
214867,'HYPH','-','-',0,'amod','clean self check out . ',false
214868,'NN','out','out',1,'ROOT','self check - . ',false
214869,'.','.','.',0,'punct','check - out ',false
214870,'NN','reception','reception',1,'ROOT','a bit busy ',false
214871,'DT','a','a',1,'det','reception bit busy at ',false
214872,'NN','bit','bit',1,'dep','reception a busy at check ',false
214873,'JJ','busy','busy',1,'dep','reception a bit at check - ',false
214874,'IN','at','at',1,'prep','a bit busy check - in ',false
214875,'NN','check','check',1,'pobj','bit busy at - in ',false
214876,'HYPH','-','-',0,'dep','busy at check in ',false
214877,'NN','in','in',1,'dep','at check - ',false
215528,'VB','pay','Pay',1,'ROOT','attention to the ',false
215529,'NN','attention','attention',1,'dobj','Pay to the room ',false
215530,'IN','to','to',1,'prep','Pay attention the room photos ',false
215531,'DT','the','the',1,'det','Pay attention to room photos . ',false
215532,'NN','room','room',1,'nn','attention to the photos . ',false
215533,'NNS','photo','photos',1,'pobj','to the room . ',false
215534,'.','.','.',0,'punct','the room photos ',false
215535,'NNP','location','Location',1,'nsubj','is perfect . ',false
215536,'VBZ','be','is',1,'cop','Location perfect . ',false
215537,'JJ','perfect','perfect',1,'ROOT','Location is . ',false
215538,'.','.','.',0,'punct','Location is perfect ',false
215539,'RB','only','Only',1,'advmod','curtain separates bathroom ',false
215540,'NN','curtain','curtain',1,'nn','Only separates bathroom from ',false
215541,'NNS','separate','separates',1,'nn','Only curtain bathroom from living ',false
215542,'NN','bathroom','bathroom',1,'ROOT','Only curtain separates from living space ',false
215543,'IN','from','from',1,'prep','curtain separates bathroom living space . ',false
215544,'VBG','live','living',1,'pcomp','separates bathroom from space . ',false
215545,'NN','space','space',1,'dobj','bathroom from living . ',false
215546,'.','.','.',0,'punct','from living space ',false
215547,'JJ','poor','Poor',1,'amod','noise isolation for ',false
215548,'NN','noise','noise',1,'nn','Poor isolation for bathroom ',false
215549,'NN','isolation','isolation',1,'ROOT','Poor noise for bathroom / ',false
215550,'IN','for','for',1,'prep','Poor noise isolation bathroom / toilet ',false
215551,'NN','bathroom','bathroom',1,'nn','noise isolation for / toilet . ',false
215552,'SYM','/','/',0,'dep','isolation for bathroom toilet . ',false
215553,'NN','toilet','toilet',1,'pobj','for bathroom / . ',false
215554,'.','.','.',0,'punct','bathroom / toilet ',false
215555,'NNP','room','Room',1,'nsubj','was advertise as ',false
215556,'VBD','be','was',1,'cop','Room advertise as  ',false
215557,'VBP','advertise','advertise',1,'ROOT','Room was as  with ',false
215558,'IN','as','as',1,'mark','Room was advertise  with view ',false
215559,'``','','',0,'punct','was advertise as with view on ',false
215560,'IN','with','with',1,'prep','advertise as  view on tv ',false
215561,'NN','view','view',1,'pobj','as  with on tv tower ',false
215562,'IN','on','on',1,'prep',' with view tv tower  ',false
215563,'NN','tv','tv',1,'nn','with view on tower  , ',false
215564,'NN','tower','tower',1,'pobj','view on tv  , yet ',false
215565,'','','',0,'punct','on tv tower , yet on ',false
215566,',',',',',',0,'punct','tv tower  yet on 9th ',false
215567,'CC','yet','yet',1,'cc','tower  , on 9th floor ',false
215568,'IN','on','on',1,'prep',' , yet 9th floor view ',false
215569,'JJ','#ord#','9th',1,'amod',', yet on floor view was ',false
215570,'NN','floor','floor',1,'nn','yet on 9th view was significantly ',false
215571,'NN','view','view',1,'pobj','on 9th floor was significantly blocked ',false
215572,'VBD','be','was',1,'auxpass','9th floor view significantly blocked by ',false
215573,'RB','significantly','significantly',1,'advmod','floor view was blocked by the ',false
215574,'VBN','block','blocked',1,'advcl','view was significantly by the other ',false
215575,'IN','by','by',1,'prep','was significantly blocked the other building ',false
215576,'DT','the','the',1,'det','significantly blocked by other building . ',false
215577,'JJ','other','other',1,'amod','blocked by the building . ',false
215578,'NN','building','building',1,'pobj','by the other . ',false
215579,'.','.','.',0,'punct','the other building ',false
216160,'NNP','city','City',1,'nn','break . ',false
216161,'NN','break','break',1,'ROOT','City . ',false
216162,'.','.','.',0,'punct','City break ',false
216163,'JJS','tall','Tallest',1,'amod','hotel in Berlin ',false
216164,'NN','hotel','hotel',1,'nsubj','Tallest in Berlin gave ',false
216165,'IN','in','in',1,'prep','Tallest hotel Berlin gave fantastic ',false
216166,'NNP','berlin','Berlin',1,'pobj','Tallest hotel in gave fantastic views ',false
216167,'VBD','give','gave',1,'ROOT','hotel in Berlin fantastic views of ',false
216168,'JJ','fantastic','fantastic',1,'amod','in Berlin gave views of the ',false
216169,'NNS','view','views',1,'dobj','Berlin gave fantastic of the city ',false
216170,'IN','of','of',1,'prep','gave fantastic views the city . ',false
216171,'DT','the','the',1,'det','fantastic views of city . ',false
216172,'NN','city','city',1,'pobj','views of the . ',false
216173,'.','.','.',0,'punct','of the city ',false
216174,'JJ','great','Great',1,'amod','central location near ',false
216175,'JJ','central','central',1,'amod','Great location near all ',false
216176,'NN','location','location',1,'ROOT','Great central near all transport ',false
216177,'IN','near','near',1,'prep','Great central location all transport . ',false
216178,'DT','all','all',1,'det','central location near transport . ',false
216179,'NN','transport','transport',1,'pobj','location near all . ',false
216180,'.','.','.',0,'punct','near all transport ',false
216181,'VBD','have','Had',1,'aux','a viewing platform ',false
216182,'DT','a','a',1,'det','Had viewing platform to ',false
216183,'NN','viewing','viewing',1,'nn','Had a platform to . ',false
216184,'NN','platform','platform',1,'measure','Had a viewing to . ',false
216185,'IN','to','to',1,'ROOT','a viewing platform . ',false
216186,'.','.','.',0,'punct','viewing platform to ',false
216187,'DT','no','No',1,'det','kettle in the ',false
216188,'NN','kettle','kettle',1,'ROOT','No in the room ',false
216189,'IN','in','in',1,'prep','No kettle the room ',false
216190,'DT','the','the',1,'det','No kettle in room ',false
216191,'NN','room','room',1,'pobj','kettle in the ',false
218192,'JJ','good','Good',1,'amod','location and value ',false
218193,'NN','location','location',1,'ROOT','Good and value for ',false
218194,'CC','and','and',1,'cc','Good location value for money ',false
218195,'NN','value','value',1,'conj','Good location and for money . ',false
218196,'IN','for','for',1,'prep','location and value money . ',false
218197,'NN','money','money',1,'pobj','and value for . ',false
218198,'.','.','.',0,'punct','value for money ',false
218199,'JJ','great','Great',1,'amod','location in alexandraplatz ',false
218200,'NN','location','location',1,'ROOT','Great in alexandraplatz , ',false
218201,'IN','in','in',1,'prep','Great location alexandraplatz , right ',false
218202,'NNP','alexandraplatz','alexandraplatz',1,'pobj','Great location in , right next ',false
218203,',',',',',',0,'punct','location in alexandraplatz right next to ',false
218204,'RB','right','right',1,'advmod','in alexandraplatz , next to the ',false
218205,'RB','next','next',1,'advmod','alexandraplatz , right to the underground ',false
218206,'IN','to','to',1,'dep',', right next the underground and ',false
218207,'DT','the','the',1,'det','right next to underground and main ',false
218208,'JJ','underground','underground',1,'amod','next to the and main station ',false
218209,'CC','and','and',1,'cc','to the underground main station , ',false
218210,'JJ','main','main',1,'conj','the underground and station , right ',false
218211,'NN','station','station',1,'pobj','underground and main , right next ',false
218212,',',',',',',0,'punct','and main station right next to ',false
218213,'RB','right','right',1,'advmod','main station , next to big ',false
218214,'RB','next','next',1,'advmod','station , right to big shopping ',false
218215,'IN','to','to',1,'dep',', right next big shopping mall ',false
218216,'JJ','big','big',1,'amod','right next to shopping mall with ',false
218217,'NN','shopping','shopping',1,'nn','next to big mall with lots ',false
218218,'NN','mall','mall',1,'pobj','to big shopping with lots of ',false
218219,'IN','with','with',1,'prep','big shopping mall lots of restaurants ',false
218220,'NNS','lot','lots',1,'pobj','shopping mall with of restaurants and ',false
218221,'IN','of','of',1,'prep','mall with lots restaurants and close ',false
218222,'NNS','restaurant','restaurants',1,'pobj','with lots of and close to ',false
218223,'CC','and','and',1,'cc','lots of restaurants close to two ',false
218224,'RB','close','close',1,'conj','of restaurants and to two Christmas ',false
218225,'IN','to','to',1,'prep','restaurants and close two Christmas markets ',false
218226,'CD','#crd#','two',1,'num','and close to Christmas markets and ',false
218227,'NNP','christmas','Christmas',1,'nn','close to two markets and third ',false
218228,'NNS','market','markets',1,'pobj','to two Christmas and third Xmas ',false
218229,'CC','and','and',1,'cc','two Christmas markets third Xmas market ',false
218230,'JJ','#ord#','third',1,'amod','Christmas markets and Xmas market only ',false
218231,'NNP','xmas','Xmas',1,'nn','markets and third market only 10min ',false
218232,'NN','market','market',1,'conj','and third Xmas only 10min walk ',false
218233,'RB','only','only',1,'advmod','third Xmas market 10min walk from ',false
218234,'MD','0min','10min',1,'aux','Xmas market only walk from . ',false
218235,'VB','walk','walk',1,'dep','market only 10min from . ',false
218236,'IN','from','from',1,'prep','only 10min walk . ',false
218237,'.','.','.',0,'punct','10min walk from ',false
218238,'DT','the','The',1,'det','hop on hop ',false
218239,'NN','hop','hop',1,'nsubj','The on hop off ',false
218240,'IN','on','on',1,'prep','The hop hop off tour ',false
218241,'NN','hop','hop',1,'pobj','The hop on off tour also ',false
218242,'IN','off','off',1,'prep','hop on hop tour also stops ',false
218243,'NN','tour','tour',1,'pobj','on hop off also stops outside ',false
218244,'RB','also','also',1,'advmod','hop off tour stops outside which ',false
218245,'VBZ','stop','stops',1,'ROOT','off tour also outside which is ',false
218246,'IN','outside','outside',1,'rel','tour also stops which is handy ',false
218247,'WDT','which','which',1,'pobj','also stops outside is handy if ',false
218248,'VBZ','be','is',1,'cop','stops outside which handy if you ',false
218249,'JJ','handy','handy',1,'dobj','outside which is if you use ',false
218250,'IN','if','if',1,'mark','which is handy you use that ',false
218251,'PRP','you','you',1,'nsubj','is handy if use that . ',false
218252,'VBP','use','use',1,'advcl','handy if you that . ',false
218253,'DT','that','that',1,'dobj','if you use . ',false
218254,'.','.','.',0,'punct','you use that ',false
218255,'DT','the','The',1,'det','room was quiet ',false
218256,'NN','room','room',1,'nsubj','The was quiet we ',false
218257,'VBD','be','was',1,'cop','The room quiet we were ',false
218258,'JJ','quiet','quiet',1,'ccomp','The room was we were on ',false
218259,'PRP','we','we',1,'nsubj','room was quiet were on floor ',false
218260,'VBD','be','were',1,'ccomp','was quiet we on floor 17 ',false
218261,'IN','on','on',1,'prep','quiet we were floor 17 , ',false
218262,'NN','floor','floor',1,'pobj','we were on 17 , great ',false
218263,'CD','0','17',0,'num','were on floor , great views ',false
218264,',',',',',',0,'punct','on floor 17 great views of ',false
218265,'JJ','great','great',1,'amod','floor 17 , views of the ',false
218266,'NNS','view','views',1,'ROOT','17 , great of the city ',false
218267,'IN','of','of',1,'prep',', great views the city . ',false
218268,'DT','the','the',1,'det','great views of city . ',false
218269,'NN','city','city',1,'pobj','views of the . ',false
218270,'.','.','.',0,'punct','of the city ',false
218271,'DT','the','The',1,'det','room was sufficient ',false
218272,'NN','room','room',1,'nsubj','The was sufficient for ',false
218273,'VBD','be','was',1,'cop','The room sufficient for what ',false
218274,'JJ','sufficient','sufficient',1,'ccomp','The room was for what we ',false
218275,'IN','for','for',1,'prep','room was sufficient what we needed ',false
218276,'WP','what','what',1,'dobj','was sufficient for we needed , ',false
218277,'PRP','we','we',1,'nsubj','sufficient for what needed , it ',false
218278,'VBD','need','needed',1,'pcomp','for what we , it was ',false
218279,',',',',',',0,'punct','what we needed it was fairly ',false
218280,'PRP','it','it',1,'nsubj','we needed , was fairly modernised ',false
218281,'VBD','be','was',1,'cop','needed , it fairly modernised and ',false
218282,'RB','fairly','fairly',1,'advmod',', it was modernised and adequate ',false
218283,'JJ','modernised','modernised',1,'ROOT','it was fairly and adequate in ',false
218284,'CC','and','and',1,'cc','was fairly modernised adequate in size ',false
218285,'JJ','adequate','adequate',1,'conj','fairly modernised and in size for ',false
218286,'IN','in','in',1,'prep','modernised and adequate size for two ',false
218287,'NN','size','size',1,'pobj','and adequate in for two people ',false
218288,'IN','for','for',1,'prep','adequate in size two people . ',false
218289,'CD','#crd#','two',1,'num','in size for people . ',false
218290,'NNS','people','people',1,'pobj','size for two . ',false
218291,'.','.','.',0,'punct','for two people ',false
218292,'JJ','good','Good',1,'amod','price 4 nights ',false
218293,'NN','price','price',1,'ROOT','Good 4 nights for ',false
218294,'CD','0','4',0,'num','Good price nights for ??280 ',false
218295,'NNS','night','nights',1,'dep','Good price 4 for ??280 . ',false
218296,'IN','for','for',1,'prep','price 4 nights ??280 . ',false
218297,'NN','??0','??280',0,'pobj','4 nights for . ',false
218298,'.','.','.',0,'punct','nights for ??280 ',false
218299,'RB','overall','Overall',1,'advmod','location was the ',false
218300,'NN','location','location',1,'nsubj','Overall was the highlight ',false
218301,'VBD','be','was',1,'cop','Overall location the highlight of ',false
218302,'DT','the','the',1,'det','Overall location was highlight of staying ',false
218303,'NN','highlight','highlight',1,'ROOT','location was the of staying here ',false
218304,'IN','of','of',1,'prep','was the highlight staying here easy ',false
218305,'VBG','stay','staying',1,'pcomp','the highlight of here easy to ',false
218306,'RB','here','here',1,'advmod','highlight of staying easy to get ',false
218307,'JJ','easy','easy',1,'conj','of staying here to get to ',false
218308,'TO','to','to',1,'aux','staying here easy get to places ',false
218309,'VB','get','get',1,'xcomp','here easy to to places and ',false
218310,'IN','to','to',1,'prep','easy to get places and get ',false
218311,'NNS','place','places',1,'pobj','to get to and get back ',false
218312,'CC','and','and',1,'cc','get to places get back to ',false
218313,'VB','get','get',1,'conj','to places and back to . ',false
218314,'RB','back','back',1,'advmod','places and get to . ',false
218315,'IN','to','to',1,'dep','and get back . ',false
218316,'.','.','.',0,'punct','get back to ',false
218317,'NNP','didn?ft','Didn?ft',1,'nsubj','get any food ',false
218318,'VB','get','get',1,'ROOT','Didn?ft any food in ',false
218319,'DT','any','any',1,'det','Didn?ft get food in the ',false
218320,'NN','food','food',1,'dobj','Didn?ft get any in the hotel ',false
218321,'IN','in','in',1,'prep','get any food the hotel as ',false
218322,'DT','the','the',1,'det','any food in hotel as ate ',false
218323,'NN','hotel','hotel',1,'pobj','food in the as ate out ',false
218324,'IN','as','as',1,'mark','in the hotel ate out the ',false
218325,'VBD','eat','ate',1,'advcl','the hotel as out the rest ',false
218326,'RP','out','out',1,'prt','hotel as ate the rest of ',false
218327,'DT','the','the',1,'det','as ate out rest of the ',false
218328,'NN','rest','rest',1,'dobj','ate out the of the time ',false
218329,'IN','of','of',1,'prep','out the rest the time . ',false
218330,'DT','the','the',1,'det','the rest of time . ',false
218331,'NN','time','time',1,'pobj','rest of the . ',false
218332,'.','.','.',0,'punct','of the time ',false
218333,'DT','the','The',1,'det','beds were uncomfortable ',false
218334,'NNS','bed','beds',1,'nsubj','The were uncomfortable , ',false
218335,'VBD','be','were',1,'cop','The beds uncomfortable , it ',false
218336,'JJ','uncomfortable','uncomfortable',1,'ccomp','The beds were , it probably ',false
218337,',',',',',',0,'punct','beds were uncomfortable it probably wouldn?ft ',false
218338,'PRP','it','it',1,'nsubj','were uncomfortable , probably wouldn?ft put ',false
218339,'RB','probably','probably',1,'advmod','uncomfortable , it wouldn?ft put me ',false
218340,'VBD','wouldn?ft','wouldn?ft',1,'ROOT',', it probably put me Off ',false
218341,'VBD','put','put',1,'dep','it probably wouldn?ft me Off staying ',false
218342,'PRP','me','me',1,'dobj','probably wouldn?ft put Off staying there ',false
218343,'IN','off','Off',1,'prep','wouldn?ft put me staying there again ',false
218344,'VBG','stay','staying',1,'pcomp','put me Off there again though ',false
218345,'RB','there','there',1,'advmod','me Off staying again though , ',false
218346,'RB','again','again',1,'advmod','Off staying there though , but ',false
218347,'RB','though','though',1,'advmod','staying there again , but they ',false
218348,',',',',',',0,'punct','there again though but they could ',false
218349,'CC','but','but',1,'cc','again though , they could go ',false
218350,'PRP','they','they',1,'nsubj','though , but could go with ',false
218351,'MD','could','could',1,'aux',', but they go with improving ',false
218352,'VB','go','go',1,'conj','but they could with improving . ',false
218353,'IN','with','with',1,'prep','they could go improving . ',false
218354,'VBG','improve','improving',1,'pcomp','could go with . ',false
218355,'.','.','.',0,'punct','go with improving ',false
218356,'PRP','we','We',1,'nsubj','were in standard ',false
218357,'VBD','be','were',1,'ROOT','We in standard room ',false
218358,'IN','in','in',1,'prep','We were standard room , ',false
218359,'JJ','standard','standard',1,'amod','We were in room , no ',false
218360,'NN','room','room',1,'pobj','were in standard , no facilities ',false
218361,',',',',',',0,'punct','in standard room no facilities to ',false
218362,'DT','no','no',1,'det','standard room , facilities to make ',false
218363,'NNS','facility','facilities',1,'nsubj','room , no to make a ',false
218364,'TO','to','to',1,'aux',', no facilities make a cup ',false
218365,'VB','make','make',1,'infmod','no facilities to a cup of ',false
218366,'DT','a','a',1,'det','facilities to make cup of tea ',false
218367,'NN','cup','cup',1,'dobj','to make a of tea but ',false
218368,'IN','of','of',1,'prep','make a cup tea but there ',false
218369,'NN','tea','tea',1,'pobj','a cup of but there was ',false
218370,'CC','but','but',1,'cc','cup of tea there was for ',false
218371,'EX','there','there',1,'expl','of tea but was for coffee ',false
218372,'VBD','be','was',1,'conj','tea but there for coffee . ',false
218373,'IN','for','for',1,'prep','but there was coffee . ',false
218374,'NN','coffee','coffee',1,'pobj','there was for . ',false
218375,'.','.','.',0,'punct','was for coffee ',false
220116,'JJ','enjoyable','Enjoyable',1,'ROOT','. ',false
220117,'.','.','.',0,'punct','Enjoyable ',false
220118,'DT','the','The',1,'det','staff are very ',false
220119,'NN','staff','staff',1,'nsubj','The are very friendly ',false
220120,'VBP','be','are',1,'cop','The staff very friendly and ',false
220121,'RB','very','very',1,'advmod','The staff are friendly and helpful ',false
220122,'JJ','friendly','friendly',1,'ccomp','staff are very and helpful , ',false
220123,'CC','and','and',1,'cc','are very friendly helpful , our ',false
220124,'JJ','helpful','helpful',1,'conj','very friendly and , our room ',false
220125,',',',',',',0,'punct','friendly and helpful our room was ',false
220126,'PRP$','our','our',1,'poss','and helpful , room was comfortable ',false
220127,'NN','room','room',1,'nsubj','helpful , our was comfortable and ',false
220128,'VBD','be','was',1,'cop',', our room comfortable and very ',false
220129,'JJ','comfortable','comfortable',1,'ROOT','our room was and very clean ',false
220130,'CC','and','and',1,'cc','room was comfortable very clean with ',false
220131,'RB','very','very',1,'advmod','was comfortable and clean with a ',false
220132,'JJ','clean','clean',1,'conj','comfortable and very with a powerful ',false
220133,'IN','with','with',1,'prep','and very clean a powerful shower ',false
220134,'DT','a','a',1,'det','very clean with powerful shower . ',false
220135,'JJ','powerful','powerful',1,'amod','clean with a shower . ',false
220136,'NN','shower','shower',1,'pobj','with a powerful . ',false
220137,'.','.','.',0,'punct','a powerful shower ',false
220138,'DT','the','The',1,'det','hotel is located ',false
220139,'NN','hotel','hotel',1,'nsubjpass','The is located in ',false
220140,'VBZ','be','is',1,'auxpass','The hotel located in a ',false
220141,'VBN','locate','located',1,'ROOT','The hotel is in a perfect ',false
220142,'IN','in','in',1,'prep','hotel is located a perfect location ',false
220143,'DT','a','a',1,'det','is located in perfect location for ',false
220144,'JJ','perfect','perfect',1,'amod','located in a location for a ',false
220145,'NN','location','location',1,'pobj','in a perfect for a weekend ',false
220146,'IN','for','for',1,'prep','a perfect location a weekend break ',false
220147,'DT','a','a',1,'det','perfect location for weekend break and ',false
220148,'NN','weekend','weekend',1,'nn','location for a break and good ',false
220149,'NN','break','break',1,'pobj','for a weekend and good value ',false
220150,'CC','and','and',1,'cc','a weekend break good value for ',false
220151,'JJ','good','good',1,'amod','weekend break and value for money ',false
220152,'NN','value','value',1,'conj','break and good for money . ',false
220153,'IN','for','for',1,'prep','and good value money . ',false
220154,'NN','money','money',1,'pobj','good value for . ',false
220155,'.','.','.',0,'punct','value for money ',false
220156,'VBP','thank','Thank',1,'ROOT','you . ',false
220157,'PRP','you','you',1,'dobj','Thank . ',false
220158,'.','.','.',0,'punct','Thank you ',false
220159,'DT','the','The',1,'det','shower tray had ',false
220160,'NN','shower','shower',1,'nn','The tray had a ',false
220161,'NN','tray','tray',1,'nsubj','The shower had a black ',false
220162,'VBD','have','had',1,'ROOT','The shower tray a black mould ',false
220163,'DT','a','a',1,'det','shower tray had black mould growing ',false
220164,'JJ','black','black',1,'amod','tray had a mould growing around ',false
220165,'NN','mould','mould',1,'dobj','had a black growing around the ',false
220166,'VBG','grow','growing',1,'partmod','a black mould around the base ',false
220167,'IN','around','around',1,'prep','black mould growing the base , ',false
220168,'DT','the','the',1,'det','mould growing around base , that ',false
220169,'NN','base','base',1,'pobj','growing around the , that gave ',false
220170,',',',',',',0,'punct','around the base that gave off ',false
220171,'WDT','that','that',1,'nsubj','the base , gave off a ',false
220172,'VBD','give','gave',1,'rcmod','base , that off a strong ',false
220173,'RP','off','off',1,'prt',', that gave a strong damp ',false
220174,'DT','a','a',1,'det','that gave off strong damp smell ',false
220175,'JJ','strong','strong',1,'amod','gave off a damp smell when ',false
220176,'JJ','damp','damp',1,'amod','off a strong smell when we ',false
220177,'NN','smell','smell',1,'dobj','a strong damp when we used ',false
220178,'WRB','when','when',1,'advmod','strong damp smell we used the ',false
220179,'PRP','we','we',1,'nsubj','damp smell when used the shower ',false
220180,'VBD','use','used',1,'advcl','smell when we the shower . ',false
220181,'DT','the','the',1,'det','when we used shower . ',false
220182,'NN','shower','shower',1,'dobj','we used the . ',false
220183,'.','.','.',0,'punct','used the shower ',false
220184,'DT','this','This',1,'nsubj','was the only ',false
220185,'VBD','be','was',1,'cop','This the only negative ',false
220186,'DT','the','the',1,'det','This was only negative during ',false
220187,'JJ','only','only',1,'amod','This was the negative during our ',false
220188,'NN','negative','negative',1,'ROOT','was the only during our stay ',false
220189,'IN','during','during',1,'prep','the only negative our stay , ',false
220190,'PRP$','our','our',1,'poss','only negative during stay , everything ',false
220191,'NN','stay','stay',1,'pobj','negative during our , everything else ',false
220192,',',',',',',0,'punct','during our stay everything else worked ',false
220193,'NN','everything','everything',1,'nsubj','our stay , else worked perfectly ',false
220194,'RB','else','else',1,'advmod','stay , everything worked perfectly . ',false
220195,'VBD','work','worked',1,'rcmod',', everything else perfectly . ',false
220196,'RB','perfectly','perfectly',1,'advmod','everything else worked . ',false
220197,'.','.','.',0,'punct','else worked perfectly ',false
220918,'JJ','good','good',1,'ROOT','for short stay ',false
220919,'IN','for','for',1,'prep','good short stay . ',false
220920,'JJ','short','short',1,'amod','good for stay . ',false
220921,'NN','stay','stay',1,'pobj','good for short . ',false
220922,'.','.','.',0,'punct','for short stay ',false
220923,'RB','very','very',1,'advmod','tiny pillows would ',false
220924,'JJ','tiny','tiny',1,'amod','very pillows would like ',false
220925,'NNS','pillow','pillows',1,'nsubj','very tiny would like to ',false
220926,'MD','would','would',1,'aux','very tiny pillows like to see ',false
220927,'VB','like','like',1,'ROOT','tiny pillows would to see few ',false
220928,'TO','to','to',1,'aux','pillows would like see few boxes ',false
220929,'VB','see','see',1,'xcomp','would like to few boxes / ',false
220930,'JJ','few','few',1,'amod','like to see boxes / bureau ',false
220931,'NNS','box','boxes',1,'dobj','to see few / bureau , ',false
220932,'SYM','/','/',0,'dep','see few boxes bureau , not ',false
220933,'NN','bureau','bureau',1,'dep','few boxes / , not open ',false
220934,',',',',',',0,'punct','boxes / bureau not open rack ',false
220935,'RB','not','not',1,'neg','/ bureau , open rack and ',false
220936,'JJ','open','open',1,'amod','bureau , not rack and horiz ',false
220937,'NN','rack','rack',1,'dep',', not open and horiz . ',false
220938,'CC','and','and',1,'cc','not open rack horiz . ',false
220939,'NN','horiz','horiz',1,'conj','open rack and . ',false
220940,'.','.','.',0,'punct','rack and horiz ',false
220941,'NN','bar','bar',1,'nn','glasses at table ',false
220942,'NNS','glass','glasses',1,'nsubjpass','bar at table are ',false
220943,'IN','at','at',1,'prep','bar glasses table are hit ',false
220944,'NN','table','table',1,'pobj','bar glasses at are hit by ',false
220945,'VBP','be','are',1,'auxpass','glasses at table hit by curtains ',false
220946,'VBN','hit','hit',1,'ROOT','at table are by curtains ',false
220947,'IN','by','by',1,'prep','table are hit curtains ',false
220948,'NNS','curtain','curtains',1,'pobj','are hit by ',false
221604,'JJ','excellent','Excellent',1,'ROOT','. ',false
221605,'.','.','.',0,'punct','Excellent ',false
221606,'DT','the','The',1,'det','hotel was centrally ',false
221607,'NN','hotel','hotel',1,'nsubjpass','The was centrally located ',false
221608,'VBD','be','was',1,'auxpass','The hotel centrally located , ',false
221609,'RB','centrally','centrally',1,'advmod','The hotel was located , it ',false
221610,'VBN','locate','located',1,'ROOT','hotel was centrally , it was ',false
221611,',',',',',',0,'punct','was centrally located it was great ',false
221612,'PRP','it','it',1,'nsubj','centrally located , was great for ',false
221613,'VBD','be','was',1,'cop','located , it great for transport ',false
221614,'JJ','great','great',1,'parataxis',', it was for transport links ',false
221615,'IN','for','for',1,'dep','it was great transport links and ',false
221616,'NN','transport','transport',1,'nn','was great for links and for ',false
221617,'NNS','link','links',1,'pobj','great for transport and for shopping ',false
221618,'CC','and','and',1,'cc','for transport links for shopping . ',false
221619,'IN','for','for',1,'conj','transport links and shopping . ',false
221620,'NN','shopping','shopping',1,'pobj','links and for . ',false
221621,'.','.','.',0,'punct','and for shopping ',false
221622,'DT','an','An',1,'det','excellent hotel for ',false
221623,'JJ','excellent','excellent',1,'amod','An hotel for Christmas ',false
221624,'NN','hotel','hotel',1,'ROOT','An excellent for Christmas markets ',false
221625,'IN','for','for',1,'prep','An excellent hotel Christmas markets as ',false
221626,'NNP','christmas','Christmas',1,'nn','excellent hotel for markets as it ',false
221627,'NNS','market','markets',1,'pobj','hotel for Christmas as it was ',false
221628,'IN','as','as',1,'mark','for Christmas markets it was literally ',false
221629,'PRP','it','it',1,'nsubj','Christmas markets as was literally at ',false
221630,'VBD','be','was',1,'dep','markets as it literally at its ',false
221631,'RB','literally','literally',1,'advmod','as it was at its front ',false
221632,'IN','at','at',1,'prep','it was literally its front door ',false
221633,'PRP$','its','its',1,'poss','was literally at front door step ',false
221634,'JJ','front','front',1,'amod','literally at its door step ... ',false
221635,'NN','door','door',1,'nn','at its front step ... ',false
221636,'NN','step','step',1,'pobj','its front door ... ',false
221637,'.','..','...',0,'punct','front door step ',false
221638,'IN','with','with',1,'ROOT','no noise complaints ',false
221639,'DT','no','no',1,'det','with noise complaints . ',false
221640,'NN','noise','noise',1,'nn','with no complaints . ',false
221641,'NNS','complaint','complaints',1,'pobj','with no noise . ',false
221642,'.','.','.',0,'punct','no noise complaints ',false
221643,'RB','overall','Overall',1,'advmod',', highly recommended ',false
221644,',',',',',',0,'punct','Overall highly recommended and ',false
221645,'RB','highly','highly',1,'advmod','Overall , recommended and we ',false
221646,'VBN','recommend','recommended',1,'ROOT','Overall , highly and we had ',false
221647,'CC','and','and',1,'cc',', highly recommended we had a ',false
221648,'PRP','we','we',1,'nsubj','highly recommended and had a pleasant ',false
221649,'VBD','have','had',1,'conj','recommended and we a pleasant stay ',false
221650,'DT','a','a',1,'det','and we had pleasant stay . ',false
221651,'JJ','pleasant','pleasant',1,'amod','we had a stay . ',false
221652,'NN','stay','stay',1,'dobj','had a pleasant . ',false
221653,'.','.','.',0,'punct','a pleasant stay ',false
222214,'JJ','great','Great',1,'amod','location and lovely ',false
