@relation OTHER-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
133286,'DT','the','the',1,'det','one night for convenience of the ',false
133287,'NN','convenience','convenience',1,'pobj','night for the of the location ',false
133288,'IN','of','of',1,'prep','for the convenience the location . ',false
133289,'DT','the','the',1,'det','the convenience of location . ',false
133290,'NN','location','location',1,'pobj','convenience of the . ',false
133291,'.','.','.',0,'punct','of the location ',false
135659,'PRP','we','We',1,'nsubj','had enjoyable time ',false
135660,'VBD','have','had',1,'ROOT','We enjoyable time and ',false
135661,'JJ','enjoyable','enjoyable',1,'amod','We had time and just ',false
135662,'NN','time','time',1,'dobj','We had enjoyable and just rolled ',false
135663,'CC','and','and',1,'cc','had enjoyable time just rolled with ',false
135664,'RB','just','just',1,'advmod','enjoyable time and rolled with the ',false
135665,'VBD','roll','rolled',1,'conj','time and just with the punches ',false
135666,'IN','with','with',1,'prep','and just rolled the punches . ',false
135667,'DT','the','the',1,'det','just rolled with punches . ',false
135668,'NNS','punch','punches',1,'pobj','rolled with the . ',false
135669,'.','.','.',0,'punct','with the punches ',false
135670,'JJS','good','Best',1,'amod','friends meeting up ',false
135671,'NNS','friend','friends',1,'nsubj','Best meeting up for ',false
135672,'VBG','meet','meeting',1,'ROOT','Best friends up for a ',false
135673,'RP','up','up',1,'prt','Best friends meeting for a visit ',false
135674,'IN','for','for',1,'prep','friends meeting up a visit . ',false
135675,'DT','a','a',1,'det','meeting up for visit . ',false
135676,'NN','visit','visit',1,'pobj','up for a . ',false
135677,'.','.','.',0,'punct','for a visit ',false
135678,'DT','the','The',1,'det','staff were nice ',false
135679,'NN','staff','staff',1,'nsubj','The were nice . ',false
135680,'VBD','be','were',1,'cop','The staff nice . ',false
135681,'JJ','nice','nice',1,'ROOT','The staff were . ',false
135682,'.','.','.',0,'punct','staff were nice ',false
135683,'JJ','front','Front',1,'amod','desk were welcoming ',false
135684,'NN','desk','desk',1,'nsubj','Front were welcoming and ',false
135685,'VBD','be','were',1,'aux','Front desk welcoming and cleaning ',false
135686,'VBG','welcome','welcoming',1,'ROOT','Front desk were and cleaning staff ',false
135687,'CC','and','and',1,'cc','desk were welcoming cleaning staff courteous ',false
135688,'VBG','clean','cleaning',1,'conj','were welcoming and staff courteous . ',false
135689,'NN','staff','staff',1,'nsubj','welcoming and cleaning courteous . ',false
135690,'JJ','courteous','courteous',1,'ccomp','and cleaning staff . ',false
135691,'.','.','.',0,'punct','cleaning staff courteous ',false
135692,'EX','there','There',1,'expl','was a fire ',false
135693,'VBD','be','was',1,'ROOT','There a fire alarm ',false
135694,'DT','a','a',1,'det','There was fire alarm incident ',false
135695,'NN','fire','fire',1,'nn','There was a alarm incident upon ',false
135696,'NN','alarm','alarm',1,'nn','was a fire incident upon arrival ',false
135697,'NN','incident','incident',1,'nsubj','a fire alarm upon arrival and ',false
135698,'IN','upon','upon',1,'prep','fire alarm incident arrival and a ',false
135699,'NN','arrival','arrival',1,'pobj','alarm incident upon and a nice ',false
135700,'CC','and','and',1,'cc','incident upon arrival a nice woman ',false
135701,'DT','a','a',1,'det','upon arrival and nice woman from ',false
135702,'JJ','nice','nice',1,'amod','arrival and a woman from housekeeping ',false
135703,'NN','woman','woman',1,'conj','and a nice from housekeeping made ',false
135704,'IN','from','from',1,'prep','a nice woman housekeeping made sure ',false
135705,'VBG','housekeep','housekeeping',1,'auxpass','nice woman from made sure I ',false
135706,'VBN','make','made',1,'pcomp','woman from housekeeping sure I was ',false
135707,'JJ','sure','sure',1,'dep','from housekeeping made I was to ',false
135708,'PRP','i','I',1,'nsubj','housekeeping made sure was to leave ',false
135709,'VBD','be','was',1,'ccomp','made sure I to leave floor ',false
135710,'TO','to','to',1,'aux','sure I was leave floor and ',false
135711,'VB','leave','leave',1,'xcomp','I was to floor and follow ',false
135712,'NN','floor','floor',1,'dobj','was to leave and follow procedures ',false
135713,'CC','and','and',1,'cc','to leave floor follow procedures to ',false
135714,'VB','follow','follow',1,'conj','leave floor and procedures to exit ',false
135715,'NNS','procedure','procedures',1,'dobj','floor and follow to exit . ',false
135716,'IN','to','to',1,'prep','and follow procedures exit . ',false
135717,'NN','exit','exit',1,'pobj','follow procedures to . ',false
135718,'.','.','.',0,'punct','procedures to exit ',false
135719,'PRP','she','She',1,'nsubj','exited the premises ',false
135720,'VBD','exit','exited',1,'ROOT','She the premises with ',false
135721,'DT','the','the',1,'det','She exited premises with me ',false
135722,'NNS','premise','premises',1,'dobj','She exited the with me . ',false
135723,'IN','with','with',1,'prep','exited the premises me . ',false
135724,'PRP','me','me',1,'pobj','the premises with . ',false
135725,'.','.','.',0,'punct','premises with me ',false
135726,'IN','over','Over',1,'ROOT','and above service ',false
135727,'CC','and','and',1,'cc','Over above service . ',false
135728,'IN','above','above',1,'conj','Over and service . ',false
135729,'NN','service','service',1,'pobj','Over and above . ',false
135730,'.','.','.',0,'punct','and above service ',false
135731,'DT','the','The',1,'det','room was a ',false
135732,'NN','room','room',1,'nsubj','The was a bit ',false
135733,'VBD','be','was',1,'cop','The room a bit tired ',false
135734,'DT','a','a',1,'det','The room was bit tired . ',false
135735,'NN','bit','bit',1,'dep','room was a tired . ',false
135736,'JJ','tired','tired',1,'ROOT','was a bit . ',false
135737,'.','.','.',0,'punct','a bit tired ',false
135738,'PRP','i','I',1,'nsubj','have stayed at ',false
135739,'VBP','have','have',1,'aux','I stayed at this ',false
135740,'VBN','stay','stayed',1,'ROOT','I have at this hotel ',false
135741,'IN','at','at',1,'prep','I have stayed this hotel previously ',false
135742,'DT','this','this',1,'det','have stayed at hotel previously and ',false
135743,'NN','hotel','hotel',1,'pobj','stayed at this previously and the ',false
135744,'RB','previously','previously',1,'advmod','at this hotel and the rooms ',false
135745,'CC','and','and',1,'cc','this hotel previously the rooms were ',false
135746,'DT','the','the',1,'det','hotel previously and rooms were bright ',false
135747,'NNS','room','rooms',1,'nsubj','previously and the were bright and ',false
135748,'VBD','be','were',1,'cop','and the rooms bright and up ',false
135749,'JJ','bright','bright',1,'conj','the rooms were and up to ',false
135750,'CC','and','and',1,'cc','rooms were bright up to date ',false
135751,'IN','up','up',1,'conj','were bright and to date . ',false
135752,'IN','to','to',1,'dep','bright and up date . ',false
135753,'NN','date','date',1,'pobj','and up to . ',false
135754,'.','.','.',0,'punct','up to date ',false
135755,'.','.','.',0,'ROOT','',false
135756,'NN','bathroom','bathroom',1,'nsubj','had mold on ',false
135757,'VBD','have','had',1,'ROOT','bathroom mold on the ',false
135758,'NN','mold','mold',1,'dobj','bathroom had on the ceiling ',false
135759,'IN','on','on',1,'prep','bathroom had mold the ceiling in ',false
135760,'DT','the','the',1,'det','had mold on ceiling in the ',false
135761,'NN','ceiling','ceiling',1,'pobj','mold on the in the bath ',false
135762,'IN','in','in',1,'prep','on the ceiling the bath enclosure ',false
135763,'DT','the','the',1,'det','the ceiling in bath enclosure . ',false
135764,'NN','bath','bath',1,'nn','ceiling in the enclosure . ',false
135765,'NN','enclosure','enclosure',1,'pobj','in the bath . ',false
135766,'.','.','.',0,'punct','the bath enclosure ',false
135767,'DT','the','The',1,'det','dresser was older ',false
135768,'NN','dresser','dresser',1,'nsubj','The was older and ',false
135769,'VBD','be','was',1,'cop','The dresser older and to ',false
135770,'JJR','old','older',1,'ROOT','The dresser was and to ensure ',false
135771,'CC','and','and',1,'cc','dresser was older to ensure it ',false
135772,'TO','to','to',1,'aux','was older and ensure it our ',false
135773,'VB','ensure','ensure',1,'csubj','older and to it our clothes ',false
135774,'PRP','it','it',1,'dobj','and to ensure our clothes were ',false
135775,'PRP$','our','our',1,'poss','to ensure it clothes were ok ',false
135776,'NNS','clothes','clothes',1,'pobj','ensure it our were ok , ',false
135777,'VBD','be','were',1,'cop','it our clothes ok , we ',false
135778,'UH','ok','ok',1,'dep','our clothes were , we had ',false
135779,',',',',',',0,'punct','clothes were ok we had put ',false
135780,'PRP','we','we',1,'nsubj','were ok , had put in ',false
135781,'VBD','have','had',1,'aux','ok , we put in a ',false
135782,'VBN','put','put',1,'conj',', we had in a plastic ',false
135783,'RP','in','in',1,'prt','we had put a plastic liner ',false
135784,'DT','a','a',1,'det','had put in plastic liner to ',false
135785,'JJ','plastic','plastic',1,'amod','put in a liner to protect ',false
135786,'NN','liner','liner',1,'dobj','in a plastic to protect our ',false
135787,'TO','to','to',1,'aux','a plastic liner protect our clothing ',false
135788,'VB','protect','protect',1,'infmod','plastic liner to our clothing from ',false
135789,'PRP$','our','our',1,'poss','liner to protect clothing from touching ',false
135790,'NN','clothing','clothing',1,'dobj','to protect our from touching the ',false
135791,'IN','from','from',1,'prep','protect our clothing touching the wood ',false
135792,'VBG','touch','touching',1,'pcomp','our clothing from the wood . ',false
135793,'DT','the','the',1,'det','clothing from touching wood . ',false
135794,'NN','wood','wood',1,'dobj','from touching the . ',false
135795,'.','.','.',0,'punct','touching the wood ',false
135796,'.','.','.',0,'ROOT','',false
135797,'NN','bed','bed',1,'nn','sheets were not ',false
135798,'NNS','sheet','sheets',1,'ROOT','bed were not of ',false
135799,'VBD','be','were',1,'dep','bed sheets not of best ',false
135800,'RB','not','not',1,'dep','bed sheets were of best quality ',false
135801,'IN','of','of',1,'prep','sheets were not best quality and ',false
135802,'JJS','good','best',1,'amod','were not of quality and we ',false
135803,'NN','quality','quality',1,'pobj','not of best and we were ',false
135804,'CC','and','and',1,'cc','of best quality we were concerned ',false
135805,'PRP','we','we',1,'nsubjpass','best quality and were concerned of ',false
135806,'VBD','be','were',1,'auxpass','quality and we concerned of bed ',false
135807,'VBN','concern','concerned',1,'conj','and we were of bed bugs ',false
135808,'IN','of','of',1,'prep','we were concerned bed bugs . ',false
135809,'NN','bed','bed',1,'nn','were concerned of bugs . ',false
135810,'NNS','bug','bugs',1,'pobj','concerned of bed . ',false
135811,'.','.','.',0,'punct','of bed bugs ',false
137744,'NNP','pleasant','Pleasant',1,'ROOT',', utilization hotel ',false
137745,',',',',',',0,'punct','Pleasant utilization hotel in ',false
137746,'NN','utilization','utilization',1,'nn','Pleasant , hotel in a ',false
137747,'NN','hotel','hotel',1,'appos','Pleasant , utilization in a great ',false
137748,'IN','in','in',1,'prep',', utilization hotel a great location ',false
137749,'DT','a','a',1,'det','utilization hotel in great location . ',false
137750,'JJ','great','great',1,'amod','hotel in a location . ',false
137751,'NN','location','location',1,'pobj','in a great . ',false
137752,'.','.','.',0,'punct','a great location ',false
137753,'EX','there','There',1,'expl','is no bar ',false
137754,'VBZ','be','is',1,'ROOT','There no bar / ',false
137755,'DT','no','no',1,'det','There is bar / lounge ',false
137756,'NN','bar','bar',1,'nsubj','There is no / lounge except ',false
137757,'SYM','/','/',0,'dep','is no bar lounge except attached ',false
137758,'NN','lounge','lounge',1,'dep','no bar / except attached to ',false
137759,'IN','except','except',1,'prep','bar / lounge attached to the ',false
137760,'VBN','attach','attached',1,'pcomp','/ lounge except to the restaurant ',false
137761,'IN','to','to',1,'prep','lounge except attached the restaurant , ',false
137762,'DT','the','the',1,'det','except attached to restaurant , which ',false
137763,'NN','restaurant','restaurant',1,'pobj','attached to the , which has ',false
137764,',',',',',',0,'punct','to the restaurant which has limited ',false
137765,'WDT','which','which',1,'nsubj','the restaurant , has limited hours ',false
137766,'VBZ','have','has',1,'aux','restaurant , which limited hours . ',false
137767,'VBN','limit','limited',1,'rcmod',', which has hours . ',false
137768,'NNS','hour','hours',1,'dobj','which has limited . ',false
137769,'.','.','.',0,'punct','has limited hours ',false
137770,'.','.','.',0,'ROOT','',false
137771,'NN','concierge','concierge',1,'nsubj','was not great ',false
137772,'VBD','be','was',1,'cop','concierge not great . ',false
137773,'RB','not','not',1,'neg','concierge was great . ',false
137774,'JJ','great','great',1,'ROOT','concierge was not . ',false
137775,'.','.','.',0,'punct','was not great ',false
138529,'NNP','pleasant','Pleasant',1,'ROOT','. ',false
138530,'.','.','.',0,'punct','Pleasant ',false
138531,'DT','the','The',1,'det','room was standard ',false
138532,'NN','room','room',1,'nsubj','The was standard with ',false
138533,'VBD','be','was',1,'cop','The room standard with a ',false
138534,'JJ','standard','standard',1,'ROOT','The room was with a nice ',false
138535,'IN','with','with',1,'prep','room was standard a nice view ',false
138536,'DT','a','a',1,'det','was standard with nice view of ',false
138537,'JJ','nice','nice',1,'amod','standard with a view of the ',false
138538,'NN','view','view',1,'pobj','with a nice of the downtown ',false
138539,'IN','of','of',1,'prep','a nice view the downtown . ',false
138540,'DT','the','the',1,'det','nice view of downtown . ',false
138541,'NN','downtown','downtown',1,'pobj','view of the . ',false
138542,'.','.','.',0,'punct','of the downtown ',false
138543,'NNP','staff','Staff',1,'nsubj','were friendly and ',false
138544,'VBD','be','were',1,'cop','Staff friendly and available ',false
138545,'JJ','friendly','friendly',1,'ROOT','Staff were and available to ',false
138546,'CC','and','and',1,'cc','Staff were friendly available to help ',false
138547,'JJ','available','available',1,'conj','were friendly and to help when ',false
138548,'TO','to','to',1,'aux','friendly and available help when needed ',false
138549,'VB','help','help',1,'xcomp','and available to when needed . ',false
138550,'WRB','when','when',1,'advmod','available to help needed . ',false
138551,'VBN','need','needed',1,'advcl','to help when . ',false
138552,'.','.','.',0,'punct','help when needed ',false
138553,'DT','the','The',1,'det','room did not ',false
138554,'NN','room','room',1,'nsubj','The did not appear ',false
138555,'VBD','do','did',1,'aux','The room not appear to ',false
138556,'RB','not','not',1,'neg','The room did appear to be ',false
138557,'VB','appear','appear',1,'ROOT','room did not to be fully ',false
138558,'TO','to','to',1,'aux','did not appear be fully cleaned ',false
138559,'VB','be','be',1,'auxpass','not appear to fully cleaned upon ',false
138560,'RB','fully','fully',1,'advmod','appear to be cleaned upon our ',false
138561,'VBN','clean','cleaned',1,'xcomp','to be fully upon our first ',false
138562,'IN','upon','upon',1,'prep','be fully cleaned our first access ',false
138563,'PRP$','our','our',1,'poss','fully cleaned upon first access to ',false
138564,'JJ','#ord#','first',1,'amod','cleaned upon our access to it ',false
138565,'NN','access','access',1,'pobj','upon our first to it . ',false
138566,'IN','to','to',1,'prep','our first access it . ',false
138567,'PRP','it','it',1,'pobj','first access to . ',false
138568,'.','.','.',0,'punct','access to it ',false
138569,'DT','the','The',1,'det','bathroom was looking ',false
138570,'NN','bathroom','bathroom',1,'nsubj','The was looking a ',false
138571,'VBD','be','was',1,'aux','The bathroom looking a little ',false
138572,'VBG','look','looking',1,'ROOT','The bathroom was a little dated ',false
138573,'DT','a','a',1,'det','bathroom was looking little dated and ',false
138574,'JJ','little','little',1,'dep','was looking a dated and damaged ',false
138575,'VBN','date','dated',1,'ccomp','looking a little and damaged from ',false
138576,'CC','and','and',1,'cc','a little dated damaged from water ',false
138577,'VBN','damage','damaged',1,'conj','little dated and from water . ',false
138578,'IN','from','from',1,'prep','dated and damaged water . ',false
138579,'NN','water','water',1,'pobj','and damaged from . ',false
138580,'.','.','.',0,'punct','damaged from water ',false
138581,'DT','the','The',1,'det','gym equipment was ',false
138582,'NN','gym','gym',1,'nn','The equipment was minimal ',false
138583,'NN','equipment','equipment',1,'nsubj','The gym was minimal with ',false
138584,'VBD','be','was',1,'cop','The gym equipment minimal with only ',false
138585,'JJ','minimal','minimal',1,'ROOT','gym equipment was with only about ',false
138586,'IN','with','with',1,'prep','equipment was minimal only about four ',false
138587,'RB','only','only',1,'quantmod','was minimal with about four machines ',false
138588,'RB','about','about',1,'quantmod','minimal with only four machines in ',false
138589,'CD','#crd#','four',1,'num','with only about machines in the ',false
138590,'NNS','machine','machines',1,'pobj','only about four in the whole ',false
138591,'IN','in','in',1,'prep','about four machines the whole facility ',false
138592,'DT','the','the',1,'det','four machines in whole facility . ',false
138593,'JJ','whole','whole',1,'amod','machines in the facility . ',false
138594,'NN','facility','facility',1,'pobj','in the whole . ',false
138595,'.','.','.',0,'punct','the whole facility ',false
138596,'NN','parking','Parking',1,'nsubjpass','was charged to ',false
138597,'VBD','be','was',1,'auxpass','Parking charged to my ',false
138598,'VBN','charge','charged',1,'ROOT','Parking was to my credit ',false
138599,'IN','to','to',1,'prep','Parking was charged my credit card ',false
138600,'PRP$','my','my',1,'poss','was charged to credit card without ',false
138601,'NN','credit','credit',1,'nn','charged to my card without being ',false
138602,'NN','card','card',1,'pobj','to my credit without being explained ',false
138603,'IN','without','without',1,'prep','my credit card being explained to ',false
138604,'VBG','be','being',1,'auxpass','credit card without explained to me ',false
138605,'VBD','explain','explained',1,'pcomp','card without being to me that ',false
138606,'IN','to','to',1,'prep','without being explained me that this ',false
138607,'PRP','me','me',1,'pobj','being explained to that this would ',false
138608,'IN','that','that',1,'complm','explained to me this would happen ',false
138609,'DT','this','this',1,'nsubj','to me that would happen , ',false
138610,'MD','would','would',1,'aux','me that this happen , and ',false
138611,'VB','happen','happen',1,'ccomp','that this would , and we ',false
138612,',',',',',',0,'punct','this would happen and we were ',false
138613,'CC','and','and',1,'cc','would happen , we were also ',false
138614,'PRP','we','we',1,'nsubjpass','happen , and were also charged ',false
138615,'VBD','be','were',1,'auxpass',', and we also charged for ',false
138616,'RB','also','also',1,'advmod','and we were charged for a ',false
138617,'VBN','charge','charged',1,'conj','we were also for a  ',false
138618,'IN','for','for',1,'prep','were also charged a  long ',false
138619,'DT','a','a',1,'det','also charged for  long distance ',false
138620,'``','','',0,'punct','charged for a long distance  ',false
138621,'JJ','long','long',1,'amod','for a  distance  call ',false
138622,'NN','distance','distance',1,'nn','a  long  call to ',false
138623,'','','',0,'punct',' long distance call to a ',false
138624,'NN','call','call',1,'pobj','long distance  to a local ',false
138625,'IN','to','to',1,'prep','distance  call a local food ',false
138626,'DT','a','a',1,'det',' call to local food place ',false
138627,'JJ','local','local',1,'amod','call to a food place . ',false
138628,'NN','food','food',1,'nn','to a local place . ',false
138629,'NN','place','place',1,'pobj','a local food . ',false
138630,'.','.','.',0,'punct','local food place ',false
138631,'DT','this','This',1,'nsubj','was not a ',false
138632,'VBD','be','was',1,'cop','This not a bad ',false
138633,'RB','not','not',1,'neg','This was a bad place ',false
138634,'DT','a','a',1,'det','This was not bad place overall ',false
138635,'JJ','bad','bad',1,'amod','was not a place overall to ',false
138636,'NN','place','place',1,'ROOT','not a bad overall to stay ',false
138637,'JJ','overall','overall',1,'amod','a bad place to stay , ',false
138638,'TO','to','to',1,'aux','bad place overall stay , we ',false
138639,'VB','stay','stay',1,'xcomp','place overall to , we just ',false
138640,',',',',',',0,'punct','overall to stay we just expected ',false
138641,'PRP','we','we',1,'nsubj','to stay , just expected a ',false
138642,'RB','just','just',1,'advmod','stay , we expected a little ',false
138643,'VBD','expect','expected',1,'rcmod',', we just a little more ',false
138644,'DT','a','a',1,'det','we just expected little more based ',false
138645,'JJ','little','little',1,'dobj','just expected a more based on ',false
138646,'RBR','more','more',1,'advmod','expected a little based on the ',false
138647,'VBN','base','based',1,'partmod','a little more on the price ',false
138648,'IN','on','on',1,'prep','little more based the price . ',false
138649,'DT','the','the',1,'det','more based on price . ',false
138650,'NN','price','price',1,'pobj','based on the . ',false
138651,'.','.','.',0,'punct','on the price ',false
140866,'RB','overall','Overall',1,'advmod','pleasant . ',false
140867,'JJ','pleasant','pleasant',1,'ROOT','Overall . ',false
140868,'.','.','.',0,'punct','Overall pleasant ',false
140869,'DT','the','The',1,'det','view was incredible ',false
140870,'NN','view','view',1,'nsubj','The was incredible !!! ',false
140871,'VBD','be','was',1,'cop','The view incredible !!! ',false
140872,'JJ','incredible','incredible',1,'ROOT','The view was !!! ',false
140873,'.','!!','!!!',0,'punct','view was incredible ',false
140874,'DT','the','The',1,'det','bed was comfortable ',false
140875,'NN','bed','bed',1,'nsubj','The was comfortable and ',false
140876,'VBD','be','was',1,'cop','The bed comfortable and the ',false
140877,'JJ','comfortable','comfortable',1,'ROOT','The bed was and the room ',false
140878,'CC','and','and',1,'cc','bed was comfortable the room size ',false
140879,'DT','the','the',1,'det','was comfortable and room size was ',false
140880,'NN','room','room',1,'nn','comfortable and the size was decent ',false
140881,'NN','size','size',1,'nsubj','and the room was decent . ',false
140882,'VBD','be','was',1,'cop','the room size decent . ',false
140883,'JJ','decent','decent',1,'conj','room size was . ',false
140884,'.','.','.',0,'punct','size was decent ',false
140885,'DT','the','The',1,'det','price matched the ',false
140886,'NN','price','price',1,'nsubj','The matched the star ',false
140887,'VBD','match','matched',1,'ROOT','The price the star rating ',false
140888,'DT','the','the',1,'det','The price matched star rating . ',false
140889,'NN','star','star',1,'nn','price matched the rating . ',false
140890,'NN','rating','rating',1,'dobj','matched the star . ',false
140891,'.','.','.',0,'punct','the star rating ',false
140892,'DT','the','The',1,'det','biggest con for ',false
140893,'JJS','big','biggest',1,'amod','The con for me ',false
140894,'NN','con','con',1,'nsubj','The biggest for me was ',false
140895,'IN','for','for',1,'prep','The biggest con me was the ',false
140896,'PRP','me','me',1,'pobj','biggest con for was the pool ',false
140897,'VBD','be','was',1,'cop','con for me the pool hours ',false
140898,'DT','the','the',1,'det','for me was pool hours . ',false
140899,'NN','pool','pool',1,'nn','me was the hours . ',false
140900,'NNS','hour','hours',1,'ROOT','was the pool . ',false
140901,'.','.','.',0,'punct','the pool hours ',false
140902,'IN','on','On',1,'ROOT','the website it ',false
140903,'DT','the','the',1,'det','On website it indicated ',false
140904,'NN','website','website',1,'pobj','On the it indicated 8 ',false
140905,'PRP','it','it',1,'nsubj','On the website indicated 8 am ',false
140906,'VBD','indicate','indicated',1,'rcmod','the website it 8 am to ',false
140907,'CD','0','8',0,'num','website it indicated am to noon ',false
140908,'NN','am','am',1,'dobj','it indicated 8 to noon and ',false
140909,'IN','to','to',1,'prep','indicated 8 am noon and 6 ',false
140910,'NN','noon','noon',1,'pobj','8 am to and 6 pm ',false
140911,'CC','and','and',1,'cc','am to noon 6 pm to ',false
140912,'CD','0','6',0,'num','to noon and pm to 10 ',false
140913,'NN','pm','pm',1,'conj','noon and 6 to 10 pm ',false
140914,'IN','to','to',1,'prep','and 6 pm 10 pm ( ',false
140915,'CD','0','10',0,'num','6 pm to pm ( subject ',false
140916,'NN','pm','pm',1,'pobj','pm to 10 ( subject to ',false
140917,'-LRB-','(','(',0,'dep','to 10 pm subject to change ',false
140918,'JJ','subject','subject',1,'amod','10 pm ( to change ) ',false
140919,'IN','to','to',1,'prep','pm ( subject change ) so ',false
140920,'NN','change','change',1,'pobj','( subject to ) so seeing ',false
140921,'-RRB-',')',')',0,'dep','subject to change so seeing that ',false
140922,'RB','so','so',1,'advmod','to change ) seeing that , ',false
140923,'VBG','see','seeing',1,'xcomp','change ) so that , we ',false
140924,'IN','that','that',1,'complm',') so seeing , we decided ',false
140925,',',',',',',0,'punct','so seeing that we decided to ',false
140926,'PRP','we','we',1,'nsubj','seeing that , decided to call ',false
140927,'VBD','decide','decided',1,'ccomp','that , we to call to ',false
140928,'TO','to','to',1,'aux',', we decided call to make ',false
140929,'VB','call','call',1,'xcomp','we decided to to make sure ',false
140930,'TO','to','to',1,'aux','decided to call make sure these ',false
140931,'VB','make','make',1,'xcomp','to call to sure these were ',false
140932,'JJ','sure','sure',1,'acomp','call to make these were the ',false
140933,'DT','these','these',1,'nsubj','to make sure were the correct ',false
140934,'VBD','be','were',1,'cop','make sure these the correct hours ',false
140935,'DT','the','the',1,'det','sure these were correct hours which ',false
140936,'JJ','correct','correct',1,'amod','these were the hours which the ',false
140937,'NNS','hour','hours',1,'ccomp','were the correct which the receptionist ',false
140938,'WDT','which','which',1,'dobj','the correct hours the receptionist agreed ',false
140939,'DT','the','the',1,'det','correct hours which receptionist agreed they ',false
140940,'NN','receptionist','receptionist',1,'nsubj','hours which the agreed they were ',false
140941,'VBD','agree','agreed',1,'rcmod','which the receptionist they were . ',false
140942,'PRP','they','they',1,'nsubj','the receptionist agreed were . ',false
140943,'VBD','be','were',1,'ccomp','receptionist agreed they . ',false
140944,'.','.','.',0,'punct','agreed they were ',false
140945,'VBG','arrive','Arriving',1,'dep','that night , ',false
140946,'DT','that','that',1,'det','Arriving night , we ',false
140947,'NN','night','night',1,'dobj','Arriving that , we see ',false
140948,',',',',',',0,'punct','Arriving that night we see that ',false
140949,'PRP','we','we',1,'nsubj','that night , see that the ',false
140950,'VBP','see','see',1,'ROOT','night , we that the pool ',false
140951,'IN','that','that',1,'complm',', we see the pool is ',false
140952,'DT','the','the',1,'det','we see that pool is no ',false
140953,'NN','pool','pool',1,'nsubj','see that the is no longer ',false
140954,'VBZ','be','is',1,'cop','that the pool no longer open ',false
140955,'RB','no','no',1,'advmod','the pool is longer open in ',false
140956,'RB','longer','longer',1,'advmod','pool is no open in the ',false
140957,'JJ','open','open',1,'ccomp','is no longer in the morning ',false
140958,'IN','in','in',1,'prep','no longer open the morning . ',false
140959,'DT','the','the',1,'det','longer open in morning . ',false
140960,'NN','morning','morning',1,'pobj','open in the . ',false
140961,'.','.','.',0,'punct','in the morning ',false
140962,'IN','if','If',1,'mark','we had known ',false
140963,'PRP','we','we',1,'nsubj','If had known that ',false
140964,'VBD','have','had',1,'aux','If we known that prior ',false
140965,'VBN','know','known',1,'ROOT','If we had that prior to ',false
140966,'IN','that','that',1,'dep','we had known prior to booking ',false
140967,'RB','prior','prior',1,'advmod','had known that to booking we ',false
140968,'IN','to','to',1,'dep','known that prior booking we probably ',false
140969,'VBG','book','booking',1,'pcomp','that prior to we probably wouldn?ft ',false
140970,'PRP','we','we',1,'dobj','prior to booking probably wouldn?ft have ',false
140971,'RB','probably','probably',1,'advmod','to booking we wouldn?ft have stayed ',false
140972,',','wouldn?ft','wouldn?ft',1,'punct','booking we probably have stayed there ',false
140973,'VBP','have','have',1,'aux','we probably wouldn?ft stayed there because ',false
140974,'VBN','stay','stayed',1,'ccomp','probably wouldn?ft have there because we ',false
140975,'RB','there','there',1,'advmod','wouldn?ft have stayed because we were ',false
140976,'IN','because','because',1,'mark','have stayed there we were really ',false
140977,'PRP','we','we',1,'nsubj','stayed there because were really looking ',false
140978,'VBD','be','were',1,'aux','there because we really looking forward ',false
140979,'RB','really','really',1,'advmod','because we were looking forward to ',false
140980,'VBG','look','looking',1,'advcl','we were really forward to our ',false
140981,'RB','forward','forward',1,'advmod','were really looking to our morning ',false
140982,'IN','to','to',1,'prep','really looking forward our morning swim ',false
140983,'PRP$','our','our',1,'poss','looking forward to morning swim . ',false
140984,'NN','morning','morning',1,'pobj','forward to our swim . ',false
140985,'VB','swim','swim',1,'xcomp','to our morning . ',false
140986,'.','.','.',0,'punct','our morning swim ',false
140987,'.','.','.',0,'ROOT','',false
140988,'RB','so','so',1,'advmod','think pet friendly ',false
140989,'VB','think','think',1,'advcl','so pet friendly hotels ',false
140990,'JJ','pet','pet',1,'amod','so think friendly hotels are ',false
140991,'JJ','friendly','friendly',1,'amod','so think pet hotels are great ',false
140992,'NNS','hotel','hotels',1,'nsubj','think pet friendly are great for ',false
140993,'VBP','be','are',1,'cop','pet friendly hotels great for all ',false
140994,'JJ','great','great',1,'nsubj','friendly hotels are for all dog ',false
140995,'IN','for','for',1,'prep','hotels are great all dog owners ',false
140996,'DT','all','all',1,'det','are great for dog owners but ',false
140997,'NN','dog','dog',1,'nn','great for all owners but , ',false
140998,'NNS','owner','owners',1,'pobj','for all dog but , not ',false
140999,'CC','but','but',1,'cc','all dog owners , not if ',false
141000,',',',',',',0,'punct','dog owners but not if they ',false
141001,'RB','not','not',1,'neg','owners but , if they have ',false
141002,'IN','if','if',1,'mark','but , not they have carpeting ',false
141003,'PRP','they','they',1,'nsubj',', not if have carpeting , ',false
141004,'VBP','have','have',1,'advcl','not if they carpeting , I ',false
141005,'NN','carpeting','carpeting',1,'dobj','if they have , I don?ft ',false
141006,',',',',',',0,'punct','they have carpeting I don?ft think ',false
