@relation Ausstattung-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
48608,'NN','garage','garage',1,'conj','location , parking and easy walk ',false
48609,'CC','and','and',1,'cc',', parking garage easy walk to ',false
48610,'JJ','easy','easy',1,'amod','parking garage and walk to a ',false
48611,'NN','walk','walk',1,'conj','garage and easy to a number ',false
48612,'IN','to','to',1,'prep','and easy walk a number of ',false
48613,'DT','a','a',1,'det','easy walk to number of restaurants ',false
48614,'NN','number','number',1,'pobj','walk to a of restaurants , ',false
48615,'IN','of','of',1,'prep','to a number restaurants , shops ',false
48616,'NNS','restaurant','restaurants',1,'pobj','a number of , shops and ',false
48617,',',',',',',0,'punct','number of restaurants shops and things ',false
48618,'NNS','shop','shops',1,'conj','of restaurants , and things to ',false
48619,'CC','and','and',1,'cc','restaurants , shops things to see ',false
48620,'NNS','thing','things',1,'conj',', shops and to see and ',false
48621,'TO','to','to',1,'aux','shops and things see and do ',false
48622,'VB','see','see',1,'infmod','and things to and do . ',false
48623,'CC','and','and',1,'cc','things to see do . ',false
48624,'VB','do','do',1,'conj','to see and . ',false
48625,'.','.','.',0,'punct','see and do ',false
48626,'VBD','book','Booked',1,'ROOT','a king room ',false
48627,'DT','a','a',1,'det','Booked king room and ',false
48628,'NN','king','king',1,'nn','Booked a room and given ',false
48629,'NN','room','room',1,'dobj','Booked a king and given room ',false
48630,'CC','and','and',1,'cc','a king room given room with ',false
48631,'VBN','give','given',1,'conj','king room and room with two ',false
48632,'NN','room','room',1,'dep','room and given with two queen ',false
48633,'IN','with','with',1,'prep','and given room two queen beds ',false
48634,'CD','#crd#','two',1,'num','given room with queen beds which ',false
48635,'NN','queen','queen',1,'nn','room with two beds which was ',false
48636,'NNS','bed','beds',1,'pobj','with two queen which was right ',false
48637,'WDT','which','which',1,'nsubj','two queen beds was right next ',false
48638,'VBD','be','was',1,'rcmod','queen beds which right next to ',false
48639,'RB','right','right',1,'advmod','beds which was next to incredibly ',false
48640,'RB','next','next',1,'advmod','which was right to incredibly noisy ',false
48641,'IN','to','to',1,'dep','was right next incredibly noisy elevators ',false
48642,'RB','incredibly','incredibly',1,'advmod','right next to noisy elevators . ',false
48643,'JJ','noisy','noisy',1,'amod','next to incredibly elevators . ',false
48644,'NNS','elevator','elevators',1,'pobj','to incredibly noisy . ',false
48645,'.','.','.',0,'punct','incredibly noisy elevators ',false
48646,'NNP','slept','Slept',1,'nsubjpass','poorly and the ',false
48647,'RB','poorly','poorly',1,'advmod','Slept and the queen ',false
48648,'CC','and','and',1,'cc','Slept poorly the queen room ',false
48649,'DT','the','the',1,'det','Slept poorly and queen room was ',false
48650,'NN','queen','queen',1,'nn','poorly and the room was less ',false
48651,'NN','room','room',1,'nsubj','and the queen was less on ',false
48652,'VBD','be','was',1,'cop','the queen room less on Booking.com ',false
48653,'JJR','less','less',1,'conj','queen room was on Booking.com website ',false
48654,'IN','on','on',1,'prep','room was less Booking.com website so ',false
48655,'ADD','#url#','Booking.com',1,'amod','was less on website so may ',false
48656,'NN','website','website',1,'pobj','less on Booking.com so may have ',false
48657,'RB','so','so',1,'advmod','on Booking.com website may have overpaid ',false
48658,'MD','may','may',1,'aux','Booking.com website so have overpaid . ',false
48659,'VB','have','have',1,'aux','website so may overpaid . ',false
48660,'VBN','overpay','overpaid',1,'ROOT','so may have . ',false
48661,'.','.','.',0,'punct','may have overpaid ',false
48662,'VBG','lack','Lacking',1,'amod','washcloths and room ',false
48663,'NNS','washcloth','washcloths',1,'nn','Lacking and room not ',false
48664,'CC','and','and',1,'cc','Lacking washcloths room not cleaned ',false
48665,'NN','room','room',1,'conj','Lacking washcloths and not cleaned as ',false
48666,'RB','not','not',1,'neg','washcloths and room cleaned as well ',false
48667,'VBN','clean','cleaned',1,'partmod','and room not as well 1 ',false
48668,'RB','as','as',1,'quantmod','room not cleaned well 1 st ',false
48669,'RB','well','well',1,'quantmod','not cleaned as 1 st night ',false
48670,'CD','0','1',0,'num','cleaned as well st night of ',false
48671,'NN','st','st',1,'nn','as well 1 night of stay ',false
48672,'NN','night','night',1,'ROOT','well 1 st of stay as ',false
48673,'IN','of','of',1,'prep','1 st night stay as it ',false
48674,'NN','stay','stay',1,'pobj','st night of as it was ',false
48675,'IN','as','as',1,'mark','night of stay it was the ',false
48676,'PRP','it','it',1,'nsubj','of stay as was the 2nd ',false
48677,'VBD','be','was',1,'cop','stay as it the 2nd night ',false
48678,'DT','the','the',1,'det','as it was 2nd night . ',false
48679,'JJ','#ord#','2nd',1,'amod','it was the night . ',false
48680,'NN','night','night',1,'dep','was the 2nd . ',false
48681,'.','.','.',0,'punct','the 2nd night ',false
48682,'NN','parking','Parking',1,'nsubjpass','not validated on ',false
48683,'RB','not','not',1,'neg','Parking validated on check ',false
48684,'VBN','validate','validated',1,'ROOT','Parking not on check in ',false
48685,'IN','on','on',1,'prep','Parking not validated check in but ',false
48686,'NN','check','check',1,'pobj','not validated on in but this ',false
48687,'IN','in','in',1,'prep','validated on check but this was ',false
48688,'CC','but','but',1,'pobj','on check in this was addressed ',false
48689,'DT','this','this',1,'nsubjpass','check in but was addressed at ',false
48690,'VBD','be','was',1,'auxpass','in but this addressed at check ',false
48691,'VBN','address','addressed',1,'purpcl','but this was at check out ',false
48692,'IN','at','at',1,'prep','this was addressed check out ',false
48693,'NN','check','check',1,'pobj','was addressed at out ',false
48694,'RP','out','out',1,'prt','addressed at check ',false
49696,'NNP','blah','Blah',1,'nn','hotel experience . ',false
49697,'NN','hotel','hotel',1,'nn','Blah experience . ',false
49698,'NN','experience','experience',1,'ROOT','Blah hotel . ',false
49699,'.','.','.',0,'punct','Blah hotel experience ',false
49700,'PRP','it','It',1,'nsubj','was ok . ',false
49701,'VBD','be','was',1,'cop','It ok . ',false
49702,'UH','ok','ok',1,'ROOT','It was . ',false
49703,'.','.','.',0,'punct','It was ok ',false
49704,'NN','room','Room',1,'nsubj','and staff were ',false
49705,'CC','and','and',1,'cc','Room staff were ok ',false
49706,'NN','staff','staff',1,'conj','Room and were ok . ',false
49707,'VBD','be','were',1,'cop','Room and staff ok . ',false
49708,'UH','ok','ok',1,'ROOT','and staff were . ',false
49709,'.','.','.',0,'punct','staff were ok ',false
49710,'NN','nothing','Nothing',1,'nsubj','special . ',false
49711,'JJ','special','special',1,'ROOT','Nothing . ',false
49712,'.','.','.',0,'punct','Nothing special ',false
49713,'NNS','room','Rooms',1,'ROOT','and hotel is ',false
49714,'CC','and','and',1,'cc','Rooms hotel is dated ',false
49715,'NN','hotel','hotel',1,'nsubjpass','Rooms and is dated . ',false
49716,'VBZ','be','is',1,'auxpass','Rooms and hotel dated . ',false
49717,'VBN','date','dated',1,'conj','and hotel is . ',false
49718,'.','.','.',0,'punct','hotel is dated ',false
49719,'NN','air','Air',1,'nn','conditioning doesn?ft work ',false
49720,'NN','conditioning','conditioning',1,'nsubj','Air doesn?ft work in ',false
49721,'VBD','doesn?ft','doesn?ft',1,'ROOT','Air conditioning work in rooms ',false
49722,'NN','work','work',1,'dobj','Air conditioning doesn?ft in rooms . ',false
49723,'IN','in','in',1,'prep','conditioning doesn?ft work rooms . ',false
49724,'NNS','room','rooms',1,'pobj','doesn?ft work in . ',false
49725,'.','.','.',0,'punct','work in rooms ',false
49726,'PRP','they','They',1,'nsubj','were very warm ',false
49727,'VBD','be','were',1,'cop','They very warm . ',false
49728,'RB','very','very',1,'advmod','They were warm . ',false
49729,'JJ','warm','warm',1,'ROOT','They were very . ',false
49730,'.','.','.',0,'punct','were very warm ',false
49731,'NN','staff','Staff',1,'nsubj','is not friendly ',false
49732,'VBZ','be','is',1,'cop','Staff not friendly at ',false
49733,'RB','not','not',1,'neg','Staff is friendly at all ',false
49734,'JJ','friendly','friendly',1,'ROOT','Staff is not at all . ',false
49735,'RB','at','at',1,'advmod','is not friendly all . ',false
49736,'RB','all','all',1,'advmod','not friendly at . ',false
49737,'.','.','.',0,'punct','friendly at all ',false
50200,'UH','okay','Okay',1,'ROOT','. ',false
50201,'.','.','.',0,'punct','Okay ',false
50202,'PRP$','our','Our',1,'poss','room was lovely ',false
50203,'NN','room','room',1,'nsubj','Our was lovely . ',false
50204,'VBD','be','was',1,'cop','Our room lovely . ',false
50205,'JJ','lovely','lovely',1,'ROOT','Our room was . ',false
50206,'.','.','.',0,'punct','room was lovely ',false
50207,'DT','the','The',1,'det','neighborhood was a ',false
50208,'NN','neighborhood','neighborhood',1,'nsubj','The was a bit ',false
50209,'VBD','be','was',1,'cop','The neighborhood a bit sketchy ',false
50210,'DT','a','a',1,'det','The neighborhood was bit sketchy . ',false
50211,'NN','bit','bit',1,'dep','neighborhood was a sketchy . ',false
50212,'JJ','sketchy','sketchy',1,'ROOT','was a bit . ',false
50213,'.','.','.',0,'punct','a bit sketchy ',false
50214,'DT','the','The',1,'det','bathroom was a ',false
50215,'NN','bathroom','bathroom',1,'nsubj','The was a bit ',false
50216,'VBD','be','was',1,'cop','The bathroom a bit small ',false
50217,'DT','a','a',1,'det','The bathroom was bit small . ',false
50218,'NN','bit','bit',1,'dep','bathroom was a small . ',false
50219,'JJ','small','small',1,'ROOT','was a bit . ',false
50220,'.','.','.',0,'punct','a bit small ',false
51160,'DT','a','A',1,'det','perfect location to ',false
51161,'JJ','perfect','perfect',1,'amod','A location to enjoy ',false
51162,'NN','location','location',1,'ROOT','A perfect to enjoy Montreal ',false
51163,'TO','to','to',1,'aux','A perfect location enjoy Montreal , ',false
51164,'VB','enjoy','enjoy',1,'infmod','perfect location to Montreal , if ',false
51165,'NNP','montreal','Montreal',1,'dobj','location to enjoy , if you ',false
51166,',',',',',',0,'punct','to enjoy Montreal if you do ',false
51167,'IN','if','if',1,'mark','enjoy Montreal , you do nt ',false
51168,'PRP','you','you',1,'nsubj','Montreal , if do nt mind ',false
51169,'VBP','do','do',1,'aux',', if you nt mind a ',false
51170,'RB','not','nt',1,'neg','if you do mind a hotel ',false
51171,'VB','mind','mind',1,'advcl','you do nt a hotel way ',false
51172,'DT','a','a',1,'det','do nt mind hotel way beyond ',false
51173,'NN','hotel','hotel',1,'nn','nt mind a way beyond its ',false
51174,'NN','way','way',1,'dobj','mind a hotel beyond its remodeling ',false
51175,'IN','beyond','beyond',1,'prep','a hotel way its remodeling date ',false
51176,'PRP$','its','its',1,'poss','hotel way beyond remodeling date . ',false
51177,'NN','remodeling','remodeling',1,'nn','way beyond its date . ',false
51178,'NN','date','date',1,'pobj','beyond its remodeling . ',false
51179,'.','.','.',0,'punct','its remodeling date ',false
51180,'NN','location','Location',1,'ROOT','; Adjacent underground ',false
51181,':',';',';',0,'punct','Location Adjacent underground car ',false
51182,'JJ','adjacent','Adjacent',1,'amod','Location ; underground car parking ',false
51183,'JJ','underground','underground',1,'amod','Location ; Adjacent car parking ; ',false
51184,'NN','car','car',1,'nn','; Adjacent underground parking ; Next ',false
51185,'NN','parking','parking',1,'dep','Adjacent underground car ; Next to ',false
51186,':',';',';',0,'punct','underground car parking Next to the ',false
51187,'RB','next','Next',1,'amod','car parking ; to the Metro ',false
51188,'IN','to','to',1,'dep','parking ; Next the Metro ; ',false
51189,'DT','the','the',1,'det','; Next to Metro ; . ',false
51190,'NNP','metro','Metro',1,'pobj','Next to the ; . ',false
51191,':',';',';',0,'punct','to the Metro . ',false
51192,'.','.','.',0,'punct','the Metro ; ',false
51193,'DT','the','The',1,'det','hotel is showing ',false
51194,'NN','hotel','hotel',1,'nsubj','The is showing its ',false
51195,'VBZ','be','is',1,'aux','The hotel showing its age ',false
51196,'VBG','show','showing',1,'ROOT','The hotel is its age . ',false
51197,'PRP$','its','its',1,'poss','hotel is showing age . ',false
51198,'NN','age','age',1,'dobj','is showing its . ',false
51199,'.','.','.',0,'punct','showing its age ',false
51200,'NN','everything','Everything',1,'nsubj','needs to be ',false
51201,'VBZ','need','needs',1,'ROOT','Everything to be upgraded ',false
51202,'TO','to','to',1,'aux','Everything needs be upgraded . ',false
51203,'VB','be','be',1,'auxpass','Everything needs to upgraded . ',false
51204,'VBN','upgrade','upgraded',1,'xcomp','needs to be . ',false
51205,'.','.','.',0,'punct','to be upgraded ',false
51206,'JJ','difficult','Difficult',1,'ROOT','for staff to ',false
51207,'IN','for','for',1,'prep','Difficult staff to keep ',false
51208,'NN','staff','staff',1,'pobj','Difficult for to keep clean ',false
51209,'TO','to','to',1,'aux','Difficult for staff keep clean under ',false
51210,'VB','keep','keep',1,'xcomp','for staff to clean under the ',false
51211,'JJ','clean','clean',1,'acomp','staff to keep under the circumstances ',false
51212,'IN','under','under',1,'prep','to keep clean the circumstances . ',false
51213,'DT','the','the',1,'det','keep clean under circumstances . ',false
51214,'NNS','circumstance','circumstances',1,'pobj','clean under the . ',false
51215,'.','.','.',0,'punct','under the circumstances ',false
51216,'NNS','bathroom','Bathrooms',1,'ROOT','particularly looking old ',false
51217,'RB','particularly','particularly',1,'advmod','Bathrooms looking old and ',false
51218,'VBG','look','looking',1,'partmod','Bathrooms particularly old and seedy ',false
51219,'JJ','old','old',1,'amod','Bathrooms particularly looking and seedy - ',false
51220,'CC','and','and',1,'cc','particularly looking old seedy - caulking ',false
51221,'JJ','seedy','seedy',1,'conj','looking old and - caulking mouldy ',false
51222,'HYPH','-','-',0,'punct','old and seedy caulking mouldy . ',false
51223,'VBG','caulk','caulking',1,'amod','and seedy - mouldy . ',false
51224,'NN','mouldy','mouldy',1,'dobj','seedy - caulking . ',false
51225,'.','.','.',0,'punct','- caulking mouldy ',false
51226,'RB','however','However',1,'advmod',', the price ',false
51227,',',',',',',0,'punct','However the price is ',false
51228,'DT','the','the',1,'det','However , price is less ',false
51229,'NN','price','price',1,'nsubj','However , the is less than ',false
51230,'VBZ','be','is',1,'cop',', the price less than half ',false
51231,'JJR','less','less',1,'ROOT','the price is than half tht ',false
51232,'IN','than','than',1,'prep','price is less half tht of ',false
51233,'JJ','half','half',1,'amod','is less than tht of the ',false
51234,'NN','tht','tht',1,'pobj','less than half of the modern ',false
51235,'IN','of','of',1,'prep','than half tht the modern hotels ',false
51236,'DT','the','the',1,'det','half tht of modern hotels in ',false
51237,'JJ','modern','modern',1,'amod','tht of the hotels in downtown ',false
51238,'NNS','hotel','hotels',1,'pobj','of the modern in downtown Montreal ',false
51239,'IN','in','in',1,'prep','the modern hotels downtown Montreal , ',false
51240,'NN','downtown','downtown',1,'nn','modern hotels in Montreal , so ',false
51241,'NNP','montreal','Montreal',1,'pobj','hotels in downtown , so it ',false
51242,',',',',',',0,'punct','in downtown Montreal so it is ',false
51243,'CC','so','so',1,'cc','downtown Montreal , it is still ',false
51244,'PRP','it','it',1,'nsubj','Montreal , so is still good ',false
51245,'VBZ','be','is',1,'cop',', so it still good value ',false
51246,'RB','still','still',1,'advmod','so it is good value for ',false
51247,'JJ','good','good',1,'amod','it is still value for money ',false
51248,'NN','value','value',1,'conj','is still good for money . ',false
51249,'IN','for','for',1,'prep','still good value money . ',false
51250,'NN','money','money',1,'pobj','good value for . ',false
51251,'.','.','.',0,'punct','value for money ',false
51252,'RB','just','Just',1,'advmod','do nt look ',false
51253,'VBP','do','do',1,'aux','Just nt look too ',false
51254,'RB','not','nt',1,'neg','Just do look too deeply ',false
51255,'VB','look','look',1,'ROOT','Just do nt too deeply . ',false
51256,'RB','too','too',1,'advmod','do nt look deeply . ',false
51257,'RB','deeply','deeply',1,'advmod','nt look too . ',false
51258,'.','.','.',0,'punct','look too deeply ',false
52008,'NNP','central','Central',1,'nn','Montreal . ',false
52009,'NNP','montreal','Montreal',1,'ROOT','Central . ',false
52010,'.','.','.',0,'punct','Central Montreal ',false
52011,'NN','location','Location',1,'ROOT','. ',false
52012,'.','.','.',0,'punct','Location ',false
52013,'DT','no','No',1,'det','fridge ',false
52014,'NN','fridge','fridge',1,'ROOT','No ',false
52640,'NNP','room','Room',1,'nsubj','is very clean ',false
52641,'VBZ','be','is',1,'cop','Room very clean , ',false
52642,'RB','very','very',1,'advmod','Room is clean , excellent ',false
52643,'JJ','clean','clean',1,'ROOT','Room is very , excellent cleaning ',false
52644,',',',',',',0,'punct','is very clean excellent cleaning servicrd ',false
52645,'JJ','excellent','excellent',1,'amod','very clean , cleaning servicrd . ',false
52646,'NN','cleaning','cleaning',1,'nn','clean , excellent servicrd . ',false
52647,'NN','servicrd','servicrd',1,'dep',', excellent cleaning . ',false
52648,'.','.','.',0,'punct','excellent cleaning servicrd ',false
52649,'NNP','room','Room',1,'nsubj','is very clean ',false
52650,'VBZ','be','is',1,'cop','Room very clean . ',false
52651,'RB','very','very',1,'advmod','Room is clean . ',false
52652,'JJ','clean','clean',1,'ROOT','Room is very . ',false
52653,'.','.','.',0,'punct','is very clean ',false
52654,'NNP','drawer','Drawer',1,'nsubj','still has Bible ',false
52655,'RB','still','still',1,'advmod','Drawer has Bible inside ',false
52656,'VBZ','have','has',1,'ccomp','Drawer still Bible inside , ',false
52657,'NNP','bible','Bible',1,'dobj','Drawer still has inside , I ',false
52658,'RB','inside','inside',1,'advmod','still has Bible , I like ',false
52659,',',',',',',0,'punct','has Bible inside I like this ',false
52660,'PRP','i','I',1,'nsubj','Bible inside , like this tradition ',false
52661,'VBP','like','like',1,'ROOT','inside , I this tradition hotel ',false
52662,'DT','this','this',1,'det',', I like tradition hotel . ',false
52663,'NN','tradition','tradition',1,'nn','I like this hotel . ',false
52664,'NN','hotel','hotel',1,'dobj','like this tradition . ',false
52665,'.','.','.',0,'punct','this tradition hotel ',false
52666,'WRB','when','When',1,'advmod','I registered the ',false
52667,'PRP','i','I',1,'nsubj','When registered the room ',false
52668,'VBD','register','registered',1,'dep','When I the room , ',false
52669,'DT','the','the',1,'det','When I registered room , it ',false
52670,'NN','room','room',1,'dobj','I registered the , it calculated ',false
52671,',',',',',',0,'punct','registered the room it calculated $ ',false
52672,'PRP','it','it',1,'nsubj','the room , calculated $ 99 ',false
52673,'VBD','calculate','calculated',1,'ROOT','room , it $ 99 for ',false
52674,'$','$','$',0,'dobj',', it calculated 99 for each ',false
52675,'CD','0','99',0,'num','it calculated $ for each day ',false
52676,'IN','for','for',1,'prep','calculated $ 99 each day on ',false
52677,'DT','each','each',1,'det','$ 99 for day on confirmation ',false
52678,'NN','day','day',1,'pobj','99 for each on confirmation . ',false
52679,'IN','on','on',1,'prep','for each day confirmation . ',false
52680,'NN','confirmation','confirmation',1,'pobj','each day on . ',false
52681,'.','.','.',0,'punct','day on confirmation ',false
52682,'RB','however','However',1,'advmod',', when I ',false
52683,',',',',',',0,'punct','However when I check ',false
52684,'WRB','when','when',1,'advmod','However , I check out ',false
52685,'PRP','i','I',1,'nsubj','However , when check out , ',false
52686,'VBP','check','check',1,'dep',', when I out , it ',false
52687,'RP','out','out',1,'prt','when I check , it charged ',false
52688,',',',',',',0,'punct','I check out it charged me ',false
52689,'PRP','it','it',1,'nsubj','check out , charged me $ ',false
52690,'VBD','charge','charged',1,'ROOT','out , it me $ 10 ',false
52691,'PRP','me','me',1,'iobj',', it charged $ 10 more ',false
52692,'$','$','$',0,'dobj','it charged me 10 more started ',false
52693,'CD','0','10',0,'num','charged me $ more started at ',false
52694,'JJR','more','more',1,'num','me $ 10 started at 2nd ',false
52695,'VBD','start','started',1,'xcomp','$ 10 more at 2nd day ',false
52696,'IN','at','at',1,'prep','10 more started 2nd day . ',false
52697,'JJ','#ord#','2nd',1,'amod','more started at day . ',false
52698,'NN','day','day',1,'pobj','started at 2nd . ',false
52699,'.','.','.',0,'punct','at 2nd day ',false
52700,'RB','too','Too',1,'advmod','bad , no ',false
52701,'JJ','bad','bad',1,'amod','Too , no freezer ',false
52702,',',',',',',0,'punct','Too bad no freezer and ',false
52703,'DT','no','no',1,'det','Too bad , freezer and tea ',false
52704,'NN','freezer','freezer',1,'ROOT','bad , no and tea bag ',false
52705,'CC','and','and',1,'cc',', no freezer tea bag in ',false
52706,'NN','tea','tea',1,'nn','no freezer and bag in the ',false
52707,'NN','bag','bag',1,'conj','freezer and tea in the room ',false
52708,'IN','in','in',1,'prep','and tea bag the room . ',false
52709,'DT','the','the',1,'det','tea bag in room . ',false
52710,'NN','room','room',1,'pobj','bag in the . ',false
52711,'.','.','.',0,'punct','in the room ',false
53384,'JJ','good','Good',1,'ROOT','. ',false
53385,'.','.','.',0,'punct','Good ',false
53386,'DT','the','The',1,'det','electrical outlets in ',false
53387,'JJ','electrical','electrical',1,'amod','The outlets in the ',false
53388,'NNS','outlet','outlets',1,'nsubj','The electrical in the room ',false
53389,'IN','in','in',1,'prep','The electrical outlets the room were ',false
53390,'DT','the','the',1,'det','electrical outlets in room were very ',false
53391,'NN','room','room',1,'pobj','outlets in the were very loose ',false
53392,'VBD','be','were',1,'cop','in the room very loose and ',false
53393,'RB','very','very',1,'advmod','the room were loose and the ',false
53394,'JJ','loose','loose',1,'ROOT','room were very and the plug ',false
53395,'CC','and','and',1,'cc','were very loose the plug ins ',false
53396,'DT','the','the',1,'det','very loose and plug ins for ',false
53397,'NN','plug','plug',1,'nn','loose and the ins for chargers ',false
53398,'NNS','in','ins',1,'nsubj','and the plug for chargers kept ',false
53399,'IN','for','for',1,'prep','the plug ins chargers kept falling ',false
53400,'NNS','charger','chargers',1,'pobj','plug ins for kept falling out ',false
53401,'VBD','keep','kept',1,'conj','ins for chargers falling out . ',false
53402,'VBG','fall','falling',1,'xcomp','for chargers kept out . ',false
53403,'RP','out','out',1,'prt','chargers kept falling . ',false
53404,'.','.','.',0,'punct','kept falling out ',false
54472,'JJ','affordable','Affordable',1,'amod','average hotel in ',false
54473,'JJ','average','average',1,'amod','Affordable hotel in central ',false
54474,'NN','hotel','hotel',1,'ROOT','Affordable average in central location ',false
54475,'IN','in','in',1,'prep','Affordable average hotel central location . ',false
54476,'JJ','central','central',1,'amod','average hotel in location . ',false
54477,'NN','location','location',1,'pobj','hotel in central . ',false
54478,'.','.','.',0,'punct','in central location ',false
54479,'VBD','like','Liked',1,'ccomp','the central location ',false
54480,'DT','the','the',1,'det','Liked central location , ',false
54481,'JJ','central','central',1,'amod','Liked the location , the ',false
54482,'NN','location','location',1,'dobj','Liked the central , the view ',false
54483,',',',',',',0,'punct','the central location the view , ',false
54484,'DT','the','the',1,'det','central location , view , the ',false
54485,'NN','view','view',1,'nsubj','location , the , the price ',false
54486,',',',',',',0,'punct',', the view the price . ',false
54487,'DT','the','the',1,'det','the view , price . ',false
54488,'NN','price','price',1,'ROOT','view , the . ',false
54489,'.','.','.',0,'punct',', the price ',false
54490,'DT','a','A',1,'det','lot of homeless ',false
54491,'NN','lot','lot',1,'nsubj','A of homeless people ',false
54492,'IN','of','of',1,'prep','A lot homeless people in ',false
54493,'JJ','homeless','homeless',1,'amod','A lot of people in the ',false
54494,'NNS','people','people',1,'pobj','lot of homeless in the area ',false
54495,'IN','in','in',1,'prep','of homeless people the area and ',false
54496,'DT','the','the',1,'det','homeless people in area and drug ',false
54497,'NN','area','area',1,'pobj','people in the and drug use ',false
54498,'CC','and','and',1,'cc','in the area drug use , ',false
54499,'NN','drug','drug',1,'nn','the area and use , the ',false
54500,'NN','use','use',1,'conj','area and drug , the pool ',false
54501,',',',',',',0,'punct','and drug use the pool only ',false
54502,'DT','the','the',1,'det','drug use , pool only being ',false
54503,'NN','pool','pool',1,'appos','use , the only being open ',false
54504,'RB','only','only',1,'advmod',', the pool being open 6-10 ',false
54505,'VBG','be','being',1,'cop','the pool only open 6-10 , ',false
54506,'JJ','open','open',1,'amod','pool only being 6-10 , rooms ',false
54507,'CD','0','6-10',0,'tmod','only being open , rooms could ',false
54508,',',',',',',0,'punct','being open 6-10 rooms could use ',false
54509,'NNS','room','rooms',1,'nsubj','open 6-10 , could use updating ',false
54510,'MD','could','could',1,'aux','6-10 , rooms use updating , ',false
54511,'VB','use','use',1,'rcmod',', rooms could updating , more ',false
54512,'VBG','update','updating',1,'dobj','rooms could use , more plug ',false
54513,',',',',',',0,'punct','could use updating more plug ins ',false
54514,'RBR','more','more',1,'advmod','use updating , plug ins near ',false
54515,'VB','plug','plug',1,'infmod','updating , more ins near the ',false
54516,'NNS','in','ins',1,'dobj',', more plug near the bed ',false
54517,'IN','near','near',1,'prep','more plug ins the bed would ',false
54518,'DT','the','the',1,'det','plug ins near bed would be ',false
54519,'NN','bed','bed',1,'pobj','ins near the would be nice ',false
54520,'MD','would','would',1,'aux','near the bed be nice , ',false
54521,'VB','be','be',1,'cop','the bed would nice , some ',false
54522,'JJ','nice','nice',1,'ccomp','bed would be , some plug ',false
54523,',',',',',',0,'punct','would be nice some plug ins ',false
54524,'DT','some','some',1,'det','be nice , plug ins didn?ft ',false
54525,'NN','plug','plug',1,'nn','nice , some ins didn?ft work ',false
54526,'NNS','in','ins',1,'nsubj',', some plug didn?ft work . ',false
54527,'VBD','didn?ft','didn?ft',1,'ROOT','some plug ins work . ',false
54528,'NN','work','work',1,'dobj','plug ins didn?ft . ',false
54529,'.','.','.',0,'punct','ins didn?ft work ',false
54530,'PRP$','your','Your',1,'poss','website also isn?ft ',false
54531,'NN','website','website',1,'nsubjpass','Your also isn?ft updated ',false
54532,'RB','also','also',1,'advmod','Your website isn?ft updated - ',false
54533,'VBD','isn?ft','isn?ft',1,'auxpass','Your website also updated - our ',false
54534,'VBN','update','updated',1,'ROOT','website also isn?ft - our room ',false
54535,':','-','-',0,'punct','also isn?ft updated our room had ',false
54536,'PRP$','our','our',1,'poss','isn?ft updated - room had a ',false
54537,'NN','room','room',1,'nsubj','updated - our had a fridge ',false
54538,'VBD','have','had',1,'parataxis','- our room a fridge but ',false
54539,'DT','a','a',1,'det','our room had fridge but that ',false
54540,'NN','fridge','fridge',1,'dobj','room had a but that wasn?ft ',false
54541,'CC','but','but',1,'cc','had a fridge that wasn?ft expected ',false
54542,'IN','that','that',1,'complm','a fridge but wasn?ft expected so ',false
54543,'NNP','wasn?ft','wasn?ft',1,'nsubj','fridge but that expected so it ',false
54544,'VBD','expect','expected',1,'conj','but that wasn?ft so it would ',false
54545,'RB','so','so',1,'advmod','that wasn?ft expected it would have ',false
54546,'PRP','it','it',1,'nsubj','wasn?ft expected so would have been ',false
54547,'MD','would','would',1,'aux','expected so it have been nice ',false
54548,'VB','have','have',1,'aux','so it would been nice to ',false
54549,'VBN','be','been',1,'cop','it would have nice to know ',false
54550,'JJ','nice','nice',1,'acomp','would have been to know and ',false
54551,'TO','to','to',1,'aux','have been nice know and the ',false
54552,'VB','know','know',1,'xcomp','been nice to and the shower ',false
54553,'CC','and','and',1,'cc','nice to know the shower was ',false
54554,'DT','the','the',1,'det','to know and shower was nicer ',false
54555,'NN','shower','shower',1,'nsubj','know and the was nicer then ',false
54556,'VBD','be','was',1,'cop','and the shower nicer then what ',false
54557,'JJR','nice','nicer',1,'conj','the shower was then what the ',false
54558,'RB','then','then',1,'advmod','shower was nicer what the picture ',false
54559,'WP','what','what',1,'dobj','was nicer then the picture showed ',false
54560,'DT','the','the',1,'det','nicer then what picture showed and ',false
54561,'NN','picture','picture',1,'nsubj','then what the showed and that ',false
54562,'VBD','show','showed',1,'ccomp','what the picture and that might ',false
54563,'CC','and','and',1,'cc','the picture showed that might attract ',false
54564,'DT','that','that',1,'nsubj','picture showed and might attract more ',false
54565,'MD','might','might',1,'aux','showed and that attract more people ',false
54566,'VB','attract','attract',1,'conj','and that might more people . ',false
54567,'JJR','more','more',1,'amod','that might attract people . ',false
54568,'NNS','people','people',1,'dobj','might attract more . ',false
54569,'.','.','.',0,'punct','attract more people ',false
54570,'DT','the','The',1,'det','man that ushered ',false
54571,'NN','man','man',1,'ROOT','The that ushered people ',false
54572,'WDT','that','that',1,'nsubj','The man ushered people into ',false
