@relation Preis-Leistungs-Verhltnis-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
260627,'CD','0','30',0,'num','was long - minutes in line ',false
260628,'NNS','minute','minutes',1,'dobj','long - 30 in line after ',false
260629,'IN','in','in',1,'prep','- 30 minutes line after a ',false
260630,'NN','line','line',1,'pobj','30 minutes in after a long ',false
260631,'IN','after','after',1,'prep','minutes in line a long international ',false
260632,'DT','a','a',1,'det','in line after long international flight ',false
260633,'JJ','long','long',1,'amod','line after a international flight ! ',false
260634,'JJ','international','international',1,'amod','after a long flight ! ',false
260635,'NN','flight','flight',1,'pobj','a long international ! ',false
260636,'.','!','!',0,'punct','long international flight ',false
260637,'JJS','most','Most',1,'nsubj','frustrating . ',false
260638,'JJ','frustrating','frustrating',1,'ROOT','Most . ',false
260639,'.','.','.',0,'punct','Most frustrating ',false
261393,'JJ','good','Good',1,'ROOT','. ',false
261394,'.','.','.',0,'punct','Good ',false
261395,'DT','the','The',1,'det','view from panorama ',false
261396,'NN','view','view',1,'nsubj','The from panorama room ',false
261397,'IN','from','from',1,'prep','The view panorama room was ',false
261398,'NN','panorama','panorama',1,'nn','The view from room was pretty ',false
261399,'NN','room','room',1,'pobj','view from panorama was pretty nice ',false
261400,'VBD','be','was',1,'cop','from panorama room pretty nice . ',false
261401,'RB','pretty','pretty',1,'advmod','panorama room was nice . ',false
261402,'JJ','nice','nice',1,'ROOT','room was pretty . ',false
261403,'.','.','.',0,'punct','was pretty nice ',false
261404,'NN','breakfast','Breakfast',1,'nsubj','is good . ',false
261405,'VBZ','be','is',1,'cop','Breakfast good . ',false
261406,'JJ','good','good',1,'ROOT','Breakfast is . ',false
261407,'.','.','.',0,'punct','Breakfast is good ',false
261408,'IN','in','In',1,'prep','the shower area ',false
261409,'DT','the','the',1,'det','In shower area and ',false
261410,'NN','shower','shower',1,'nn','In the area and particular ',false
261411,'NN','area','area',1,'pobj','In the shower and particular the ',false
261412,'CC','and','and',1,'cc','the shower area particular the toalet ',false
261413,'JJ','particular','particular',1,'conj','shower area and the toalet should ',false
261414,'DT','the','the',1,'det','area and particular toalet should have ',false
261415,'NN','toalet','toalet',1,'pobj','and particular the should have a ',false
261416,'MD','should','should',1,'aux','particular the toalet have a proper ',false
261417,'VB','have','have',1,'ROOT','the toalet should a proper door ',false
261418,'DT','a','a',1,'det','toalet should have proper door for ',false
261419,'JJ','proper','proper',1,'amod','should have a door for the ',false
261420,'NN','door','door',1,'dobj','have a proper for the privacy ',false
261421,'IN','for','for',1,'prep','a proper door the privacy . ',false
261422,'DT','the','the',1,'det','proper door for privacy . ',false
261423,'NN','privacy','privacy',1,'pobj','door for the . ',false
261424,'.','.','.',0,'punct','for the privacy ',false
261425,'DT','the','The',1,'det','panorama view was ',false
261426,'NN','panorama','panorama',1,'nn','The view was nice ',false
261427,'NN','view','view',1,'nsubj','The panorama was nice but ',false
261428,'VBD','be','was',1,'cop','The panorama view nice but from ',false
261429,'JJ','nice','nice',1,'ROOT','panorama view was but from the ',false
261430,'CC','but','but',1,'cc','view was nice from the 13th ',false
261431,'IN','from','from',1,'prep','was nice but the 13th floor ',false
261432,'DT','the','the',1,'det','nice but from 13th floor it?fs ',false
261433,'JJ','#ord#','13th',1,'amod','but from the floor it?fs still ',false
261434,'NN','floor','floor',1,'pobj','from the 13th it?fs still not ',false
261435,'VBZ','it?fs','it?fs',1,'cop','the 13th floor still not that ',false
261436,'RB','still','still',1,'advmod','13th floor it?fs not that open ',false
261437,'RB','not','not',1,'neg','floor it?fs still that open that ',false
261438,'RB','that','that',1,'advmod','it?fs still not open that what ',false
261439,'JJ','open','open',1,'conj','still not that that what I ',false
261440,'IN','that','that',1,'prep','not that open what I was ',false
261441,'WP','what','what',1,'dobj','that open that I was expecting ',false
261442,'PRP','i','I',1,'nsubj','open that what was expecting . ',false
261443,'VBD','be','was',1,'aux','that what I expecting . ',false
261444,'VBG','expect','expecting',1,'pcomp','what I was . ',false
261445,'.','.','.',0,'punct','I was expecting ',false
261591,'JJ','wonderful','Wonderful',1,'ROOT','. ',false
261592,'.','.','.',0,'punct','Wonderful ',false
261593,'NN','location','Location',1,'ROOT','',false
264447,'JJ','good','Good',1,'ROOT','. ',false
264448,'.','.','.',0,'punct','Good ',false
264449,'DT','the','The',1,'det','hotel has a ',false
264450,'NN','hotel','hotel',1,'nsubj','The has a perfect ',false
264451,'VBZ','have','has',1,'ROOT','The hotel a perfect location ',false
264452,'DT','a','a',1,'det','The hotel has perfect location , ',false
264453,'JJ','perfect','perfect',1,'amod','hotel has a location , at ',false
264454,'NN','location','location',1,'dobj','has a perfect , at Alexanderplatz ',false
264455,',',',',',',0,'punct','a perfect location at Alexanderplatz , ',false
264456,'IN','at','at',1,'prep','perfect location , Alexanderplatz , next ',false
264457,'NNP','alexanderplatz','Alexanderplatz',1,'pobj','location , at , next to ',false
264458,',',',',',',0,'punct',', at Alexanderplatz next to the ',false
264459,'RB','next','next',1,'dep','at Alexanderplatz , to the metro ',false
264460,'IN','to','to',1,'prep','Alexanderplatz , next the metro station ',false
264461,'DT','the','the',1,'det',', next to metro station , ',false
264462,'NN','metro','metro',1,'nn','next to the station , the ',false
264463,'NN','station','station',1,'pobj','to the metro , the shopping ',false
264464,',',',',',',0,'punct','the metro station the shopping malls ',false
264465,'DT','the','the',1,'det','metro station , shopping malls and ',false
264466,'NN','shopping','shopping',1,'nn','station , the malls and all ',false
264467,'NNS','mall','malls',1,'null',', the shopping and all the ',false
264468,'CC','and','and',1,'cc','the shopping malls all the attractions ',false
264469,'PDT','all','all',1,'predet','shopping malls and the attractions around ',false
264470,'DT','the','the',1,'det','malls and all attractions around . ',false
264471,'NNS','attraction','attractions',1,'conj','and all the around . ',false
264472,'RB','around','around',1,'advmod','all the attractions . ',false
264473,'.','.','.',0,'punct','the attractions around ',false
264474,'DT','the','The',1,'det','museums are within ',false
264475,'NNS','museum','museums',1,'nsubj','The are within a ',false
264476,'VBP','be','are',1,'ROOT','The museums within a walking ',false
264477,'IN','within','within',1,'prep','The museums are a walking distance ',false
264478,'DT','a','a',1,'det','museums are within walking distance . ',false
264479,'VBG','walk','walking',1,'amod','are within a distance . ',false
264480,'NN','distance','distance',1,'pobj','within a walking . ',false
264481,'.','.','.',0,'punct','a walking distance ',false
264482,'EX','there','There',1,'expl','is also a ',false
264483,'VBZ','be','is',1,'ROOT','There also a bus ',false
264484,'RB','also','also',1,'advmod','There is a bus line ',false
264485,'DT','a','a',1,'det','There is also bus line from ',false
264486,'NN','bus','bus',1,'nn','is also a line from Tegel ',false
264487,'NN','line','line',1,'nsubj','also a bus from Tegel airport ',false
264488,'IN','from','from',1,'prep','a bus line Tegel airport arriving ',false
264489,'NNP','tegel','Tegel',1,'nn','bus line from airport arriving there ',false
264490,'NN','airport','airport',1,'pobj','line from Tegel arriving there . ',false
264491,'VBG','arrive','arriving',1,'ccomp','from Tegel airport there . ',false
264492,'RB','there','there',1,'advmod','Tegel airport arriving . ',false
264493,'.','.','.',0,'punct','airport arriving there ',false
264494,'DT','the','The',1,'det','hotel itself is ',false
264495,'NN','hotel','hotel',1,'nsubj','The itself is a ',false
264496,'PRP','itself','itself',1,'dep','The hotel is a skyscrapper ',false
264497,'VBZ','be','is',1,'cop','The hotel itself a skyscrapper with ',false
264498,'DT','a','a',1,'det','hotel itself is skyscrapper with excellent ',false
264499,'NN','skyscrapper','skyscrapper',1,'ROOT','itself is a with excellent view ',false
264500,'IN','with','with',1,'prep','is a skyscrapper excellent view from ',false
264501,'JJ','excellent','excellent',1,'amod','a skyscrapper with view from the ',false
264502,'NN','view','view',1,'pobj','skyscrapper with excellent from the rooms ',false
264503,'IN','from','from',1,'prep','with excellent view the rooms , ',false
264504,'DT','the','the',1,'det','excellent view from rooms , a ',false
264505,'NNS','room','rooms',1,'pobj','view from the , a cosy ',false
264506,',',',',',',0,'punct','from the rooms a cosy lobby ',false
264507,'DT','a','a',1,'det','the rooms , cosy lobby , ',false
264508,'JJ','cosy','cosy',1,'amod','rooms , a lobby , a ',false
264509,'NN','lobby','lobby',1,'conj',', a cosy , a very ',false
264510,',',',',',',0,'punct','a cosy lobby a very good ',false
264511,'DT','a','a',1,'det','cosy lobby , very good restaurant ',false
264512,'RB','very','very',1,'advmod','lobby , a good restaurant , ',false
264513,'JJ','good','good',1,'amod',', a very restaurant , and ',false
264514,'NN','restaurant','restaurant',1,'conj','a very good , and a ',false
264515,',',',',',',0,'punct','very good restaurant and a rooftop ',false
264516,'CC','and','and',1,'cc','good restaurant , a rooftop cafe ',false
264517,'DT','a','a',1,'det','restaurant , and rooftop cafe . ',false
264518,'NN','rooftop','rooftop',1,'nn',', and a cafe . ',false
264519,'NN','cafe','cafe',1,'conj','and a rooftop . ',false
264520,'.','.','.',0,'punct','a rooftop cafe ',false
264521,'RB','also','Also',1,'advmod',', it has ',false
264522,',',',',',',0,'punct','Also it has a ',false
264523,'PRP','it','it',1,'nsubj','Also , has a reasonable ',false
264524,'VBZ','have','has',1,'ROOT','Also , it a reasonable price ',false
264525,'DT','a','a',1,'det',', it has reasonable price compared ',false
264526,'JJ','reasonable','reasonable',1,'amod','it has a price compared to ',false
264527,'NN','price','price',1,'dobj','has a reasonable compared to other ',false
264528,'VBN','compare','compared',1,'prep','a reasonable price to other hotels ',false
264529,'IN','to','to',1,'dep','reasonable price compared other hotels around ',false
264530,'JJ','other','other',1,'amod','price compared to hotels around . ',false
264531,'NNS','hotel','hotels',1,'pobj','compared to other around . ',false
264532,'RB','around','around',1,'advmod','to other hotels . ',false
264533,'.','.','.',0,'punct','other hotels around ',false
264534,'DT','the','The',1,'det','room was too ',false
264535,'NN','room','room',1,'nsubj','The was too small ',false
264536,'VBD','be','was',1,'cop','The room too small for ',false
264537,'RB','too','too',1,'advmod','The room was small for a ',false
264538,'JJ','small','small',1,'ROOT','room was too for a 4 ',false
264539,'IN','for','for',1,'prep','was too small a 4 - ',false
264540,'DT','a','a',1,'det','too small for 4 - star ',false
264541,'CD','0','4',0,'num','small for a - star hotel ',false
264542,'HYPH','-','-',0,'nn','for a 4 star hotel . ',false
264543,'NN','star','star',1,'nn','a 4 - hotel . ',false
264544,'NN','hotel','hotel',1,'pobj','4 - star . ',false
264545,'.','.','.',0,'punct','- star hotel ',false
264546,'PRP','i','I',1,'nsubj','stayed alone , ',false
264547,'VBD','stay','stayed',1,'ROOT','I alone , but ',false
264548,'RB','alone','alone',1,'advmod','I stayed , but I ',false
264549,',',',',',',0,'punct','I stayed alone but I imagine ',false
264550,'CC','but','but',1,'cc','stayed alone , I imagine that ',false
264551,'PRP','i','I',1,'nsubj','alone , but imagine that for ',false
264552,'VBP','imagine','imagine',1,'conj',', but I that for a ',false
264553,'DT','that','that',1,'dobj','but I imagine for a couple ',false
264554,'IN','for','for',1,'prep','I imagine that a couple it ',false
264555,'DT','a','a',1,'det','imagine that for couple it will ',false
264556,'NN','couple','couple',1,'pobj','that for a it will be ',false
264557,'PRP','it','it',1,'nsubj','for a couple will be too ',false
264558,'MD','will','will',1,'aux','a couple it be too small ',false
264559,'VB','be','be',1,'cop','couple it will too small . ',false
264560,'RB','too','too',1,'advmod','it will be small . ',false
264561,'JJ','small','small',1,'rcmod','will be too . ',false
264562,'.','.','.',0,'punct','be too small ',false
264563,'DT','the','The',1,'det','pillows of the ',false
264564,'NNS','pillow','pillows',1,'nsubj','The of the bed ',false
264565,'IN','of','of',1,'prep','The pillows the bed were ',false
264566,'DT','the','the',1,'det','The pillows of bed were not ',false
264567,'NN','bed','bed',1,'pobj','pillows of the were not comfortable ',false
264568,'VBD','be','were',1,'cop','of the bed not comfortable at ',false
264569,'RB','not','not',1,'neg','the bed were comfortable at all ',false
264570,'JJ','comfortable','comfortable',1,'ROOT','bed were not at all . ',false
264571,'RB','at','at',1,'advmod','were not comfortable all . ',false
264572,'RB','all','all',1,'advmod','not comfortable at . ',false
264573,'.','.','.',0,'punct','comfortable at all ',false
264574,'RB','also','Also',1,'advmod',', the bathroom ',false
264575,',',',',',',0,'punct','Also the bathroom is ',false
264576,'DT','the','the',1,'det','Also , bathroom is too ',false
264577,'NN','bathroom','bathroom',1,'nsubj','Also , the is too small ',false
264578,'VBZ','be','is',1,'cop',', the bathroom too small , ',false
264579,'RB','too','too',1,'advmod','the bathroom is small , it ',false
264580,'JJ','small','small',1,'dep','bathroom is too , it is ',false
264581,',',',',',',0,'punct','is too small it is just ',false
264582,'PRP','it','it',1,'nsubjpass','too small , is just located ',false
264583,'VBZ','be','is',1,'auxpass','small , it just located at ',false
264584,'RB','just','just',1,'advmod',', it is located at the ',false
264585,'VBN','locate','located',1,'ROOT','it is just at the corner ',false
264586,'IN','at','at',1,'prep','is just located the corner of ',false
264587,'DT','the','the',1,'det','just located at corner of the ',false
264588,'NN','corner','corner',1,'pobj','located at the of the room ',false
264589,'IN','of','of',1,'prep','at the corner the room with ',false
264590,'DT','the','the',1,'det','the corner of room with a ',false
264591,'NN','room','room',1,'pobj','corner of the with a semi-transparent ',false
264592,'IN','with','with',1,'prep','of the room a semi-transparent glass ',false
264593,'DT','a','a',1,'det','the room with semi-transparent glass around ',false
264594,'JJ','semi-transparent','semi-transparent',1,'amod','room with a glass around it ',false
264595,'NN','glass','glass',1,'pobj','with a semi-transparent around it . ',false
264596,'IN','around','around',1,'prep','a semi-transparent glass it . ',false
264597,'PRP','it','it',1,'pobj','semi-transparent glass around . ',false
264598,'.','.','.',0,'punct','glass around it ',false
264599,'PRP','i','I',1,'nsubj','am sure it ',false
264600,'VBP','be','am',1,'cop','I sure it will ',false
264601,'JJ','sure','sure',1,'ROOT','I am it will be ',false
264602,'PRP','it','it',1,'nsubj','I am sure will be awkward ',false
264603,'MD','will','will',1,'aux','am sure it be awkward even ',false
264604,'VB','be','be',1,'cop','sure it will awkward even for ',false
264605,'JJ','awkward','awkward',1,'ccomp','it will be even for couples ',false
264606,'RB','even','even',1,'dep','will be awkward for couples . ',false
264607,'IN','for','for',1,'prep','be awkward even couples . ',false
264608,'NNS','couple','couples',1,'pobj','awkward even for . ',false
264609,'.','.','.',0,'punct','even for couples ',false
264610,'EX','there','There',1,'expl','is free WiFi ',false
264611,'VBZ','be','is',1,'ROOT','There free WiFi but ',false
264612,'JJ','free','free',1,'amod','There is WiFi but it ',false
264613,'NNP','wifi','WiFi',1,'nsubj','There is free but it is ',false
264614,'CC','but','but',1,'cc','is free WiFi it is flawed ',false
264615,'PRP','it','it',1,'nsubj','free WiFi but is flawed ; ',false
264616,'VBZ','be','is',1,'cop','WiFi but it flawed ; sometimes ',false
264617,'JJ','flawed','flawed',1,'conj','but it is ; sometimes it ',false
264618,':',';',';',0,'punct','it is flawed sometimes it was ',false
264619,'RB','sometimes','sometimes',1,'advmod','is flawed ; it was too ',false
264620,'PRP','it','it',1,'nsubj','flawed ; sometimes was too slow ',false
264621,'VBD','be','was',1,'cop','; sometimes it too slow , ',false
264622,'RB','too','too',1,'advmod','sometimes it was slow , or ',false
264623,'JJ','slow','slow',1,'parataxis','it was too , or it ',false
264624,',',',',',',0,'punct','was too slow or it didt ',false
264625,'CC','or','or',1,'cc','too slow , it didt connect ',false
264626,'PRP','it','it',1,'nsubj','slow , or didt connect at ',false
264627,'RB','didt','didt',1,'advmod',', or it connect at all ',false
264628,'VB','connect','connect',1,'conj','or it didt at all when ',false
264629,'RB','at','at',1,'advmod','it didt connect all when I ',false
264630,'RB','all','all',1,'advmod','didt connect at when I was ',false
264631,'WRB','when','when',1,'advmod','connect at all I was in ',false
264632,'PRP','i','I',1,'nsubj','at all when was in the ',false
264633,'VBD','be','was',1,'dep','all when I in the room ',false
264634,'IN','in','in',1,'prep','when I was the room . ',false
264635,'DT','the','the',1,'det','I was in room . ',false
264636,'NN','room','room',1,'pobj','was in the . ',false
264637,'.','.','.',0,'punct','in the room ',false
264638,'RB','also','Also',1,'advmod','there were some ',false
264639,'EX','there','there',1,'expl','Also were some issues ',false
264640,'VBD','be','were',1,'ROOT','Also there some issues with ',false
264641,'DT','some','some',1,'det','Also there were issues with the ',false
264642,'NNS','issue','issues',1,'dobj','there were some with the cleanliness ',false
264643,'IN','with','with',1,'prep','were some issues the cleanliness ; ',false
264644,'DT','the','the',1,'det','some issues with cleanliness ; I ',false
264645,'NN','cleanliness','cleanliness',1,'pobj','issues with the ; I found ',false
264646,':',';',';',0,'punct','with the cleanliness I found a ',false
264647,'PRP','i','I',1,'nsubj','the cleanliness ; found a pair ',false
264648,'VBD','find','found',1,'parataxis','cleanliness ; I a pair of ',false
264649,'DT','a','a',1,'det','; I found pair of old ',false
264650,'NN','pair','pair',1,'dobj','I found a of old socks ',false
264651,'IN','of','of',1,'prep','found a pair old socks in ',false
264652,'JJ','old','old',1,'amod','a pair of socks in a ',false
264653,'NNS','sock','socks',1,'pobj','pair of old in a drawer ',false
264654,'IN','in','in',1,'prep','of old socks a drawer , ',false
264655,'DT','a','a',1,'det','old socks in drawer , I ',false
264656,'NN','drawer','drawer',1,'pobj','socks in a , I am ',false
264657,',',',',',',0,'punct','in a drawer I am sure ',false
264658,'PRP','i','I',1,'nsubj','a drawer , am sure they ',false
264659,'VBP','be','am',1,'cop','drawer , I sure they are ',false
264660,'JJ','sure','sure',1,'ccomp',', I am they are still ',false
264661,'PRP','they','they',1,'nsubj','I am sure are still there ',false
264662,'VBP','be','are',1,'ccomp','am sure they still there . ',false
264663,'RB','still','still',1,'advmod','sure they are there . ',false
264664,'RB','there','there',1,'advmod','they are still . ',false
264665,'.','.','.',0,'punct','are still there ',false
266326,'JJ','enjoyable','Enjoyable',1,'amod','stay in great ',false
266327,'NN','stay','stay',1,'nsubj','Enjoyable in great location ',false
266328,'IN','in','in',1,'prep','Enjoyable stay great location , ',false
266329,'JJ','great','great',1,'amod','Enjoyable stay in location , I ',false
266330,'NN','location','location',1,'pobj','stay in great , I would ',false
266331,',',',',',',0,'punct','in great location I would book ',false
266332,'PRP','i','I',1,'nsubj','great location , would book this ',false
266333,'MD','would','would',1,'aux','location , I book this hotel ',false
266334,'VB','book','book',1,'ROOT',', I would this hotel again ',false
266335,'DT','this','this',1,'det','I would book hotel again . ',false
266336,'NN','hotel','hotel',1,'dobj','would book this again . ',false
266337,'RB','again','again',1,'advmod','book this hotel . ',false
266338,'.','.','.',0,'punct','this hotel again ',false
266339,'JJ','great','Great',1,'amod','location and friendly ',false
266340,'NN','location','location',1,'ROOT','Great and friendly staff ',false
266341,'CC','and','and',1,'cc','Great location friendly staff . ',false
266342,'JJ','friendly','friendly',1,'amod','Great location and staff . ',false
266343,'NN','staff','staff',1,'conj','location and friendly . ',false
266344,'.','.','.',0,'punct','and friendly staff ',false
266345,'NNP','easy','Easy',1,'nn','walking distance of ',false
266346,'VBG','walk','walking',1,'amod','Easy distance of the ',false
266347,'NN','distance','distance',1,'ROOT','Easy walking of the TV ',false
266348,'IN','of','of',1,'prep','Easy walking distance the TV tower ',false
266349,'DT','the','the',1,'det','walking distance of TV tower and ',false
266350,'NN','tv','TV',1,'nn','distance of the tower and Museum ',false
266351,'NN','tower','tower',1,'pobj','of the TV and Museum Island ',false
266352,'CC','and','and',1,'cc','the TV tower Museum Island . ',false
266353,'NNP','museum','Museum',1,'nn','TV tower and Island . ',false
266354,'NNP','island','Island',1,'conj','tower and Museum . ',false
266355,'.','.','.',0,'punct','and Museum Island ',false
266356,'DT','a','A',1,'det','number of good ',false
266357,'NN','number','number',1,'ccomp','A of good bars ',false
266358,'IN','of','of',1,'prep','A number good bars / ',false
266359,'JJ','good','good',1,'amod','A number of bars / restaurants ',false
266360,'NNS','bar','bars',1,'pobj','number of good / restaurants within ',false
266361,',','/','/',0,'punct','of good bars restaurants within a ',false
266362,'NNS','restaurant','restaurants',1,'nsubj','good bars / within a few ',false
266363,'IN','within','within',1,'prep','bars / restaurants a few mins ',false
266364,'DT','a','a',1,'det','/ restaurants within few mins walk ',false
266365,'JJ','few','few',1,'amod','restaurants within a mins walk . ',false
266366,'NNS','min','mins',1,'pobj','within a few walk . ',false
266367,'VBP','walk','walk',1,'ROOT','a few mins . ',false
266368,'.','.','.',0,'punct','few mins walk ',false
266369,'RB','very','Very',1,'advmod','handy for transport ',false
266370,'JJ','handy','handy',1,'ROOT','Very for transport links ',false
266371,'IN','for','for',1,'prep','Very handy transport links within ',false
266372,'NN','transport','transport',1,'nn','Very handy for links within Berlin ',false
266373,'NNS','link','links',1,'pobj','handy for transport within Berlin and ',false
266374,'IN','within','within',1,'prep','for transport links Berlin and further ',false
266375,'NNP','berlin','Berlin',1,'pobj','transport links within and further afield ',false
266376,'CC','and','and',1,'cc','links within Berlin further afield . ',false
266377,'RBR','far','further',1,'advmod','within Berlin and afield . ',false
266378,'RB','afield','afield',1,'conj','Berlin and further . ',false
266379,'.','.','.',0,'punct','and further afield ',false
266380,'DT','an','An',1,'det','unusual room layout ',false
266381,'JJ','unusual','unusual',1,'amod','An room layout with ',false
266382,'NN','room','room',1,'nn','An unusual layout with toilet ',false
266383,'NN','layout','layout',1,'ROOT','An unusual room with toilet and ',false
266384,'IN','with','with',1,'prep','unusual room layout toilet and shower ',false
266385,'NN','toilet','toilet',1,'pobj','room layout with and shower both ',false
266386,'CC','and','and',1,'cc','layout with toilet shower both separate ',false
266387,'NN','shower','shower',1,'conj','with toilet and both separate and ',false
266388,'CC','both','both',1,'preconj','toilet and shower separate and only ',false
266389,'JJ','separate','separate',1,'amod','and shower both and only covered ',false
266390,'CC','and','and',1,'cc','shower both separate only covered by ',false
266391,'RB','only','only',1,'advmod','both separate and covered by a ',false
266392,'VBN','cover','covered',1,'conj','separate and only by a frosted ',false
266393,'IN','by','by',1,'prep','and only covered a frosted glass ',false
266394,'DT','a','a',1,'det','only covered by frosted glass window ',false
266395,'VBN','frost','frosted',1,'amod','covered by a glass window / ',false
266396,'NN','glass','glass',1,'nn','by a frosted window / door ',false
266397,'NN','window','window',1,'pobj','a frosted glass / door from ',false
266398,'SYM','/','/',0,'dep','frosted glass window door from the ',false
266399,'NN','door','door',1,'dep','glass window / from the rest ',false
266400,'IN','from','from',1,'prep','window / door the rest of ',false
266401,'DT','the','the',1,'det','/ door from rest of the ',false
266402,'NN','rest','rest',1,'pobj','door from the of the room ',false
266403,'IN','of','of',1,'prep','from the rest the room . ',false
266404,'DT','the','the',1,'det','the rest of room . ',false
266405,'NN','room','room',1,'pobj','rest of the . ',false
266406,'.','.','.',0,'punct','of the room ',false
266407,'DT','the','The',1,'det','wash hand basin ',false
266408,'NN','wash','wash',1,'nn','The hand basin was ',false
266409,'NN','hand','hand',1,'nn','The wash basin was also ',false
266410,'NN','basin','basin',1,'nsubj','The wash hand was also separate ',false
266411,'VBD','be','was',1,'cop','wash hand basin also separate and ',false
266412,'RB','also','also',1,'advmod','hand basin was separate and located ',false
266413,'JJ','separate','separate',1,'ROOT','basin was also and located in ',false
266414,'CC','and','and',1,'cc','was also separate located in the ',false
266415,'VBN','locate','located',1,'conj','also separate and in the main ',false
266416,'IN','in','in',1,'prep','separate and located the main room ',false
266417,'DT','the','the',1,'det','and located in main room ',false
266418,'JJ','main','main',1,'amod','located in the room ',false
266419,'NN','room','room',1,'pobj','in the main ',false
267128,'JJ','great','Great',1,'amod','location on Alexanderplatz ',false
267129,'NN','location','location',1,'ROOT','Great on Alexanderplatz . ',false
267130,'IN','on','on',1,'prep','Great location Alexanderplatz . ',false
267131,'NNP','alexanderplatz','Alexanderplatz',1,'pobj','Great location on . ',false
267132,'.','.','.',0,'punct','location on Alexanderplatz ',false
267133,'JJ','excellent','Excellent',1,'amod','location , nice ',false
267134,'NN','location','location',1,'ROOT','Excellent , nice staff ',false
267135,',',',',',',0,'punct','Excellent location nice staff and ',false
267136,'JJ','nice','nice',1,'amod','Excellent location , staff and clean ',false
267137,'NN','staff','staff',1,'conj','location , nice and clean spacious ',false
267138,'CC','and','and',1,'cc',', nice staff clean spacious room ',false
267139,'JJ','clean','clean',1,'amod','nice staff and spacious room . ',false
267140,'JJ','spacious','spacious',1,'amod','staff and clean room . ',false
267141,'NN','room','room',1,'conj','and clean spacious . ',false
267142,'.','.','.',0,'punct','clean spacious room ',false
267143,'NNS','pillow','Pillows',1,'nsubj','were uncomfortable and ',false
267144,'VBD','be','were',1,'cop','Pillows uncomfortable and tiny ',false
267145,'JJ','uncomfortable','uncomfortable',1,'ccomp','Pillows were and tiny , ',false
267146,'CC','and','and',1,'cc','Pillows were uncomfortable tiny , room ',false
267147,'JJ','tiny','tiny',1,'conj','were uncomfortable and , room was ',false
267148,',',',',',',0,'punct','uncomfortable and tiny room was not ',false
267149,'NN','room','room',1,'nsubj','and tiny , was not heated ',false
267150,'VBD','be','was',1,'cop','tiny , room not heated and ',false
267151,'RB','not','not',1,'neg',', room was heated and bathroom ',false
267152,'JJ','heated','heated',1,'ROOT','room was not and bathroom is ',false
267153,'CC','and','and',1,'cc','was not heated bathroom is separated ',false
267154,'NN','bathroom','bathroom',1,'nsubjpass','not heated and is separated only ',false
267155,'VBZ','be','is',1,'auxpass','heated and bathroom separated only by ',false
267156,'VBN','separate','separated',1,'conj','and bathroom is only by a ',false
267157,'RB','only','only',1,'dep','bathroom is separated by a curtain ',false
267158,'IN','by','by',1,'prep','is separated only a curtain from ',false
267159,'DT','a','a',1,'det','separated only by curtain from the ',false
267160,'NN','curtain','curtain',1,'pobj','only by a from the rest ',false
267161,'IN','from','from',1,'prep','by a curtain the rest of ',false
267162,'DT','the','the',1,'det','a curtain from rest of the ',false
267163,'NN','rest','rest',1,'pobj','curtain from the of the room ',false
267164,'IN','of','of',1,'prep','from the rest the room . ',false
267165,'DT','the','the',1,'det','the rest of room . ',false
267166,'NN','room','room',1,'pobj','rest of the . ',false
267167,'.','.','.',0,'punct','of the room ',false
267547,'JJ','excellent','Excellent',1,'ROOT','. ',false
267548,'.','.','.',0,'punct','Excellent ',false
267549,'NNP','location','Location',1,'ROOT','very good . ',false
267550,'RB','very','very',1,'advmod','Location good . ',false
267551,'JJ','good','good',1,'amod','Location very . ',false
267552,'.','.','.',0,'punct','Location very good ',false
267553,'NN','room','Room',1,'nsubj','are small , ',false
267554,'VBP','be','are',1,'cop','Room small , shower ',false
267555,'JJ','small','small',1,'ROOT','Room are , shower in ',false
267556,',',',',',',0,'punct','Room are small shower in the ',false
267557,'NN','shower','shower',1,'dep','are small , in the room ',false
267558,'IN','in','in',1,'prep','small , shower the room . ',false
267559,'DT','the','the',1,'det',', shower in room . ',false
267560,'NN','room','room',1,'pobj','shower in the . ',false
267561,'.','.','.',0,'punct','in the room ',false
267562,'VB','be','Be',1,'ROOT','careful depending on ',false
267563,'JJ','careful','careful',1,'amod','Be depending on who ',false
267564,'NN','depending','depending',1,'dobj','Be careful on who share ',false
267565,'IN','on','on',1,'prep','Be careful depending who share your ',false
267566,'WP','who','who',1,'nsubj','careful depending on share your room ',false
267567,'VBP','share','share',1,'pcomp','depending on who your room ',false
267568,'PRP$','your','your',1,'poss','on who share room ',false
267569,'NN','room','room',1,'dobj','who share your ',false
268019,'NN','nothing','Nothing',1,'nn','Special , but ',false
268020,'NNP','special','Special',1,'ROOT','Nothing , but good ',false
268021,',',',',',',0,'punct','Nothing Special but good value ',false
268022,'CC','but','but',1,'cc','Nothing Special , good value for ',false
268023,'JJ','good','good',1,'amod','Special , but value for money ',false
268024,'NN','value','value',1,'conj',', but good for money . ',false
268025,'IN','for','for',1,'prep','but good value money . ',false
268026,'NN','money','money',1,'pobj','good value for . ',false
268027,'.','.','.',0,'punct','value for money ',false
268028,'DT','the','The',1,'det','view , the ',false
268029,'NN','view','view',1,'tmod','The , the facilities ',false
