@relation review

@attribute id numeric
@attribute title_lemma string
@attribute positive_part_lemma string
@attribute negative_part_lemma string
@attribute aspects_in_positive string
@attribute aspects_in_negative string
@attribute sentiment_avg_in_tit numeric
@attribute sentiment_avg_in_pos numeric
@attribute sentiment_avg_in_neg numeric
@attribute sentiment_max_in_pos numeric
@attribute sentiment_max_in_neg numeric
@attribute sentiment_min_in_pos numeric
@attribute sentiment_min_in_neg numeric
@attribute relation_of_type numeric
@attribute score numeric

@data
226,'wonderful ','silverfish bathroom . also , enough seating breakfast ','','','',0.7,0,0,0,0,0,0,0.0,9.2
227,'excellent ','location room view window 0 elevation ','. breakfast u.k. guest quite abysmal egg bacon cooked swim fat tasteless alternative boil egg scramble lesser star hotel would provided mushroom omelette bake bean ! facility make toast !! continental selection good though honest ','','',0.65,0,0,0,0,0,0,0.19407894736842105,8.8
228,'pleasant ','small room , crowded lobby , outdated small gym ','','','',0.65,0,0,0,0,0,0,0.0,6.7
229,'good ','location accessibility public transport ','shower odd place overflow #ord# morning , promptly deal report . lack tea coffee room disappointing . ','','',0.65,0,0,0,0,0,0,0.33136094674556216,7.1
230,'good location ','friendly staff speak english ','location good ','','',0.37142857142857144,0,0,0,0,0,0,1.9473684210526316,8.8
231,'good ','location ','floor room clean whole time duvet cover rip replace bit old look ','','',0.65,0,0,0,0,0,0,0.057692307692307696,7.5
232,'friendly understanding magnificent view room . i would come back ','friendly ','mattress bed bit hard ','','',0.10340136054421768,0,0,0,0,0,0,0.5128205128205128,8.3
233,'christmas markets ','location christmas market check point charley amazing within walk distance .. ','bed hard pillow soft point squash bother need #crd# . ','','',0.0,0,0,0,0,0,0,1.0485436893203883,7.9
234,'good ','location terrific ','. heating stick room - roast window open ( inner window double glazing ) . shower - whilst really powerful refreshing - leak badly reach beyond tile floor onto bedroom carpet ','','',0.65,0,0,0,0,0,0,0.08171206225680934,7.1
235,'great location , busy ','really busy hotel check check take double time expect . plan especially train flight catch ! really need improve service top hotel ','','','',0.1,0,0,0,0,0,0,0.0,8.5
236,'good ','location fabulous . right outside u bahn stop . xmas market #crd# outside door #crd# 0 minute walk away ','bathroom nice . proper cause bathroom door - pull stall like door . sink shower open room shower curtain pull round . see shadow roommate . partner together 0 year - still thing need see !! ','','',0.37142857142857144,0,0,0,0,0,0,0.39184952978056425,8.3
237,'okay ','good location good wifi nice staff ','. bathroom door , little bit akward . ','','',0.0,0,0,0,0,0,0,0.7446808510638298,8.3
238,'pleasant ','front desk staff friendly helpful room upgrade reservation lose good location ','bathroom separate room reservation lose mattress comfortable ','','',0.65,0,0,0,0,0,0,1.2278481012658229,6.7
239,'good ','every think . okay great ','non ','','',0.65,0,0,0,0,0,0,8.0,7.5
240,'berlin something everyone sad uk leave eu . ','location perfect cost . christmas market directly outside . alexanderplatz train underground station within 0 m , tram 0 m , bus airport 0m . bar restaurant close . ','i always stay i come berlin . bit pot luck room quality , refurbish , though style remain . example , i fridge i stay last time , . s big hotel reception lift area get quite overcrowded . ','','',-0.014130434782608694,0,0,0,0,0,0,0.6666666666666666,8.8
241,'excellent ','really good location ','','','',0.65,0,0,0,0,0,0,0.0,8.8
242,'good ','appropriate location centre excellent shopping ','shower problem - flow ','','',0.65,0,0,0,0,0,0,1.9333333333333333,7.1
243,'wonderful ','location #ord# class . right beside underground also christmas market right outside door , could ask much . clean also good powerful shower . fault hotel much really ','. pillow flat comfy #crd# single quilt double bed , ideal use comfy enough . ask housekeep pillow problem ; leave dinner extra pillow get back . great service . ','','',0.7,0,0,0,0,0,0,0.726643598615917,9.2
244,'good ','location excellent . across road train station underground . close proximity shopping christmas market ! nice atmosphere hotel ','reception staff could bit friendly . kettle room would helpful . ','','',0.37142857142857144,0,0,0,0,0,0,1.8555555555555556,8.3
245,'alright amazing ','#crd# pillow , toiletry room arrive #crd# separate duvet would prefer #crd# ','','','',0.1125,0,0,0,0,0,0,0.0,7.5
246,'perfect location , small room . ','good new facility , close business center , great food breakfast . ','room space extremly small price level . lobby always crowded noisy . ','','',0.10303030303030303,0,0,0,0,0,0,0.7857142857142857,8.3
247,'nice ','yes ','','','',0.2285714285714286,0,0,0,0,0,0,0.0,7.9
248,'wonderful ','location excellent ','pillow could comfy ','','',0.7,0,0,0,0,0,0,0.7857142857142857,9.2
249,'good ','heater break hot room fix later . also line waiting long reception area . i think , need pay luggage storage sauna . everything good . nice people work ','','','',0.37142857142857144,0,0,0,0,0,0,0.0,8.3
250,'perfect location ','love location . easy access anywhere . i complaint . christmas market right door ','- ','','',0.37142857142857144,0,0,0,0,0,0,61.5,8.3
251,'excellent ','good location christmas market train get around city . view room amazing . smallish room bed comfortable ','shower connect main room separate room . ','','',0.65,0,0,0,0,0,0,2.36231884057971,8.8
252,'good ','location ','check - check - process long ','','',0.65,0,0,0,0,0,0,0.20930232558139536,7.5
253,'good ','location xmas market ideal ','ceiling shower fall , nearly injure ! queue check remain big issue ','','',0.65,0,0,0,0,0,0,0.4588235294117647,7.9
254,'nothing special ','good location ','. room basic bed uncomfortable #crd# thin pillow . book double room double bed come #crd# separate single bed quilt . ','','',0.14285714285714285,0,0,0,0,0,0,0.08536585365853659,6.7
255,'comfortable central ','tea coffe make facility room ','','','',0.19999999999999998,0,0,0,0,0,0,0.0,8.8
256,'good ','business hotel aok . super quiet #ord# floor . single room small still ok . location alexanderplatz wonderful . supermarket starbucks close ','','','',0.65,0,0,0,0,0,0,0.0,7.9
257,'lovely christmassy ','fab view great location ','thought bit cheek charge guest store luggage couple hour last day - much money principle i think charge already pay stay hotel - always free hotel stay . ','','',0.26,0,0,0,0,0,0,0.10247349823321555,9.2
258,'wonderful ','i like attention detail staff . work really well polite helpful . view situation ','i nt like design sink shower glass privacy ','','',0.7,0,0,0,0,0,0,1.4526315789473685,9.2
259,'good hotel christmas markets ! ','hotel location amazing . ask good location . visit berlin #ord# time , mainly visit christmas market literally overlook popular #crd# short walk another #crd# . train station 0 minute away . local tram , bus underground stop . room spacious & comfortable . even though hotel massive extremely busy , disturb noise . ','room extremely hot . air conditioning low still wake throughout night sweat . ask fan reception none seem bothered help us . even though cold outside would nice get choose temperature room suit need . ','','',0.1368421052631579,0,0,0,0,0,0,1.3647058823529412,9.2
260,'great time , would stay . ','location , view , staff friendly . fridge room bonus . ','room niggles , shower door leak , bed bit hard , pillow useless . ','','',0.05161290322580645,0,0,0,0,0,0,0.8902439024390244,9.2
261,'good ','location wonderful room clean ','elevator ( seemsly old ) breakfast weak ','','',0.37142857142857144,0,0,0,0,0,0,0.9767441860465116,8.3
262,'good ','great location . clean nice simple room ','staff etiquette poor ','','',0.65,0,0,0,0,0,0,1.5384615384615385,7.1
263,'excellent ','#ord# time berlin . i live spain partner live moscow ideal location ','wi - fi ','','',0.65,0,0,0,0,0,0,14.0,8.3
264,'worth stay upper floor ! ','room get upgrade room view , #ord# floor ! breakfast amazing ! location great ! ','pillow really worn lumpy . ','','',0.07878787878787878,0,0,0,0,0,0,2.6904761904761907,7.9
265,'great location walk many great attraction ( many ) . ','i love location property ','room clean properly #ord# day shampoo shower gel provided . pay use loo lobby also #ord# . reall ryan air experience !! ','','',0.09272727272727273,0,0,0,0,0,0,0.193717277486911,6.7
266,'wonderful ','breackfast perfect ','car park small spaces ','','',0.7,0,0,0,0,0,0,0.8636363636363636,9.2
267,'berlin amazing ','would prefer tea coffee make facility room good view city , pillow ','yes coffee make facility , pillow ','','',0.18,0,0,0,0,0,0,2.4375,7.5
268,'berlin 0 ','location ','coffee tea facility room ','','',0.0,0,0,0,0,0,0,0.25,9.2
269,'good ','good location alexanderplatz small spacious room clean self check - ','reception bit busy check - ','','',0.37142857142857144,0,0,0,0,0,0,2.484848484848485,8.3
270,'pay attention room photo ','location perfect ','curtain separate bathroom live space . poor noise isolation bathroom / toilet . room advertise  view tv tower  , yet #ord# floor view significantly block building . ','','',0.08947368421052632,0,0,0,0,0,0,0.0995260663507109,7.5
271,'city break ','tall hotel berlin give fantastic view city . great central location near transport . viewing platform ','kettle room ','','',-0.14285714285714285,0,0,0,0,0,0,5.909090909090909,9.2
272,'good location value money ','great location alexandraplatz , right next underground main station , right next big shopping mall lot restaurant close #crd# christmas market #ord# xmas market 0min walk . hop hop tour also stop outside handy use . room quiet floor 0 , great view city . room sufficient need , fairly modernised adequate size #crd# people . good price 0 night . overall location highlight stay easy get place get back . get food hotel eat rest time ','bed uncomfortable , probably put stay though , could go improve . standard room , facility make cup tea coffee . ','','',0.18947368421052632,0,0,0,0,0,0,3.090047393364929,7.5
273,'enjoyable . ','staff friendly helpful , room comfortable clean powerful shower . hotel locate perfect location weekend break good value money . thank . ','shower tray black mould grow around base , give strong damp smell use shower . negative stay , everything else work perfectly . ','','',0.14285714285714285,0,0,0,0,0,0,1.0459183673469388,8.3
274,'good short stay ','tiny pillow would like see box / bureau , open rack horiz . bar glass table hit curtain ','','','',0.2,0,0,0,0,0,0,0.0,8.3
275,'excellent ','hotel centrally locate , great transport link shopping . excellent hotel christmas market literally front door step .. noise complaint . overall , highly recommend pleasant stay ','','','',0.65,0,0,0,0,0,0,0.0,8.8
276,'great location lovely hotel ','perfect location great hotel ','kettle room room pillow small , could 0 . ','','',0.2625,0,0,0,0,0,0,0.3953488372093023,9.2
277,'nice view , comfortable bed ','view #ord# floor . nice bed ','level clean perfect bathroom bit order ( poor toilet flush , primitive reparation around bathing facility ( floor ceiling ) ','','',0.1875,0,0,0,0,0,0,0.2465753424657534,7.5
278,'wonderful ','location , view , confort , bar food ','. tip add food bill night , ! policy . free glass prosecco never offer , i ask last night see offer guest . bottle glass never remove part daily cleaning . ','','',0.7,0,0,0,0,0,0,0.1328125,9.2
279,'wonderful ','excellent breakfast , god entertainment bar ','','','',0.7,0,0,0,0,0,0,0.0,9.2
280,'great place excellent ','location ','. stair toilet bar . ','','',0.3230769230769231,0,0,0,0,0,0,0.3,8.5
281,'wonderful ','bed view ','glass toilet way see ','','',0.7,0,0,0,0,0,0,0.4772727272727273,9.2
282,'good ','hotel perfect get around berlin . bar / restaurant music enjoye . #crd# complaint shower area product shampoo - shower gel . shower water water come floor .. mat provided ','shower area ','','',0.37142857142857144,0,0,0,0,0,0,20.666666666666668,8.3
283,'good ','great location . probably good location stay berlin . friendly staff breakfast good ','. air conditioning break / didnt work . room way warm . pillow good ','','',0.37142857142857144,0,0,0,0,0,0,1.25,8.3
284,'pleasant ','location ','. small room , noisy room beside lift . charge 0 euro extra . give 0 square meter room outline #url# . give small 0 meter square room . staff personel rude . 0 espresso capsule room . get , pay !! ','','',0.65,0,0,0,0,0,0,0.030405405405405407,6.7
285,'great location ! ','location park inn superb . great view tv tower . ','bed double 0 mattress stick together ! amenity poor provided hand body wash shampoo , conditioner body lotion . view great window need clean . ','','',0.16,0,0,0,0,0,0,0.32599118942731276,7.5
286,'good ','location nice , view hotel nice , elevator really fast . staff friendly room modern nice design , ','i double room . bed #crd# seperate bed put next , wheel move away . i panorama double room corner , internet connection really bad . ','','',0.37142857142857144,0,0,0,0,0,0,0.5627705627705628,8.3
287,'pleasant ','location ','','','',0.65,0,0,0,0,0,0,0.0,6.7
288,'good ','room nice , breakfast good , staff kind ','- rooms close elevator noisy . i room 0 every night i get come back  partying  . - pipe make realy loud noise someone abowe use shower . kinda make impossible sleep 0 . reception send soneone could really anything . ','','',0.65,0,0,0,0,0,0,0.14201183431952663,7.5
289,'clean great location ','room lovely clean , hotel great location . downstairs restaurant food entertainment good ','give #crd# pillow ( flat pillow ever ) make bed uncomforable . shower sometimes leak floor . ','','',0.3076923076923077,0,0,0,0,0,0,0.7985611510791367,7.9
290,'good ','staff fine check quick room nice great location ','pillow bad ','','',0.65,0,0,0,0,0,0,2.6,7.1
291,'hotel good view berlin ','location room view #crd# good preference hotel . hotel kindly respond request provided room upper floor . finally amazing view room berlin tele-tower , alexanderplatz beliner dom . even use restaurant cafe breakfast dinner - buy food drink kaufland supermarket behind enjoy food drink excellent view ! 0 % expect hotel ) ) ) bed pillow comfortable sleep well ','wifi terrible - low speed applicable 0 st century :) room big money ( 0 euro / night without breakfast ) ','','',0.11818181818181818,0,0,0,0,0,0,3.7094594594594597,8.3
292,'good location wining , dining shopping ! ','location , everything nearby . good location shopping , good walking distance museum attraction . excellent restaurant verity close . ','room bit small , get bed type i request booking . ','','',0.11071428571428572,0,0,0,0,0,0,2.157142857142857,7.9
293,'good ','fresh sweet bread raisin breakfast !! good location . clean room ','0* hotel . i really surprised lack bottle still water #crd# - use slipper room . i wear sock instead slipper . ','','',0.65,0,0,0,0,0,0,0.5034013605442177,7.9
294,'good exp ? rience day #crd# end , park inn good choice , visit berlin . ','employee nice . localization practical , lot transport . lift quick towait lot . bed pilow good . ','many people expect check 0h / big queue . fridge room . #crd# employe nice #crd# , kind patient . ','','',0.08493150684931507,0,0,0,0,0,0,1.079268292682927,7.5
295,'great value money , locate central location ','i like location hotel . perfect easily accessible everything would possibly need . #ord# floor view also quite nice . shower pressure also really great : ','. i sit lobby gentleman hotel rudely come request proof room key i hotel resident i stay lobby ? i find rather strange . tiny leak shower area . ','','',0.07647058823529412,0,0,0,0,0,0,0.9110169491525424,7.9
296,'good ','location cleanliness ','replenish toiletry ','','',0.65,0,0,0,0,0,0,0.8620689655172413,7.9
297,'good ','location ','size room bed , small ','','',0.65,0,0,0,0,0,0,0.25,7.1
298,'value money , great location view room . however - uncomfortable bed pillow ','excellent location view room #ord# floor , need us visit roof top . lady reception nice see us young couple , promise give us good room ','pillow - extremely uncomfortable !! small flat , #ord# night strong back neck pain . i would suggest change normal comfortable pillow - normal #crd# , value guest comfort . bad internet connect - i believe come tv tower hotel s fault . curtain wall separate room bath - #crd# common space . ','','',0.024242424242424242,0,0,0,0,0,0,0.5356265356265356,7.5
299,'wonderful ','nice , little room bathtub middle :) cosy quiet , utmost importance . also clean , everything #crd# would need short stay ','building humongous i enjoy lobby section . bit confusing friendly . ','','',0.7,0,0,0,0,0,0,1.8736842105263158,9.2
300,'good stay ','location n room allot ','check good ','','',0.37142857142857144,0,0,0,0,0,0,1.0,7.5
301,'pleasant ','location ','. air conditioner . shower bathroom bed place . room small . ','','',0.65,0,0,0,0,0,0,0.10843373493975904,6.7
302,'great short stay ','excellent location . amazing view city tv tower close public transport room clean coffee machine room ','pillow soft ','','',0.1,0,0,0,0,0,0,6.636363636363637,8.8
303,'wonderful ','excellent breakfast ','bathroom arrangement ','','',0.7,0,0,0,0,0,0,0.9523809523809523,9.2
304,'great loction unfortunately slow internet ','comfy bed , nive view tv - tower alexanderplatz ! . lift work well fast . breakfast quite nice , reception staff . great location , right platz close subway . excellent explore sight ','wi - fi bad , although i complain say nothing . bad 0 - star hotel , especially since i business presentation finish evening . i ofered solution i ask . also , shower room leak water main room , room quite cold november evening . i try turn heating seem work properly . another thing , 0* would expect #crd# english - language tv - channel . unfortunately i could watch cnn 0 evening , german / french / arabic / spanish etc obviously pc could use watch anything , due slow internet . ','','',-0.021052631578947364,0,0,0,0,0,0,0.3475274725274725,7.1
305,'good ','mini bar fridge room !! also cleaner knock open door straight away around 0 annoying ','','','',0.65,0,0,0,0,0,0,0.0,7.9
306,'wonderful ','location amazing . s almost everything need , transport take throughout city . staff competent : malfunction room card reader ( could enter ) within 0 minute tell reception problem fix ','','','',0.7,0,0,0,0,0,0,0.0,9.2
307,'wonderful ','great location , super view , receptionist kind ','cold room , breakfast croissant ','','',0.7,0,0,0,0,0,0,0.9814814814814815,9.2
308,'pleasant ','breakfast , location , size room , reception staff ','. pillow ( almost mot exist ) abd fact pay many additional servrices like luggage room kate check . price snack water lobby high . also pay enter roof top . overall price hotel go end really high . toomany hide cost . ','','',0.65,0,0,0,0,0,0,0.16938110749185667,6.7
309,'good ','bed comfortable . view amazing , stay #ord# floor , pity view alexplatz side though beautiful memorable . nice clean room , personal also evry friendly organized ','i like bathroom side room , room small toiler shower way fit . wall thin feeling bit strange . ','','',0.65,0,0,0,0,0,0,1.2184466019417475,7.9
310,'wonderful ','location near many tourist attraction . spacious room . comfortable table next window ','check - take 0 minute queue quite slow process even original credit card i use pay room advance ( month ! ) check . happily i . park inn mobile application check  available country  google play store i doom wait queue . ','','',0.7,0,0,0,0,0,0,0.25067385444743934,9.2
311,'birthday berlin ','amazing view window , delicious cake birthday gift present bar ','dirty window could open take photo ','','',0.1,0,0,0,0,0,0,1.462962962962963,9.2
312,'good ','excellent breakfast highlight hotel . also amazing location right alexander platz . room nice , cosy . nice bar hotel lobby . would stay ','cleaning could good . big hotel , also bite crowdy . interior equipment look little old .. still good price . ','','',0.65,0,0,0,0,0,0,1.1096774193548387,7.5
313,'good ','staff location excellent , hotel really nice . bed terrible give double bed #crd# us rock hard slim pillow may well even extra try bulk . i ended give mine partner could try get good night sleep i go without . s reason i wo go back recommend anyone . make #crd# terrible night sleep long tired day berlin ','bed pillow important thing hotel . wifi work i live without ','','',0.37142857142857144,0,0,0,0,0,0,4.296296296296297,8.3
314,'good ','location excellent fantastic view ','. breakfast 0 euro absolutely awful . tell check much . air con room also broke - ideal . ','','',0.65,0,0,0,0,0,0,0.27388535031847133,7.5
315,'nice , repeat . ','hotel adequate fairly inexpensive . view #ord# storey room spectacular . check quick expedient . get central station hotel extremely easy . ','','','',0.07272727272727274,0,0,0,0,0,0,0.0,7.9
316,'excellent ','excellent location right center berlin near public transport hub , marvelous view room towards tv tower , good breakfast , spacious comfortable room ','','','',0.65,0,0,0,0,0,0,0.0,8.8
317,'wonderful ','love lounge area - great wine appetizer ','check process long - 0 minute line long international flight ! frustrating . ','','',0.7,0,0,0,0,0,0,0.49038461538461536,9.2
318,'good ','view panorama room pretty nice . breakfast good ','shower area particular toalet proper door privacy . panorama view nice #ord# floor still open i expect . ','','',0.65,0,0,0,0,0,0,0.3333333333333333,7.1
319,'wonderful ','location ','','','',0.7,0,0,0,0,0,0,0.0,9.2
320,'good ','hotel perfect location , alexanderplatz , next metro station , shopping mall attraction around . museum within walk distance . also bus line tegel airport arrive . hotel skyscrapper excellent view room , cosy lobby , good restaurant , rooftop cafe . also , reasonable price compare hotel around ','room small 0 - star hotel . i stay alone , i imagine couple small . pillow bed comfortable . also , bathroom small , locate corner room semi-transparent glass around . i sure awkward even couple . free wifi flawed ; sometimes slow , didt connect i room . also issue cleanliness ; i find pair old sock drawer , i sure still . ','','',0.65,0,0,0,0,0,0,0.7504393673110721,7.5
321,'enjoyable stay great location , i would book hotel ','great location friendly staff . easy walk distance tv tower museum island . number good bar / restaurant within min walk . handy transport link within berlin far afield ','. unusual room layout toilet shower separate cover frost glass window / door rest room . wash hand basin also separate locate main room ','','',0.07027027027027027,0,0,0,0,0,0,1.0594059405940595,8.8
322,'great location alexanderplatz ','excellent location , nice staff clean spacious room ','pillow uncomfortable tiny , room heated bathroom separate curtain rest room . ','','',0.12307692307692308,0,0,0,0,0,0,0.4375,9.2
323,'excellent ','location good ','. room small , shower room . careful depending share room ','','',0.65,0,0,0,0,0,0,0.2375,8.8
324,'nothing special , good value money . ','view , facility location perfect . ','bed bit solid lack pillow . ','','',0.16428571428571428,0,0,0,0,0,0,1.2222222222222223,7.5
325,'good extra ordinary . ','location ','room size ','','',0.1631578947368421,0,0,0,0,0,0,0.9,8.3
326,'pleasant ','location ','room size , minibar , tea coffee , water leakage bathroom ','','',0.65,0,0,0,0,0,0,0.13043478260869565,6.7
327,'wonderful ','excellent location , exactly alexandrplatz , many shop restaurant around , 0 m train station convenient rout around city . breakfast excellent . room 0 floor general cozy good view city . good value money ','hotel general , furniture interior bit old , window dirty . receptionist check - block extra amount money , excess room fee ,  guarantee everything ok  . arrive early find luggage room hotel pay , even guest , access observation deck #ord# floor pay well . ','','',0.7,0,0,0,0,0,0,0.7621776504297995,9.2
328,'good ','location perfect ','toilet divide glass rest room even tho frost glass feel uncomfortable . also wifi hotel quite slow inconvenient . ','','',0.37142857142857144,0,0,0,0,0,0,0.13513513513513514,8.5
329,'excellent stay ','comfortable clean room helpful staff . excellent breakfast ','nothing ','','',0.37142857142857144,0,0,0,0,0,0,8.5,8.3
330,'pleasant ','nice view room . clean room ','. staff rude . make wait long check . even though front line , receptionist ignore us call people behind us . #crd# smile face stay free . ','','',0.65,0,0,0,0,0,0,0.13692946058091288,6.7
331,'wonderful ','great location stunning view super friendly staff helpful ','0 pillow spare room little privacy bathroom facility ','','',0.7,0,0,0,0,0,0,0.8314606741573034,9.2
332,'great location . check - / process date . ','location good . right berlin center . room nice . ','long queue check - check - . 0 min . wait time . guest fill lengthy name / address / id form . hotel innovate guest experience . feel date . free internet speed bad . still old fashioned business model pay internet access , mini bar expensive breakfast . ','','',0.047058823529411764,0,0,0,0,0,0,0.16272189349112426,7.1
333,'pleasant ','location breakfast #ord# - class - could ask . staff helpful gracious . everywhere seem wonderfully keep clean ','pillow thin many . air conditioning difficult get keep comfortable temperature . also could large towel . ','','',0.65,0,0,0,0,0,0,0.90625,6.7
334,'wonderful stay park inn hotel , s well locate . near metro station . ','location hotel really great ! breakfast good . ','wifi connection bit slow sometimes . ','','',0.06229508196721311,0,0,0,0,0,0,1.7142857142857142,7.9
335,'great location , comfy room , frill ','excellent location , literally minute walk alexanderplatz station , right beside tv tower . really easy find s #crd# tall building area , good orientation . staff front desk pleasant efficient - may queue check / check , move quickly . offer luggage storage service 0 euro per bag . stay #ord# floor , give size hotel , lift quick . onsite restaurant , also plenty option food drink right outside hotel ','room bit warm time , / c seem effect ( make skin really dry ) . bathroom oddly design , minimal privacy . tea / coffee water provided room , i live usually , i could find convenience store close . cafe s right outside , quite expensive peripheral like . ','','',0.1,0,0,0,0,0,0,1.435,8.8
336,'wonderful ','hotel close everywhere - sbahn , ubahn regional train station . locate heart alexanderplatz ','','','',0.7,0,0,0,0,0,0,0.0,9.2
337,'wonderful ','everething good ','','','',0.7,0,0,0,0,0,0,0.0,9.2
338,'pleasant , go . poor experience ms thier checkout . ','efficiently run hotel . room clean , well lay , daily service good . good , practical choice , go ','unpleasant experience ms thier reception . i wait point 0 m front desk walk receptionist #crd# front . retrospect , #crd# wait line call , i error . .. ms thier treat , , aggressively admonish approach desk . i treat like little child feel belittled . unpleasant experience . sour stay . breakfast could varied . ','','',0.043478260869565216,0,0,0,0,0,0,0.24536082474226803,7.5
339,'unassuming location - good room , good view . ','bed comfy room quiet . i small single certainly - i pay less . breakfast really good . view impressive ','location bit strange - i arrive station entrance essentially burger king come way . lobby quite hectic people cut . hotel much impact #ord# impression entrance - room clean nice . ','','',0.22142857142857145,0,0,0,0,0,0,0.5498392282958199,8.3
340,'excellent location amenity room could improve . ','location alexanderplatz excellent . ','separate wc , bath wash basin make rather inconvenient washing hand . body lotion provided . coffee maker / boiler provided although hotel provided #crd# upon request . towel rack small hang towel . space place open #crd# piece luggage room . ','','',0.20588235294117646,0,0,0,0,0,0,0.13758389261744966,7.1
341,'good ','great central location ','room really small price i pay ','','',0.65,0,0,0,0,0,0,0.5348837209302325,7.9
342,'#crd# problem - fan room noisy impossible switch . ','location audience . ','fan room noisy switch . ','','',-0.0923076923076923,0,0,0,0,0,0,0.4339622641509434,7.1
343,'wonderful ','nt offer water room . s nice ','','','',0.7,0,0,0,0,0,0,0.0,9.2
344,'excellenet location , hic cup , mostly enjoyable ','like staff restaurant , especially trainee go extra mile . also love burger , like surround leather seating restaurant comfortable cooler ','nt like back ground music , enough staff reception . room minimilistic , small hang space , hanger bulky , fridge room , bathroom ok slippy get bath glass screen fix , non slip part bath near screen ','','',0.02702702702702703,0,0,0,0,0,0,0.7228464419475655,7.1
345,'good ','excellent location nearby facility ','large hotel busy ','','',0.65,0,0,0,0,0,0,1.3666666666666667,7.9
346,'wonderful ','staff great extra professional , helpful ','','','',0.7,0,0,0,0,0,0,0.0,9.2
347,'wonderful ','amazing location ','hallway weird smell nt nice . ','','',0.7,0,0,0,0,0,0,0.375,9.2
348,'good ','great location . amazing breakfast ! dinner restaurant also delicious ','heater heat room much i would want . cold fine . also pillow small . good sleep . bed keep separate #crd# twin bed together . alright & comfortable . ','','',0.65,0,0,0,0,0,0,0.3424124513618677,8.3
349,'nice location close shop transportation ','restaurant main level good good selection choice breakfast . young lady wait us spectacular ','breakfast #ord# floor mediocre need variety like restaurant downstairs . ( staff ) selectively check people come eat pass . ','','',0.07272727272727274,0,0,0,0,0,0,0.8938547486033519,8.8
350,'good ','wifi stability & speed improve since last year . breakfast good value money ','pillow flat uncomfortable ','','',0.65,0,0,0,0,0,0,2.275,7.5
351,'i glad stay rather zoo district originally plan . ','breakfast good quality , staff efficient also . convenient location . ','air conditioning cool room much i would like . i think provision #crd# coffee machine capsule limit , daily top bottled water would appreciate . also body cream bathroom . ','','',0.05,0,0,0,0,0,0,0.3821138211382114,8.8
352,'good location stay berlin ! ','overall staff facility amazing . ','lady concierge desk . rude . ','','',0.11818181818181818,0,0,0,0,0,0,1.0232558139534884,9.2
353,'great location , nice staff clean room comfortable bed value money i recommend #crd# ','location ','bar man hotel ! old guy ','','',0.18,0,0,0,0,0,0,0.25,7.9
354,'good ','location view great , room good cost . breakfast good , nice selection . service check fast good ','bathroom , door close either bathroom shower . shower water everywhere . i room i would hate frost wall bathroom ! ','','',0.37142857142857144,0,0,0,0,0,0,0.751269035532995,8.3
355,'good ','location ','hotel big reception always crowded ','','',0.65,0,0,0,0,0,0,0.16981132075471697,7.5
356,'stay 0 0 ','wait time book , staff polite friendly , wife i go half board i must say wise choice good selection food breakfast dinner . ask pillow deliver within hour ','thing find wardrobe small enough hanging space clothes ','','',0.0,0,0,0,0,0,0,2.684684684684685,9.2
357,'great location ','great location , comfortable room - mainly , see ','problem leak come room bathroom late saturday night . woman reception particularly helpful husband ask contact person room make sure ok . turn problem toilet , unbelievably hotel size , maintenance personnel site sort problem . hotel fully book option move another hotel night . even know new hotel ! want alexanderplatz , next morning move back radisson , receptionist apologetic offer us free breakfast compensate us . also receive complimentary wine fruit . everything turn fine end initial reaction receptionist saturday night leave lot desire . ','','',0.2285714285714286,0,0,0,0,0,0,0.05953693495038589,9.2
358,'probably would stay . ','ac work . bed hard pillow flat . bad i get stick elevator close 0 minute . i could hardly breath warm ! discount room free breakfast might suitable reward inconvenience . i offer drink ! ','','','',0.0,0,0,0,0,0,0,0.0,7.1
359,'happy positive birthday weekend us ','view stunning , bed comfortable room big enough clean ','tea / coffee tray facility - deliver request nothing room ','','',0.2631578947368421,0,0,0,0,0,0,0.9397590361445783,9.2
360,'s ok ','location great , right heart berlin . hotel  basic  , nothing special ','nothing special , room little bit tight , basic . ','','',0.0,0,0,0,0,0,0,1.7049180327868851,6.7
361,'alright overall . good location town ','staff super nice helpful . make feel special . location unbelievable . amazing . view room great ','door fully seal . every time another door open asle door shake . lead think someone come . super annoying . shower leak water room . slippery nice . i bet would change room i ask . i arrive ask tired every night . gym small means buy water . ','','',0.11818181818181818,0,0,0,0,0,0,0.34545454545454546,8.3
362,'good ','hotel location room view great stay modern hotel room enjoy euro espresso ','internet good i good connection near room door . loby crowded ','','',0.37142857142857144,0,0,0,0,0,0,1.1063829787234043,8.3
363,'good hotel get good deal ','room #ord# floor amazing could see whole city . room clean . hotel central everything make easy get around berlin ','. staff could helpful check etc. water room i think include especially price pay panorama room . 0 pillow bed , give request still flat comfortable . ','','',0.248,0,0,0,0,0,0,0.534375,7.9
364,'good place stay business trip berlin ','hotel locate good location ! s close alexanderplatz station , minute get berlin central station 0 minute berlin exhibition ground . #crd# side hotel big central square city , plenty shop , restaurant , bar activity whole day . hotel facility little bit old , s ok . staff helpful willing help inquiry ','without minibar room , #crd# mineral water short stay ( 0 day ) ! hotel facility upgrade ! ','','',0.08387096774193549,0,0,0,0,0,0,3.488372093023256,8.3
365,'good ','great location staff helpful ','delay check ','','',0.65,0,0,0,0,0,0,2.0,7.5
