@relation Komfort-positive

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
208388,',',',',',',0,'punct','and extremely busy we weren?ft not ',false
208389,'PRP','we','we',1,'nsubjpass','extremely busy , weren?ft not disturbed ',false
208390,'VBD','weren?ft','weren?ft',1,'auxpass','busy , we not disturbed with ',false
208391,'RB','not','not',1,'neg',', we weren?ft disturbed with noise ',false
208392,'VBN','disturb','disturbed',1,'ROOT','we weren?ft not with noise . ',false
208393,'IN','with','with',1,'prep','weren?ft not disturbed noise . ',false
208394,'NN','noise','noise',1,'pobj','not disturbed with . ',false
208395,'.','.','.',0,'punct','disturbed with noise ',false
208396,'PRP$','our','Our',1,'poss','room was extremely ',false
208397,'NN','room','room',1,'nsubj','Our was extremely hot ',false
208398,'VBD','be','was',1,'cop','Our room extremely hot . ',false
208399,'RB','extremely','extremely',1,'advmod','Our room was hot . ',false
208400,'JJ','hot','hot',1,'ROOT','room was extremely . ',false
208401,'.','.','.',0,'punct','was extremely hot ',false
208402,'PRP','we','We',1,'nsubj','had the air ',false
208403,'VBD','have','had',1,'ROOT','We the air conditioning ',false
208404,'DT','the','the',1,'det','We had air conditioning on ',false
208405,'NN','air','air',1,'nn','We had the conditioning on it?fs ',false
208406,'NN','conditioning','conditioning',1,'dobj','had the air on it?fs lowest ',false
208407,'IN','on','on',1,'prep','the air conditioning it?fs lowest and ',false
208408,'PRP$','it?fs','it?fs',1,'poss','air conditioning on lowest and we ',false
208409,'JJS','low','lowest',1,'pobj','conditioning on it?fs and we both ',false
208410,'CC','and','and',1,'cc','on it?fs lowest we both still ',false
208411,'PRP','we','we',1,'nsubj','it?fs lowest and both still woke ',false
208412,'DT','both','both',1,'dep','lowest and we still woke up ',false
208413,'RB','still','still',1,'advmod','and we both woke up throughout ',false
208414,'VBD','wake','woke',1,'conj','we both still up throughout the ',false
208415,'RP','up','up',1,'prt','both still woke throughout the night ',false
208416,'IN','throughout','throughout',1,'prep','still woke up the night in ',false
208417,'DT','the','the',1,'det','woke up throughout night in sweats ',false
208418,'NN','night','night',1,'pobj','up throughout the in sweats . ',false
208419,'IN','in','in',1,'prep','throughout the night sweats . ',false
208420,'NNS','sweat','sweats',1,'pobj','the night in . ',false
208421,'.','.','.',0,'punct','night in sweats ',false
208422,'PRP','we','We',1,'nsubj','asked for a ',false
208423,'VBD','ask','asked',1,'ROOT','We for a fan ',false
208424,'IN','for','for',1,'prep','We asked a fan at ',false
208425,'DT','a','a',1,'det','We asked for fan at reception ',false
208426,'NN','fan','fan',1,'pobj','asked for a at reception but ',false
208427,'IN','at','at',1,'prep','for a fan reception but they ',false
208428,'NN','reception','reception',1,'pobj','a fan at but they had ',false
208429,'CC','but','but',1,'cc','fan at reception they had none ',false
208430,'PRP','they','they',1,'nsubj','at reception but had none and ',false
208431,'VBD','have','had',1,'conj','reception but they none and didn?ft ',false
208432,'NN','none','none',1,'dobj','but they had and didn?ft seem ',false
208433,'CC','and','and',1,'cc','they had none didn?ft seem too ',false
208434,'VB','didn?ft','didn?ft',1,'conj','had none and seem too bothered ',false
208435,'VBP','seem','seem',1,'cop','none and didn?ft too bothered to ',false
208436,'RB','too','too',1,'advmod','and didn?ft seem bothered to help ',false
208437,'JJ','bothered','bothered',1,'dobj','didn?ft seem too to help us ',false
208438,'TO','to','to',1,'aux','seem too bothered help us . ',false
208439,'VB','help','help',1,'xcomp','too bothered to us . ',false
208440,'PRP','us','us',1,'dobj','bothered to help . ',false
208441,'.','.','.',0,'punct','to help us ',false
208442,'RB','even','Even',1,'advmod','though it was ',false
208443,'IN','though','though',1,'dep','Even it was cold ',false
208444,'PRP','it','it',1,'nsubj','Even though was cold outside ',false
208445,'VBD','be','was',1,'cop','Even though it cold outside it ',false
208446,'JJ','cold','cold',1,'ROOT','though it was outside it would ',false
208447,'IN','outside','outside',1,'mark','it was cold it would of ',false
208448,'PRP','it','it',1,'nsubj','was cold outside would of been ',false
208449,'MD','would','would',1,'aux','cold outside it of been nice ',false
208450,'IN','of','of',1,'auxpass','outside it would been nice to ',false
208451,'VBN','be','been',1,'cop','it would of nice to get ',false
208452,'JJ','nice','nice',1,'advcl','would of been to get to ',false
208453,'TO','to','to',1,'aux','of been nice get to choose ',false
208454,'VB','get','get',1,'xcomp','been nice to to choose the ',false
208455,'TO','to','to',1,'aux','nice to get choose the temperature ',false
208456,'VB','choose','choose',1,'xcomp','to get to the temperature of ',false
208457,'DT','the','the',1,'det','get to choose temperature of our ',false
208458,'NN','temperature','temperature',1,'dobj','to choose the of our room ',false
208459,'IN','of','of',1,'prep','choose the temperature our room to ',false
208460,'PRP$','our','our',1,'poss','the temperature of room to suit ',false
208461,'NN','room','room',1,'pobj','temperature of our to suit our ',false
208462,'TO','to','to',1,'aux','of our room suit our needs ',false
208463,'VB','suit','suit',1,'xcomp','our room to our needs . ',false
208464,'PRP$','our','our',1,'poss','room to suit needs . ',false
208465,'NNS','need','needs',1,'dobj','to suit our . ',false
208466,'.','.','.',0,'punct','suit our needs ',false
210488,'VBD','have','Had',1,'ROOT','a great time ',false
210489,'DT','a','a',1,'det','Had great time , ',false
210490,'JJ','great','great',1,'amod','Had a time , would ',false
210491,'NN','time','time',1,'dobj','Had a great , would stay ',false
210492,',',',',',',0,'punct','a great time would stay here ',false
210493,'MD','would','would',1,'aux','great time , stay here again ',false
210494,'VB','stay','stay',1,'xcomp','time , would here again . ',false
210495,'RB','here','here',1,'advmod',', would stay again . ',false
210496,'RB','again','again',1,'advmod','would stay here . ',false
210497,'.','.','.',0,'punct','stay here again ',false
210498,'NNP','location','Location',1,'nsubj',', the view ',false
210499,',',',',',',0,'punct','Location the view , ',false
210500,'DT','the','the',1,'det','Location , view , staff ',false
210501,'NN','view','view',1,'appos','Location , the , staff very ',false
210502,',',',',',',0,'punct',', the view staff very friendly ',false
210503,'NN','staff','staff',1,'dep','the view , very friendly . ',false
210504,'RB','very','very',1,'advmod','view , staff friendly . ',false
210505,'JJ','friendly','friendly',1,'ROOT',', staff very . ',false
210506,'.','.','.',0,'punct','staff very friendly ',false
210507,'NN','fridge','Fridge',1,'nsubj','in the room ',false
210508,'IN','in','in',1,'prep','Fridge the room was ',false
210509,'DT','the','the',1,'det','Fridge in room was a ',false
210510,'NN','room','room',1,'pobj','Fridge in the was a bonus ',false
210511,'VBD','be','was',1,'cop','in the room a bonus . ',false
210512,'DT','a','a',1,'det','the room was bonus . ',false
210513,'NN','bonus','bonus',1,'ROOT','room was a . ',false
210514,'.','.','.',0,'punct','was a bonus ',false
210515,'DT','a','A',1,'det','few room niggles ',false
210516,'JJ','few','few',1,'amod','A room niggles , ',false
210517,'NN','room','room',1,'nn','A few niggles , shower ',false
210518,'NNS','niggles','niggles',1,'nsubj','A few room , shower door ',false
210519,',',',',',',0,'punct','few room niggles shower door leaked ',false
210520,'NN','shower','shower',1,'nn','room niggles , door leaked , ',false
210521,'NN','door','door',1,'nsubj','niggles , shower leaked , bed ',false
210522,'VBN','leak','leaked',1,'partmod',', shower door , bed was ',false
210523,',',',',',',0,'punct','shower door leaked bed was a ',false
210524,'NN','bed','bed',1,'appos','door leaked , was a bit ',false
210525,'VBD','be','was',1,'cop','leaked , bed a bit hard ',false
210526,'DT','a','a',1,'det',', bed was bit hard , ',false
210527,'NN','bit','bit',1,'nsubj','bed was a hard , pillows ',false
210528,'JJ','hard','hard',1,'advmod','was a bit , pillows were ',false
210529,',',',',',',0,'punct','a bit hard pillows were useless ',false
210530,'NNS','pillow','pillows',1,'conj','bit hard , were useless . ',false
210531,'VBD','be','were',1,'cop','hard , pillows useless . ',false
210532,'JJ','useless','useless',1,'ROOT',', pillows were . ',false
210533,'.','.','.',0,'punct','pillows were useless ',false
211116,'RB','very','Very',1,'advmod','Good . ',false
211117,'JJ','good','Good',1,'ROOT','Very . ',false
211118,'.','.','.',0,'punct','Very Good ',false
211119,'NNP','location','Location',1,'nsubj','is wonderful and ',false
211120,'VBZ','be','is',1,'cop','Location wonderful and rooms ',false
211121,'JJ','wonderful','wonderful',1,'ROOT','Location is and rooms are ',false
211122,'CC','and','and',1,'cc','Location is wonderful rooms are clean ',false
211123,'NNS','room','rooms',1,'nsubj','is wonderful and are clean . ',false
211124,'VBP','be','are',1,'cop','wonderful and rooms clean . ',false
211125,'JJ','clean','clean',1,'conj','and rooms are . ',false
211126,'.','.','.',0,'punct','rooms are clean ',false
211127,'NNS','elevator','Elevators',1,'ROOT','( seemsly old ',false
211128,'-LRB-','(','(',0,'punct','Elevators seemsly old ) ',false
211129,'RB','seemsly','seemsly',1,'advmod','Elevators ( old ) breakfast ',false
211130,'JJ','old','old',1,'amod','Elevators ( seemsly ) breakfast is ',false
211131,'-RRB-',')',')',0,'amod','( seemsly old breakfast is weak ',false
211132,'NN','breakfast','breakfast',1,'nsubj','seemsly old ) is weak ',false
211133,'VBZ','be','is',1,'cop','old ) breakfast weak ',false
211134,'JJ','weak','weak',1,'null',') breakfast is ',false
211400,'JJ','good','Good',1,'ROOT','. ',false
211401,'.','.','.',0,'punct','Good ',false
211402,'JJ','great','Great',1,'amod','location . ',false
211403,'NN','location','location',1,'ROOT','Great . ',false
211404,'.','.','.',0,'punct','Great location ',false
211405,'JJ','clean','Clean',1,'amod','nice simple room ',false
211406,'JJ','nice','nice',1,'amod','Clean simple room . ',false
211407,'JJ','simple','simple',1,'amod','Clean nice room . ',false
211408,'NN','room','room',1,'ROOT','Clean nice simple . ',false
211409,'.','.','.',0,'punct','nice simple room ',false
211410,'NN','staff','Staff',1,'nn','etiquette very poor ',false
211411,'NN','etiquette','etiquette',1,'nsubj','Staff very poor ',false
211412,'RB','very','very',1,'advmod','Staff etiquette poor ',false
211413,'JJ','poor','poor',1,'ROOT','Staff etiquette very ',false
211660,'JJ','excellent','Excellent',1,'ROOT','. ',false
211661,'.','.','.',0,'punct','Excellent ',false
211662,'JJ','#ord#','First',1,'amod','time in Berlin ',false
211663,'NN','time','time',1,'ROOT','First in Berlin . ',false
211664,'IN','in','in',1,'prep','First time Berlin . ',false
211665,'NNP','berlin','Berlin',1,'pobj','First time in . ',false
211666,'.','.','.',0,'punct','time in Berlin ',false
211667,'PRP','i','I',1,'nsubj','live in Spain ',false
211668,'VBP','live','live',1,'ROOT','I in Spain my ',false
211669,'IN','in','in',1,'prep','I live Spain my partner ',false
211670,'NNP','spain','Spain',1,'pobj','I live in my partner lives ',false
211671,'PRP$','my','my',1,'poss','live in Spain partner lives in ',false
211672,'NN','partner','partner',1,'nsubj','in Spain my lives in Moscow ',false
211673,'VBZ','live','lives',1,'ccomp','Spain my partner in Moscow so ',false
211674,'IN','in','in',1,'prep','my partner lives Moscow so ideal ',false
211675,'NNP','moscow','Moscow',1,'nn','partner lives in so ideal location ',false
211676,'RB','so','so',1,'advmod','lives in Moscow ideal location . ',false
211677,'JJ','ideal','ideal',1,'amod','in Moscow so location . ',false
211678,'NN','location','location',1,'pobj','Moscow so ideal . ',false
211679,'.','.','.',0,'punct','so ideal location ',false
211680,'JJ','wi','Wi',1,'ROOT','- fi ',false
211681,'HYPH','-','-',0,'dep','Wi fi ',false
211682,'NN','fi','fi',1,'null','Wi - ',false
212104,'JJ','worth','Worth',1,'ROOT','staying on the ',false
212105,'VBG','stay','staying',1,'dep','Worth on the upper ',false
212106,'IN','on','on',1,'prep','Worth staying the upper floors ',false
212107,'DT','the','the',1,'det','Worth staying on upper floors ! ',false
212108,'JJ','upper','upper',1,'amod','staying on the floors ! ',false
212109,'NNS','floor','floors',1,'pobj','on the upper ! ',false
212110,'.','!','!',0,'punct','the upper floors ',false
212111,'PRP$','my','My',1,'poss','room got upgraded ',false
212112,'NN','room','room',1,'nsubjpass','My got upgraded to ',false
212113,'VBD','get','got',1,'auxpass','My room upgraded to a ',false
212114,'VBN','upgrade','upgraded',1,'ROOT','My room got to a room ',false
212115,'IN','to','to',1,'prep','room got upgraded a room with ',false
212116,'DT','a','a',1,'det','got upgraded to room with a ',false
212117,'NN','room','room',1,'pobj','upgraded to a with a view ',false
212118,'IN','with','with',1,'prep','to a room a view , ',false
212119,'DT','a','a',1,'det','a room with view , on ',false
212120,'NN','view','view',1,'pobj','room with a , on the ',false
212121,',',',',',',0,'punct','with a view on the 33rd ',false
212122,'IN','on','on',1,'prep','a view , the 33rd floor ',false
212123,'DT','the','the',1,'det','view , on 33rd floor ! ',false
212124,'JJ','#ord#','33rd',1,'amod',', on the floor ! ',false
212125,'NN','floor','floor',1,'pobj','on the 33rd ! ',false
212126,'.','!','!',0,'punct','the 33rd floor ',false
212127,'DT','the','The',1,'det','breakfast was amazing ',false
212128,'NN','breakfast','breakfast',1,'nsubj','The was amazing ! ',false
212129,'VBD','be','was',1,'cop','The breakfast amazing ! ',false
212130,'JJ','amazing','amazing',1,'ROOT','The breakfast was ! ',false
212131,'.','!','!',0,'punct','breakfast was amazing ',false
212132,'DT','the','The',1,'det','location is great ',false
212133,'NN','location','location',1,'nsubj','The is great ! ',false
212134,'VBZ','be','is',1,'cop','The location great ! ',false
212135,'JJ','great','great',1,'ROOT','The location is ! ',false
212136,'.','!','!',0,'punct','location is great ',false
212137,'DT','the','The',1,'det','pillow was really ',false
212138,'NN','pillow','pillow',1,'nsubj','The was really worn ',false
212139,'VBD','be','was',1,'cop','The pillow really worn out ',false
212140,'RB','really','really',1,'advmod','The pillow was worn out and ',false
212141,'JJ','worn','worn',1,'ROOT','pillow was really out and lumpy ',false
212142,'RP','out','out',1,'prt','was really worn and lumpy . ',false
212143,'CC','and','and',1,'cc','really worn out lumpy . ',false
212144,'JJ','lumpy','lumpy',1,'conj','worn out and . ',false
212145,'.','.','.',0,'punct','out and lumpy ',false
212880,'JJ','great','Great',1,'amod','location and we ',false
212881,'NN','location','location',1,'ROOT','Great and we walked ',false
212882,'CC','and','and',1,'cc','Great location we walked to ',false
212883,'PRP','we','we',1,'nsubj','Great location and walked to so ',false
212884,'VBD','walk','walked',1,'conj','location and we to so many ',false
212885,'IN','to','to',1,'prep','and we walked so many of ',false
212886,'RB','so','so',1,'advmod','we walked to many of Berlin?fs ',false
212887,'JJ','many','many',1,'pobj','walked to so of Berlin?fs great ',false
212888,'IN','of','of',1,'prep','to so many Berlin?fs great attractions ',false
212889,'NNP','berlin?fs','Berlin?fs',1,'nn','so many of great attractions ( ',false
212890,'JJ','great','great',1,'amod','many of Berlin?fs attractions ( and ',false
212891,'NNS','attraction','attractions',1,'pobj','of Berlin?fs great ( and there ',false
212892,'-LRB-','(','(',0,'dep','Berlin?fs great attractions and there are ',false
212893,'CC','and','and',1,'cc','great attractions ( there are many ',false
212894,'EX','there','there',1,'expl','attractions ( and are many ) ',false
212895,'VBP','be','are',1,'conj','( and there many ) . ',false
212896,'JJ','many','many',1,'amod','and there are ) . ',false
212897,'-RRB-',')',')',0,'nsubj','there are many . ',false
212898,'.','.','.',0,'punct','are many ) ',false
212899,'PRP','i','I',1,'nsubj','loved the location ',false
212900,'VBD','love','loved',1,'ROOT','I the location of ',false
212901,'DT','the','the',1,'det','I loved location of the ',false
212902,'NN','location','location',1,'dobj','I loved the of the property ',false
212903,'IN','of','of',1,'prep','loved the location the property . ',false
212904,'DT','the','the',1,'det','the location of property . ',false
212905,'NN','property','property',1,'pobj','location of the . ',false
212906,'.','.','.',0,'punct','of the property ',false
212907,'DT','the','The',1,'det','room was not ',false
212908,'NN','room','room',1,'nsubjpass','The was not cleaned ',false
212909,'VBD','be','was',1,'auxpass','The room not cleaned properly ',false
212910,'RB','not','not',1,'neg','The room was cleaned properly and ',false
212911,'VBN','clean','cleaned',1,'ROOT','room was not properly and on ',false
212912,'RB','properly','properly',1,'advmod','was not cleaned and on the ',false
212913,'CC','and','and',1,'cc','not cleaned properly on the second ',false
212914,'IN','on','on',1,'prep','cleaned properly and the second day ',false
212915,'DT','the','the',1,'det','properly and on second day we ',false
212916,'JJ','#ord#','second',1,'amod','and on the day we did ',false
212917,'NN','day','day',1,'pobj','on the second we did not ',false
212918,'PRP','we','we',1,'nsubj','the second day did not have ',false
212919,'VBD','do','did',1,'aux','second day we not have any ',false
212920,'RB','not','not',1,'neg','day we did have any shampoo ',false
212921,'VB','have','have',1,'conj','we did not any shampoo or ',false
212922,'DT','any','any',1,'det','did not have shampoo or shower ',false
212923,'NN','shampoo','shampoo',1,'dobj','not have any or shower gel ',false
212924,'CC','or','or',1,'cc','have any shampoo shower gel provided ',false
212925,'NN','shower','shower',1,'nn','any shampoo or gel provided . ',false
212926,'NN','gel','gel',1,'conj','shampoo or shower provided . ',false
212927,'VBN','provided','provided',1,'partmod','or shower gel . ',false
212928,'.','.','.',0,'punct','shower gel provided ',false
212929,'VBG','pay','Paying',1,'csubj','to use the ',false
212930,'TO','to','to',1,'aux','Paying use the loo ',false
212931,'VB','use','use',1,'xcomp','Paying to the loo in ',false
212932,'DT','the','the',1,'det','Paying to use loo in the ',false
212933,'NN','loo','loo',1,'dobj','to use the in the lobby ',false
212934,'IN','in','in',1,'prep','use the loo the lobby was ',false
212935,'DT','the','the',1,'det','the loo in lobby was also ',false
212936,'NN','lobby','lobby',1,'pobj','loo in the was also a ',false
212937,'VBD','be','was',1,'cop','in the lobby also a first ',false
212938,'RB','also','also',1,'advmod','the lobby was a first . ',false
212939,'DT','a','a',1,'dep','lobby was also first . ',false
212940,'RB','#ord#','first',1,'ROOT','was also a . ',false
212941,'.','.','.',0,'punct','also a first ',false
212942,'DT','a','A',1,'det','reall Ryan Air ',false
212943,'NN','reall','reall',1,'nn','A Ryan Air experience ',false
212944,'NNP','ryan','Ryan',1,'nn','A reall Air experience !! ',false
212945,'NNP','air','Air',1,'nn','A reall Ryan experience !! ',false
212946,'NN','experience','experience',1,'ROOT','reall Ryan Air !! ',false
212947,'.','!!','!!',0,'punct','Ryan Air experience ',false
213732,'JJ','wonderful','Wonderful',1,'ROOT','. ',false
213733,'.','.','.',0,'punct','Wonderful ',false
213734,'NNP','breackfast','BREACKFAST',1,'nn','PERFECT . ',false
213735,'NNP','perfect','PERFECT',1,'ROOT','BREACKFAST . ',false
213736,'.','.','.',0,'punct','BREACKFAST PERFECT ',false
213737,'NN','car','CAR',1,'nn','PARK SMALL SPACES ',false
213738,'NNP','park','PARK',1,'nn','CAR SMALL SPACES ',false
213739,'NNP','small','SMALL',1,'nn','CAR PARK SPACES ',false
213740,'NNP','spaces','SPACES',1,'ROOT','CAR PARK SMALL ',false
213980,'NNP','berlin','Berlin',1,'nsubj','was amazing . ',false
213981,'VBD','be','was',1,'cop','Berlin amazing . ',false
213982,'JJ','amazing','amazing',1,'ROOT','Berlin was . ',false
213983,'.','.','.',0,'punct','Berlin was amazing ',false
213984,'MD','would','Would',1,'aux','have preferred tea ',false
213985,'VB','have','have',1,'aux','Would preferred tea and ',false
213986,'VBN','prefer','preferred',1,'ROOT','Would have tea and coffee ',false
213987,'NN','tea','tea',1,'dobj','Would have preferred and coffee making ',false
213988,'CC','and','and',1,'cc','have preferred tea coffee making facilities ',false
213989,'NN','coffee','coffee',1,'conj','preferred tea and making facilities in ',false
213990,'VBG','make','making',1,'partmod','tea and coffee facilities in the ',false
213991,'NNS','facility','facilities',1,'dobj','and coffee making in the room ',false
213992,'IN','in','in',1,'prep','coffee making facilities the room and ',false
213993,'DT','the','the',1,'det','making facilities in room and a ',false
213994,'NN','room','room',1,'pobj','facilities in the and a better ',false
213995,'CC','and','and',1,'cc','in the room a better view ',false
213996,'DT','a','a',1,'det','the room and better view of ',false
213997,'JJR','good','better',1,'amod','room and a view of the ',false
213998,'NN','view','view',1,'conj','and a better of the city ',false
213999,'IN','of','of',1,'prep','a better view the city , ',false
214000,'DT','the','the',1,'det','better view of city , and ',false
214001,'NN','city','city',1,'pobj','view of the , and more ',false
214002,',',',',',',0,'punct','of the city and more pillows ',false
214003,'CC','and','and',1,'cc','the city , more pillows . ',false
214004,'JJR','more','more',1,'amod','city , and pillows . ',false
214005,'NNS','pillow','pillows',1,'conj',', and more . ',false
214006,'.','.','.',0,'punct','and more pillows ',false
214007,'UH','yes','Yes',1,'ROOT','and coffee making ',false
214008,'CC','and','and',1,'cc','Yes coffee making facilities ',false
214009,'NN','coffee','coffee',1,'conj','Yes and making facilities , ',false
214010,'VBG','make','making',1,'partmod','Yes and coffee facilities , more ',false
214011,'NNS','facility','facilities',1,'dobj','and coffee making , more pillows ',false
214012,',',',',',',0,'punct','coffee making facilities more pillows ',false
214013,'JJR','more','more',1,'amod','making facilities , pillows ',false
214014,'NNS','pillow','pillows',1,'conj','facilities , more ',false
214448,'NNP','berlin','Berlin',1,'ROOT','2018 . ',false
214449,'CD','0','2018',0,'num','Berlin . ',false
214450,'.','.','.',0,'punct','Berlin 2018 ',false
214451,'NN','location','Location',1,'ROOT','. ',false
214452,'.','.','.',0,'punct','Location ',false
214453,'DT','no','No',1,'det','coffee or tea ',false
214454,'NN','coffee','coffee',1,'nn','No or tea facilities ',false
214455,'CC','or','or',1,'cc','No coffee tea facilities in ',false
214456,'NN','tea','tea',1,'conj','No coffee or facilities in room ',false
214457,'NNS','facility','facilities',1,'ROOT','coffee or tea in room ',false
214458,'IN','in','in',1,'prep','or tea facilities room ',false
214459,'NN','room','room',1,'pobj','tea facilities in ',false
214696,'RB','very','Very',1,'advmod','Good . ',false
214697,'JJ','good','Good',1,'ROOT','Very . ',false
214698,'.','.','.',0,'punct','Very Good ',false
214699,'JJ','good','good',1,'amod','location in Alexanderplatz ',false
214700,'NN','location','location',1,'nsubj','good in Alexanderplatz small ',false
214701,'IN','in','in',1,'prep','good location Alexanderplatz small but ',false
214702,'NNP','alexanderplatz','Alexanderplatz',1,'nn','good location in small but spacious ',false
214703,'JJ','small','small',1,'amod','location in Alexanderplatz but spacious room ',false
214704,'CC','but','but',1,'cc','in Alexanderplatz small spacious room very ',false
214705,'JJ','spacious','spacious',1,'conj','Alexanderplatz small but room very clean ',false
214706,'NN','room','room',1,'pobj','small but spacious very clean self ',false
214707,'RB','very','very',1,'advmod','but spacious room clean self check ',false
214708,'JJ','clean','clean',1,'amod','spacious room very self check - ',false
214709,'NN','self','self',1,'nn','room very clean check - out ',false
214710,'NN','check','check',1,'dep','very clean self - out . ',false
214711,'HYPH','-','-',0,'amod','clean self check out . ',false
214712,'NN','out','out',1,'ROOT','self check - . ',false
214713,'.','.','.',0,'punct','check - out ',false
214714,'NN','reception','reception',1,'ROOT','a bit busy ',false
214715,'DT','a','a',1,'det','reception bit busy at ',false
214716,'NN','bit','bit',1,'dep','reception a busy at check ',false
214717,'JJ','busy','busy',1,'dep','reception a bit at check - ',false
214718,'IN','at','at',1,'prep','a bit busy check - in ',false
214719,'NN','check','check',1,'pobj','bit busy at - in ',false
214720,'HYPH','-','-',0,'dep','busy at check in ',false
214721,'NN','in','in',1,'dep','at check - ',false
215216,'VB','pay','Pay',1,'ROOT','attention to the ',false
215217,'NN','attention','attention',1,'dobj','Pay to the room ',false
215218,'IN','to','to',1,'prep','Pay attention the room photos ',false
215219,'DT','the','the',1,'det','Pay attention to room photos . ',false
215220,'NN','room','room',1,'nn','attention to the photos . ',false
215221,'NNS','photo','photos',1,'pobj','to the room . ',false
215222,'.','.','.',0,'punct','the room photos ',false
215223,'NNP','location','Location',1,'nsubj','is perfect . ',false
215224,'VBZ','be','is',1,'cop','Location perfect . ',false
215225,'JJ','perfect','perfect',1,'ROOT','Location is . ',false
215226,'.','.','.',0,'punct','Location is perfect ',false
215227,'RB','only','Only',1,'advmod','curtain separates bathroom ',false
215228,'NN','curtain','curtain',1,'nn','Only separates bathroom from ',false
215229,'NNS','separate','separates',1,'nn','Only curtain bathroom from living ',false
215230,'NN','bathroom','bathroom',1,'ROOT','Only curtain separates from living space ',false
215231,'IN','from','from',1,'prep','curtain separates bathroom living space . ',false
215232,'VBG','live','living',1,'pcomp','separates bathroom from space . ',false
215233,'NN','space','space',1,'dobj','bathroom from living . ',false
215234,'.','.','.',0,'punct','from living space ',false
215235,'JJ','poor','Poor',1,'amod','noise isolation for ',false
215236,'NN','noise','noise',1,'nn','Poor isolation for bathroom ',false
215237,'NN','isolation','isolation',1,'ROOT','Poor noise for bathroom / ',false
215238,'IN','for','for',1,'prep','Poor noise isolation bathroom / toilet ',false
215239,'NN','bathroom','bathroom',1,'nn','noise isolation for / toilet . ',false
215240,'SYM','/','/',0,'dep','isolation for bathroom toilet . ',false
215241,'NN','toilet','toilet',1,'pobj','for bathroom / . ',false
215242,'.','.','.',0,'punct','bathroom / toilet ',false
215243,'NNP','room','Room',1,'nsubj','was advertise as ',false
215244,'VBD','be','was',1,'cop','Room advertise as  ',false
215245,'VBP','advertise','advertise',1,'ROOT','Room was as  with ',false
215246,'IN','as','as',1,'mark','Room was advertise  with view ',false
215247,'``','','',0,'punct','was advertise as with view on ',false
215248,'IN','with','with',1,'prep','advertise as  view on tv ',false
215249,'NN','view','view',1,'pobj','as  with on tv tower ',false
215250,'IN','on','on',1,'prep',' with view tv tower  ',false
215251,'NN','tv','tv',1,'nn','with view on tower  , ',false
215252,'NN','tower','tower',1,'pobj','view on tv  , yet ',false
215253,'','','',0,'punct','on tv tower , yet on ',false
215254,',',',',',',0,'punct','tv tower  yet on 9th ',false
215255,'CC','yet','yet',1,'cc','tower  , on 9th floor ',false
215256,'IN','on','on',1,'prep',' , yet 9th floor view ',false
215257,'JJ','#ord#','9th',1,'amod',', yet on floor view was ',false
215258,'NN','floor','floor',1,'nn','yet on 9th view was significantly ',false
215259,'NN','view','view',1,'pobj','on 9th floor was significantly blocked ',false
215260,'VBD','be','was',1,'auxpass','9th floor view significantly blocked by ',false
215261,'RB','significantly','significantly',1,'advmod','floor view was blocked by the ',false
215262,'VBN','block','blocked',1,'advcl','view was significantly by the other ',false
215263,'IN','by','by',1,'prep','was significantly blocked the other building ',false
215264,'DT','the','the',1,'det','significantly blocked by other building . ',false
215265,'JJ','other','other',1,'amod','blocked by the building . ',false
215266,'NN','building','building',1,'pobj','by the other . ',false
215267,'.','.','.',0,'punct','the other building ',false
215968,'NNP','city','City',1,'nn','break . ',false
215969,'NN','break','break',1,'ROOT','City . ',false
215970,'.','.','.',0,'punct','City break ',false
215971,'JJS','tall','Tallest',1,'amod','hotel in Berlin ',false
215972,'NN','hotel','hotel',1,'nsubj','Tallest in Berlin gave ',false
215973,'IN','in','in',1,'prep','Tallest hotel Berlin gave fantastic ',false
215974,'NNP','berlin','Berlin',1,'pobj','Tallest hotel in gave fantastic views ',false
215975,'VBD','give','gave',1,'ROOT','hotel in Berlin fantastic views of ',false
215976,'JJ','fantastic','fantastic',1,'amod','in Berlin gave views of the ',false
215977,'NNS','view','views',1,'dobj','Berlin gave fantastic of the city ',false
215978,'IN','of','of',1,'prep','gave fantastic views the city . ',false
215979,'DT','the','the',1,'det','fantastic views of city . ',false
215980,'NN','city','city',1,'pobj','views of the . ',false
215981,'.','.','.',0,'punct','of the city ',false
215982,'JJ','great','Great',1,'amod','central location near ',false
215983,'JJ','central','central',1,'amod','Great location near all ',false
215984,'NN','location','location',1,'ROOT','Great central near all transport ',false
215985,'IN','near','near',1,'prep','Great central location all transport . ',false
215986,'DT','all','all',1,'det','central location near transport . ',false
215987,'NN','transport','transport',1,'pobj','location near all . ',false
215988,'.','.','.',0,'punct','near all transport ',false
215989,'VBD','have','Had',1,'aux','a viewing platform ',false
215990,'DT','a','a',1,'det','Had viewing platform to ',false
215991,'NN','viewing','viewing',1,'nn','Had a platform to . ',false
215992,'NN','platform','platform',1,'measure','Had a viewing to . ',false
215993,'IN','to','to',1,'ROOT','a viewing platform . ',false
215994,'.','.','.',0,'punct','viewing platform to ',false
215995,'DT','no','No',1,'det','kettle in the ',false
