@relation WLAN-negative

@attribute id numeric
@attribute pos string
@attribute lemma string
@attribute surfaceform string
@attribute hasUppercase numeric
@attribute dependency string
@attribute neighbortokens string
@attribute aspecttype {true, false}

@data
77621,'VBD','be','were',1,'cop','Washrooms very small and ',false
77622,'RB','very','very',1,'advmod','Washrooms were small and definitely ',false
77623,'JJ','small','small',1,'ROOT','Washrooms were very and definitely not ',false
77624,'CC','and','and',1,'cc','were very small definitely not upto ',false
77625,'RB','definitely','definitely',1,'advmod','very small and not upto the ',false
77626,'RB','not','not',1,'neg','small and definitely upto the expected ',false
77627,'VB','upto','upto',1,'conj','and definitely not the expected standard ',false
77628,'DT','the','the',1,'det','definitely not upto expected standard ',false
77629,'VBN','expect','expected',1,'amod','not upto the standard ',false
77630,'NN','standard','standard',1,'dobj','upto the expected ',false
78562,'UH','okay','Okay',1,'ROOT','. ',false
78563,'.','.','.',0,'punct','Okay ',false
78564,'PRP','it','It',1,'nsubj','was nice . ',false
78565,'VBD','be','was',1,'cop','It nice . ',false
78566,'JJ','nice','nice',1,'ROOT','It was . ',false
78567,'.','.','.',0,'punct','It was nice ',false
78568,'RB','not','Not',1,'neg','the fault of ',false
78569,'DT','the','the',1,'det','Not fault of the ',false
78570,'NN','fault','fault',1,'ROOT','Not the of the hotel ',false
78571,'IN','of','of',1,'prep','Not the fault the hotel itself ',false
78572,'DT','the','the',1,'det','the fault of hotel itself , ',false
78573,'NN','hotel','hotel',1,'pobj','fault of the itself , but ',false
78574,'PRP','itself','itself',1,'dep','of the hotel , but the ',false
78575,',',',',',',0,'punct','the hotel itself but the location ',false
78576,'CC','but','but',1,'cc','hotel itself , the location is ',false
78577,'DT','the','the',1,'det','itself , but location is right ',false
78578,'NN','location','location',1,'nsubj',', but the is right in ',false
78579,'VBZ','be','is',1,'cop','but the location right in the ',false
78580,'JJ','right','right',1,'conj','the location is in the bay ',false
78581,'IN','in','in',1,'prep','location is right the bay village ',false
78582,'DT','the','the',1,'det','is right in bay village . ',false
78583,'NN','bay','bay',1,'nn','right in the village . ',false
78584,'NN','village','village',1,'pobj','in the bay . ',false
78585,'.','.','.',0,'punct','the bay village ',false
78586,'EX','there','There',1,'expl','were tons of ',false
78587,'VBD','be','were',1,'ROOT','There tons of panhandlers ',false
78588,'NNS','ton','tons',1,'nsubj','There were of panhandlers and ',false
78589,'IN','of','of',1,'prep','There were tons panhandlers and drug ',false
78590,'NNS','panhandler','panhandlers',1,'pobj','were tons of and drug addicts ',false
78591,'CC','and','and',1,'cc','tons of panhandlers drug addicts right ',false
78592,'NN','drug','drug',1,'nn','of panhandlers and addicts right on ',false
78593,'NNS','addict','addicts',1,'conj','panhandlers and drug right on the ',false
78594,'RB','right','right',1,'dep','and drug addicts on the corner ',false
78595,'IN','on','on',1,'prep','drug addicts right the corner . ',false
78596,'DT','the','the',1,'det','addicts right on corner . ',false
78597,'NN','corner','corner',1,'pobj','right on the . ',false
78598,'.','.','.',0,'punct','on the corner ',false
78599,'PRP','i','I',1,'nsubj','was a little ',false
78600,'VBD','be','was',1,'cop','I a little hesitant ',false
78601,'DT','a','a',1,'det','I was little hesitant to ',false
78602,'JJ','little','little',1,'amod','I was a hesitant to take ',false
78603,'JJ','hesitant','hesitant',1,'ROOT','was a little to take my ',false
78604,'TO','to','to',1,'aux','a little hesitant take my family ',false
78605,'VB','take','take',1,'xcomp','little hesitant to my family out ',false
78606,'PRP$','my','my',1,'poss','hesitant to take family out there ',false
78607,'NN','family','family',1,'dobj','to take my out there . ',false
78608,'RB','out','out',1,'advmod','take my family there . ',false
78609,'RB','there','there',1,'advmod','my family out . ',false
78610,'.','.','.',0,'punct','family out there ',false
78611,'.','.','.',0,'ROOT','',false
78612,'NN','hotel','hotel',1,'nsubj','itself is a ',false
78613,'PRP','itself','itself',1,'dep','hotel is a bit ',false
78614,'VBZ','be','is',1,'cop','hotel itself a bit dated ',false
78615,'DT','a','a',1,'det','hotel itself is bit dated now ',false
78616,'NN','bit','bit',1,'ROOT','itself is a dated now . ',false
78617,'VBN','date','dated',1,'partmod','is a bit now . ',false
78618,'RB','now','now',1,'advmod','a bit dated . ',false
78619,'.','.','.',0,'punct','bit dated now ',false
78620,'NN','time','Time',1,'ROOT','for a makeover ',false
78621,'IN','for','for',1,'prep','Time a makeover . ',false
78622,'DT','a','a',1,'det','Time for makeover . ',false
78623,'NN','makeover','makeover',1,'pobj','Time for a . ',false
78624,'.','.','.',0,'punct','for a makeover ',false
80676,'RB','overall','Overall',1,'advmod','our stay was ',false
80677,'PRP$','our','our',1,'poss','Overall stay was for ',false
80678,'NN','stay','stay',1,'nsubj','Overall our was for three ',false
80679,'VBD','be','was',1,'ROOT','Overall our stay for three nights ',false
80680,'IN','for','for',1,'prep','our stay was three nights and ',false
80681,'CD','#crd#','three',1,'num','stay was for nights and we ',false
80682,'NNS','night','nights',1,'pobj','was for three and we enjoyed ',false
80683,'CC','and','and',1,'cc','for three nights we enjoyed visiting ',false
80684,'PRP','we','we',1,'nsubj','three nights and enjoyed visiting Montreal ',false
80685,'VBD','enjoy','enjoyed',1,'aux','nights and we visiting Montreal . ',false
80686,'VBG','visit','visiting',1,'conj','and we enjoyed Montreal . ',false
80687,'NNP','montreal','Montreal',1,'dobj','we enjoyed visiting . ',false
80688,'.','.','.',0,'punct','enjoyed visiting Montreal ',false
80689,'DT','the','The',1,'det','hotel is central ',false
80690,'NN','hotel','hotel',1,'nsubj','The is central to ',false
80691,'VBZ','be','is',1,'cop','The hotel central to everything ',false
80692,'JJ','central','central',1,'ROOT','The hotel is to everything !! ',false
80693,'IN','to','to',1,'prep','hotel is central everything !! ',false
80694,'NN','everything','everything',1,'pobj','is central to !! ',false
80695,'.','!!','!!',0,'punct','central to everything ',false
80696,'CD','0','20',0,'num','min walk to ',false
80697,'NN','min','min',1,'nsubj','20 walk to old ',false
80698,'VB','walk','walk',1,'ROOT','20 min to old town ',false
80699,'IN','to','to',1,'prep','20 min walk old town and ',false
80700,'JJ','old','old',1,'amod','min walk to town and about ',false
80701,'NN','town','town',1,'pobj','walk to old and about 30 ',false
80702,'CC','and','and',1,'cc','to old town about 30 min ',false
80703,'RB','about','about',1,'quantmod','old town and 30 min walk ',false
80704,'CD','0','30',0,'num','town and about min walk to ',false
80705,'NN','min','min',1,'nsubj','and about 30 walk to downtown ',false
80706,'VB','walk','walk',1,'conj','about 30 min to downtown ! ',false
80707,'IN','to','to',1,'prep','30 min walk downtown ! ',false
80708,'NN','downtown','downtown',1,'pobj','min walk to ! ',false
80709,'.','!','!',0,'punct','walk to downtown ',false
80710,'EX','there','There',1,'expl','was an IGA ',false
80711,'VBD','be','was',1,'ROOT','There an IGA downstairs ',false
80712,'DT','an','an',1,'det','There was IGA downstairs with ',false
80713,'NNP','iga','IGA',1,'nsubj','There was an downstairs with access ',false
80714,'RB','downstairs','downstairs',1,'dep','was an IGA with access from ',false
80715,'IN','with','with',1,'prep','an IGA downstairs access from the ',false
80716,'NN','access','access',1,'pobj','IGA downstairs with from the hotel ',false
80717,'IN','from','from',1,'prep','downstairs with access the hotel and ',false
80718,'DT','the','the',1,'det','with access from hotel and a ',false
80719,'NN','hotel','hotel',1,'pobj','access from the and a food ',false
80720,'CC','and','and',1,'cc','from the hotel a food court ',false
80721,'DT','a','a',1,'det','the hotel and food court ! ',false
80722,'NN','food','food',1,'nn','hotel and a court ! ',false
80723,'NN','court','court',1,'conj','and a food ! ',false
80724,'.','!','!',0,'punct','a food court ',false
80725,'NNS','lot','Lots',1,'ROOT','of little restaurants ',false
80726,'IN','of','of',1,'prep','Lots little restaurants around ',false
80727,'JJ','little','little',1,'amod','Lots of restaurants around the ',false
80728,'NNS','restaurant','restaurants',1,'pobj','Lots of little around the hotel ',false
80729,'IN','around','around',1,'prep','of little restaurants the hotel and ',false
80730,'DT','the','the',1,'det','little restaurants around hotel and entertainment ',false
80731,'NN','hotel','hotel',1,'pobj','restaurants around the and entertainment outside ',false
80732,'CC','and','and',1,'cc','around the hotel entertainment outside at ',false
80733,'NN','entertainment','entertainment',1,'conj','the hotel and outside at the ',false
80734,'RB','outside','outside',1,'advmod','hotel and entertainment at the park ',false
80735,'IN','at','at',1,'dep','and entertainment outside the park infront ',false
80736,'DT','the','the',1,'det','entertainment outside at park infront of ',false
80737,'NN','park','park',1,'nn','outside at the infront of the ',false
80738,'NN','infront','infront',1,'pobj','at the park of the hotel ',false
80739,'IN','of','of',1,'prep','the park infront the hotel in ',false
80740,'DT','the','the',1,'det','park infront of hotel in the ',false
80741,'NN','hotel','hotel',1,'pobj','infront of the in the evening ',false
80742,'IN','in','in',1,'prep','of the hotel the evening . ',false
80743,'DT','the','the',1,'det','the hotel in evening . ',false
80744,'NN','evening','evening',1,'pobj','hotel in the . ',false
80745,'.','.','.',0,'punct','in the evening ',false
80746,'DT','the','The',1,'det','hotel is located ',false
80747,'NN','hotel','hotel',1,'nsubjpass','The is located in ',false
80748,'VBZ','be','is',1,'auxpass','The hotel located in the ',false
80749,'VBN','locate','located',1,'ROOT','The hotel is in the village ',false
80750,'IN','in','in',1,'prep','hotel is located the village aka ',false
80751,'DT','the','the',1,'det','is located in village aka pride ',false
80752,'NN','village','village',1,'pobj','located in the aka pride village ',false
80753,'IN','aka','aka',1,'prep','in the village pride village which ',false
80754,'NN','pride','pride',1,'nn','the village aka village which is ',false
80755,'NN','village','village',1,'pobj','village aka pride which is not ',false
80756,'WDT','which','which',1,'nsubj','aka pride village is not a ',false
80757,'VBZ','be','is',1,'cop','pride village which not a big ',false
80758,'RB','not','not',1,'neg','village which is a big deal ',false
80759,'DT','a','a',1,'det','which is not big deal to ',false
80760,'JJ','big','big',1,'amod','is not a deal to us ',false
80761,'NN','deal','deal',1,'ccomp','not a big to us but ',false
80762,'IN','to','to',1,'prep','a big deal us but there ',false
80763,'PRP','us','us',1,'pobj','big deal to but there were ',false
80764,'CC','but','but',1,'cc','deal to us there were a ',false
80765,'EX','there','there',1,'expl','to us but were a lot ',false
80766,'VBD','be','were',1,'conj','us but there a lot of ',false
80767,'DT','a','a',1,'det','but there were lot of addicts ',false
80768,'NN','lot','lot',1,'nsubj','there were a of addicts and ',false
80769,'IN','of','of',1,'prep','were a lot addicts and bums ',false
80770,'NNS','addict','addicts',1,'pobj','a lot of and bums in ',false
80771,'CC','and','and',1,'cc','lot of addicts bums in the ',false
80772,'NNS','bum','bums',1,'conj','of addicts and in the street ',false
80773,'IN','in','in',1,'prep','addicts and bums the street asking ',false
80774,'DT','the','the',1,'det','and bums in street asking for ',false
80775,'NN','street','street',1,'pobj','bums in the asking for money ',false
80776,'VBG','ask','asking',1,'xcomp','in the street for money non ',false
80777,'IN','for','for',1,'prep','the street asking money non stop ',false
80778,'NN','money','money',1,'pobj','street asking for non stop ! ',false
80779,'AFX','non','non',1,'dep','asking for money stop ! ',false
80780,'VB','stop','stop',1,'dep','for money non ! ',false
80781,'.','!','!',0,'punct','money non stop ',false
80782,'PRP','we','We',1,'nsubj','did not feel ',false
80783,'VBD','do','did',1,'aux','We not feel threatened ',false
80784,'RB','not','not',1,'neg','We did feel threatened but ',false
80785,'VB','feel','feel',1,'ROOT','We did not threatened but the ',false
80786,'VBN','threaten','threatened',1,'acomp','did not feel but the some ',false
80787,'CC','but','but',1,'cc','not feel threatened the some of ',false
80788,'DT','the','the',1,'conj','feel threatened but some of the ',false
80789,'DT','some','some',1,'dobj','threatened but the of the people ',false
80790,'IN','of','of',1,'prep','but the some the people that ',false
80791,'DT','the','the',1,'det','the some of people that were ',false
80792,'NNS','people','people',1,'pobj','some of the that were high ',false
80793,'WDT','that','that',1,'nsubj','of the people were high on ',false
80794,'VBD','be','were',1,'rcmod','the people that high on heroine ',false
80795,'RB','high','high',1,'advmod','people that were on heroine or ',false
80796,'IN','on','on',1,'prep','that were high heroine or whatever ',false
80797,'NN','heroine','heroine',1,'pobj','were high on or whatever they ',false
80798,'CC','or','or',1,'cc','high on heroine whatever they took ',false
80799,'WDT','whatever','whatever',1,'dep','on heroine or they took made ',false
80800,'PRP','they','they',1,'nsubjpass','heroine or whatever took made them ',false
80801,'VBD','take','took',1,'auxpass','or whatever they made them loud ',false
80802,'VBN','make','made',1,'conj','whatever they took them loud and ',false
80803,'PRP','them','them',1,'nsubj','they took made loud and it ',false
80804,'JJ','loud','loud',1,'xcomp','took made them and it was ',false
80805,'CC','and','and',1,'cc','made them loud it was a ',false
80806,'PRP','it','it',1,'nsubj','them loud and was a little ',false
80807,'VBD','be','was',1,'cop','loud and it a little scary ',false
80808,'DT','a','a',1,'det','and it was little scary walking ',false
80809,'JJ','little','little',1,'amod','it was a scary walking through ',false
80810,'JJ','scary','scary',1,'conj','was a little walking through them ',false
80811,'VBG','walk','walking',1,'xcomp','a little scary through them to ',false
80812,'IN','through','through',1,'prep','little scary walking them to get ',false
80813,'PRP','them','them',1,'pobj','scary walking through to get somewhere ',false
80814,'TO','to','to',1,'aux','walking through them get somewhere ! ',false
80815,'VB','get','get',1,'xcomp','through them to somewhere ! ',false
80816,'RB','somewhere','somewhere',1,'advmod','them to get ! ',false
80817,'.','!','!',0,'punct','to get somewhere ',false
82920,'NNS','need','Needs',1,'nn','Renovation . ',false
82921,'NNP','renovation','Renovation',1,'ROOT','Needs . ',false
82922,'.','.','.',0,'punct','Needs Renovation ',false
82923,'VBZ','it?fs','It?fs',1,'ROOT','close to downtown ',false
82924,'JJ','close','close',1,'dobj','It?fs to downtown and ',false
82925,'IN','to','to',1,'prep','It?fs close downtown and main ',false
82926,'NN','downtown','downtown',1,'pobj','It?fs close to and main attractions ',false
82927,'CC','and','and',1,'cc','close to downtown main attractions . ',false
82928,'JJ','main','main',1,'amod','to downtown and attractions . ',false
82929,'NNS','attraction','attractions',1,'conj','downtown and main . ',false
82930,'.','.','.',0,'punct','and main attractions ',false
82931,'RB','also','Also',1,'advmod','the hotel doors ',false
82932,'DT','the','the',1,'det','Also hotel doors open ',false
82933,'NN','hotel','hotel',1,'nn','Also the doors open up ',false
82934,'NNS','door','doors',1,'nsubj','Also the hotel open up to ',false
82935,'JJ','open','open',1,'ROOT','the hotel doors up to Place ',false
82936,'IN','up','up',1,'advmod','hotel doors open to Place Dupris ',false
82937,'IN','to','to',1,'dep','doors open up Place Dupris mall ',false
82938,'NNP','place','Place',1,'nn','open up to Dupris mall . ',false
82939,'NNP','dupris','Dupris',1,'nn','up to Place mall . ',false
82940,'NN','mall','mall',1,'pobj','to Place Dupris . ',false
82941,'.','.','.',0,'punct','Place Dupris mall ',false
82942,'DT','the','The',1,'det','bed was comfortable ',false
82943,'NN','bed','bed',1,'nsubj','The was comfortable and ',false
82944,'VBD','be','was',1,'cop','The bed comfortable and chairs ',false
82945,'JJ','comfortable','comfortable',1,'ROOT','The bed was and chairs clean ',false
82946,'CC','and','and',1,'cc','bed was comfortable chairs clean and ',false
82947,'NNS','chair','chairs',1,'dep','was comfortable and clean and comfortable ',false
82948,'JJ','clean','clean',1,'conj','comfortable and chairs and comfortable . ',false
82949,'CC','and','and',1,'cc','and chairs clean comfortable . ',false
82950,'JJ','comfortable','comfortable',1,'conj','chairs clean and . ',false
82951,'.','.','.',0,'punct','clean and comfortable ',false
82952,'PRP$','our','Our',1,'poss','second stay here ',false
82953,'JJ','#ord#','second',1,'amod','Our stay here in ',false
82954,'NN','stay','stay',1,'nsubj','Our second here in about ',false
82955,'RB','here','here',1,'advmod','Our second stay in about 5 ',false
82956,'IN','in','in',1,'prep','second stay here about 5 years ',false
82957,'RB','about','about',1,'quantmod','stay here in 5 years was ',false
82958,'CD','0','5',0,'num','here in about years was not ',false
82959,'NNS','year','years',1,'pobj','in about 5 was not as ',false
82960,'VBD','be','was',1,'cop','about 5 years not as pleasant ',false
82961,'RB','not','not',1,'neg','5 years was as pleasant as ',false
82962,'RB','as','as',1,'advmod','years was not pleasant as the ',false
82963,'JJ','pleasant','pleasant',1,'ROOT','was not as as the first ',false
82964,'IN','as','as',1,'prep','not as pleasant the first . ',false
82965,'DT','the','the',1,'det','as pleasant as first . ',false
82966,'JJ','#ord#','first',1,'pobj','pleasant as the . ',false
82967,'.','.','.',0,'punct','as the first ',false
82968,'DT','the','The',1,'det','AC was too ',false
82969,'NNP','ac','AC',1,'nsubj','The was too low ',false
82970,'VBD','be','was',1,'cop','The AC too low and ',false
82971,'RB','too','too',1,'advmod','The AC was low and could ',false
82972,'JJ','low','low',1,'ROOT','AC was too and could not ',false
82973,'CC','and','and',1,'cc','was too low could not be ',false
82974,'MD','could','could',1,'aux','too low and not be adjusted ',false
82975,'RB','not','not',1,'neg','low and could be adjusted . ',false
82976,'VB','be','be',1,'auxpass','and could not adjusted . ',false
82977,'VBN','adjust','adjusted',1,'conj','could not be . ',false
82978,'.','.','.',0,'punct','not be adjusted ',false
82979,'DT','the','The',1,'det','carpet was old ',false
82980,'NN','carpet','carpet',1,'nsubj','The was old and ',false
82981,'VBD','be','was',1,'cop','The carpet old and the ',false
82982,'JJ','old','old',1,'ROOT','The carpet was and the staff ',false
82983,'CC','and','and',1,'cc','carpet was old the staff do ',false
82984,'DT','the','the',1,'det','was old and staff do their ',false
82985,'NN','staff','staff',1,'nsubj','old and the do their best ',false
82986,'VBP','do','do',1,'conj','and the staff their best to ',false
82987,'PRP$','their','their',1,'poss','the staff do best to clean ',false
82988,'JJS','good','best',1,'dobj','staff do their to clean it ',false
82989,'TO','to','to',1,'aux','do their best clean it . ',false
82990,'VB','clean','clean',1,'xcomp','their best to it . ',false
82991,'PRP','it','it',1,'dobj','best to clean . ',false
82992,'.','.','.',0,'punct','to clean it ',false
82993,'DT','the','The',1,'det','Dresser in the ',false
82994,'NNP','dresser','Dresser',1,'nsubj','The in the room ',false
82995,'IN','in','in',1,'prep','The Dresser the room was ',false
82996,'DT','the','the',1,'det','The Dresser in room was old ',false
82997,'NN','room','room',1,'pobj','Dresser in the was old and ',false
82998,'VBD','be','was',1,'cop','in the room old and scratched ',false
82999,'JJ','old','old',1,'ROOT','the room was and scratched in ',false
83000,'CC','and','and',1,'cc','room was old scratched in many ',false
83001,'VBD','scratch','scratched',1,'conj','was old and in many places ',false
83002,'IN','in','in',1,'prep','old and scratched many places . ',false
83003,'JJ','many','many',1,'amod','and scratched in places . ',false
83004,'NNS','place','places',1,'pobj','scratched in many . ',false
83005,'.','.','.',0,'punct','in many places ',false
83006,'DT','the','The',1,'det','toilet did not ',false
83007,'NN','toilet','toilet',1,'nsubj','The did not flush ',false
83008,'VBD','do','did',1,'aux','The toilet not flush well ',false
83009,'RB','not','not',1,'neg','The toilet did flush well and ',false
83010,'VB','flush','flush',1,'ROOT','toilet did not well and the ',false
83011,'RB','well','well',1,'advmod','did not flush and the sink ',false
83012,'CC','and','and',1,'cc','not flush well the sink did ',false
83013,'DT','the','the',1,'det','flush well and sink did not ',false
83014,'NN','sink','sink',1,'nsubj','well and the did not drain ',false
83015,'VBD','do','did',1,'aux','and the sink not drain well ',false
83016,'RB','not','not',1,'neg','the sink did drain well . ',false
83017,'VB','drain','drain',1,'conj','sink did not well . ',false
83018,'RB','well','well',1,'advmod','did not drain . ',false
83019,'.','.','.',0,'punct','not drain well ',false
83020,'DT','this','This',1,'det','hotel needs some ',false
83021,'NN','hotel','hotel',1,'nsubj','This needs some fixing ',false
83022,'VBZ','need','needs',1,'ROOT','This hotel some fixing up ',false
83023,'DT','some','some',1,'nsubj','This hotel needs fixing up . ',false
83024,'VBG','fix','fixing',1,'xcomp','hotel needs some up . ',false
83025,'RP','up','up',1,'prt','needs some fixing . ',false
83026,'.','.','.',0,'punct','some fixing up ',false
83027,'DT','the','The',1,'det','parking was expensive ',false
83028,'NN','parking','parking',1,'nsubj','The was expensive and ',false
83029,'VBD','be','was',1,'cop','The parking expensive and low ',false
83030,'JJ','expensive','expensive',1,'ROOT','The parking was and low ceiling ',false
83031,'CC','and','and',1,'cc','parking was expensive low ceiling . ',false
83032,'JJ','low','low',1,'amod','was expensive and ceiling . ',false
83033,'NN','ceiling','ceiling',1,'conj','expensive and low . ',false
83034,'.','.','.',0,'punct','and low ceiling ',false
83035,'DT','this','This',1,'det','hotel was Very ',false
83036,'NN','hotel','hotel',1,'nsubj','This was Very expensive ',false
83037,'VBD','be','was',1,'cop','This hotel Very expensive considering ',false
83038,'RB','very','Very',1,'advmod','This hotel was expensive considering all ',false
83039,'JJ','expensive','expensive',1,'ROOT','hotel was Very considering all the ',false
83040,'VBG','consider','considering',1,'amod','was Very expensive all the issues ',false
83041,'PDT','all','all',1,'predet','Very expensive considering the issues . ',false
83042,'DT','the','the',1,'det','expensive considering all issues . ',false
83043,'NNS','issue','issues',1,'dobj','considering all the . ',false
83044,'.','.','.',0,'punct','all the issues ',false
83045,'PRP','we','We',1,'nsubj','won?ft be staying ',false
83046,'MD','won?ft','won?ft',1,'aux','We be staying here ',false
83047,'VB','be','be',1,'aux','We won?ft staying here a ',false
83048,'VBG','stay','staying',1,'ROOT','We won?ft be here a third ',false
83049,'RB','here','here',1,'advmod','won?ft be staying a third time ',false
83050,'DT','a','a',1,'det','be staying here third time unless ',false
83051,'JJ','#ord#','third',1,'amod','staying here a time unless we ',false
83052,'NN','time','time',1,'dobj','here a third unless we know ',false
83053,'IN','unless','unless',1,'mark','a third time we know of ',false
83054,'PRP','we','we',1,'nsubj','third time unless know of its ',false
83055,'VBP','know','know',1,'advcl','time unless we of its renovations ',false
83056,'IN','of','of',1,'prep','unless we know its renovations . ',false
83057,'PRP$','its','its',1,'poss','we know of renovations . ',false
83058,'NNS','renovation','renovations',1,'pobj','know of its . ',false
83059,'.','.','.',0,'punct','of its renovations ',false
83452,'JJ','average','Average',1,'amod','hotel in a ',false
83453,'NN','hotel','hotel',1,'ROOT','Average in a great ',false
83454,'IN','in','in',1,'prep','Average hotel a great location ',false
83455,'DT','a','a',1,'det','Average hotel in great location . ',false
83456,'JJ','great','great',1,'amod','hotel in a location . ',false
83457,'NN','location','location',1,'pobj','in a great . ',false
83458,'.','.','.',0,'punct','a great location ',false
83459,'JJ','great','Great',1,'amod','location . ',false
83460,'NN','location','location',1,'ROOT','Great . ',false
83461,'.','.','.',0,'punct','Great location ',false
83462,'DT','the','The',1,'det','room smelt of ',false
83463,'NN','room','room',1,'nn','The smelt of damp ',false
83464,'NN','smelt','smelt',1,'ROOT','The room of damp . ',false
83465,'IN','of','of',1,'prep','The room smelt damp . ',false
83466,'NN','damp','damp',1,'pobj','room smelt of . ',false
83467,'.','.','.',0,'punct','smelt of damp ',false
83468,'JJ','small','Small',1,'amod','bathroom ',false
83469,'NN','bathroom','bathroom',1,'ROOT','Small ',false
83964,'UH','okay','Okay',1,'ROOT','. ',false
83965,'.','.','.',0,'punct','Okay ',false
83966,'NNP','ac','AC',1,'nsubj','did nt work ',false
83967,'VBD','do','did',1,'aux','AC nt work night ',false
83968,'RB','nt','nt',1,'advmod','AC did work night 1 ',false
83969,'VB','work','work',1,'ROOT','AC did nt night 1 , ',false
83970,'NN','night','night',1,'tmod','did nt work 1 , on ',false
83971,'CD','0','1',0,'num','nt work night , on night ',false
83972,',',',',',',0,'punct','work night 1 on night 2,3 ',false
83973,'IN','on','on',1,'prep','night 1 , night 2,3 it ',false
83974,'NN','night','night',1,'pobj','1 , on 2,3 it barely ',false
83975,'CD','0','2,3',0,'num',', on night it barely worked ',false
83976,'PRP','it','it',1,'nsubj','on night 2,3 barely worked and ',false
83977,'RB','barely','barely',1,'advmod','night 2,3 it worked and the ',false
83978,'VBD','work','worked',1,'conj','2,3 it barely and the beds ',false
83979,'CC','and','and',1,'cc','it barely worked the beds kind ',false
83980,'DT','the','the',1,'det','barely worked and beds kind of ',false
83981,'NNS','bed','beds',1,'nsubj','worked and the kind of felt ',false
83982,'RB','kind','kind',1,'advmod','and the beds of felt a ',false
83983,'RB','of','of',1,'advmod','the beds kind felt a little ',false
83984,'VBD','feel','felt',1,'conj','beds kind of a little grimy ',false
83985,'DT','a','a',1,'det','kind of felt little grimy . ',false
83986,'JJ','little','little',1,'amod','of felt a grimy . ',false
83987,'JJ','grimy','grimy',1,'dep','felt a little . ',false
83988,'.','.','.',0,'punct','a little grimy ',false
83989,'RB','unfortunately','Unfortunately',1,'advmod',', I would ',false
83990,',',',',',',0,'punct','Unfortunately I would not ',false
83991,'PRP','i','I',1,'nsubj','Unfortunately , would not stay ',false
83992,'MD','would','would',1,'aux','Unfortunately , I not stay here ',false
83993,'RB','not','not',1,'neg',', I would stay here again ',false
83994,'VB','stay','stay',1,'ROOT','I would not here again . ',false
83995,'RB','here','here',1,'advmod','would not stay again . ',false
83996,'RB','again','again',1,'advmod','not stay here . ',false
83997,'.','.','.',0,'punct','stay here again ',false
84242,'PRP','it','It',1,'nsubj','was average . ',false
84243,'VBD','be','was',1,'cop','It average . ',false
84244,'JJ','average','average',1,'ROOT','It was . ',false
84245,'.','.','.',0,'punct','It was average ',false
84246,'NN','servise','Servise',1,'ROOT',', breakfast and ',false
84247,',',',',',',0,'punct','Servise breakfast and location ',false
84248,'NN','breakfast','breakfast',1,'conj','Servise , and location . ',false
84249,'CC','and','and',1,'cc','Servise , breakfast location . ',false
84250,'NN','location','location',1,'conj',', breakfast and . ',false
84251,'.','.','.',0,'punct','breakfast and location ',false
84252,'JJ','front','Front',1,'amod','disc not helpful ',false
84253,'NN','disc','disc',1,'nsubj','Front not helpful . ',false
84254,'RB','not','not',1,'neg','Front disc helpful . ',false
84255,'JJ','helpful','helpful',1,'ROOT','Front disc not . ',false
84256,'.','.','.',0,'punct','disc not helpful ',false
84986,'JJ','unsatisfied','unsatisfied',1,'ROOT','. ',false
84987,'.','.','.',0,'punct','unsatisfied ',false
84988,'DT','the','the',1,'det','price is tottaly ',false
84989,'NN','price','price',1,'nsubj','the is tottaly not ',false
84990,'VBZ','be','is',1,'cop','the price tottaly not worth ',false
84991,'RB','tottaly','tottaly',1,'advmod','the price is not worth what ',false
84992,'RB','not','not',1,'neg','price is tottaly worth what we ',false
84993,'JJ','worth','worth',1,'ROOT','is tottaly not what we got ',false
84994,'WP','what','what',1,'dobj','tottaly not worth we got nearly ',false
84995,'PRP','we','we',1,'nsubj','not worth what got nearly 600 ',false
84996,'VBD','get','got',1,'ccomp','worth what we nearly 600 $ ',false
84997,'RB','nearly','nearly',1,'quantmod','what we got 600 $ for ',false
84998,'CD','0','600',0,'dobj','we got nearly $ for a ',false
84999,'$','$','$',0,'dobj','got nearly 600 for a basic ',false
85000,'IN','for','for',1,'prep','nearly 600 $ a basic room ',false
85001,'DT','a','a',1,'det','600 $ for basic room outdated ',false
85002,'JJ','basic','basic',1,'amod','$ for a room outdated decoration ',false
85003,'NN','room','room',1,'nn','for a basic outdated decoration it ',false
85004,'JJ','outdated','outdated',1,'amod','a basic room decoration it was ',false
85005,'NN','decoration','decoration',1,'pobj','basic room outdated it was clean ',false
85006,'PRP','it','it',1,'nsubj','room outdated decoration was clean but ',false
85007,'VBD','be','was',1,'cop','outdated decoration it clean but some ',false
85008,'JJ','clean','clean',1,'rcmod','decoration it was but some applieance ',false
85009,'CC','but','but',1,'cc','it was clean some applieance were ',false
85010,'DT','some','some',1,'det','was clean but applieance were so ',false
85011,'NN','applieance','applieance',1,'nsubj','clean but some were so used ',false
85012,'VBD','be','were',1,'cop','but some applieance so used and ',false
85013,'RB','so','so',1,'advmod','some applieance were used and unkept ',false
85014,'JJ','used','used',1,'conj','applieance were so and unkept that ',false
85015,'CC','and','and',1,'cc','were so used unkept that it ',false
85016,'JJ','unkept','unkept',1,'dep','so used and that it looked ',false
85017,'IN','that','that',1,'complm','used and unkept it looked dirty ',false
85018,'PRP','it','it',1,'nsubj','and unkept that looked dirty the ',false
85019,'VBD','look','looked',1,'dep','unkept that it dirty the only ',false
