@relation Lage

@attribute id numeric
@attribute words string
@attribute lemmas string
@attribute pos string
@attribute bigrams string
@attribute tagwordset1 string
@attribute tagwordset2 string
@attribute tagwordset3 string
@attribute tagwordset4 string
@attribute tagwordset5 string
@attribute tagwordset6 string
@attribute tagwordset7 string
@attribute tagwordset8 string
@attribute aspecttype {true, false}

@data
4595,'s obvious was time was grand hotel ','s obvious be time be grand hotel ','VBZ JJ VBD NN VBD NNP NN ','_s_obvious _obvious_that _was_a _time_that _was_a _grand_hotel _hotel_.. ',0,0,0,0,0,0,0,0,false
4596,'e dr owns place needs invest money place make grand ','e dr own place need invest money place make grand ','VBZ NNP VBZ NN VBZ VB NN NN VB JJ ','_e_dr _dr_owns _owns_this _place_needs _needs_to _invest_some _money_into _place_and _make_it _grand_once ',0,0,0,0,0,0,0,0,false
4597,'end review.for few days was ok.but cone special occasion ','end review.for few day be ok.but cone special occasion ','VB NN JJ NNS VBD VBN VB JJ NN ','_end_my _review.for_a _few_days _days_it _was_ok.but _ok.but_i _cone_there _special_occasion _occasion_... ',0,0,0,0,0,0,0,0,false
4598,'anniversary ','anniversary ','NN ','_anniversary_etc. ',0,0,0,0,0,0,0,0,false
4682,'i?fd stay i?fm taking train metro return montreal ','i?fd stay i?fm take train metro return montreal ','JJ VB NNP VBG NNP NNP VBP NNP ','_i?fd_stay _stay_again _i?fm_taking _taking_the _train_& _metro_if _return_to _montreal_. ',0,0,0,0,0,0,0,0,false
4683,'bed was comfy ','bed be comfy ','NNP VBD JJ ','_bed_was _was_so _comfy_! ',0,0,0,0,0,0,0,0,false
4684,'convenient location catch metro ','convenient location catch metro ','JJ NN VB NN ','_convenient_location _location_to _catch_the _metro_. ',0,0,0,0,0,0,0,0,true
4685,'lots shops pick basics grab bite eat ','lot shop pick basics grab bite eat ','NNS NNS VB NNS VB NN VB ','_lots_of _shops_nearby _pick_up _basics_or _grab_a _bite_to _eat_. ',0,0,0,0,0,0,0,0,true
4686,'was salsa party park street looked have been great night had weather cooperated ','be salsa party park street look have be great night have weather cooperate ','VBD NNP NN NN NN VBD VB VBN JJ NN VBD NN VBD ','_was_a _salsa_party _party_at _park_across _street_which _looked_like _have_been _been_a _great_night _night_had _had_the _weather_cooperated _cooperated_. ',0,0,0,0,0,0,0,0,false
4687,'did like having pay parking day ','do like have pay parking day ','VBD VB VBG VB NN NN ','_did_not _like_having _having_to _pay_for _parking_each _day_. ',0,0,0,0,0,0,0,0,false
4688,'tried leave was delayed minutes due technical issues validated ticket ','try leave be delay minute due technical issue validated ticket ','VBD VB VBD VBN NNS JJ JJ NNS JJ NN ','_tried_to _leave_i _was_delayed _delayed_another _minutes_due _due_to _technical_issues _issues_with _validated_ticket _ticket_. ',0,0,0,0,0,0,0,0,false
4689,'restaurant breakfast seems waste ','restaurant breakfast seem waste ','NN NN VBZ NN ','_restaurant_breakfast _breakfast_seems _seems_like _waste_. ',0,0,0,0,0,0,0,0,false
4690,'expensive morning buffet ','expensive morning buffet ','JJ NN NN ','_expensive_for _morning_buffet _buffet_. ',0,0,0,0,0,0,0,0,false
4744,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
4745,'good breakfast comfortable bed good sized rooms ','good breakfast comfortable bed good sized room ','JJ NN JJ NN JJ JJ NNS ','_good_breakfast _breakfast_, _comfortable_bed _bed_, _good_sized _sized_rooms _rooms_. ',0,0,0,0,0,0,0,0,false
4746,'underground parking stalls are high park standard suv ','underground parking stall be high park standard suv ','JJ NN NNS VBP JJ VB JJ NN ','_underground_parking _parking_stalls _stalls_are _are_barely _high_enough _park_a _standard_suv _suv_. ',0,0,0,0,0,0,0,0,false
4747,'was able open trunk ','be able open trunk ','VBD JJ VB NN ','_was_nt _able_to _open_the _trunk_. ',0,0,0,0,0,0,0,0,false
4782,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
4783,'views property are incredible ','view property be incredible ','NNS NN VBP JJ ','_views_from _property_are _are_incredible _incredible_!!! ',0,0,0,0,0,0,0,0,true
4784,'were fortunate have been given upgrade top floor suite had windows looking city mount royal ','be fortunate have be give upgrade top floor suite have window look city mount royal ','VBD JJ VB VBN VBN NN JJ NN NN VBD NNS VBG NN NNP NNP ','_were_fortunate _fortunate_to _have_been _been_given _given_an _upgrade_to _top_floor _floor_suite _suite_which _had_windows _windows_looking _looking_out _city_and _mount_royal _royal_. ',0,0,0,0,0,0,0,0,false
4785,'room was appointed clean ','room be appoint clean ','NN VBD VBN JJ ','_room_was _was_well _appointed_and _clean_. ',0,0,0,0,0,0,0,0,false
4786,'air conditioning was working keep temps room had large windows faced south west ','air conditioning be work keep temp room have large window face south west ','NN NN VBD VBG VB NNS NN VBD JJ NNS VBD NN NN ','_air_conditioning _conditioning_was _was_either _working_or _keep_up _temps_outside _room_had _had_large _large_windows _windows_that _faced_south _south_and _west_) ',0,0,0,0,0,0,0,0,false
4787,'contacted housekeeping staff front desk see something be done problem was resolved did get response hotel staff ','contact housekeeping staff front desk see something be do problem be resolve do get response hotel staff ','VBD NN NN JJ NN VB NN VB VBN NN VBD VBN VBD VB NN NN NN ','_contacted_the _housekeeping_staff _staff_and _front_desk _desk_to _see_if _something_could _be_done _done_and _problem_was _was_not _resolved_and _did_not _get_any _response_from _hotel_staff _staff_. ',0,0,0,0,0,0,0,0,false
4788,'found disappointing ','find disappointing ','VBD JJ ','_found_this _disappointing_. ',0,0,0,0,0,0,0,0,false
4830,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
4831,'llocation ','llocation ','NN ','_llocation_. ',0,0,0,0,0,0,0,0,false
4832,'need renovation property old furniture stuff ','need renovation property old furniture stuff ','VBP NN NN JJ NN NN ','_need_renovation _renovation_of _property_very _old_furniture _furniture_and ',0,0,0,0,0,0,0,0,false
4854,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
4855,'great location ','great location ','JJ NN ','_great_location _location_. ',0,0,0,0,0,0,0,0,true
4856,'date amenities ','date amenity ','NN NNS ','_date_amenities ',0,0,0,0,0,0,0,0,false
4880,'good area try montreal crusine french ','good area try montreal crusine french ','JJ NN VB NNP NN JJ ','_good_area _area_to _try_montreal _montreal_crusine _crusine_, _french_. ',0,0,0,0,0,0,0,0,true
4881,'location is convenient ','location be convenient ','NNP VBZ JJ ','_location_is _is_convenient _convenient_to ',0,0,0,0,0,0,0,0,true
4882,'diverse restaurant entertainment choice ','diverse restaurant entertainment choice ','JJ NN NN NN ','_diverse_restaurant _restaurant_and _entertainment_choice _choice_. ',0,0,0,0,0,0,0,0,false
4883,'location is suitable family young children ','location be suitable family young child ','NN VBZ JJ NN JJ NNS ','_location_is _is_not _suitable_for _family_with _young_children _children_. ',0,0,0,0,0,0,0,0,true
4908,'','','','',0,0,0,0,0,0,0,0,false
4909,'fitness room have towels cups water sanitary wipes ','fitness room have towel cup water sanitary wipe ','NN NN VBP NNS NNS NN NN VBZ ','_fitness_room _room_didn?ft _have_towels _towels_, _cups_for _water_and _sanitary_wipes ',0,0,0,0,0,0,0,0,false
4930,'','','','',0,0,0,0,0,0,0,0,false
4931,'location hotel ','location hotel ','NN NN ','_location_of _hotel_... ',0,0,0,0,0,0,0,0,false
4932,'hotel needs big upgrade ','hotel need big upgrade ','NN VBZ JJ VB ','_hotel_needs _needs_big _big_upgrade _upgrade_... ',0,0,0,0,0,0,0,0,false
4933,'everything is old ','everything be old ','NN VBZ JJ ','_everything_is _is_very _old_. ',0,0,0,0,0,0,0,0,false
4934,'update furniture carpets ','update furniture carpet ','VB NN NNS ','_update_all _furniture_, _carpets_.... ',0,0,0,0,0,0,0,0,false
4980,'bad ','bad ','JJ ','_bad_.... ',0,0,0,0,0,0,0,0,false
4981,'make sure do want pay cash ','make sure do want pay cash ','VB JJ VBP VB VB NN ','_make_sure _sure_you _do_nt _want_to _pay_cash _cash_. ',0,0,0,0,0,0,0,0,false
4982,'bed was comfortable ','bed be comfortable ','NNP VBD JJ ','_bed_was _was_comfortable _comfortable_. ',0,0,0,0,0,0,0,0,false
4983,'years travelling was first time have been told give credit card swipe security pay cash checking ','year travel be #ord# time have be tell give credit card swipe security pay cash check ','NNS VBG VBD JJ NN VBP VBN VBN VB NN NN NN NN VB NN VBG ','_years_travelling _travelling_, _was_the _first_time _time_i _have_been _been_told _told_i _give_a _credit_card _card_swipe _swipe_for _security_and _pay_in _cash_when _checking_out ',0,0,0,0,0,0,0,0,false
4984,'ridiculous ','ridiculous ','JJ ','_ridiculous_. ',0,0,0,0,0,0,0,0,false
4985,'had rooms booked band playing montreal payment was available cash bands fee ','have room book band play montreal payment be available cash band fee ','VBD NNS VBN NN VBG NNP NN VBD JJ NN NNS NN ','_had_5 _rooms_booked _booked_for _band_playing _playing_in _montreal_, _payment_was _was_available _available_in _cash_from _bands_fee _fee_. ',0,0,0,0,0,0,0,0,false
4986,'','','','',0,0,0,0,0,0,0,0,false
4987,'ar ','ar ','NN ','_ar_!!!! ',0,0,0,0,0,0,0,0,false
4988,'food facilities ','food facility ','NN NNS ','_food_facilities _facilities_!! ',0,0,0,0,0,0,0,0,false
4989,'strange ','strange ','JJ ','',0,0,0,0,0,0,0,0,false
5046,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
5047,'location view room was great ','location view room be great ','NN NN NN VBD JJ ','_location_and _view_of _room_was _was_great _great_. ',0,0,0,0,0,0,0,0,true
5048,'staff was comfortable english little difficulty communicating staff house keeping was done ','staff be comfortable english little difficulty communicate staff house keeping be do ','NNP VBD JJ NNP JJ NN VBG NN NN NN VBD VBN ','_staff_was _was_not _comfortable_in _english_so _little_difficulty _difficulty_in _communicating_with _staff_and _house_keeping _keeping_was _was_not _done_regularly ',0,0,0,0,0,0,0,0,false
5070,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
5071,'was ideal price ','be ideal price ','VBD JJ NN ','_was_an _ideal_price _price_. ',0,0,0,0,0,0,0,0,false
5072,'area was little rough was expected see many homeless ','area be little rough be expect see many homeless ','NN VBD JJ JJ VBD VBN VB JJ JJ ','_area_was _was_a _little_rough _rough_, _was_not _expected_to _see_soo _many_homeless ',0,0,0,0,0,0,0,0,true
5094,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
5095,'area was close everything ','area be close everything ','NN VBD JJ NN ','_area_was _was_close _close_to _everything_. ',0,0,0,0,0,0,0,0,true
5096,'breakfast was included price check ','breakfast be include price check ','NN VBD VBN NN NN ','_breakfast_that _was_included _included_in _price_suddenly _check_in ',0,0,0,0,0,0,0,0,false
5120,'location is perfect ','location be perfect ','NNP VBZ JJ ','_location_is _is_perfect _perfect_. ',0,0,0,0,0,0,0,0,true
5121,'room facilities are old ','room facility be old ','NN NNS VBP JJ ','_room_facilities _facilities_are _are_too _old_. ',0,0,0,0,0,0,0,0,false
5122,'room fee does match ','room fee do match ','NN NN VBZ VB ','_room_fee _fee_does _does_- _match_to ',0,0,0,0,0,0,0,0,false
5123,'','','','',0,0,0,0,0,0,0,0,false
5150,'enjoyed lot ','enjoy lot ','VBD NN ','_enjoyed_it _lot_! ',0,0,0,0,0,0,0,0,false
5151,'location ','location ','NN ','_location_. ',0,0,0,0,0,0,0,0,false
5152,'runned ','run ','VBD ','_runned_down ',0,0,0,0,0,0,0,0,false
5174,'love ','love ','VB ','_love_it ',0,0,0,0,0,0,0,0,false
5175,'wife love trip montreal.hotel was good ','wife love trip montreal.hotel be good ','NN VBP NN NNP VBD JJ ','_wife_and _love_trip _trip_to _montreal.hotel_was _was_very _good_. ',0,0,0,0,0,0,0,0,false
5176,'price budget ','price budget ','NN NN ','_price_ok _budget_. ',0,0,0,0,0,0,0,0,false
5202,'pleasant ','pleasant ','JJ ','_pleasant_. ',0,0,0,0,0,0,0,0,false
5203,'great location ','great location ','JJ NN ','_great_location _location_! ',0,0,0,0,0,0,0,0,true
5204,'t location ','t location ','NN NN ','_t_location _location_! ',0,0,0,0,0,0,0,0,false
5205,'t location ','t location ','NN NN ','_t_location _location_! ',0,0,0,0,0,0,0,0,false
5206,'nothing ','nothing ','NN ','_nothing_. ',0,0,0,0,0,0,0,0,false
5240,'','','','',0,0,0,0,0,0,0,0,false
5241,'dated bathroom bedroom furniture ','date bathroom bedroom furniture ','VBN NN NN NN ','_dated_bathroom _bathroom_and _bedroom_furniture _furniture_. ',0,0,0,0,0,0,0,0,false
5242,'had room twentieth floor see skyline windows were filthy ','have room #ord# floor see skyline window be filthy ','VBD NN JJ NN VB NN NNS VBD JJ ','_had_a _room_on _twentieth_floor _floor_but _see_the _skyline_clearly _windows_were _were_filthy _filthy_. ',0,0,0,0,0,0,0,0,false
5243,'ability boil kettle coffee machine does work tea drinkers ','ability boil kettle coffee machine do work tea drinker ','NN VB NN NN NN VBZ VB NN NNS ','_ability_to _boil_a _kettle_, _coffee_machine _machine_does _does_not _work_for _tea_drinkers _drinkers_. ',0,0,0,0,0,0,0,0,false
5268,'location hotel good felt little uneasy neighbourhood ','location hotel good feel little uneasy neighbourhood ','NN NN JJ VBD JJ JJ NN ','_location_and _hotel_quite _good_but _felt_a _little_uneasy _uneasy_in _neighbourhood_. ',0,0,0,0,0,0,0,0,true
5269,'area little daunting ','area little daunting ','NNP JJ JJ ','_area_a _little_daunting _daunting_. ',0,0,0,0,0,0,0,0,true
5288,'located worn outdated furnishings ','locate worn outdated furnishing ','VBN JJ JJ NNS ','_located_but _worn_and _outdated_furnishings _furnishings_. ',0,0,0,0,0,0,0,0,true
5289,'other reviewers have noted hotel has furnishings are worn ','other reviewer have note hotel have furnishing be wear ','JJ NNS VBP VBN NN VBZ NNS VBP VBN ','_other_reviewers _reviewers_have _have_noted _noted_, _hotel_has _has_furnishings _furnishings_that _are_quite _worn_. ',0,0,0,0,0,0,0,0,false
5290,'floors seem worse others ','floor seem bad other ','NNS VBP JJR NNS ','_floors_seem _seem_worse _worse_than _others_. ',0,0,0,0,0,0,0,0,false
5291,'location is makes viable option summer various street festivals door ','location be make viable option summer various street festival door ','NN VBZ VBZ JJ NN NN JJ NN NNS NN ','_location_is _is_what _makes_this _viable_option _option_, _summer_with _various_street _street_festivals _festivals_virtually _door_. ',0,0,0,0,0,0,0,0,true
5320,'','','','',0,0,0,0,0,0,0,0,false
5321,'good location ','good location ','JJ NN ','_good_location _location_. ',0,0,0,0,0,0,0,0,true
5322,'staff are good ','staff be good ','NN VBP JJ ','_staff_are _are_good _good_. ',0,0,0,0,0,0,0,0,false
5323,'room air condition ','room air condition ','NN NN NN ','_room_air _air_condition ',0,0,0,0,0,0,0,0,false
5348,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
5349,'light blocking curtains room ','light block curtain room ','NN VBG NNS NN ','_light_blocking _blocking_curtains _curtains_in _room_# ',0,0,0,0,0,0,0,0,false
5366,'loved stay wan get room look awesome bathroom ','love stay wan get room look awesome bathroom ','VBD NN VBP VB NN VBP JJ NN ','_loved_my _stay_but _wan_na _get_a _room_i _look_forward _awesome_bathroom _bathroom_. ',0,0,0,0,0,0,0,0,false
5367,'i?fve wanted stay enjoyed stay ','i?fve want stay enjoy stay ','NNP VBD VB VBD NN ','_i?fve_always _wanted_to _stay_there _enjoyed_my _stay_. ',0,0,0,0,0,0,0,0,false
5368,'bathroom shower drain clogged hair shower needed scrub brush comet other awesome ','bathroom shower drain clog hair shower need scrub brush comet other awesome ','NN NN NN VBN NN NN VBD NN NN NN JJ JJ ','_bathroom_shower _shower_drain _drain_severely _clogged_with _hair_and _shower_needed _needed_a _scrub_brush _brush_with _comet_other _other_than ',0,0,0,0,0,0,0,0,false
5392,'last days was bad hotel ','last day be bad hotel ','JJ NNS VBD JJ NN ','_last_three _days_was _was_very _bad_at _hotel_. ',0,0,0,0,0,0,0,0,false
5393,'view room ','view room ','NN NN ','_view_from _room_. ',0,0,0,0,0,0,0,0,false
5394,'poor customer service was charging account services ask agent dania was rules next day manager took time come talk explain changes account ','poor customer service be charge account service ask agent dania be rule next day manager take time come talk explain change account ','JJ NN NN VBD VBG NN NNS VBP NN NNP VBD NNS JJ NN NN VBD NN VB VB VB NNS NN ','_poor_customer _customer_service _service_, _was_charging _charging_in _account_twice _services_, _ask_the _agent_dania _dania_was _was_very _rules_and _next_day _day_the _manager_took _took_all _time_to _come_talk _talk_to _explain_all _changes_in _account_. ',0,0,0,0,0,0,0,0,false
5395,'end was right ','end be right ','NN VBD JJ ','_end_i _was_right _right_. ',0,0,0,0,0,0,0,0,false
5422,'great ','great ','JJ ','_great_. ',0,0,0,0,0,0,0,0,false
5423,'great location ','great location ','JJ NNP ','_great_location _location_! ',0,0,0,0,0,0,0,0,true
5424,'parking lot big ','parking lot big ','NN NN JJ ','_parking_lot _lot_not _big_enough ',0,0,0,0,0,0,0,0,false
5452,'good location shame pool ','good location shame pool ','JJ NN NN NN ','_good_location _location_, _shame_about _pool_!! ',0,0,0,0,0,0,0,0,true
5453,'hotel is good location rooms were plush ','hotel be good location room be plush ','NN VBZ JJ NN NNS VBD JJ ','_hotel_is _is_in _good_location _location_and _rooms_were _were_quite _plush_. ',0,0,0,0,0,0,0,0,true
5454,'had room 18th floor gave good view city ','have room #ord# floor give good view city ','VBD NN JJ NN VBD JJ NN NN ','_had_a _room_on _18th_floor _floor_which _gave_us _good_view _view_of _city_. ',0,0,0,0,0,0,0,0,true
5455,'believe swimming pool star esablishment did open weekdays pm ','believe swimming pool star esablishment do open weekday pm ','VB NN NN NN NN VBD VB NNS NN ','_believe_that _swimming_pool _pool_in _star_esablishment _esablishment_did _did_nt _open_during _weekdays_till _pm_. ',0,0,0,0,0,0,0,0,false
5456,'is nothing like holiday going early morning swim was disappointed option was available ','be nothing like holiday go early morning swim be disappoint option be available ','VBZ NN VBP NN VBG JJ NN NN VBD VBN NN VBD JJ ','_is_nothing _nothing_i _like_better _holiday_than _going_for _early_morning _morning_swim _swim_and _was_disappointed _disappointed_that _option_was _was_not _available_to ',0,0,0,0,0,0,0,0,false
5457,'front desk seemd be slow checking visitors hotel ','front desk seem be slow check visitor hotel ','JJ NN VBN VB JJ VBG NNS NN ','_front_desk _desk_seemd _seemd_to _be_slow _slow_in _checking_visitors _visitors_into ',0,0,0,0,0,0,0,0,false
5496,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
5497,'great location ','great location ','JJ NN ','_great_location _location_! ',0,0,0,0,0,0,0,0,true
5498,'room was big bed was comfortable ','room be big bed be comfortable ','NN VBD JJ NN VBD JJ ','_room_was _was_big _big_and _bed_was _was_comfortable _comfortable_. ',0,0,0,0,0,0,0,0,false
5499,'room was next lifts were noisy ','room be next lift be noisy ','NN VBD JJ NNS VBD JJ ','_room_was _was_next _next_to _lifts_, _were_quite ',0,0,0,0,0,0,0,0,false
5528,'good stay ','good stay ','JJ NN ','_good_stay _stay_. ',0,0,0,0,0,0,0,0,false
5529,'great location ','great location ','JJ NN ','_great_location _location_. ',0,0,0,0,0,0,0,0,true
5530,'was great ','be great ','VBD JJ ','_was_great _great_. ',0,0,0,0,0,0,0,0,false
5531,'everything was ','everything be ','NN VBD ','_everything_was _was_ok ',0,0,0,0,0,0,0,0,false
5564,'bit outdated good location ','bit outdated good location ','NN JJ JJ NN ','_bit_outdated _outdated_but _good_location _location_. ',0,0,0,0,0,0,0,0,true
5565,'good location parking underground is plus ','good location parking underground be plus ','JJ NN NN NN VBZ NN ','_good_location _location_with _parking_underground _underground_( _is_always _plus_) ',0,0,0,0,0,0,0,0,true
5566,'biggest benefit hotel was attached small mall food court grocery store ','big benefit hotel be attach small mall food court grocery store ','JJS NN NN VBD VBN JJ NN NN NN NN NN ','_biggest_benefit _benefit_what _hotel_was _was_attached _attached_to _small_mall _mall_, _food_court _court_and _grocery_store _store_. ',0,0,0,0,0,0,0,0,true
5567,'s interior pools life guard seems ','s interior pool life guard seem ','VBZ JJ NNS NN NN VBZ ','_s_also _interior_pools _pools_with _life_guard _guard_it _seems_. ',0,0,0,0,0,0,0,0,false
5568,'hotel is bit outdated counter staff were friendly efficient smile ','hotel be bit outdated counter staff be friendly efficient smile ','NNP VBZ NN JJ NN NN VBD JJ JJ NN ','_hotel_is _is_a _bit_outdated _outdated_, _counter_staff _staff_were _were_not _friendly_, _efficient_but _smile_. ',0,0,0,0,0,0,0,0,false
5569,'price breakfast was high ','price breakfast be high ','NN NN VBD JJ ','_price_for _breakfast_was _was_very _high_! ',0,0,0,0,0,0,0,0,false
5604,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
5605,'front desk provided key room causing be awoken new guest attempting enter room morning was blow dryer room had call front desk obtain same ','front desk provided key room cause be awake new guest attempt enter room morning be blow dryer room have call front desk obtain same ','JJ NN VBD NN NN VBG VB VBN JJ NN VBG VB NN NN VBD NN NN NN VBD VB JJ NN VB JJ ','_front_desk _desk_errantly _provided_a _key_to _room_thereby _causing_us _be_awoken _awoken_by _new_guest _guest_attempting _attempting_to _enter_the _room_early _morning_and _was_no _blow_dryer _dryer_in _room_- _had_to _call_the _front_desk _desk_to _obtain_same _same_. ',0,0,0,0,0,0,0,0,false
5622,'was good ','be good ','VBD JJ ','_was_good _good_. ',0,0,0,0,0,0,0,0,false
5623,'location ','location ','NN ','_location_. ',0,0,0,0,0,0,0,0,false
5624,'bed quality ','bed quality ','VBN NN ','_bed_quality ',0,0,0,0,0,0,0,0,false
5648,'bit overpriced long weekends ','bit overpriced long weekend ','NN JJ JJ NNS ','_bit_overpriced _overpriced_during _long_weekends _weekends_. ',0,0,0,0,0,0,0,0,false
5649,'location was good ','location be good ','NN VBD JJ ','_location_was _was_good _good_. ',0,0,0,0,0,0,0,0,true
5650,'rooms are bit old ','room be bit old ','NNS VBP NN JJ ','_rooms_are _are_a _bit_old _old_. ',0,0,0,0,0,0,0,0,false
5651,'have move bad order find plugs phone ','have move bad order find plug phone ','VBP VB JJ NN VB NNS NN ','_have_to _move_bad _bad_in _order_to _find_plugs _plugs_for _phone_. ',0,0,0,0,0,0,0,0,false
5684,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
5685,'room was fair size ','room be fair size ','NNP VBD JJ NN ','_room_was _was_a _fair_size _size_. ',0,0,0,0,0,0,0,0,false
5686,'husband loved pillows ','husband love pillow ','NN VBD NNS ','_husband_loved _loved_the _pillows_! ',0,0,0,0,0,0,0,0,false
5687,'good location ','good location ','JJ NN ','_good_location _location_! ',0,0,0,0,0,0,0,0,true
5688,'pool was open said be ','pool be open say be ','NNP VBD JJ VBD VB ','_pool_was _was_not _open_when _said_it _be_. ',0,0,0,0,0,0,0,0,false
5689,'staffing issues lifegaurds meant did get use pool stay ','staffing issue lifegaurds mean do get use pool stay ','NN NNS NNS VBD VBD VB VB NN NN ','_staffing_issues _issues_with _lifegaurds_meant _meant_we _did_nt _get_to _use_the _pool_during _stay_. ',0,0,0,0,0,0,0,0,false
5726,'friends have stayed meany times good experience ','friend have stay meany time good experience ','NNS VBP VBN JJ NNS JJ NN ','_friends_and _have_stayed _stayed_here _meany_times _times_always _good_experience _experience_, ',0,0,0,0,0,0,0,0,false
5727,'great location ','great location ','NNP NNP ','_great_location _location_. ',0,0,0,0,0,0,0,0,true
5728,'pillows be better cleaning staff look did have check list was be done daily biases was different time ','pillow be good clean staff look do have check list be be do daily bias be different time ','NNS VB JJR VBG NN VB VBD VB NN NN VBD VB VBN JJ NNS VBD JJ NN ','_pillows_could _be_better _better_and _cleaning_staff _staff_look _look_like _did_not _have_a _check_list _list_of _was_to _be_done _done_on _daily_biases _biases_, _was_different _different_each _time_. ',0,0,0,0,0,0,0,0,false
5754,'pleasant luxurious ','pleasant luxurious ','JJ JJ ','_pleasant_but _luxurious_. ',0,0,0,0,0,0,0,0,false
5755,'great location friendly staff comfortable bed ','great location friendly staff comfortable bed ','JJ NN JJ NN JJ NN ','_great_location _location_, _friendly_staff _staff_, _comfortable_bed _bed_. ',0,0,0,0,0,0,0,0,true
5756,'pool had limited hours opened pm ','pool have limited hour open pm ','NNP VBD JJ NNS VBD NN ','_pool_had _had_limited _limited_hours _hours_opened _opened_at _pm_! ',0,0,0,0,0,0,0,0,false
5757,'was late opening ','be late opening ','VBD JJ NN ','_was_late _late_in _opening_. ',0,0,0,0,0,0,0,0,false
5758,'room was bit worn broken vent covering example ac was hard operate ','room be bit worn break vent cover example ac be hard operate ','NNP VBD NN JJ VBN NN VBG NN NNP VBD JJ VB ','_room_was _was_a _bit_worn _worn_-- _broken_vent _vent_covering _covering_for _example_-- _ac_was _was_hard _hard_to _operate_. ',0,0,0,0,0,0,0,0,false
5792,'','','','',0,0,0,0,0,0,0,0,false
5793,'great location lively square ','great location lively square ','JJ NN JJ NN ','_great_location _location_on _lively_square _square_. ',0,0,0,0,0,0,0,0,true
5794,'hotel has had days old outdated ','hotel have have day old outdated ','NN VBZ VBN NNS JJ JJ ','_hotel_has _has_had _had_his _days_, _old_, _outdated_. ',0,0,0,0,0,0,0,0,false
5795,'needs renovation ','need renovation ','NNS NN ','_needs_renovation _renovation_. ',0,0,0,0,0,0,0,0,false
5822,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
5823,'location nice staff ','location nice staff ','NNP JJ NN ','_location_and _nice_staff _staff_. ',0,0,0,0,0,0,0,0,false
5824,'facilities poor carpets dirty ','facility poor carpet dirty ','NNS JJ NNS JJ ','_facilities_poor _poor_and _carpets_dirty ',0,0,0,0,0,0,0,0,false
5846,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
5847,'waiting time reception was long ','wait time reception be long ','VBG NN NN VBD JJ ','_waiting_time _time_at _reception_was _was_too _long_. ',0,0,0,0,0,0,0,0,false
5848,'water pool cold ','water pool cold ','NN NN JJ ','_water_in _pool_too _cold_. ',0,0,0,0,0,0,0,0,false
5876,'good location ','good location ','JJ NN ','_good_location _location_. ',0,0,0,0,0,0,0,0,true
5877,'good location walking distance old city downtown river ','good location walk distance old city downtown river ','JJ NN VBG NN JJ NN NN NN ','_good_location _location_, _walking_distance _distance_to _old_city _city_, _downtown_and _river_.. ',0,0,0,0,0,0,0,0,true
5878,'subway station is close ','subway station be close ','NNP NN VBZ JJ ','_subway_station _station_is _is_very _close_.. ',0,0,0,0,0,0,0,0,true
5879,'room is large towels bedding are clean ','room be large towel bedding be clean ','NNP VBZ JJ NNS NN VBP JJ ','_room_is _is_very _large_, _towels_and _bedding_are _are_very _clean_. ',0,0,0,0,0,0,0,0,false
5880,'hotel needs face lift furniture doors bathtub are dated clean ','hotel need face lift furniture door bathtub be date clean ','NN VBZ NN NN NN NNS NN VBP VBN JJ ','_hotel_needs _needs_a _face_lift _lift_, _furniture_, _doors_and _bathtub_are _are_dated _dated_and _clean_.. ',0,0,0,0,0,0,0,0,false
5881,'safe fridge room slippers nothing extra price did include breakfast parking adding price room was overpriced ','safe fridge room slipper nothing extra price do include breakfast parking add price room be overprice ','JJ JJ NN NNS NN JJ NNP VBD VB NN NN VBG NN NN VBD VBN ','_safe_or _fridge_in _room_, _slippers_, _nothing_extra _extra_, _price_did _did_not _include_breakfast _breakfast_or _parking_, _adding_all _price_of _room_it _was_overpriced _overpriced_.. ',0,0,0,0,0,0,0,0,false
5918,'stay was great city was beautiful see ','stay be great city be beautiful see ','VB VBD JJ NN VBD JJ VB ','_stay_was _was_great _great_overall _city_was _was_beautiful _beautiful_to _see_. ',0,0,0,0,0,0,0,0,true
5919,'was able request late check issues ','be able request late check issue ','VBD JJ VB JJ NN NNS ','_was_able _able_to _request_a _late_check _check_out _issues_. ',0,0,0,0,0,0,0,0,false
