@relation review

@attribute id numeric
@attribute title_lemma string
@attribute positive_part_lemma string
@attribute negative_part_lemma string
@attribute aspects_in_positive string
@attribute aspects_in_negative string
@attribute sentiment_avg_in_tit numeric
@attribute sentiment_avg_in_pos numeric
@attribute sentiment_avg_in_neg numeric
@attribute sentiment_max_in_pos numeric
@attribute sentiment_max_in_neg numeric
@attribute sentiment_min_in_pos numeric
@attribute sentiment_min_in_neg numeric
@attribute relation_of_type numeric
@attribute score numeric

@data
186,'still like hotel stay ','location view room great ','. many thing room plug . alarm clock , lamp , room need tlc hard good look wear . ','+ausstattung  +other  +lage  +lage  ',' -komfort  -komfort  -komfort  -komfort -komfort  ',0.055999999999999994,0.064,0.00799999999999999,1.0,1.0,0.0,-0.4,0.32558139534883723,6.2
187,'stay #crd# night , could deal discomfort . good 0 night , . ','friendly staff , great central location . ','overprice breakfast , cold pool towel pool , cold room . advertize parking breakfast include charge extra . ','+hotelpersonal  +lage  +lage  ','-preis-leistungs-verhltnis  -ausstattung  -komfort  -komfort  -preis-leistungs-verhltnis  ',0.023880597014925373,0.18181818181818182,0.016666666666666666,1.0,1.0,0.0,-0.2,0.26666666666666666,7.9
188,'pleasant ','clean comfortable bed good housekeeping ','old furniture , tear wallpaper many thing nice , time good spring cleaning . ','+sauberkeit  +komfort  +hotelpersonal  ','-komfort  -komfort   -komfort  -sauberkeit ',0.65,0.33636363636363636,0.23636363636363636,1.0,1.0,0.0,0.0,0.5212765957446809,6.2
189,'okay ','location ','request extra bed #crd# contact us let us know possible go check say anything still charge us extra person sleep ground ','','-hotelpersonal  -preis-leistungs-verhltnis  ',0.0,0.0,0.24285714285714285,0.0,0.5,0.0,-0.2,0.05555555555555555,5.8
190,'good ','could extend stay even i want pay tell i could day . bit disappointment nothing major ','','','',0.37142857142857144,0.004065040650406506,0.0,0.5,0.0,-0.4,0.0,0.0,8.3
191,'ok ','garage . brass . decor ','electrical outlet nt work . extra chair room sit . shower head deliver needle hot death . ','',' -komfort -komfort  -komfort  ',0.0,0.0,0.08958333333333332,0.0,1.0,0.0,-0.4,0.18181818181818182,6.7
192,'pleasant ','need apdeting carpet hotel frecuente studendents use hotel party i call front desk complain respond complaint patty 0 ','0 nit nitght party floor #crd# ',' -hotelpersonal ','',0.65,-0.03302752293577982,0.0,0.0,0.0,-0.4,0.0,2.893939393939394,6.2
193,'bad ','good location , professional employee room clean , need change furniture bc old , look good , old carpet , plug wall work , heat control break , room cold .. ','room clean enough , old carpet furniture , fix plug ','+lage  +hotelpersonal   -sauberkeit  -komfort -komfort   -komfort -ausstattung   -komfort -komfort  -komfort  ',' -sauberkeit -komfort  -ausstattung  ',-0.13999999999999999,0.049999999999999996,0.023943661971830985,1.0,1.0,0.0,0.0,3.1641791044776117,6.2
194,'great spot . ok room ','great location . great spot metro ','. start show age . need little freshing ','+lage  +lage  +lage  ','-ausstattung   -ausstattung ',0.1,0.128,0.0,1.0,0.0,0.0,0.0,0.7547169811320755,7.9
195,'good ','bed really comfy ','','+komfort  ','',0.65,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,7.5
196,'good ','stay #crd# night . perfect location across park airport shuttle stop , great view room , sauna , pool simple gym available free charge . hotel obviously remember good time , everything functional , clean overall great value money pay ','','+lage  +lage  +ausstattung  +ausstattung  +ausstattung  +preis-leistungs-verhltnis  +ausstattung  +preis-leistungs-verhltnis  ','',0.37142857142857144,0.09176706827309236,0.0,1.0,0.0,-0.2,0.0,0.0,8.3
197,'good ','i leave take away food receptionist take i leave .. know , even try find .. say .. ','','','',0.65,0.003076923076923077,0.0,0.5,0.0,-0.2,0.0,0.0,7.1
198,'good ','verry clean ','','','',0.37142857142857144,0.34285714285714286,0.0,1.0,0.0,0.0,0.0,0.0,8.3
199,'pleasant ','bar permanently close pool close construction ','fact everything advertise open . ','-ausstattung  -ausstattung  ','',0.65,0.009009009009009009,0.0,0.3333333333333333,0.0,0.0,0.0,1.4489795918367347,6.7
200,'good stay ','location excellent , close central train station , lively spot right big central square city , room high side hotel , noise problem ( ask quiet room ) . facility , though bathroom layout little odd , bed comfortable . room hot , aircon seem work well , hard say hot room would without . ','#crd# occasion staff reception little rude mostly helpful . ','+other  +lage  +lage  +lage  +lage   +komfort -ausstattung    +komfort   -komfort  -komfort ','+hotelpersonal  -hotelpersonal  ',0.26,0.030039525691699608,0.005533596837944663,1.0,1.0,-0.4,0.0,4.626506024096385,8.8
201,'good stay excellent location , however excellent value money . ','great location , clean room , cozy bed , nice view , good wifi , nice staff . ','ler room expect . efrigerator ( mini bar ) room . ing water heater ( tea heater ) . ty deposit box room work . . y window outside building . ting roof terrace could free guest hotel . bathroom curtain without door practical , stem go room . marble floor really cold , floor heating . glass door bath small , therefor water splash bathroom floor . ','+other  +lage  +lage  +sauberkeit  +komfort  +lage  +wlan  +hotelpersonal  ',' -preis-leistungs-verhltnis  -komfort  -komfort  -komfort -komfort  -komfort  -komfort  -sauberkeit  ',0.2046511627906977,0.19636363636363635,0.04303030303030303,1.0,1.0,0.0,0.0,0.12629757785467127,7.5
202,'good location . ','view window amazing . ','fridge room , small room , small pillow :( quilt . front door hotel close night comfortable 0 star hotel . ','+lage  +lage  ','-komfort  -komfort  -komfort  -ausstattung   -komfort ',0.26,0.07200000000000001,0.09066666666666666,1.0,1.0,0.0,-0.2,0.2215568862275449,7.1
203,'good ','location really good accessible ','pillow really thin #crd# guest ','+lage  +lage  ','-komfort  ',0.37142857142857144,0.2421052631578947,0.017543859649122806,1.0,0.3333333333333333,0.0,0.0,0.6349206349206349,8.3
204,'good ','nice view room . . bathtub . . llent location . ','put together . room big especially panorama room get view fernseh turm . place open luggage hall big room . ','+lage  ',' -komfort  -lage -komfort   -komfort ',0.65,0.04,0.015000000000000003,1.0,0.2,0.0,-0.2,0.29411764705882354,7.1
205,'good ','good transport link , central ','','+lage  ','',0.65,0.1625,0.0,1.0,0.0,0.0,0.0,0.0,7.5
206,'perfect christmas trip ','view amazing hootel look pretty . ok breakfast . hotel really near resturant , bar , shopping , everything !! : ) good . ','nt know , good ','+lage  +ausstattung  +lage  ','',0.26,0.07553191489361702,0.027659574468085108,1.0,1.0,0.0,0.0,4.483870967741935,9.2
207,'great hotel center berlin !! ','location hotel #crd# good city , metro station closed shopping mall e.g. alexa , kaufhof minute away . room big well equip good structured find need . refrigerator also lot snack also available room . ','internet connection could much good #crd# star hotel center city i hope management hotel take comment seriously improve connection comment many traveler already include review . addition room temperature quite high usual therefore i open window whole time order adjust temperature . ','+ausstattung  +lage   -komfort +komfort  +komfort  +other  ',' -wlan  -wlan -komfort  ',0.10400000000000001,0.03744075829383887,0.047314375987361774,1.0,1.0,0.0,0.0,0.7850467289719626,8.8
208,'berlin stay ','location view , corner room good size ','pillow ( 0 ) poor quality . . hot water good . mini bar fridge work properly . . et paper tissue good . shower hard get due height bath , slippery slip mat provided ','+komfort  ','-komfort   -komfort  -komfort  -komfort  -komfort -komfort  -komfort   -komfort ',0.0,0.05652173913043478,0.15289855072463765,1.0,1.0,0.0,-0.4,0.25296442687747034,7.9
209,'good ','breakfast perfect ? ','room small fridge . ? ','+other  ','-komfort  -komfort  ',0.65,0.19375,-0.020833333333333332,1.0,0.0,0.0,0.0,0.6976744186046512,7.1
210,'good hotel overall , room need improvement ','perfect location heart alexanderplatz close - bahn u-hahn train . helpful staff , easy check / . bathroom expose room partner enjoy . room temperature regulate well ','rock solid bed thin pillow , double bed 0 single push together 0 since duvet . shower temperature control separate toilet shower 0 man job , shower drainage terrible - overflowed within 0 min water running . like space room bathroom completely expose toilet behind lightly frosted glass . invasive cleaning staff bang door 0 consistently every day . ','+ausstattung  +lage  +lage  +lage  +hotelpersonal  +other  +komfort  ',' -komfort -komfort  -komfort  -sauberkeit  -sauberkeit  -komfort  -hotelpersonal  ',0.22727272727272727,0.0830827067669173,0.03057644110275689,1.0,1.0,-0.2,-0.6,0.45979381443298967,8.3
211,'good ','staff terrible , really everywhere go bad service ','','-hotelpersonal  -hotelpersonal  ','',0.65,-0.07567567567567567,0.0,0.0,0.0,-0.6,0.0,0.0,7.1
212,'great , love area , convenient , comfortable , food great . ','location , quality , cleanliness , food ','brewing facility room , s hotel ever without . ','+lage  +other  ','-komfort  ',0.24250000000000002,0.11363636363636363,0.009090909090909092,1.0,0.0,0.0,-0.2,0.46835443037974683,8.8
213,'good ','amazing location , near everything next transport link . nice view top comfortable room ','wifi slow barely work , shower leak door fall . ','+lage  +lage  +lage  +lage  +komfort  ',' -wlan -wlan  -sauberkeit  -komfort  ',0.37142857142857144,0.1125,-0.0515625,1.0,1.0,0.0,-0.2,1.4177215189873418,8.3
214,'good ','location great , near everything . train station 0 min walk ','poor wifi ','+lage  +lage  ','-wlan  ',0.37142857142857144,0.034782608695652174,-0.013043478260869565,1.0,0.0,0.0,-0.4,4.8,8.3
215,'great location , thing let ','location perfect , right next underground #ord# away bus tram stop , hotel huge spot mile away . perfect hotel christmas market , #crd# doorstep another 0 minute walk ','arrive around 0 pm straight airport know check 0 always worth check , get quite hostile response say check 0 room ready , understand ask could leave luggage . tell yes luggage room walk shock find ? 0 charge per bag , leave bag principle , pay ? 0 even leave bag free charge . upon arrival room amazed view i upgrade panorama room view worth . i disappoint find tea make facility room coffee capsule machine , #crd# thin wardrobe drawer i find strange iron . also could get heating turn window open maid keep close , #ord# december day 0 degree heating unbearable whatever staff tell us work . final morning , i wake member housekeeping team walk room 0 check 0 pm , i find disappointing , want sleep ready flight home able due incident . also ? 0 small bottle water hotel reception i would advise buy supermarket . i would recommend hotel location view really anything else could get good room service lot low cost . ','+lage  +lage  +lage  +ausstattung  +ausstattung  ','-hotelpersonal  +lage  +preis-leistungs-verhltnis  -komfort  -komfort  -komfort  -komfort   -komfort -komfort  -hotelpersonal   -komfort -komfort  +lage  +lage   -preis-leistungs-verhltnis ',0.05714285714285715,0.043708609271523174,0.05860927152317882,1.0,1.0,-0.2,-0.4,0.1554140127388535,7.5
216,'large hotel good location , good value city hotel ','breakfast reasonable . hotel bar spagos comfortable good atmosphere hotel bar nightly entertainment . hotel well located local transport minute away ','scrambled egg tasteless i feel breakfast bit like conveyor belt big queue hot breakfast buffet . hotel could easily add another buffet reduce queue . room small size i disapoointed mini bar tea / coffee facility room . also water leak  special rain effect shower  , shower quite powerful . also i dissappointed body lotion supply norm 0star hotel . pillow poor , ring reception 0 pillow send immediately - pillow thin could #ord# pillow . roof terrace bar bar viewing area charge ? 0 i feel charge resident . also charge fee ? 0 per bag leave bag baggage room convenience leave bag 0 hour . lastly , staff helpful , girl tourist information desk rudest woman definately wrong job . ','+ausstattung  +lage  +preis-leistungs-verhltnis  +other  +komfort  +ausstattung  +lage  ','-other  -other   -other -komfort  -komfort  -komfort  -sauberkeit  +komfort  -komfort  -komfort  -komfort  -preis-leistungs-verhltnis  +hotelpersonal  -hotelpersonal  ',0.13,0.06696428571428571,0.04255952380952381,1.0,1.0,0.0,-0.4,0.19467401285583102,8.3
217,'good ','staff friendly . room nice tidyed every day ','#ord# arrive get room , remote control tv look like clean long time . i clean wipe , dirt disgusting . ','+hotelpersonal  +sauberkeit  +komfort  ',' -sauberkeit -sauberkeit  ',0.65,0.10810810810810811,0.08648648648648649,1.0,1.0,0.0,-0.6,0.3425414364640884,7.9
218,'wonderful ','brilliant location ','','+lage  ','',0.7,0.39999999999999997,0.0,1.0,0.0,0.0,0.0,0.0,9.2
219,'good ','location although area bit tourist trap room good plenty hot water free wifi bed comfortable ','slow check long line breakfast include overcharge bill i e mail time refund annoy ','-lage  +komfort  +komfort  +wlan  +komfort  ','-other  -other  -other  ',0.65,0.084375,0.0015625000000000014,1.0,1.0,-0.2,-0.4,0.8682170542635659,7.1
220,'excellent ','good breakfest nice stuff ','','+other  +other  ','',0.65,0.3230769230769231,0.0,1.0,0.0,0.0,0.0,0.0,8.8
221,'good ','location excellent ','room size small ','+lage  ','-komfort  ',0.37142857142857144,0.2,-0.02564102564102564,1.0,0.0,0.0,0.0,1.0833333333333333,8.3
222,'pleasant ','i disappoint room . order double room receive #crd# twin bed ','','-komfort  ','',0.65,-0.027564102564102563,0.0,0.16666666666666666,0.0,-0.4,0.0,0.0,6.7
223,'excellent ','return guest . everything great stuff competence still leave much desire . want charge wife early check - late check - , although pre-paid confirm email . similar situation happened place #crd# year back - seem learn mistake , careful guy reception double charge : ) noteworthy improvement - wi - fi free charge , defo make progress :) merry christmas ','','+other   -hotelpersonal -preis-leistungs-verhltnis   -hotelpersonal -preis-leistungs-verhltnis  +preis-leistungs-verhltnis  ','',0.65,0.038261351052048725,0.0,1.0,0.0,-0.4,0.0,0.0,8.8
224,'good ','great location close everything ','would like tea coffee facility room ','+lage  +lage  +lage  ',' -komfort ',0.65,0.1,0.0875,1.0,1.0,0.0,0.0,0.660377358490566,7.5
225,'great location nice room need bit tlc ','high floor room amazing view tv tower , location great walk attraction . nice bar restaurant hotel ','. carpet room stain lot place grout shower black place . girl reception blunt rude people ','+lage  +komfort  +lage  +lage  +ausstattung  +ausstattung  ','-komfort  -sauberkeit  -sauberkeit  -hotelpersonal  -hotelpersonal  ',0.08648648648648649,0.07628865979381443,-0.04810996563573883,1.0,0.0,0.0,0.0,1.0851063829787233,8.3
226,'wonderful ','silverfish bathroom . also , enough seating breakfast ','',' -ausstattung ','',0.7,0.03488372093023256,0.0,1.0,0.0,0.0,0.0,0.0,9.2
227,'excellent ','location room view window 0 elevation ','. breakfast u.k. guest quite abysmal egg bacon cooked swim fat tasteless alternative boil egg scramble lesser star hotel would provided mushroom omelette bake bean ! facility make toast !! continental selection good though honest ','','-other   -other  -other -ausstattung  +other  ',0.65,0.014705882352941176,-0.043137254901960825,0.5,1.0,0.0,-0.2,0.19407894736842105,8.8
228,'pleasant ','small room , crowded lobby , outdated small gym ','','-komfort  -other  -ausstattung  -ausstattung  ','',0.65,-0.04523809523809524,0.0,0.0,0.0,-0.4,0.0,0.0,6.7
229,'good ','location accessibility public transport ','shower odd place overflow #ord# morning , promptly deal report . lack tea coffee room disappointing . ','','-sauberkeit  -komfort  +hotelpersonal  -other  -other  ',0.65,0.01,-0.08533333333333333,0.25,1.0,0.0,-0.4,0.33136094674556216,7.1
230,'good location ','friendly staff speak english ','location good ','+lage  +hotelpersonal  +hotelpersonal  ','+lage  ',0.37142857142857144,0.12631578947368421,0.1368421052631579,1.0,1.0,0.0,0.0,1.9473684210526316,8.8
231,'good ','location ','floor room clean whole time duvet cover rip replace bit old look ','',' -sauberkeit -komfort  -ausstattung  ',0.65,0.0,0.35,0.0,1.0,0.0,0.0,0.057692307692307696,7.5
232,'friendly understanding magnificent view room . i would come back ','friendly ','mattress bed bit hard ','+lage  +other  ','-komfort  ',0.10340136054421768,0.1846153846153846,-0.06153846153846154,1.0,0.0,0.0,-0.2,0.5128205128205128,8.3
233,'christmas markets ','location christmas market check point charley amazing within walk distance .. ','bed hard pillow soft point squash bother need #crd# . ','+lage  +lage  ','-komfort   -komfort ',0.0,0.03272727272727273,-0.03757575757575758,1.0,1.0,0.0,-0.4,1.0485436893203883,7.9
234,'good ','location terrific ','. heating stick room - roast window open ( inner window double glazing ) . shower - whilst really powerful refreshing - leak badly reach beyond tile floor onto bedroom carpet ','-lage  ','-komfort  -sauberkeit  +komfort  +komfort  ',0.65,0.18,0.15000000000000002,1.0,1.0,0.0,-0.6,0.08171206225680934,7.1
235,'great location , busy ','really busy hotel check check take double time expect . plan especially train flight catch ! really need improve service top hotel ','','+lage  -other  +ausstattung  ','',0.1,0.04915254237288135,0.0,1.0,0.0,0.0,0.0,0.0,8.5
236,'good ','location fabulous . right outside u bahn stop . xmas market #crd# outside door #crd# 0 minute walk away ','bathroom nice . proper cause bathroom door - pull stall like door . sink shower open room shower curtain pull round . see shadow roommate . partner together 0 year - still thing need see !! ','+lage  ',' -komfort  -komfort ',0.37142857142857144,0.039473684210526314,0.06710526315789474,1.0,1.0,-0.2,-0.4,0.39184952978056425,8.3
237,'okay ','good location good wifi nice staff ','. bathroom door , little bit akward . ','+lage  +wlan  +hotelpersonal  ','-komfort  ',0.0,0.35789473684210527,0.010526315789473684,1.0,0.0,0.0,-0.2,0.7446808510638298,8.3
238,'pleasant ','front desk staff friendly helpful room upgrade reservation lose good location ','bathroom separate room reservation lose mattress comfortable ','+hotelpersonal  +hotelpersonal  -hotelpersonal  +lage  ',' -komfort -hotelpersonal   -komfort ',0.65,0.11739130434782609,-0.013043478260869568,1.0,1.0,0.0,0.0,1.2278481012658229,6.7
239,'good ','every think . okay great ','non ','','',0.65,0.07272727272727274,0.0,1.0,0.0,0.0,0.0,8.0,7.5
240,'berlin something everyone sad uk leave eu . ','location perfect cost . christmas market directly outside . alexanderplatz train underground station within 0 m , tram 0 m , bus airport 0m . bar restaurant close . ','i always stay i come berlin . bit pot luck room quality , refurbish , though style remain . example , i fridge i stay last time , . s big hotel reception lift area get quite overcrowded . ','+lage  +preis-leistungs-verhltnis  +lage  +lage  +lage  ',' -komfort +komfort  +komfort  +ausstattung  -other  ',-0.014130434782608694,0.023214285714285715,0.03392857142857143,1.0,1.0,0.0,0.0,0.6666666666666666,8.8
241,'excellent ','really good location ','','+lage  ','',0.65,0.26,0.0,1.0,0.0,0.0,0.0,0.0,8.8
242,'good ','appropriate location centre excellent shopping ','shower problem - flow ','+lage  +lage  ',' -komfort -komfort  ',0.65,0.16399999999999998,-0.044000000000000004,1.0,0.5,0.0,-0.4,1.9333333333333333,7.1
243,'wonderful ','location #ord# class . right beside underground also christmas market right outside door , could ask much . clean also good powerful shower . fault hotel much really ','. pillow flat comfy #crd# single quilt double bed , ideal use comfy enough . ask housekeep pillow problem ; leave dinner extra pillow get back . great service . ','+lage  +lage  +lage  +komfort  +komfort  ',' -komfort -komfort  -other   +hotelpersonal +hotelpersonal  ',0.7,0.05785123966942149,0.053305785123966935,1.0,1.0,0.0,-0.4,0.726643598615917,9.2
244,'good ','location excellent . across road train station underground . close proximity shopping christmas market ! nice atmosphere hotel ','reception staff could bit friendly . kettle room would helpful . ','+lage  +lage  +lage  +lage  +lage  +lage  +komfort  ',' -hotelpersonal  -komfort ',0.37142857142857144,0.05340909090909091,0.05454545454545454,1.0,1.0,0.0,0.0,1.8555555555555556,8.3
245,'alright amazing ','#crd# pillow , toiletry room arrive #crd# separate duvet would prefer #crd# ','','-komfort  -komfort  ','',0.1125,0.04153005464480874,0.0,1.0,0.0,-0.2,0.0,0.0,7.5
246,'perfect location , small room . ','good new facility , close business center , great food breakfast . ','room space extremly small price level . lobby always crowded noisy . ','+lage  +ausstattung  +ausstattung  +lage  +other  +other  ','-komfort  -komfort  -other  ',0.10303030303030303,0.13478260869565217,-0.04855072463768116,1.0,0.5,0.0,-0.4,0.7857142857142857,8.3
247,'nice ','yes ','','','',0.2285714285714286,0.05,0.0,0.2,0.0,0.0,0.0,0.0,7.9
248,'wonderful ','location excellent ','pillow could comfy ','+lage  ',' -komfort ',0.7,0.26,0.13333333333333333,1.0,1.0,0.0,0.0,0.7857142857142857,9.2
249,'good ','heater break hot room fix later . also line waiting long reception area . i think , need pay luggage storage sauna . everything good . nice people work ','','-komfort  -komfort  -other  +hotelpersonal  ','',0.37142857142857144,0.03314606741573034,0.0,1.0,0.0,-0.2,0.0,0.0,8.3
250,'perfect location ','love location . easy access anywhere . i complaint . christmas market right door ','- ','+lage  +lage  +lage   +other +lage  ','',0.37142857142857144,0.0410958904109589,0.0,1.0,0.0,-0.2,0.0,61.5,8.3
251,'excellent ','good location christmas market train get around city . view room amazing . smallish room bed comfortable ','shower connect main room separate room . ','+lage  +lage  +lage  -komfort  +komfort  ','',0.65,0.05106382978723405,0.0026595744680851063,1.0,0.25,0.0,0.0,2.36231884057971,8.8
252,'good ','location ','check - check - process long ','','-other  -other  ',0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.20930232558139536,7.5
253,'good ','location xmas market ideal ','ceiling shower fall , nearly injure ! queue check remain big issue ','+lage  ','-komfort  -other  ',0.65,0.045454545454545456,-0.21818181818181817,1.0,0.2,0.0,0.0,0.4588235294117647,7.9
254,'nothing special ','good location ','. room basic bed uncomfortable #crd# thin pillow . book double room double bed come #crd# separate single bed quilt . ','+lage  ','-komfort  -komfort  ',0.14285714285714285,0.37142857142857144,-0.18095238095238098,1.0,0.3333333333333333,0.0,-0.4,0.08536585365853659,6.7
255,'comfortable central ','tea coffe make facility room ','','-komfort  ','',0.19999999999999998,0.0071428571428571435,0.0,0.0,0.0,-0.2,0.0,0.0,8.8
256,'good ','business hotel aok . super quiet #ord# floor . single room small still ok . location alexanderplatz wonderful . supermarket starbucks close ','','-komfort  +lage  +lage  +lage  ','',0.65,0.047175141242937854,0.0,1.0,0.0,0.0,0.0,0.0,7.9
257,'lovely christmassy ','fab view great location ','thought bit cheek charge guest store luggage couple hour last day - much money principle i think charge already pay stay hotel - always free hotel stay . ','+lage  +lage  ','-preis-leistungs-verhltnis  ',0.26,0.1,0.20208333333333334,1.0,1.0,0.0,-0.2,0.10247349823321555,9.2
258,'wonderful ','i like attention detail staff . work really well polite helpful . view situation ','i nt like design sink shower glass privacy ','+hotelpersonal  +hotelpersonal  ',' -komfort -komfort  ',0.7,0.1035294117647059,0.004705882352941175,1.0,1.0,0.0,0.0,1.4526315789473685,9.2
259,'good hotel christmas markets ! ','hotel location amazing . ask good location . visit berlin #ord# time , mainly visit christmas market literally overlook popular #crd# short walk another #crd# . train station 0 minute away . local tram , bus underground stop . room spacious & comfortable . even though hotel massive extremely busy , disturb noise . ','room extremely hot . air conditioning low still wake throughout night sweat . ask fan reception none seem bothered help us . even though cold outside would nice get choose temperature room suit need . ','+ausstattung  +lage  +lage  +lage  +lage  +komfort  +komfort  -other  +ausstattung   +komfort ','-komfort   -hotelpersonal  -komfort ',0.1368421052631579,0.02830188679245283,0.005660377358490566,1.0,1.0,-0.4,-0.4,1.3647058823529412,9.2
260,'great time , would stay . ','location , view , staff friendly . fridge room bonus . ','room niggles , shower door leak , bed bit hard , pillow useless . ','+other  +other  +hotelpersonal  +komfort  ','+komfort  +sauberkeit  -komfort  -komfort  ',0.05161290322580645,0.08461538461538462,-0.08397435897435897,1.0,0.3333333333333333,0.0,-0.4,0.8902439024390244,9.2
261,'good ','location wonderful room clean ','elevator ( seemsly old ) breakfast weak ','+lage  +sauberkeit  ','-ausstattung  -other  ',0.37142857142857144,0.23636363636363633,-0.004545454545454544,1.0,0.5,0.0,-0.4,0.9767441860465116,8.3
262,'good ','great location . clean nice simple room ','staff etiquette poor ','+lage  +sauberkeit  +komfort  ','-hotelpersonal  ',0.65,0.2545454545454545,-0.02727272727272727,1.0,0.0,0.0,-0.4,1.5384615384615385,7.1
263,'excellent ','#ord# time berlin . i live spain partner live moscow ideal location ','wi - fi ','+lage  ','',0.65,0.038461538461538464,0.0,1.0,0.0,0.0,0.0,14.0,8.3
264,'worth stay upper floor ! ','room get upgrade room view , #ord# floor ! breakfast amazing ! location great ! ','pillow really worn lumpy . ','+preis-leistungs-verhltnis  +other  +lage  ','-komfort  -komfort  ',0.07878787878787878,0.049367088607594936,-0.039662447257383965,1.0,0.3333333333333333,0.0,-0.2,2.6904761904761907,7.9
265,'great location walk many great attraction ( many ) . ','i love location property ','room clean properly #ord# day shampoo shower gel provided . pay use loo lobby also #ord# . reall ryan air experience !! ','+lage  +lage  ',' -sauberkeit  -komfort  -komfort ',0.09272727272727273,0.11818181818181818,0.1818181818181818,1.0,1.0,0.0,-0.4,0.193717277486911,6.7
266,'wonderful ','breackfast perfect ','car park small spaces ','+other  ','-ausstattung  ',0.7,0.37142857142857144,-0.047619047619047616,1.0,0.0,0.0,0.0,0.8636363636363636,9.2
267,'berlin amazing ','would prefer tea coffee make facility room good view city , pillow ','yes coffee make facility , pillow ','+lage   -komfort  -lage  -komfort ','',0.18,0.07363184079601989,0.007960199004975124,1.0,0.3333333333333333,0.0,0.0,2.4375,7.5
268,'berlin 0 ','location ','coffee tea facility room ','','-komfort  ',0.0,0.0,0.05,0.0,0.0,0.0,-0.2,0.25,9.2
269,'good ','good location alexanderplatz small spacious room clean self check - ','reception bit busy check - ','+lage  -komfort  +komfort  ','-hotelpersonal  ',0.37142857142857144,0.15503875968992248,0.0,1.0,0.0,0.0,0.0,2.484848484848485,8.3
270,'pay attention room photo ','location perfect ','curtain separate bathroom live space . poor noise isolation bathroom / toilet . room advertise  view tv tower  , yet #ord# floor view significantly block building . ','+lage  ','-komfort  -komfort  -lage  ',0.08947368421052632,0.26,-0.32333333333333325,1.0,0.5,0.0,-0.4,0.0995260663507109,7.5
271,'city break ','tall hotel berlin give fantastic view city . great central location near transport . viewing platform ','kettle room ','+ausstattung  +lage  +lage  +lage  +lage  +lage  ','-komfort  ',-0.14285714285714285,0.04857142857142857,0.002857142857142857,1.0,0.0,0.0,-0.2,5.909090909090909,9.2
272,'good location value money ','great location alexandraplatz , right next underground main station , right next big shopping mall lot restaurant close #crd# christmas market #ord# xmas market 0min walk . hop hop tour also stop outside handy use . room quiet floor 0 , great view city . room sufficient need , fairly modernised adequate size #crd# people . good price 0 night . overall location highlight stay easy get place get back . get food hotel eat rest time ','bed uncomfortable , probably put stay though , could go improve . standard room , facility make cup tea coffee . ','+preis-leistungs-verhltnis  +lage  +lage  +lage  +lage  +lage  +lage  +lage  +lage  +komfort  +lage  +komfort  +komfort  +preis-leistungs-verhltnis  +lage  +lage  ','-komfort   -komfort -komfort  ',0.18947368421052632,0.04885786802030456,0.002538071065989847,1.0,1.0,-0.2,-0.4,3.090047393364929,7.5
273,'enjoyable . ','staff friendly helpful , room comfortable clean powerful shower . hotel locate perfect location weekend break good value money . thank . ','shower tray black mould grow around base , give strong damp smell use shower . negative stay , everything else work perfectly . ','+hotelpersonal  +hotelpersonal  +sauberkeit  +komfort  +komfort  +lage  +preis-leistungs-verhltnis  ','-sauberkeit  -sauberkeit  -sauberkeit  -other  +other  ',0.14285714285714285,0.13870967741935483,0.009946236559139785,1.0,1.0,0.0,-0.4,1.0459183673469388,8.3
274,'good short stay ','tiny pillow would like see box / bureau , open rack horiz . bar glass table hit curtain ','','-komfort  -komfort  ','',0.2,0.002953586497890296,0.0,1.0,0.0,0.0,0.0,0.0,8.3
275,'excellent ','hotel centrally locate , great transport link shopping . excellent hotel christmas market literally front door step .. noise complaint . overall , highly recommend pleasant stay ','','+lage  +lage  +lage  +ausstattung   -komfort +other  +other  ','',0.65,0.04154929577464789,0.0,1.0,0.0,-0.2,0.0,0.0,8.8
276,'great location lovely hotel ','perfect location great hotel ','kettle room room pillow small , could 0 . ','+lage  +ausstattung  +lage  +ausstattung  ','-komfort  -komfort  ',0.2625,0.2625,0.0125,1.0,0.3333333333333333,0.0,-0.2,0.3953488372093023,9.2
277,'nice view , comfortable bed ','view #ord# floor . nice bed ','level clean perfect bathroom bit order ( poor toilet flush , primitive reparation around bathing facility ( floor ceiling ) ','+lage  +komfort  +komfort  ',' -sauberkeit -komfort  -komfort  ',0.1875,0.064,0.1826666666666667,1.0,1.0,0.0,-0.4,0.2465753424657534,7.5
278,'wonderful ','location , view , confort , bar food ','. tip add food bill night , ! policy . free glass prosecco never offer , i ask last night see offer guest . bottle glass never remove part daily cleaning . ','',' -other  -sauberkeit  -sauberkeit ',0.7,0.02,0.128,0.5,1.0,0.0,0.0,0.1328125,9.2
279,'wonderful ','excellent breakfast , god entertainment bar ','','+other  +other  ','',0.7,0.21200000000000002,0.0,1.0,0.0,0.0,0.0,0.0,9.2
280,'great place excellent ','location ','. stair toilet bar . ','+ausstattung  ','-ausstattung  ',0.3230769230769231,0.0,-0.033333333333333326,0.0,0.0,0.0,-0.2,0.3,8.5
281,'wonderful ','bed view ','glass toilet way see ','','',0.7,0.0,-0.020833333333333332,0.0,0.0,0.0,0.0,0.4772727272727273,9.2
