@relation Preis-Leistungs-Verhltnis

@attribute id numeric
@attribute unigram string
@attribute unigram_lemma string
@attribute bigram string
@attribute bigram_lemma string
@attribute pos_bigrams string
@attribute aspecttype {true, false}

@data
4808,'we contacted the housekeeping staff and the front desk to see if something could be done and unfortunately the problem was not resolved and we did not get any response from the hotel staff . ','we contact the housekeeping staff and the front desk to see if something could be do and unfortunately the problem be not resolve and we do not get any response from the hotel staff . ','_we_contacted _contacted_the _the_housekeeping _housekeeping_staff _staff_and _and_the _the_front _front_desk _desk_to _to_see _see_if _if_something _something_could _could_be _be_done _done_and _and_unfortunately _unfortunately_the _the_problem _problem_was _was_not _not_resolved _resolved_and _and_we _we_did _did_not _not_get _get_any _any_response _response_from _from_the _the_hotel _hotel_staff _staff_. ','_we_contact _contact_the _the_housekeeping _housekeeping_staff _staff_and _and_the _the_front _front_desk _desk_to _to_see _see_if _if_something _something_could _could_be _be_do _do_and _and_unfortunately _unfortunately_the _the_problem _problem_be _be_not _not_resolve _resolve_and _and_we _we_do _do_not _not_get _get_any _any_response _response_from _from_the _the_hotel _hotel_staff _staff_. ','_PRP_VBD _VBD_DT _DT_NN _NN_NN _NN_CC _CC_DT _DT_JJ _JJ_NN _NN_TO _TO_VB _VB_IN _IN_NN _NN_MD _MD_VB _VB_VBN _VBN_CC _CC_RB _RB_DT _DT_NN _NN_VBD _VBD_RB _RB_VBN _VBN_CC _CC_PRP _PRP_VBD _VBD_RB _RB_VB _VB_DT _DT_NN _NN_IN _IN_DT _DT_NN _NN_NN _NN_. ',false
4809,'we found this very disappointing . ','we find this very disappointing . ','_we_found _found_this _this_very _very_disappointing _disappointing_. ','_we_find _find_this _this_very _very_disappointing _disappointing_. ','_PRP_VBD _VBD_DT _DT_RB _RB_JJ _JJ_. ',false
4839,'pleasant . ','pleasant . ','_pleasant_. ','_pleasant_. ','_NNP_. ',false
4840,'llocation . ','llocation . ','_llocation_. ','_llocation_. ','_NN_. ',false
4841,'need renovation of the property very old furniture and stuff ','need renovation of the property very old furniture and stuff ','_need_renovation _renovation_of _of_the _the_property _property_very _very_old _old_furniture _furniture_and _and_stuff ','_need_renovation _renovation_of _of_the _the_property _property_very _very_old _old_furniture _furniture_and _and_stuff ','_VBP_NN _NN_IN _IN_DT _DT_NN _NN_RB _RB_JJ _JJ_NN _NN_CC _CC_NN ',false
4863,'pleasant . ','pleasant . ','_pleasant_. ','_pleasant_. ','_NNP_. ',false
4864,'great location . ','great location . ','_great_location _location_. ','_great_location _location_. ','_JJ_NN _NN_. ',false
4865,'very out of date amenities ','very out of date amenity ','_very_out _out_of _of_date _date_amenities ','_very_out _out_of _of_date _date_amenity ','_RB_IN _IN_IN _IN_NN _NN_NNS ',false
4892,'good area to try montreal crusine , not just french . ','good area to try montreal crusine , not just french . ','_good_area _area_to _to_try _try_montreal _montreal_crusine _crusine_, _,_not _not_just _just_french _french_. ','_good_area _area_to _to_try _try_montreal _montreal_crusine _crusine_, _,_not _not_just _just_french _french_. ','_JJ_NN _NN_TO _TO_VB _VB_NNP _NNP_NN _NN_, _,_RB _RB_RB _RB_JJ _JJ_. ',false
4893,'location is convenient to everywhere . ','location be convenient to everywhere . ','_location_is _is_convenient _convenient_to _to_everywhere _everywhere_. ','_location_be _be_convenient _convenient_to _to_everywhere _everywhere_. ','_NNP_VBZ _VBZ_JJ _JJ_TO _TO_RB _RB_. ',false
4894,'diverse restaurant and entertainment choice . ','diverse restaurant and entertainment choice . ','_diverse_restaurant _restaurant_and _and_entertainment _entertainment_choice _choice_. ','_diverse_restaurant _restaurant_and _and_entertainment _entertainment_choice _choice_. ','_JJ_NN _NN_CC _CC_NN _NN_NN _NN_. ',false
4895,'location is not quite suitable for family with young children . ','location be not quite suitable for family with young child . ','_location_is _is_not _not_quite _quite_suitable _suitable_for _for_family _family_with _with_young _young_children _children_. ','_location_be _be_not _not_quite _quite_suitable _suitable_for _for_family _family_with _with_young _young_child _child_. ','_NN_VBZ _VBZ_RB _RB_RB _RB_JJ _JJ_IN _IN_NN _NN_IN _IN_JJ _JJ_NNS _NNS_. ',false
4914,'ok . ','ok . ','_ok_. ','_ok_. ','_UH_. ',false
4915,'the fitness room didn?ft have towels , cups for water and no sanitary wipes ','the fitness room didn?ft have towel , cup for water and no sanitary wipe ','_the_fitness _fitness_room _room_didn?ft _didn?ft_have _have_towels _towels_, _,_cups _cups_for _for_water _water_and _and_no _no_sanitary _sanitary_wipes ','_the_fitness _fitness_room _room_didn?ft _didn?ft_have _have_towel _towel_, _,_cup _cup_for _for_water _water_and _and_no _no_sanitary _sanitary_wipe ','_DT_NN _NN_NN _NN_WDT _WDT_VBP _VBP_NNS _NNS_, _,_NNS _NNS_IN _IN_NN _NN_CC _CC_DT _DT_NN _NN_VBZ ',false
4945,'ok . ','ok . ','_ok_. ','_ok_. ','_UH_. ',false
4946,'only location of hotel ... ','only location of hotel .. ','_only_location _location_of _of_hotel _hotel_... ','_only_location _location_of _of_hotel _hotel_.. ','_RB_NN _NN_IN _IN_NN _NN_. ',false
4947,'hotel needs big upgrade ... ','hotel need big upgrade .. ','_hotel_needs _needs_big _big_upgrade _upgrade_... ','_hotel_need _need_big _big_upgrade _upgrade_.. ','_NN_VBZ _VBZ_JJ _JJ_VB _VB_. ',false
4948,'everything is very old . ','everything be very old . ','_everything_is _is_very _very_old _old_. ','_everything_be _be_very _very_old _old_. ','_NN_VBZ _VBZ_RB _RB_JJ _JJ_. ',false
4949,'to update all furniture , carpets .... ','to update all furniture , carpet .. ','_to_update _update_all _all_furniture _furniture_, _,_carpets _carpets_.... ','_to_update _update_all _all_furniture _furniture_, _,_carpet _carpet_.. ','_TO_VB _VB_DT _DT_NN _NN_, _,_NNS _NNS_. ',false
5010,'not bad .... ','not bad .. ','_not_bad _bad_.... ','_not_bad _bad_.. ','_RB_JJ _JJ_. ',false
5011,'but make sure you do nt want to pay cash . ','but make sure you do not want to pay cash . ','_but_make _make_sure _sure_you _you_do _do_nt _nt_want _want_to _to_pay _pay_cash _cash_. ','_but_make _make_sure _sure_you _you_do _do_not _not_want _want_to _to_pay _pay_cash _cash_. ','_CC_VB _VB_JJ _JJ_PRP _PRP_VBP _VBP_RB _RB_VB _VB_TO _TO_VB _VB_NN _NN_. ',false
5012,'bed was comfortable . ','bed be comfortable . ','_bed_was _was_comfortable _comfortable_. ','_bed_be _be_comfortable _comfortable_. ','_NNP_VBD _VBD_JJ _JJ_. ',false
5013,'in all my years travelling , this was the first time i have been told i ca nt give a credit card swipe for security and then pay in cash when checking out . ','in all my year travel , this be the #ord# time i have be tell i can not give a credit card swipe for security and then pay in cash when check out . ','_in_all _all_my _my_years _years_travelling _travelling_, _,_this _this_was _was_the _the_first _first_time _time_i _i_have _have_been _been_told _told_i _i_ca _ca_nt _nt_give _give_a _a_credit _credit_card _card_swipe _swipe_for _for_security _security_and _and_then _then_pay _pay_in _in_cash _cash_when _when_checking _checking_out _out_. ','_in_all _all_my _my_year _year_travel _travel_, _,_this _this_be _be_the _the_#ord# _#ord#_time _time_i _i_have _have_be _be_tell _tell_i _i_can _can_not _not_give _give_a _a_credit _credit_card _card_swipe _swipe_for _for_security _security_and _and_then _then_pay _pay_in _in_cash _cash_when _when_check _check_out _out_. ','_IN_PDT _PDT_PRP$ _PRP$_NNS _NNS_VBG _VBG_, _,_DT _DT_VBD _VBD_DT _DT_JJ _JJ_NN _NN_PRP _PRP_VBP _VBP_VBN _VBN_VBN _VBN_PRP _PRP_MD _MD_RB _RB_VB _VB_DT _DT_NN _NN_NN _NN_NN _NN_IN _IN_NN _NN_CC _CC_RB _RB_VB _VB_IN _IN_NN _NN_WRB _WRB_VBG _VBG_RP _RP_. ',false
5014,'ridiculous . ','ridiculous . ','_ridiculous_. ','_ridiculous_. ','_JJ_. ',false
5015,'we had 5 rooms booked for a band playing in montreal , payment was available in cash from the bands fee . ','we have 0 room book for a band play in montreal , payment be available in cash from the band fee . ','_we_had _had_5 _5_rooms _rooms_booked _booked_for _for_a _a_band _band_playing _playing_in _in_montreal _montreal_, _,_payment _payment_was _was_available _available_in _in_cash _cash_from _from_the _the_bands _bands_fee _fee_. ','_we_have _have_0 _0_room _room_book _book_for _for_a _a_band _band_play _play_in _in_montreal _montreal_, _,_payment _payment_be _be_available _available_in _in_cash _cash_from _from_the _the_band _band_fee _fee_. ','_PRP_VBD _VBD_CD _CD_NNS _NNS_VBN _VBN_IN _IN_DT _DT_NN _NN_VBG _VBG_IN _IN_NNP _NNP_, _,_NN _NN_VBD _VBD_JJ _JJ_IN _IN_NN _NN_IN _IN_DT _DT_NNS _NNS_NN _NN_. ',false
5016,'. ','. ','','','',false
5017,'ar !!!! ','ar !! ','_ar_!!!! ','_ar_!! ','_NN_. ',false
5018,'no food facilities !! ','no food facility !! ','_no_food _food_facilities _facilities_!! ','_no_food _food_facility _facility_!! ','_DT_NN _NN_NNS _NNS_. ',false
5019,'strange ','strange ','','','',false
5055,'good . ','good . ','_good_. ','_good_. ','_JJ_. ',false
5056,'location and view of my room was great . ','location and view of my room be great . ','_location_and _and_view _view_of _of_my _my_room _room_was _was_great _great_. ','_location_and _and_view _view_of _of_my _my_room _room_be _be_great _great_. ','_NN_CC _CC_NN _NN_IN _IN_PRP$ _PRP$_NN _NN_VBD _VBD_JJ _JJ_. ',false
5057,'staff was not very comfortable in english so little difficulty in communicating with the staff and house keeping was not done regularly . ','staff be not very comfortable in english so little difficulty in communicate with the staff and house keeping be not do regularly . ','_staff_was _was_not _not_very _very_comfortable _comfortable_in _in_english _english_so _so_little _little_difficulty _difficulty_in _in_communicating _communicating_with _with_the _the_staff _staff_and _and_house _house_keeping _keeping_was _was_not _not_done _done_regularly _regularly_. ','_staff_be _be_not _not_very _very_comfortable _comfortable_in _in_english _english_so _so_little _little_difficulty _difficulty_in _in_communicate _communicate_with _with_the _the_staff _staff_and _and_house _house_keeping _keeping_be _be_not _not_do _do_regularly _regularly_. ','_NNP_VBD _VBD_RB _RB_RB _RB_JJ _JJ_IN _IN_NNP _NNP_RB _RB_JJ _JJ_NN _NN_IN _IN_VBG _VBG_IN _IN_DT _DT_NN _NN_CC _CC_NN _NN_NN _NN_VBD _VBD_RB _RB_VBN _VBN_RB _RB_. ',false
5079,'pleasant . ','pleasant . ','_pleasant_. ','_pleasant_. ','_NNP_. ',false
5080,'it was an ideal price . ','it be an ideal price . ','_it_was _was_an _an_ideal _ideal_price _price_. ','_it_be _be_an _an_ideal _ideal_price _price_. ','_PRP_VBD _VBD_DT _DT_JJ _JJ_NN _NN_. ',true
5081,'the area was a little rough , it was not expected to see soo many homeless ','the area be a little rough , it be not expect to see soo many homeless ','_the_area _area_was _was_a _a_little _little_rough _rough_, _,_it _it_was _was_not _not_expected _expected_to _to_see _see_soo _soo_many _many_homeless ','_the_area _area_be _be_a _a_little _little_rough _rough_, _,_it _it_be _be_not _not_expect _expect_to _to_see _see_soo _soo_many _many_homeless ','_DT_NN _NN_VBD _VBD_DT _DT_JJ _JJ_JJ _JJ_, _,_PRP _PRP_VBD _VBD_RB _RB_VBN _VBN_TO _TO_VB _VB_RB _RB_JJ _JJ_JJ ',false
5103,'good . ','good . ','_good_. ','_good_. ','_JJ_. ',false
5104,'the area was close to everything . ','the area be close to everything . ','_the_area _area_was _was_close _close_to _to_everything _everything_. ','_the_area _area_be _be_close _close_to _to_everything _everything_. ','_DT_NN _NN_VBD _VBD_JJ _JJ_IN _IN_NN _NN_. ',false
5105,'our breakfast that was included in the price suddenly wasn?ft at check in ','our breakfast that be include in the price suddenly wasn?ft at check in ','_our_breakfast _breakfast_that _that_was _was_included _included_in _in_the _the_price _price_suddenly _suddenly_wasn?ft _wasn?ft_at _at_check _check_in ','_our_breakfast _breakfast_that _that_be _be_include _include_in _in_the _the_price _price_suddenly _suddenly_wasn?ft _wasn?ft_at _at_check _check_in ','_PRP$_NN _NN_WDT _WDT_VBD _VBD_VBN _VBN_IN _IN_DT _DT_NN _NN_RB _RB_RB _RB_IN _IN_NN _NN_IN ',false
5132,'location is perfect . ','location be perfect . ','_location_is _is_perfect _perfect_. ','_location_be _be_perfect _perfect_. ','_NNP_VBZ _VBZ_JJ _JJ_. ',false
5133,'room facilities are too old . ','room facility be too old . ','_room_facilities _facilities_are _are_too _too_old _old_. ','_room_facility _facility_be _be_too _too_old _old_. ','_NN_NNS _NNS_VBP _VBP_RB _RB_JJ _JJ_. ',false
5134,'room fee does - not match to the . ','room fee do - not match to the . ','_room_fee _fee_does _does_- _-_not _not_match _match_to _to_the _the_. ','_room_fee _fee_do _do_- _-_not _not_match _match_to _to_the _the_. ','_NN_NN _NN_VBZ _VBZ_: _:_RB _RB_VB _VB_IN _IN_DT _DT_. ',true
5135,'!!! ','!! ','','','',false
5159,'good , enjoyed it a lot ! ','good , enjoy it a lot ! ','_good_, _,_enjoyed _enjoyed_it _it_a _a_lot _lot_! ','_good_, _,_enjoy _enjoy_it _it_a _a_lot _lot_! ','_UH_, _,_VBD _VBD_PRP _PRP_DT _DT_NN _NN_. ',false
5160,'location . ','location . ','_location_. ','_location_. ','_NN_. ',false
5161,'little runned down ','little run down ','_little_runned _runned_down ','_little_run _run_down ','_RB_VBD _VBD_RP ',false
5183,'love it . ','love it . ','_love_it _it_. ','_love_it _it_. ','_VB_PRP _PRP_. ',false
5184,'my wife and i love trip to montreal.hotel was very good . ','my wife and i love trip to montreal.hotel be very good . ','_my_wife _wife_and _and_i _i_love _love_trip _trip_to _to_montreal.hotel _montreal.hotel_was _was_very _very_good _good_. ','_my_wife _wife_and _and_i _i_love _love_trip _trip_to _to_montreal.hotel _montreal.hotel_be _be_very _very_good _good_. ','_PRP$_NN _NN_CC _CC_PRP _PRP_VBP _VBP_NN _NN_IN _IN_NNP _NNP_VBD _VBD_RB _RB_JJ _JJ_. ',false
5185,'price ok for our budget . ','price ok for our budget . ','_price_ok _ok_for _for_our _our_budget _budget_. ','_price_ok _ok_for _for_our _our_budget _budget_. ','_NN_UH _UH_IN _IN_PRP$ _PRP$_NN _NN_. ',false
5217,'very pleasant . ','very pleasant . ','_very_pleasant _pleasant_. ','_very_pleasant _pleasant_. ','_RB_JJ _JJ_. ',false
5218,'great location ! ','great location ! ','_great_location _location_! ','_great_location _location_! ','_JJ_NN _NN_. ',false
5219,'t location ! ','t location ! ','_t_location _location_! ','_t_location _location_! ','_NN_NN _NN_. ',false
5220,'t location ! ','t location ! ','_t_location _location_! ','_t_location _location_! ','_NN_NN _NN_. ',false
5221,'nothing . ','nothing . ','_nothing_. ','_nothing_. ','_NN_. ',false
5252,'ok . ','ok . ','_ok_. ','_ok_. ','_UH_. ',false
5253,'dated bathroom and bedroom furniture . ','date bathroom and bedroom furniture . ','_dated_bathroom _bathroom_and _and_bedroom _bedroom_furniture _furniture_. ','_date_bathroom _bathroom_and _and_bedroom _bedroom_furniture _furniture_. ','_VBN_NN _NN_CC _CC_NN _NN_NN _NN_. ',false
5254,'we had a room on the twentieth floor but could not see the skyline clearly because the windows were filthy . ','we have a room on the #ord# floor but could not see the skyline clearly because the window be filthy . ','_we_had _had_a _a_room _room_on _on_the _the_twentieth _twentieth_floor _floor_but _but_could _could_not _not_see _see_the _the_skyline _skyline_clearly _clearly_because _because_the _the_windows _windows_were _were_filthy _filthy_. ','_we_have _have_a _a_room _room_on _on_the _the_#ord# _#ord#_floor _floor_but _but_could _could_not _not_see _see_the _the_skyline _skyline_clearly _clearly_because _because_the _the_window _window_be _be_filthy _filthy_. ','_PRP_VBD _VBD_DT _DT_NN _NN_IN _IN_DT _DT_JJ _JJ_NN _NN_CC _CC_MD _MD_RB _RB_VB _VB_DT _DT_NN _NN_RB _RB_IN _IN_DT _DT_NNS _NNS_VBD _VBD_JJ _JJ_. ',false
5255,'no ability to boil a kettle , the coffee machine does not work for tea drinkers . ','no ability to boil a kettle , the coffee machine do not work for tea drinker . ','_no_ability _ability_to _to_boil _boil_a _a_kettle _kettle_, _,_the _the_coffee _coffee_machine _machine_does _does_not _not_work _work_for _for_tea _tea_drinkers _drinkers_. ','_no_ability _ability_to _to_boil _boil_a _a_kettle _kettle_, _,_the _the_coffee _coffee_machine _machine_do _do_not _not_work _work_for _for_tea _tea_drinker _drinker_. ','_DT_NN _NN_TO _TO_VB _VB_DT _DT_NN _NN_, _,_DT _DT_NN _NN_NN _NN_VBZ _VBZ_RB _RB_VB _VB_IN _IN_NN _NN_NNS _NNS_. ',false
5274,'location and hotel quite good but felt a little uneasy in neighbourhood . ','location and hotel quite good but feel a little uneasy in neighbourhood . ','_location_and _and_hotel _hotel_quite _quite_good _good_but _but_felt _felt_a _a_little _little_uneasy _uneasy_in _in_neighbourhood _neighbourhood_. ','_location_and _and_hotel _hotel_quite _quite_good _good_but _but_feel _feel_a _a_little _little_uneasy _uneasy_in _in_neighbourhood _neighbourhood_. ','_NN_CC _CC_NN _NN_RB _RB_JJ _JJ_CC _CC_VBD _VBD_DT _DT_JJ _JJ_JJ _JJ_IN _IN_NN _NN_. ',false
5275,'area a little daunting . ','area a little daunting . ','_area_a _a_little _little_daunting _daunting_. ','_area_a _a_little _little_daunting _daunting_. ','_NNP_DT _DT_JJ _JJ_JJ _JJ_. ',false
5300,'well - located but somewhat worn and outdated furnishings . ','well - locate but somewhat worn and outdated furnishing . ','_well_- _-_located _located_but _but_somewhat _somewhat_worn _worn_and _and_outdated _outdated_furnishings _furnishings_. ','_well_- _-_locate _locate_but _but_somewhat _somewhat_worn _worn_and _and_outdated _outdated_furnishing _furnishing_. ','_RB_HYPH _HYPH_VBN _VBN_CC _CC_RB _RB_JJ _JJ_CC _CC_JJ _JJ_NNS _NNS_. ',false
5301,'like other reviewers have noted , this hotel has furnishings that are quite worn . ','like other reviewer have note , this hotel have furnishing that be quite wear . ','_like_other _other_reviewers _reviewers_have _have_noted _noted_, _,_this _this_hotel _hotel_has _has_furnishings _furnishings_that _that_are _are_quite _quite_worn _worn_. ','_like_other _other_reviewer _reviewer_have _have_note _note_, _,_this _this_hotel _hotel_have _have_furnishing _furnishing_that _that_be _be_quite _quite_wear _wear_. ','_IN_JJ _JJ_NNS _NNS_VBP _VBP_VBN _VBN_, _,_DT _DT_NN _NN_VBZ _VBZ_NNS _NNS_WDT _WDT_VBP _VBP_RB _RB_VBN _VBN_. ',false
5302,'some floors seem worse than others . ','some floor seem bad than other . ','_some_floors _floors_seem _seem_worse _worse_than _than_others _others_. ','_some_floor _floor_seem _seem_bad _bad_than _than_other _other_. ','_DT_NNS _NNS_VBP _VBP_JJR _JJR_IN _IN_NNS _NNS_. ',false
5303,'the location is what makes this a viable option , especially in the summer with the various street festivals virtually at your door . ','the location be what make this a viable option , especially in the summer with the various street festival virtually at your door . ','_the_location _location_is _is_what _what_makes _makes_this _this_a _a_viable _viable_option _option_, _,_especially _especially_in _in_the _the_summer _summer_with _with_the _the_various _various_street _street_festivals _festivals_virtually _virtually_at _at_your _your_door _door_. ','_the_location _location_be _be_what _what_make _make_this _this_a _a_viable _viable_option _option_, _,_especially _especially_in _in_the _the_summer _summer_with _with_the _the_various _various_street _street_festival _festival_virtually _virtually_at _at_your _your_door _door_. ','_DT_NN _NN_VBZ _VBZ_WP _WP_VBZ _VBZ_DT _DT_DT _DT_JJ _JJ_NN _NN_, _,_RB _RB_IN _IN_DT _DT_NN _NN_IN _IN_DT _DT_JJ _JJ_NN _NN_NNS _NNS_RB _RB_IN _IN_PRP$ _PRP$_NN _NN_. ',false
5332,'okay . ','okay . ','_okay_. ','_okay_. ','_UH_. ',false
5333,'good location . ','good location . ','_good_location _location_. ','_good_location _location_. ','_JJ_NN _NN_. ',false
5334,'staff are good . ','staff be good . ','_staff_are _are_good _good_. ','_staff_be _be_good _good_. ','_NN_VBP _VBP_JJ _JJ_. ',false
5335,'room air condition ','room air condition ','_room_air _air_condition ','_room_air _air_condition ','_NN_NN _NN_NN ',false
5354,'pleasant . ','pleasant . ','_pleasant_. ','_pleasant_. ','_NNP_. ',false
5355,'no light blocking curtains in room # 2519 ','no light block curtain in room # 0 ','_no_light _light_blocking _blocking_curtains _curtains_in _in_room _room_# _#_2519 ','_no_light _light_block _block_curtain _curtain_in _in_room _room_# _#_0 ','_DT_NN _NN_VBG _VBG_NNS _NNS_IN _IN_NN _NN_$ _$_CD ',false
5375,'i loved my stay but for me when i wan na get a room i look forward for an awesome bathroom . ','i love my stay but for me when i wan to get a room i look forward for an awesome bathroom . ','_i_loved _loved_my _my_stay _stay_but _but_for _for_me _me_when _when_i _i_wan _wan_na _na_get _get_a _a_room _room_i _i_look _look_forward _forward_for _for_an _an_awesome _awesome_bathroom _bathroom_. ','_i_love _love_my _my_stay _stay_but _but_for _for_me _me_when _when_i _i_wan _wan_to _to_get _get_a _a_room _room_i _i_look _look_forward _forward_for _for_an _an_awesome _awesome_bathroom _bathroom_. ','_PRP_VBD _VBD_PRP$ _PRP$_NN _NN_CC _CC_IN _IN_PRP _PRP_WRB _WRB_PRP _PRP_VBP _VBP_TO _TO_VB _VB_DT _DT_NN _NN_PRP _PRP_VBP _VBP_RB _RB_IN _IN_DT _DT_JJ _JJ_NN _NN_. ',false
5376,'i?fve always wanted to stay there and very much enjoyed my stay . ','i?fve always want to stay there and very much enjoy my stay . ','_i?fve_always _always_wanted _wanted_to _to_stay _stay_there _there_and _and_very _very_much _much_enjoyed _enjoyed_my _my_stay _stay_. ','_i?fve_always _always_want _want_to _to_stay _stay_there _there_and _and_very _very_much _much_enjoy _enjoy_my _my_stay _stay_. ','_NNP_RB _RB_VBD _VBD_TO _TO_VB _VB_RB _RB_CC _CC_RB _RB_RB _RB_VBD _VBD_PRP$ _PRP$_NN _NN_. ',false
5377,'the bathroom shower drain severely clogged with hair and shower needed a scrub brush with comet other than that awesome ','the bathroom shower drain severely clog with hair and shower need a scrub brush with comet other than that awesome ','_the_bathroom _bathroom_shower _shower_drain _drain_severely _severely_clogged _clogged_with _with_hair _hair_and _and_shower _shower_needed _needed_a _a_scrub _scrub_brush _brush_with _with_comet _comet_other _other_than _than_that _that_awesome ','_the_bathroom _bathroom_shower _shower_drain _drain_severely _severely_clog _clog_with _with_hair _hair_and _and_shower _shower_need _need_a _a_scrub _scrub_brush _brush_with _with_comet _comet_other _other_than _than_that _that_awesome ','_DT_NN _NN_NN _NN_NN _NN_RB _RB_VBN _VBN_IN _IN_NN _NN_CC _CC_NN _NN_VBD _VBD_DT _DT_NN _NN_NN _NN_IN _IN_NN _NN_JJ _JJ_IN _IN_DT _DT_JJ ',false
5404,'the last three days was very bad at the hotel . ','the last #crd# day be very bad at the hotel . ','_the_last _last_three _three_days _days_was _was_very _very_bad _bad_at _at_the _the_hotel _hotel_. ','_the_last _last_#crd# _#crd#_day _day_be _be_very _very_bad _bad_at _at_the _the_hotel _hotel_. ','_DT_JJ _JJ_CD _CD_NNS _NNS_VBD _VBD_RB _RB_JJ _JJ_IN _IN_DT _DT_NN _NN_. ',false
5405,'the view from my room . ','the view from my room . ','_the_view _view_from _from_my _my_room _room_. ','_the_view _view_from _from_my _my_room _room_. ','_DT_NN _NN_IN _IN_PRP$ _PRP$_NN _NN_. ',false
5406,'poor customer service , they was charging in my account twice all services , when i ask the agent dania was very rules and next day the manager took all her time to come talk to me , not one ca nt explain all those changes in my account . ','poor customer service , they be charge in my account twice all service , when i ask the agent dania be very rule and next day the manager take all her time to come talk to me , not #crd# can not explain all those change in my account . ','_poor_customer _customer_service _service_, _,_they _they_was _was_charging _charging_in _in_my _my_account _account_twice _twice_all _all_services _services_, _,_when _when_i _i_ask _ask_the _the_agent _agent_dania _dania_was _was_very _very_rules _rules_and _and_next _next_day _day_the _the_manager _manager_took _took_all _all_her _her_time _time_to _to_come _come_talk _talk_to _to_me _me_, _,_not _not_one _one_ca _ca_nt _nt_explain _explain_all _all_those _those_changes _changes_in _in_my _my_account _account_. ','_poor_customer _customer_service _service_, _,_they _they_be _be_charge _charge_in _in_my _my_account _account_twice _twice_all _all_service _service_, _,_when _when_i _i_ask _ask_the _the_agent _agent_dania _dania_be _be_very _very_rule _rule_and _and_next _next_day _day_the _the_manager _manager_take _take_all _all_her _her_time _time_to _to_come _come_talk _talk_to _to_me _me_, _,_not _not_#crd# _#crd#_can _can_not _not_explain _explain_all _all_those _those_change _change_in _in_my _my_account _account_. ','_JJ_NN _NN_NN _NN_, _,_PRP _PRP_VBD _VBD_VBG _VBG_IN _IN_PRP$ _PRP$_NN _NN_RB _RB_DT _DT_NNS _NNS_, _,_WRB _WRB_PRP _PRP_VBP _VBP_DT _DT_NN _NN_NNP _NNP_VBD _VBD_RB _RB_NNS _NNS_CC _CC_JJ _JJ_NN _NN_DT _DT_NN _NN_VBD _VBD_PDT _PDT_PRP$ _PRP$_NN _NN_TO _TO_VB _VB_VB _VB_IN _IN_PRP _PRP_, _,_RB _RB_PRP _PRP_MD _MD_RB _RB_VB _VB_PDT _PDT_DT _DT_NNS _NNS_IN _IN_PRP$ _PRP$_NN _NN_. ',true
5407,'to the end i was right . ','to the end i be right . ','_to_the _the_end _end_i _i_was _was_right _right_. ','_to_the _the_end _end_i _i_be _be_right _right_. ','_IN_DT _DT_NN _NN_PRP _PRP_VBD _VBD_JJ _JJ_. ',false
5431,'great . ','great . ','_great_. ','_great_. ','_JJ_. ',false
5432,'great location ! ','great location ! ','_great_location _location_! ','_great_location _location_! ','_JJ_NNP _NNP_. ',false
5433,'parking lot not big enough ','parking lot not big enough ','_parking_lot _lot_not _not_big _big_enough ','_parking_lot _lot_not _not_big _big_enough ','_NN_NN _NN_RB _RB_JJ _JJ_RB ',false
5470,'good location , shame about the pool !! ','good location , shame about the pool !! ','_good_location _location_, _,_shame _shame_about _about_the _the_pool _pool_!! ','_good_location _location_, _,_shame _shame_about _about_the _the_pool _pool_!! ','_JJ_NN _NN_, _,_NN _NN_IN _IN_DT _DT_NN _NN_. ',false
5471,'the hotel is in a good location and the rooms were quite plush . ','the hotel be in a good location and the room be quite plush . ','_the_hotel _hotel_is _is_in _in_a _a_good _good_location _location_and _and_the _the_rooms _rooms_were _were_quite _quite_plush _plush_. ','_the_hotel _hotel_be _be_in _in_a _a_good _good_location _location_and _and_the _the_room _room_be _be_quite _quite_plush _plush_. ','_DT_NN _NN_VBZ _VBZ_IN _IN_DT _DT_JJ _JJ_NN _NN_CC _CC_DT _DT_NNS _NNS_VBD _VBD_RB _RB_JJ _JJ_. ',false
5472,'we had a room on the 18th floor which gave us a good view of the city . ','we have a room on the #ord# floor which give us a good view of the city . ','_we_had _had_a _a_room _room_on _on_the _the_18th _18th_floor _floor_which _which_gave _gave_us _us_a _a_good _good_view _view_of _of_the _the_city _city_. ','_we_have _have_a _a_room _room_on _on_the _the_#ord# _#ord#_floor _floor_which _which_give _give_us _us_a _a_good _good_view _view_of _of_the _the_city _city_. ','_PRP_VBD _VBD_DT _DT_NN _NN_IN _IN_DT _DT_JJ _JJ_NN _NN_WDT _WDT_VBD _VBD_PRP _PRP_DT _DT_JJ _JJ_NN _NN_IN _IN_DT _DT_NN _NN_. ',false
