@relation OTHER

@attribute id numeric
@attribute words string
@attribute lemmas string
@attribute pos string
@attribute bigrams string
@attribute tagwordset1 string
@attribute tagwordset2 string
@attribute tagwordset3 string
@attribute tagwordset4 string
@attribute tagwordset5 string
@attribute tagwordset6 string
@attribute tagwordset7 string
@attribute tagwordset8 string
@attribute aspecttype {true, false}

@data
8938,'facility make toast ','facility make toast ','NN VB NN ','_facility_to _make_toast _toast_!! ',0,0,0,0,0,0,0,0,false
8939,'continental selection was good be honest ','continental selection be good be honest ','JJ NN VBD JJ VB JJ ','_continental_selection _selection_was _was_very _good_though _be_honest ',0,0,0,0,0,0,0,0,true
8966,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
8967,'small rooms crowded lobby outdated small gym ','small room crowded lobby outdated small gym ','JJ NNS JJ NN JJ JJ NN ','_small_rooms _rooms_, _crowded_lobby _lobby_, _outdated_small _small_gym ',0,0,0,0,0,0,0,0,true
8988,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
8989,'location accessibility public transport ','location accessibility public transport ','NN NN JJ NN ','_location_and _accessibility_to _public_transport _transport_. ',0,0,0,0,0,0,0,0,false
8990,'shower was odd place overflowed first morning was dealt reported ','shower be odd place overflow #ord# morning be deal report ','NN VBD JJ NN VBD JJ NN VBD VBN VBN ','_shower_was _was_in _odd_place _place_and _overflowed_on _first_morning _morning_, _was_promptly _dealt_with _reported_. ',0,0,0,0,0,0,0,0,false
8991,'lack tea coffee room was disappointing ','lack tea coffee room be disappointing ','NN NN NN NN VBD JJ ','_lack_of _tea_and _coffee_in _room_was _was_disappointing _disappointing_. ',0,0,0,0,0,0,0,0,true
9017,'good location ','good location ','JJ NN ','_good_location _location_. ',0,0,0,0,0,0,0,0,false
9018,'friendly staff speaks english ','friendly staff speak english ','JJ NN VBZ NNP ','_friendly_staff _staff_and _speaks_in _english_. ',0,0,0,0,0,0,0,0,false
9019,'location good ','location good ','NNP JJ ','_location_very ',0,0,0,0,0,0,0,0,false
9041,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9042,'location ','location ','NN ','_location_. ',0,0,0,0,0,0,0,0,false
9043,'floor room wasn?ft cleaned whole time were duvet cover was ripped could?fve doing being replaced bit old looking ','floor room wasn?ft clean whole time be duvet cover be rip could?fve do be replace bit old look ','NN NN NNP VBD JJ NN VBD NN NN VBD VBN VB VBG VBG VBN NN JJ VBG ','_floor_in _room_wasn?ft _wasn?ft_cleaned _cleaned_the _whole_time _time_we _were_there _duvet_cover _cover_was _was_ripped _ripped_and _could?fve_doing _doing_with _being_replaced _replaced_a _bit_old _old_looking ',0,0,0,0,0,0,0,0,false
9068,'friendly understanding magnificent views room ','friendly understanding magnificent view room ','JJ JJ JJ NNS NN ','_friendly_and _understanding_and _magnificent_views _views_from _room_. ',0,0,0,0,0,0,0,0,false
9069,'come ','come ','VB ','_come_back ',0,0,0,0,0,0,0,0,true
9070,'friendly was ','friendly be ','JJ VBD ','_friendly_it _was_. ',0,0,0,0,0,0,0,0,false
9071,'mattress bed was bit hard ','mattress bed be bit hard ','NN NN VBD NN JJ ','_mattress_on _bed_was _was_a _bit_hard ',0,0,0,0,0,0,0,0,false
9097,'christmas markets ','christmas markets ','NNP NNP ','_christmas_markets _markets_. ',0,0,0,0,0,0,0,0,false
9098,'location christmas markets check point charley is amazing are walking distance ','location christmas market check point charley be amazing be walk distance ','NN NNP NNS VB NNP NNP VBZ JJ VBP VBG NN ','_location_for _christmas_markets _markets_and _check_point _point_charley _charley_is _is_amazing _amazing_all _are_within _walking_distance _distance_.. ',0,0,0,0,0,0,0,0,false
9099,'beds are hard pillows are soft point squash bother need ','bed be hard pillow be soft point squash bother need ','NNS VBP JJ NNS VBP VB NN VBP VB VBP ','_beds_are _are_to _hard_and _pillows_are _are_to _soft_to _point_they _squash_to _bother_so _need_three ',0,0,0,0,0,0,0,0,false
9124,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9125,'location is terrific ','location be terrific ','NNP VBZ JJ ','_location_is _is_terrific _terrific_. ',0,0,0,0,0,0,0,0,false
9126,'heating was stuck room was roasting had have window open inner window double glazing ','heating be stick room be roast have have window open inner window double glazing ','NN VBD VBN NN VBD VBG VBD VB NN JJ JJ NN JJ NN ','_heating_was _was_stuck _stuck_on _room_- _was_roasting _roasting_and _had_to _have_window _window_open _open_( _inner_window _window_because _double_glazing _glazing_) ',0,0,0,0,0,0,0,0,false
9127,'shower powerful leaked reached tiled floor bedroom carpet ','shower powerful leak reach tile floor bedroom carpet ','NN JJ VBN VBD VBN NN NN NN ','_shower_- _powerful_and _leaked_so _reached_beyond _tiled_floor _floor_and _bedroom_carpet ',0,0,0,0,0,0,0,0,false
9156,'great location busy ','great location busy ','JJ NN JJ ','_great_location _location_, _busy_. ',0,0,0,0,0,0,0,0,false
9157,'busy hotel checking checking takes time expected ','busy hotel check check take time expect ','JJ NN VBG VBG VBZ NN VBN ','_busy_hotel _hotel_so _checking_in _checking_out _takes_double _time_expected _expected_. ',0,0,0,0,0,0,0,0,true
9158,'plan have trains flight catch ','plan have train flight catch ','NNP VBP NNS NN VB ','_plan_for _have_trains _trains_and _flight_to _catch_! ',0,0,0,0,0,0,0,0,false
9159,'need improve services top hotel ','need improve service top hotel ','VBP VB NNS JJ NN ','_need_to _improve_these _services_for _top_hotel _hotel_! ',0,0,0,0,0,0,0,0,false
9203,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9204,'location is fabulous ','location be fabulous ','NNP VBZ JJ ','_location_is _is_fabulous _fabulous_. ',0,0,0,0,0,0,0,0,false
9205,'u bahn stop ','u bahn stop ','NNP NNP NN ','_u_bahn _bahn_stop _stop_. ',0,0,0,0,0,0,0,0,false
9206,'xmas markets is door minutes walk ','xmas market be door minute walk ','NNP NNS VBZ NN NNS VBP ','_xmas_markets _markets_there _is_one _door_and _minutes_walk _walk_away ',0,0,0,0,0,0,0,0,false
9207,'bathrooms aren?ft nice ','bathroom aren?ft nice ','NNS VBP JJ ','_bathrooms_aren?ft _aren?ft_nice _nice_. ',0,0,0,0,0,0,0,0,false
9208,'proper causing bathroom door pull stall door ','proper cause bathroom door pull stall door ','JJ VBG NN NN NN NN NN ','_proper_causing _causing_bathroom _bathroom_door _door_- _pull_too _stall_like _door_. ',0,0,0,0,0,0,0,0,false
9209,'sink shower open room shower curtain pull ','sink shower open room shower curtain pull ','NN NN JJ NN NN NN VB ','_sink_and _shower_open _open_to _room_with _shower_curtain _curtain_to _pull_round ',0,0,0,0,0,0,0,0,false
9210,'see shadow roommate ','see shadow roommate ','VB NN NN ','_see_the _shadow_of _roommate_. ',0,0,0,0,0,0,0,0,false
9211,'partner have been years there?fs things doesn?ft need see doing ','partner have be year there?fs thing doesn?ft need see do ','NN VBP VBN NNS NNS NNS VBD VB VB VBG ','_partner_have _have_been _been_together _years_- _there?fs_still _things_he _doesn?ft_need _need_to _see_me _doing_!!!! ',0,0,0,0,0,0,0,0,false
9257,'was okay ','be okay ','VBD JJ ','_was_okay _okay_. ',0,0,0,0,0,0,0,0,false
9258,'good location good wifi nice staff ','good location good wifi nice staff ','JJ NN NNP NNP JJ NN ','_good_location _location_good _good_wifi _wifi_nice _nice_staff _staff_. ',0,0,0,0,0,0,0,0,false
9259,'bathroom has door little bit akward ','bathroom have door little bit akward ','NN VBZ NN JJ NN JJ ','_bathroom_has _has_no _door_, _little_bit _bit_akward _akward_. ',0,0,0,0,0,0,0,0,false
9281,'pleasant ','pleasant ','NNP ','_pleasant_. ',0,0,0,0,0,0,0,0,false
9282,'front desk staff are friendly helpful room upgraded reservation was lost good location ','front desk staff be friendly helpful room upgrade reservation be lose good location ','JJ NN NN VBP JJ JJ NN VBN NN VBD VBN JJ NN ','_front_desk _desk_staff _staff_are _are_friendly _friendly_and _helpful_room _room_upgraded _upgraded_after _reservation_was _was_lost _lost_good _good_location _location_. ',0,0,0,0,0,0,0,0,false
9283,'bathroom separated room reservation was lost mattress comfortable ','bathroom separate room reservation be lose mattress comfortable ','NN VBN NN NN VBD VBN NNP JJ ','_bathroom_not _separated_from _room_reservation _reservation_was _was_lost _lost_mattress _mattress_not ',0,0,0,0,0,0,0,0,false
9308,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9309,'was think ','be think ','VBD NN ','_was_every _think_. ',0,0,0,0,0,0,0,0,false
9310,'great ','great ','JJ ','_great_. ',0,0,0,0,0,0,0,0,false
9311,'non ','non ','NNP ','',0,0,0,0,0,0,0,0,false
9355,'berlin has something everyone is sad uk is leaving eu ','berlin have something everyone be sad uk be leave eu ','NNP VBZ NN NN VBZ JJ NNP VBZ VBG NNP ','_berlin_has _has_something _something_for _everyone_and _is_sad _sad_uk _uk_is _is_leaving _leaving_the _eu_. ',0,0,0,0,0,0,0,0,false
9356,'location is perfect cost ','location be perfect cost ','NNP VBZ JJ NN ','_location_is _is_perfect _perfect_for _cost_. ',0,0,0,0,0,0,0,0,false
9357,'christmas market is ','christmas market be ','NNP NN VBZ ','_christmas_market _market_is _is_directly ',0,0,0,0,0,0,0,0,false
9358,'alexanderplatz train underground stations m tram m bus airport ','alexanderplatz train underground station m tram m bus airport ','JJ NN JJ NNS NNS NN NN NN NN ','_alexanderplatz_train _train_and _underground_stations _stations_within _m_, _tram_100 _m_, _bus_to _airport_250m ',0,0,0,0,0,0,0,0,false
9359,'bars restaurants ','bar restaurant ','NNS NNS ','_bars_and _restaurants_close ',0,0,0,0,0,0,0,0,false
9360,'stay come berlin ','stay come berlin ','VBP VBP NNP ','_stay_here _come_to _berlin_. ',0,0,0,0,0,0,0,0,false
9361,'is bit pot luck room quality have been refurbished style remains ','be bit pot luck room quality have be refurbish style remain ','VBZ NN NN NN NN NN VBP VBN VBN NN VBZ ','_is_a _bit_pot _pot_luck _luck_on _room_quality _quality_, _have_been _been_refurbished _refurbished_and _style_remains _remains_. ',0,0,0,0,0,0,0,0,false
9362,'example had fridge stayed last time ','example have fridge stay last time ','NN VBD NN VBD JJ NN ','_example_, _had_a _fridge_when _stayed_last _last_time _time_, ',0,0,0,0,0,0,0,0,false
9363,'s big hotel reception lift areas get overcrowded ','s big hotel reception lift area get overcrowded ','VBZ JJ NN NN NN NNS VB JJ ','_s_a _big_hotel _hotel_and _reception_and _lift_areas _areas_can _get_quite _overcrowded_. ',0,0,0,0,0,0,0,0,true
9406,'excellent ','excellent ','JJ ','_excellent_. ',0,0,0,0,0,0,0,0,false
9407,'good location ','good location ','JJ NN ','_good_location ',0,0,0,0,0,0,0,0,false
9425,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9426,'appropriate location centre excellent shopping ','appropriate location centre excellent shopping ','JJ NN NN JJ NN ','_appropriate_location _location_in _centre_excellent _excellent_for _shopping_. ',0,0,0,0,0,0,0,0,false
9427,'shower problem did flow ','shower problem do flow ','NN NN VBD VB ','_shower_problem _problem_- _did_not ',0,0,0,0,0,0,0,0,false
9464,'wonderful ','wonderful ','JJ ','_wonderful_. ',0,0,0,0,0,0,0,0,false
9465,'location was first class ','location be #ord# class ','NN VBD JJ NN ','_location_was _was_first _first_class _class_. ',0,0,0,0,0,0,0,0,false
9466,'underground christmas market right door ask more ','underground christmas market right door ask more ','JJ NNP NN JJ NN VB JJR ','_underground_and _christmas_market _market_right _right_outside _door_, _ask_for _more_. ',0,0,0,0,0,0,0,0,false
9467,'clean good powerful shower ','clean good powerful shower ','JJ JJ JJ NN ','_clean_also _good_powerful _powerful_shower _shower_. ',0,0,0,0,0,0,0,0,false
9468,'fault hotel ','fault hotel ','VB NN ','_fault_this _hotel_much ',0,0,0,0,0,0,0,0,false
9469,'pillows flat comfy single quilts double bed ideal are used was comfy ','pillow flat comfy single quilt double bed ideal be use be comfy ','NNS JJ JJ JJ NNS JJ NN JJ VBP VBN VBD JJ ','_pillows_very _flat_and _comfy_and _single_quilts _quilts_on _double_bed _bed_, _ideal_or _are_used _used_to _was_comfy _comfy_enough ',0,0,0,0,0,0,0,0,true
9470,'asked housekeeping more pillows was problem left dinner were extra pillows got ','ask housekeep more pillow be problem leave dinner be extra pillow get ','VBD VBG JJR NNS VBD NN VBD NN VBD JJ NNS VBD ','_asked_housekeeping _housekeeping_for _more_pillows _pillows_and _was_nt _problem_for _left_for _dinner_and _were_extra _extra_pillows _pillows_when _got_back ',0,0,0,0,0,0,0,0,false
9471,'great service ','great service ','JJ NN ','_great_service _service_. ',0,0,0,0,0,0,0,0,false
9525,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9526,'location was excellent ','location be excellent ','NN VBD JJ ','_location_was _was_excellent _excellent_. ',0,0,0,0,0,0,0,0,false
9527,'road train station underground ','road train station underground ','NN NNP NN NN ','_road_from _train_station _station_and _underground_. ',0,0,0,0,0,0,0,0,false
9528,'close proximity shopping christmas markets ','close proximity shopping christmas market ','JJ NN NN NNP NNS ','_close_proximity _proximity_to _shopping_and _christmas_markets _markets_! ',0,0,0,0,0,0,0,0,false
9529,'nice atmosphere hotel ','nice atmosphere hotel ','JJ NN NN ','_nice_atmosphere _atmosphere_in _hotel_! ',0,0,0,0,0,0,0,0,false
9530,'reception staff be bit friendly ','reception staff be bit friendly ','NN NN VB NN JJ ','_reception_staff _staff_could _be_a _bit_more _friendly_. ',0,0,0,0,0,0,0,0,false
9531,'kettle room have been helpful ','kettle room have be helpful ','NNS NN VB VBN JJ ','_kettle_in _room_would _have_been _been_helpful _helpful_. ',0,0,0,0,0,0,0,0,false
9566,'was amazing ','be amazing ','VBD JJ ','_was_alright _amazing_. ',0,0,0,0,0,0,0,0,false
9567,'had pillow toiletries room arrive separate duvets preferred ','have pillow toiletry room arrive separate duvet prefer ','VBD NN NNS NN VBP JJ NNS VBN ','_had_one _pillow_, _toiletries_in _room_when _arrive_two _separate_duvets _duvets_would _preferred_one ',0,0,0,0,0,0,0,0,false
9588,'perfect location small room ','perfect location small room ','NNP NN JJ NN ','_perfect_location _location_, _small_room _room_. ',0,0,0,0,0,0,0,0,false
9589,'good new facilities close business center great food breakfast ','good new facility close business center great food breakfast ','JJ JJ NNS JJ NN NN JJ NN NN ','_good_and _new_facilities _facilities_, _close_to _business_center _center_, _great_food _food_and _breakfast_. ',0,0,0,0,0,0,0,0,true
9590,'room space was small price level ','room space be small price level ','NN NN VBD JJ NN NN ','_room_space _space_was _was_extremly _small_for _price_level _level_. ',0,0,0,0,0,0,0,0,false
9591,'lobby was crowded noisy ','lobby be crowded noisy ','NN VBD JJ JJ ','_lobby_was _was_always _crowded_and _noisy_. ',0,0,0,0,0,0,0,0,true
9614,'nice ','nice ','JJ ','_nice_. ',0,0,0,0,0,0,0,0,false
9615,'','','','',0,0,0,0,0,0,0,0,false
9633,'wonderful ','wonderful ','JJ ','_wonderful_. ',0,0,0,0,0,0,0,0,false
9634,'location is excellent ','location be excellent ','NNP VBZ JJ ','_location_is _is_excellent _excellent_. ',0,0,0,0,0,0,0,0,false
9635,'pillows be more comfy ','pillow be more comfy ','NNS VB JJR JJ ','_pillows_could _be_more _more_comfy ',0,0,0,0,0,0,0,0,false
9666,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9667,'heater was broken was hot room was fixed ','heater be break be hot room be fix ','NN VBD VBN VBD JJ NN VBD VBN ','_heater_was _was_broken _broken_and _was_very _hot_in _room_which _was_fixed _fixed_later ',0,0,0,0,0,0,0,0,false
9668,'line waiting was long reception area ','line waiting be long reception area ','NN NN VBD JJ NN NN ','_line_and _waiting_was _was_too _long_in _reception_area _area_. ',0,0,0,0,0,0,0,0,true
9669,'think need pay luggage storage sauna ','think need pay luggage storage sauna ','VBP VB VB NN NN NN ','_think_, _need_to _pay_for _luggage_storage _storage_and _sauna_. ',0,0,0,0,0,0,0,0,false
9670,'other everything was good ','other everything be good ','JJ NN VBD JJ ','_other_than _everything_was _was_very _good_. ',0,0,0,0,0,0,0,0,false
9671,'nice people working ','nice people work ','JJ NNS VBG ','_nice_people _people_working _working_there ',0,0,0,0,0,0,0,0,false
9714,'perfect location ','perfect location ','NNP NNP ','_perfect_location _location_. ',0,0,0,0,0,0,0,0,false
9715,'love location ','love location ','VB NN ','_love_the _location_. ',0,0,0,0,0,0,0,0,false
9716,'easy access ','easy access ','JJ NN ','_easy_access _access_to ',0,0,0,0,0,0,0,0,false
9717,'have complaint ','have complaint ','VBP NN ','_have_no _complaint_at ',0,0,0,0,0,0,0,0,true
9718,'christmas market is hotel?fs door ','christmas market be hotel?fs door ','JJ NN VBZ NNS NN ','_christmas_market _market_is _is_right _hotel?fs_door _door_. ',0,0,0,0,0,0,0,0,false
9719,'','','','',0,0,0,0,0,0,0,0,false
9759,'excellent ','excellent ','JJ ','_excellent_. ',0,0,0,0,0,0,0,0,false
9760,'good location christmas markets trains get city ','good location christmas market train get city ','JJ NN NNP NNS NNS VB NN ','_good_location _location_for _christmas_markets _markets_and _trains_to _get_around _city_. ',0,0,0,0,0,0,0,0,false
9761,'view room was amazing ','view room be amazing ','NN NN VBD JJ ','_view_from _room_was _was_amazing _amazing_. ',0,0,0,0,0,0,0,0,false
9762,'smallish room bed was comfortable ','smallish room bed be comfortable ','JJ NN NN VBD JJ ','_smallish_room _room_but _bed_was _was_very _comfortable_. ',0,0,0,0,0,0,0,0,false
9763,'shower is connected main room separate room ','shower be connect main room separate room ','NN VBZ VBN JJ NN JJ NN ','_shower_is _is_connected _connected_to _main_room _room_and _separate_room _room_. ',0,0,0,0,0,0,0,0,false
9793,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9794,'location ','location ','NN ','_location_. ',0,0,0,0,0,0,0,0,false
9795,'check check process is long ','check check process be long ','VB VB NN VBZ JJ ','_check_- _check_- _process_is _is_too ',0,0,0,0,0,0,0,0,true
9820,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9821,'location xmas markets is ideal ','location xmas market be ideal ','NN NNP NNS VBZ JJ ','_location_to _xmas_markets _markets_is _is_ideal _ideal_. ',0,0,0,0,0,0,0,0,false
9822,'ceiling shower fell injuring ','ceiling shower fall injure ','VBG NN VBD VBG ','_ceiling_in _shower_fell _fell_in _injuring_me ',0,0,0,0,0,0,0,0,false
9823,'queues check remain big issue ','queue check remain big issue ','NNS NN VBP JJ NN ','_queues_at _check_in _remain_a _big_issue ',0,0,0,0,0,0,0,0,true
9852,'nothing special ','nothing special ','NN JJ ','_nothing_special _special_. ',0,0,0,0,0,0,0,0,false
9853,'good location ','good location ','JJ NN ','_good_location _location_. ',0,0,0,0,0,0,0,0,false
9854,'rooms were basic bed was uncomfortable thin pillow ','room be basic bed be uncomfortable thin pillow ','NNS VBD JJ NN VBD JJ JJ NN ','_rooms_were _were_basic _basic_and _bed_was _was_uncomfortable _uncomfortable_with _thin_pillow _pillow_each ',0,0,0,0,0,0,0,0,false
9855,'booked double room double bed came separate single bed quilts ','book double room double bed come separate single bed quilt ','VBD JJ NN JJ NN VBD JJ JJ NN NNS ','_booked_a _double_room _room_but _double_bed _bed_came _came_with _separate_single _single_bed _bed_quilts _quilts_. ',0,0,0,0,0,0,0,0,false
9878,'comfortable central ','comfortable central ','JJ JJ ','_comfortable_central _central_. ',0,0,0,0,0,0,0,0,false
9879,'tea coffe making facilities room ','tea coffe make facility room ','NN NN VBG NNS NN ','_tea_or _coffe_making _making_facilities _facilities_in ',0,0,0,0,0,0,0,0,false
9906,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
9907,'it?fs business hotel was aok ','it?fs business hotel be aok ','VBZ NN NN VBD VBN ','_it?fs_a _business_hotel _hotel_which _was_aok _aok_with ',0,0,0,0,0,0,0,0,false
9908,'was quiet 32nd floor ','be quiet #ord# floor ','VBD JJ JJ NN ','_was_super _quiet_up _32nd_floor _floor_. ',0,0,0,0,0,0,0,0,false
9909,'single room was small ','single room be small ','JJ NN VBD JJ ','_single_room _room_was _was_very _small_but ',0,0,0,0,0,0,0,0,false
9910,'location alexanderplatz was wonderful ','location alexanderplatz be wonderful ','NN NNP VBD JJ ','_location_in _alexanderplatz_was _was_wonderful _wonderful_. ',0,0,0,0,0,0,0,0,false
9911,'supermarket starbucks ','supermarket starbucks ','NNP NNP ','_supermarket_and _starbucks_close ',0,0,0,0,0,0,0,0,false
9945,'christmassy ','christmassy ','NNP ','_christmassy_. ',0,0,0,0,0,0,0,0,false
9946,'fab view great location ','fab view great location ','JJ NN JJ NN ','_fab_view _view_and _great_location _location_. ',0,0,0,0,0,0,0,0,false
9947,'thought was bit cheek charge guests store luggage couple hours last day wasn?ft much money principle don?ft think be charge you?fve paid stay hotel has been free other hotels i?fve stayed ','thought be bit cheek charge guest store luggage couple hour last day wasn?ft much money principle don?ft think be charge you?fve pay stay hotel have be free other hotel i?fve stay ','NNP VBD NN NN VB NNS VB NN NN NNS JJ NN NN JJ NN NN VBP VBP VB NN NNP VBD VB NN VBZ VBN JJ JJ NNS NNP VBD ','_thought_it _was_a _bit_of _cheek_to _charge_guests _guests_to _store_luggage _luggage_for _couple_of _hours_on _last_day _day_- _wasn?ft_much _much_money _money_but _principle_i _don?ft_think _think_there _be_a _charge_if _you?fve_already _paid_to _stay_at _hotel_- _has_always _been_free _free_in _other_hotels _hotels_i?fve _i?fve_stayed _stayed_at ',0,0,0,0,0,0,0,0,false
9975,'wonderful ','wonderful ','JJ ','_wonderful_. ',0,0,0,0,0,0,0,0,false
9976,'like attention details staff ','like attention detail staff ','VBP NN NNS NN ','_like_it _attention_of _details_from _staff_. ',0,0,0,0,0,0,0,0,false
9977,'work re polite helpful ','work be polite helpful ','VBP VBP JJ JJ ','_work_really _re_polite _polite_and _helpful_. ',0,0,0,0,0,0,0,0,false
9978,'views situation ','view situation ','NNS NN ','_views_and _situation_. ',0,0,0,0,0,0,0,0,false
9979,'did design sink shower glass do have privacy ','do design sink shower glass do have privacy ','VBD NN NN NN NN VBP VB NN ','_did_nt _design_of _sink_and _shower_because _glass_you _do_nt _have_privacy ',0,0,0,0,0,0,0,0,false
10036,'best hotel christmas markets ','good hotel christmas markets ','JJS NN NNP NNP ','_best_hotel _hotel_for _christmas_markets _markets_! ',0,0,0,0,0,0,0,0,false
10037,'hotels location was amazing ','hotel location be amazing ','NNS NN VBD JJ ','_hotels_location _location_was _was_amazing _amazing_. ',0,0,0,0,0,0,0,0,false
10038,'asked better location ','ask good location ','VBD JJR NN ','_asked_for _better_location _location_. ',0,0,0,0,0,0,0,0,false
10039,'visited berlin first time visit christmas markets overlooked popular one was short walk one ','visit berlin #ord# time visit christmas market overlook popular #crd# be short walk #crd# ','VBD NNP JJ NN VB NNP NNS VBD JJ NN VBD JJ NN NN ','_visited_berlin _berlin_for _first_time _time_, _visit_its _christmas_markets _markets_and _overlooked_a _popular_one _one_and _was_a _short_walk _walk_to _one_. ',0,0,0,0,0,0,0,0,false
10040,'train station was minutes ','train station be minute ','NN NN VBD NNS ','_train_station _station_was _was_2 _minutes_away ',0,0,0,0,0,0,0,0,false
10041,'was local tram bus underground stops ','be local tram bus underground stop ','VBD JJ NN NN NN VBZ ','_was_local _local_tram _tram_, _bus_and _underground_stops _stops_too ',0,0,0,0,0,0,0,0,false
10042,'rooms were spacious comfortable ','room be spacious comfortable ','NNS VBD JJ JJ ','_rooms_were _were_spacious _spacious_& _comfortable_. ',0,0,0,0,0,0,0,0,false
10043,'hotel was massive busy weren?ft disturbed noise ','hotel be massive busy weren?ft disturb noise ','NN VBD JJ JJ VBD VBN NN ','_hotel_was _was_massive _massive_and _busy_, _weren?ft_not _disturbed_with _noise_. ',0,0,0,0,0,0,0,0,true
10044,'room was hot ','room be hot ','NN VBD JJ ','_room_was _was_extremely _hot_. ',0,0,0,0,0,0,0,0,false
10045,'had air conditioning lowest woke night sweats ','have air conditioning low wake night sweat ','VBD NN NN JJS VBD NN NNS ','_had_the _air_conditioning _conditioning_on _lowest_and _woke_up _night_in _sweats_. ',0,0,0,0,0,0,0,0,false
10046,'asked fan reception had none didn?ft seem bothered help ','ask fan reception have none didn?ft seem bothered help ','VBD NN NN VBD NN VB VBP JJ VB ','_asked_for _fan_at _reception_but _had_none _none_and _didn?ft_seem _seem_too _bothered_to _help_us ',0,0,0,0,0,0,0,0,false
10047,'was cold been nice get choose temperature room suit needs ','be cold be nice get choose temperature room suit need ','VBD JJ VBN JJ VB VB NN NN VB NNS ','_was_cold _cold_outside _been_nice _nice_to _get_to _choose_the _temperature_of _room_to _suit_our _needs_. ',0,0,0,0,0,0,0,0,false
10108,'had great time stay ','have great time stay ','VBD JJ NN VB ','_had_a _great_time _time_, _stay_here ',0,0,0,0,0,0,0,0,true
10109,'location view staff friendly ','location view staff friendly ','NNP NN NN JJ ','_location_, _view_, _staff_very _friendly_. ',0,0,0,0,0,0,0,0,false
10110,'fridge room was bonus ','fridge room be bonus ','NN NN VBD NN ','_fridge_in _room_was _was_a _bonus_. ',0,0,0,0,0,0,0,0,false
10111,'few room niggles shower door leaked bed was bit hard pillows were useless ','few room niggles shower door leak bed be bit hard pillow be useless ','JJ NN NNS NN NN VBN NN VBD NN JJ NNS VBD JJ ','_few_room _room_niggles _niggles_, _shower_door _door_leaked _leaked_, _bed_was _was_a _bit_hard _hard_, _pillows_were _were_useless _useless_. ',0,0,0,0,0,0,0,0,false
10137,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
10138,'location is wonderful rooms are clean ','location be wonderful room be clean ','NNP VBZ JJ NNS VBP JJ ','_location_is _is_wonderful _wonderful_and _rooms_are _are_clean _clean_. ',0,0,0,0,0,0,0,0,false
10139,'elevators old breakfast is weak ','elevator old breakfast be weak ','NNS JJ NN VBZ JJ ','_elevators_( _old_) _breakfast_is _is_weak ',0,0,0,0,0,0,0,0,true
10164,'good ','good ','JJ ','_good_. ',0,0,0,0,0,0,0,0,false
10165,'great location ','great location ','JJ NN ','_great_location _location_. ',0,0,0,0,0,0,0,0,false
10166,'clean nice simple room ','clean nice simple room ','JJ JJ JJ NN ','_clean_nice _nice_simple _simple_room _room_. ',0,0,0,0,0,0,0,0,false
10167,'staff etiquette poor ','staff etiquette poor ','NN NN JJ ','_staff_etiquette _etiquette_very ',0,0,0,0,0,0,0,0,false
10196,'excellent ','excellent ','JJ ','_excellent_. ',0,0,0,0,0,0,0,0,false
10197,'first time berlin ','#ord# time berlin ','JJ NN NNP ','_first_time _time_in _berlin_. ',0,0,0,0,0,0,0,0,false
10198,'live spain partner lives moscow ideal location ','live spain partner live moscow ideal location ','VBP NNP NN VBZ NNP JJ NN ','_live_in _spain_my _partner_lives _lives_in _moscow_so _ideal_location _location_. ',0,0,0,0,0,0,0,0,false
10199,'wi fi ','wi fi ','JJ NN ','_wi_- ',0,0,0,0,0,0,0,0,false
10231,'worth staying upper floors ','worth stay upper floor ','JJ VBG JJ NNS ','_worth_staying _staying_on _upper_floors _floors_! ',0,0,0,0,0,0,0,0,false
10232,'room got upgraded room view 33rd floor ','room get upgrade room view #ord# floor ','NN VBD VBN NN NN JJ NN ','_room_got _got_upgraded _upgraded_to _room_with _view_, _33rd_floor _floor_! ',0,0,0,0,0,0,0,0,false
10233,'breakfast was amazing ','breakfast be amazing ','NN VBD JJ ','_breakfast_was _was_amazing _amazing_! ',0,0,0,0,0,0,0,0,true
10234,'location is great ','location be great ','NN VBZ JJ ','_location_is _is_great _great_! ',0,0,0,0,0,0,0,0,false
10235,'pillow was worn lumpy ','pillow be worn lumpy ','NN VBD JJ JJ ','_pillow_was _was_really _worn_out _lumpy_. ',0,0,0,0,0,0,0,0,false
